"","Country","Year","Debt","RGDP","GDP","dRGDP","GDPI","GDP1","GDP2","RGDP1","RGDP2","GDPI1","GDPI2","Infl","Debt1","Debt2","Debtalt","GDP2alt","GDPalt","RGDP2alt","debtgdp","GDP3","GNI","lRGDP","lRGDP1","lRGDP2"
"143","Belgium",1963,11056.051,NA,NA,6.18462526609342,NA,17315.635,NA,17090.82,NA,NA,NA,NA,NA,NA,NA,NA,698511,NA,63.8501042554893,NA,NA,NA,16095.381,NA
"144","Belgium",1964,11455.16,NA,NA,7.15104365969566,NA,19294.941,NA,18312.992,NA,NA,NA,NA,NA,NA,NA,NA,778356,NA,59.3687226097245,NA,NA,NA,17090.82,NA
"145","Belgium",1965,12121.993,NA,NA,3.44247406431457,NA,21009.125,NA,18943.412,NA,NA,NA,NA,NA,NA,NA,NA,847506,NA,57.6987047294925,NA,NA,NA,18312.992,NA
"146","Belgium",1966,12578.117,NA,NA,3.75867346389342,NA,22731.836,NA,19655.433,NA,NA,NA,NA,NA,NA,NA,NA,917000,NA,55.3326048982581,NA,NA,NA,18943.412,NA
"147","Belgium",1967,13111.089,NA,NA,3.34511073859325,NA,24245.325,NA,20312.929,NA,NA,NA,NA,NA,NA,NA,NA,978054,NA,54.07677150131,NA,NA,NA,19655.433,NA
"148","Belgium",1968,14137.368,NA,NA,5.20399101478668,NA,25800.932,NA,21370.012,NA,NA,NA,NA,NA,NA,NA,NA,1040807,NA,54.7940206191001,NA,NA,NA,20312.929,NA
"149","Belgium",1969,14833.949,NA,NA,7.52912071364304,NA,28407.805,NA,22978.986,NA,NA,NA,NA,NA,NA,NA,NA,1145968,NA,52.2178640693992,NA,NA,NA,21370.012,NA
"150","Belgium",1970,15414,NA,NA,5.09117765248648,NA,31894.625,NA,24148.887,NA,NA,NA,NA,NA,NA,NA,NA,1286626,NA,48.3278922388961,NA,NA,NA,22978.986,NA
"151","Belgium",1971,15981.7,NA,NA,4.90975836691772,NA,35137.618,NA,25334.539,NA,NA,NA,NA,NA,NA,NA,NA,1417448,NA,45.4831628028969,NA,NA,NA,24148.887,NA
"152","Belgium",1972,17640.1,NA,NA,6.32754754290181,NA,39366.607,NA,26937.594,NA,NA,NA,NA,NA,NA,NA,NA,1588045,NA,44.8098054272241,NA,NA,NA,25334.539,NA
"153","Belgium",1973,18956.4,NA,NA,7.40209760381718,NA,44951.4,NA,28931.541,NA,NA,NA,NA,NA,NA,NA,NA,1813335,NA,42.1708778814453,NA,NA,NA,26937.594,NA
"154","Belgium",1974,20361.9,NA,NA,3.12869266106497,NA,52638.306,NA,29836.72,NA,NA,NA,NA,NA,NA,NA,NA,2123424,NA,38.6826658137517,NA,NA,NA,28931.541,NA
"155","Belgium",1975,23024.3,NA,NA,-2.89670245254842,NA,58092.583,NA,28972.439,NA,NA,NA,NA,NA,NA,NA,NA,2343449,NA,39.6338031655435,NA,NA,NA,29836.72,NA
"156","Belgium",1976,26244.5,NA,NA,5.71506251165117,NA,66637.076,NA,30628.232,NA,NA,NA,NA,NA,NA,NA,NA,2688133,NA,39.3842310848093,NA,NA,NA,28972.439,NA
"157","Belgium",1977,30458.7,NA,NA,1.11662664694456,NA,72161.557,NA,30970.235,NA,NA,NA,NA,NA,NA,NA,NA,2910990,NA,42.2090393642698,NA,NA,NA,30628.232,NA
"158","Belgium",1978,35371.9,NA,NA,3.0823595623346,NA,77681.873,NA,31924.849,NA,NA,NA,NA,NA,NA,NA,NA,3133679,NA,45.5343037364714,NA,NA,NA,30970.235,NA
"159","Belgium",1979,40628,NA,NA,2.94325276213523,NA,82521.746,NA,32864.478,NA,NA,NA,NA,NA,NA,NA,NA,3328919,NA,49.233083362051,NA,NA,NA,31924.849,NA
"160","Belgium",1980,48508,NA,NA,4.00784092782485,NA,89566.335,87805,34181.634,184848,NA,NA,NA,NA,NA,NA,NA,3613097,NA,55.2451454928535,NA,NA,NA,32864.478,NA
"161","Belgium",1981,60465,NA,NA,0.146065956894303,NA,92835.852,92452,33615.727,185118,NA,NA,NA,NA,NA,NA,NA,3744989,NA,65.4015056461731,NA,NA,NA,34181.634,184848
"162","Belgium",1982,76475,NA,NA,0.580710681835361,NA,101596.112,100037,34451.062,186193,NA,NA,NA,NA,NA,NA,NA,4098377,NA,76.4467147155552,NA,NA,NA,33615.727,185118
"163","Belgium",1983,92116,NA,NA,0.397437067988582,NA,107730.981,106062,34367.947,186933,NA,NA,NA,NA,NA,NA,NA,4345857,NA,86.8510870999981,NA,NA,NA,34451.062,186193
"164","Belgium",1984,105723,NA,NA,2.10182257814298,NA,115331.52,114226,34761.91,190862,NA,NA,NA,NA,NA,NA,NA,4652462,NA,92.555985502425,NA,NA,NA,34367.947,186933
"165","Belgium",1985,121829,NA,NA,1.84740807494419,NA,124175.543,121669,35497.416,194388,NA,NA,NA,NA,NA,NA,NA,5009229,NA,100.131504327314,NA,NA,NA,34761.91,190862
"166","Belgium",1986,134316,NA,NA,1.85350947589358,NA,131478.561,127385,36236.226,197991,NA,NA,NA,NA,NA,NA,NA,5303832,NA,105.440985987361,NA,NA,NA,35497.416,194388
"167","Belgium",1987,145576,NA,NA,2.37334020233242,NA,136923.294,132626,36989.439,202690,NA,NA,NA,NA,NA,NA,NA,5523472,NA,109.764299609428,NA,NA,NA,36236.226,197991
"168","Belgium",1988,157716,NA,NA,4.56559277714736,NA,145275.794,141707,38729.735,211944,NA,NA,NA,NA,NA,NA,NA,5860411,NA,111.297254193512,NA,NA,NA,36989.439,202690
"169","Belgium",1989,168275,NA,NA,3.61793681349791,NA,157361.173,153888,40138.272,219612,NA,NA,NA,NA,NA,NA,NA,6347934,NA,109.349007070077,NA,NA,NA,38729.735,211944
"170","Belgium",1990,179094,NA,NA,3.08999508223595,NA,167596.598,163065,41517.642,226398,NA,NA,NA,NA,NA,NA,NA,6760830,NA,109.829822463435,NA,NA,NA,40138.272,219612
"171","Belgium",1991,192141,NA,NA,1.80036926121256,NA,NA,170762,NA,230474,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.519764350382,NA,NA,NA,41517.642,226398
"172","Belgium",1992,205472,NA,NA,1.33160356482727,NA,NA,178959,NA,233543,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.815125252153,NA,NA,NA,NA,230474
"173","Belgium",1993,224914,NA,NA,-0.692377849047066,NA,NA,184822,NA,231926,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.692222787331,NA,NA,NA,NA,233543
"174","Belgium",1994,231429,NA,NA,3.29156713779395,NA,NA,194896,NA,239560,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.74486905837,NA,NA,NA,NA,231926
"175","Belgium",1995,236230,NA,NA,4.2774252796794,NA,NA,201859,NA,249807,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.027231879678,NA,NA,NA,NA,239560
"176","Belgium",1996,238122,NA,NA,0.890287301796988,NA,NA,211026,NA,252031,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.840123965767,NA,NA,NA,NA,249807
"177","Belgium",1997,243081,NA,NA,3.68724482305749,NA,NA,221203,NA,261324,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.890462606746,NA,NA,NA,NA,252031
"178","Belgium",1998,241903,NA,NA,1.73003627680581,NA,NA,229636,NA,265845,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.341932449616,NA,NA,NA,NA,261324
"179","Belgium",1999,246755,NA,NA,3.37978897477853,NA,NA,238088,NA,274830,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.64025066362,NA,NA,NA,NA,265845
"180","Belgium",2000,251061,NA,NA,3.7958010406433,NA,NA,251754,NA,285262,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.7247312853023,NA,NA,NA,NA,274830
"181","Belgium",2001,257164,NA,NA,0.765261408810147,NA,NA,258893,NA,287445,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.3321565279865,NA,NA,NA,NA,285262
"182","Belgium",2002,262753,NA,NA,1.49489467550314,NA,NA,267606,NA,291742,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.1865130079296,NA,NA,NA,NA,287445
"183","Belgium",2003,263019,NA,NA,1.01322401299779,NA,NA,274738,NA,294698,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.7344815788133,NA,NA,NA,NA,291742
"184","Belgium",2004,269780,NA,NA,2.78250955215169,NA,NA,288999,NA,302898,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.3498039785605,NA,NA,NA,NA,294698
"185","Belgium",2005,277930,NA,NA,2.17036758248652,NA,NA,302620,NA,309472,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.8412530566387,NA,NA,NA,NA,302898
"186","Belgium",2006,278600,NA,NA,3.0151354565195,NA,NA,318803,NA,318803,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.3893909404868,NA,NA,NA,NA,309472
"187","Belgium",2007,285810,NA,NA,2.59878357480952,NA,NA,334902,NA,327088,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.3413834494867,NA,NA,NA,NA,318803
"188","Belgium",2008,310830,NA,NA,0.969158147042992,NA,NA,343941,NA,330258,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.3730581698605,NA,NA,NA,NA,327088
"189","Belgium",2009,324640,NA,NA,-3.18236045758165,NA,NA,336028,NA,319748,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.6109967026557,NA,NA,NA,NA,330258
"190","Canada",1946,17893,NA,NA,-1.026045777427,NA,13165,NA,87569.328,NA,NA,NA,4.9775,NA,NA,NA,NA,NA,NA,135.913406760349,NA,NA,NA,88477.144,NA
"191","Canada",1947,17695,NA,NA,4.42583732057418,NA,15120,NA,91445.004,NA,NA,NA,14.0574,NA,NA,NA,NA,NA,NA,117.030423280423,NA,NA,NA,87569.328,NA
"192","Canada",1948,17190,NA,NA,1.83276059564719,NA,16343,NA,93120.972,NA,NA,NA,14.4412,NA,NA,NA,NA,NA,NA,105.182647004834,NA,NA,NA,91445.004,NA
"193","Canada",1949,16937,NA,NA,2.17472815898014,NA,18006,13657,95146.1,NA,NA,NA,2.1826,NA,NA,NA,NA,NA,NA,124.016987625394,NA,NA,NA,93120.972,NA
"194","Canada",1950,16726,NA,NA,7.37591976970153,NA,21170,15073,102164,NA,NA,NA,5.3183,NA,NA,NA,NA,NA,NA,110.96662907185,NA,NA,NA,95146.1,NA
"195","Canada",1951,16718,NA,NA,5.67323127520458,NA,23995,18765,107960,NA,NA,NA,11.7117,NA,NA,NA,NA,NA,NA,89.0913935518252,NA,NA,NA,102164,NA
"196","Canada",1952,16819,NA,NA,7.27676917376807,NA,25020,20732,115816,NA,NA,NA,-1.4821,NA,NA,NA,NA,NA,NA,81.1257958711171,NA,NA,NA,107960,NA
"197","Canada",1953,17357,NA,NA,4.67292947433862,NA,24871,21013,121228,NA,NA,NA,-1.1134,NA,NA,NA,NA,NA,NA,82.6012468471898,NA,NA,NA,115816,NA
"198","Canada",1954,17558,NA,NA,-0.691259445012704,NA,27132,22799,120390,NA,NA,NA,-0.3223,NA,NA,NA,NA,NA,NA,77.0121496556867,NA,NA,NA,121228,NA
"199","Canada",1955,17561,NA,NA,9.3388155162389,NA,30585,24278,131633,NA,NA,NA,0.7514,NA,NA,NA,NA,NA,NA,72.3329763571958,NA,NA,NA,120390,NA
"200","Canada",1956,18698,NA,NA,8.08991666223515,NA,31909,27462,142282,NA,NA,NA,2.5934,NA,NA,NA,NA,NA,NA,68.0868108659238,NA,NA,NA,131633,NA
"201","Canada",1957,17962,NA,NA,2.89565791878101,NA,32894,29248,146402,NA,NA,NA,1.6642,NA,NA,NA,NA,NA,NA,61.4127461706783,NA,NA,NA,142282,NA
"202","Canada",1958,18030,NA,NA,1.78890998756847,NA,34915,29207,149021,NA,NA,NA,1.7434,NA,NA,NA,NA,NA,NA,61.7317766288903,NA,NA,NA,146402,NA
"203","Canada",1959,19708,NA,NA,4.05379107642547,NA,36287,30958,155062,NA,NA,NA,1.2503,NA,NA,NA,NA,NA,NA,63.660443181084,NA,NA,NA,149021,NA
"204","Canada",1960,20399,NA,NA,3.10714423907856,NA,39.448,33058,159880,NA,NA,NA,0.9526,NA,NA,NA,NA,NA,NA,61.7066973198621,NA,NA,NA,155062,NA
"205","Canada",1961,20864,NA,NA,2.95096322241681,NA,41.173,39245,164598,NA,NA,NA,0.6292,NA,NA,NA,NA,NA,NA,53.1634603134157,NA,NA,NA,159880,NA
"206","Canada",1962,22775,NA,NA,7.00616046367513,NA,44.665,42295,176130,NA,NA,NA,1.72,NA,NA,NA,NA,NA,NA,53.8479725735903,NA,NA,NA,164598,NA
"207","Canada",1963,24494,NA,NA,5.05933117583603,NA,47.961,45661,185041,NA,NA,NA,1.8953,NA,NA,NA,NA,NA,NA,53.6431527999825,NA,NA,NA,176130,NA
"208","Canada",1964,26212,NA,NA,6.51585324333526,NA,52.549,50334,197098,NA,NA,NA,1.5694,NA,NA,NA,NA,NA,NA,52.0761314419677,NA,NA,NA,185041,NA
"209","Canada",1965,26838,NA,NA,6.64897665120905,NA,57.93,55828,210203,NA,NA,NA,2.5945,NA,NA,NA,NA,NA,NA,48.0726517159848,NA,NA,NA,197098,NA
"210","Canada",1966,27738,NA,NA,6.48373239202105,NA,64.818,54569,223832,NA,NA,NA,3.6851,NA,NA,NA,NA,NA,NA,50.8310579266617,NA,NA,NA,210203,NA
"211","Canada",1967,29844,NA,NA,3.04469423496194,NA,69.698,59700,230647,NA,NA,NA,3.2219,NA,NA,NA,NA,NA,NA,49.9899497487437,NA,NA,NA,223832,NA
"212","Canada",1968,32008,NA,NA,5.22703525300567,NA,76.131,63750,242703,NA,NA,NA,3.6668,NA,NA,NA,NA,NA,NA,50.2086274509804,NA,NA,NA,230647,NA
"213","Canada",1969,34355,NA,NA,5.27146347593561,NA,83.825,69418,255497,NA,NA,NA,4.6755,NA,NA,NA,NA,NA,NA,49.4900458094442,NA,NA,NA,242703,NA
"214","Canada",1970,35820,NA,NA,2.58359197955358,NA,90.179,79877,262098,NA,NA,NA,2.4679,NA,NA,NA,NA,NA,NA,44.8439475693879,NA,NA,NA,255497,NA
"215","Canada",1971,39930,NA,NA,5.56890933925478,NA,98.429,89105,276694,NA,NA,NA,2.8372,NA,NA,NA,NA,NA,NA,44.8123000953931,NA,NA,NA,262098,NA
"216","Canada",1972,43762,NA,NA,5.28381533390676,NA,109.913,98406,291314,NA,NA,NA,5.3437,NA,NA,NA,NA,NA,NA,44.4708655976262,NA,NA,NA,276694,NA
"217","Canada",1973,46211,NA,NA,7.16134480320205,NA,128.956,111852,312176,NA,NA,NA,11.4992,NA,NA,NA,NA,NA,NA,41.3144154775954,NA,NA,NA,291314,NA
"218","Canada",1974,49057,NA,NA,4.08487519860592,NA,154.038,129730,324928,NA,NA,NA,14.1499,NA,NA,NA,NA,NA,NA,37.8146920527249,NA,NA,NA,312176,NA
"219","Canada",1975,55125,NA,NA,2.25926974591295,NA,173.621,148702,332269,NA,NA,NA,9.3151,NA,NA,NA,NA,NA,NA,37.0707858670361,NA,NA,NA,324928,NA
"220","Canada",1976,61928,NA,NA,5.47688770243386,NA,199.994,170709,350467,NA,NA,NA,6.964,NA,NA,NA,NA,NA,NA,36.2769391186171,NA,NA,NA,332269,NA
"221","Canada",1977,69735,NA,NA,3.3606587781446,NA,220.973,191532,362245,NA,NA,NA,8.4885,NA,NA,NA,NA,NA,NA,36.4090595827329,NA,NA,NA,350467,NA
"222","Canada",1978,82355,NA,NA,4.04394815663431,NA,244.877,241225,376894,NA,NA,NA,8.7732,NA,NA,NA,NA,NA,NA,34.1403254223236,NA,NA,NA,362245,NA
"223","Canada",1979,100492,NA,NA,4.15687169336736,NA,279.577,266107,392561,NA,NA,NA,9.3338,NA,NA,NA,NA,NA,NA,37.7637566843413,NA,NA,NA,376894,NA
"224","Canada",1980,110611,NA,NA,1.33813598396173,NA,314.39,314698,397814,1025780,NA,NA,10.107,NA,NA,NA,NA,NA,NA,35.1483009107144,NA,NA,NA,392561,NA
"225","Canada",1981,127665,NA,NA,1.5475053130301,NA,360.471,360827,410164,1041654,NA,NA,12.472,NA,NA,NA,NA,NA,NA,35.3812214717857,NA,NA,NA,397814,1025780
"226","Canada",1982,144505,NA,NA,0.124993519921213,NA,379.859,399185,397671,1042956,NA,NA,10.769,NA,NA,NA,NA,NA,NA,36.2000075153124,NA,NA,NA,410164,1041654
"227","Canada",1983,173091,NA,NA,3.866893713637,NA,411.386,443475,409246,1083286,NA,NA,5.864,NA,NA,NA,NA,NA,NA,39.030610519195,NA,NA,NA,397671,1042956
"228","Canada",1984,209304,NA,NA,5.89410368083774,NA,449.582,498656,432711,1147136,NA,NA,4.305,NA,NA,NA,NA,NA,NA,41.9736251042803,NA,NA,NA,409246,1083286
"229","Canada",1985,250515,NA,NA,5.35402951350146,NA,485.714,552432,456107,1208554,NA,NA,3.962,NA,NA,NA,NA,NA,NA,45.3476626987575,NA,NA,NA,432711,1147136
"230","Canada",1986,284037,NA,NA,4.0375523145842,NA,512.541,570893,468055,1257350,NA,NA,4.195,NA,NA,NA,NA,NA,NA,49.753106098691,NA,NA,NA,456107,1208554
"231","Canada",1987,318277,NA,NA,1.78001352049946,NA,558.949,622867,487138,1279731,NA,NA,4.356,NA,NA,NA,NA,NA,NA,51.0987096763836,NA,NA,NA,468055,1257350
"232","Canada",1988,349894,NA,NA,-0.172848825260929,NA,613.094,652073,510815,1277519,NA,NA,4.028,NA,NA,NA,NA,NA,NA,53.6587161253418,NA,NA,NA,487138,1279731
"233","Canada",1989,379993,NA,NA,0.997558549031363,NA,657.728,695771,523177,1290263,NA,NA,4.984,NA,NA,NA,NA,NA,NA,54.6146648825547,NA,NA,NA,510815,1277519
"234","Canada",1990,406606,NA,NA,1.9275140029591,NA,679.921,736295,524475,1315133,NA,NA,4.78,NA,NA,NA,NA,NA,NA,55.223246117385,NA,NA,NA,523177,1290263
"235","Canada",1991,444557,NA,NA,3.10462896148147,NA,685.367,775727,513291.9201,1355963,NA,NA,5.626,NA,NA,NA,NA,NA,NA,57.3084345394707,NA,NA,NA,524475,1315133
"236","Canada",1992,476104,NA,NA,3.5231049814781,NA,700.48,797314,517778.7606,1403735,NA,NA,1.49,NA,NA,NA,NA,NA,NA,59.7134880360811,NA,NA,NA,513291.9201,1355963
"237","Canada",1993,514357,NA,NA,2.78663707893585,NA,727.184,838297,529920.6972,1442852,NA,NA,1.865,NA,NA,NA,NA,NA,NA,61.3573709556398,NA,NA,NA,517778.7606,1403735
"238","Canada",1994,557604,NA,NA,5.05138434156795,NA,770.873,878806,555411.2016,1515736,NA,NA,0.136,NA,NA,NA,NA,NA,NA,63.4501812686759,NA,NA,NA,529920.6972,1442852
"239","Canada",1995,595877,NA,NA,4.18634907398121,NA,810.426,943437,570868.2258,1579190,NA,NA,2.189,NA,NA,NA,NA,NA,NA,63.1602322147637,NA,NA,NA,555411.2016,1515736
"240","Canada",1996,634939,NA,NA,5.09976633590639,NA,836.864,1032990,580059.7477,1659725,NA,NA,1.58,NA,NA,NA,NA,NA,NA,61.4661322955692,NA,NA,NA,570868.2258,1579190
"241","Canada",1997,651124,NA,NA,5.39264034704545,NA,882.733,1119180,604681.7889,1749228,NA,NA,1.612,NA,NA,NA,NA,NA,NA,58.1786665237049,NA,NA,NA,580059.7477,1659725
"242","Canada",1998,645725,NA,NA,2.68278349077422,NA,914.973,1140360,629755,1796156,NA,NA,0.987,NA,NA,NA,NA,NA,NA,56.6246623873163,NA,NA,NA,604681.7889,1749228
"243","Canada",1999,648389,NA,NA,2.02577059008238,NA,982.441,1240430,664604,1832542,NA,NA,1.744,NA,NA,NA,NA,NA,NA,52.2713091427973,NA,NA,NA,629755,1796156
"244","Canada",2000,648212,NA,NA,3.25356799462169,NA,1076.58,1481240,699382,1892165,NA,NA,2.738,NA,NA,NA,NA,NA,NA,43.7614431152278,NA,NA,NA,664604,1832542
"245","Canada",2001,644900,NA,NA,1.99015413560657,NA,1108.05,1536890,709074,1929822,NA,NA,2.507,NA,NA,NA,NA,NA,NA,41.9613635328488,NA,NA,NA,699382,1892165
"246","Canada",2002,640526,NA,NA,1.5020556300011,NA,1152.91,1532310,732692,1958809,NA,NA,2.276,NA,NA,NA,NA,NA,NA,41.8013326285151,NA,NA,NA,709074,1929822
"247","Canada",2003,629638,NA,NA,1.01352403424735,NA,1213.18,1593830,746491,1978662,NA,NA,2.742,NA,NA,NA,NA,NA,NA,39.5047150574403,NA,NA,NA,732692,1958809
"248","Canada",2004,628830,NA,NA,3.86412636417943,NA,1290.91,1743040,769405,2055120,NA,NA,1.841,NA,NA,NA,NA,NA,NA,36.0766247475675,NA,NA,NA,746491,1978662
"249","Canada",2005,626217,NA,NA,2.73920744287439,NA,1373.85,1945720,792964,2111414,NA,NA,2.23,NA,NA,NA,NA,NA,NA,32.1843327919742,NA,NA,NA,769405,2055120
"250","Canada",2006,619701,NA,NA,2.28088854199129,NA,1449.22,2159570,814835,2159573,NA,NA,2.018,NA,NA,NA,NA,NA,NA,28.6955736558667,NA,NA,NA,792964,2111414
"251","Canada",2007,618765,NA,NA,3.13409178573727,NA,1532.94,2277110,NA,2227256,NA,NA,2.123,NA,NA,NA,NA,NA,NA,27.1732590871763,NA,NA,NA,814835,2159573
"252","Canada",2008,594390,NA,NA,2.13213029844797,NA,1600.08,2548320,NA,2274744,NA,NA,2.385,NA,NA,NA,NA,NA,NA,23.3247786777171,NA,NA,NA,NA,2227256
"253","Canada",2009,719627,NA,NA,-1.90667609190309,NA,1523.67,2379940,NA,2231372,NA,NA,0.147,NA,NA,NA,NA,NA,NA,30.2371908535509,NA,NA,NA,NA,2274744
"254","Denmark",1950,NA,NA,NA,7.9458545282729,NA,NA,21568,29654,NA,NA,NA,8.82437,9994.4,3.4,NA,NA,NA,NA,46.3390207715134,NA,NA,NA,27471.18,NA
"255","Denmark",1951,NA,NA,NA,0.667700816078765,NA,NA,23137,29852,NA,NA,NA,10.64426,9505.9,3.7,NA,NA,NA,NA,41.0852746682802,NA,NA,NA,29654,NA
"256","Denmark",1952,NA,NA,NA,0.978158917325467,NA,NA,24676,30144,NA,NA,NA,2.47846,9555.8,4.4,NA,NA,NA,NA,38.7250769978927,NA,NA,NA,29852,NA
"257","Denmark",1953,NA,NA,NA,5.68935774946921,NA,NA,26432,31859,NA,NA,NA,-0.80582,9552.2,5.5,NA,NA,NA,NA,36.1387711864407,NA,NA,NA,30144,NA
"258","Denmark",1954,NA,NA,NA,1.94293606202329,NA,NA,27705,32478,NA,NA,NA,1.62526,8144,9.1,NA,NA,NA,NA,29.3954159898935,NA,NA,NA,31859,NA
"259","Denmark",1955,NA,NA,NA,1.07765256481311,NA,NA,28920,32828,NA,NA,NA,8.46523,8630,10.3,NA,NA,NA,NA,29.8409405255878,NA,NA,NA,32478,NA
"260","Denmark",1956,NA,NA,NA,1.20933349579626,NA,NA,30929,33225,NA,NA,NA,3.79728,8848,10.2,NA,NA,NA,NA,28.6074557858321,NA,NA,NA,32828,NA
"261","Denmark",1957,NA,NA,NA,7.58765989465764,NA,NA,32870,35746,NA,NA,NA,0,8903,10.1,NA,NA,NA,NA,27.085488287192,NA,NA,NA,33225,NA
"262","Denmark",1958,NA,NA,NA,2.25200022380125,NA,NA,34340,36551,NA,NA,NA,1.21961,8979,11,NA,NA,NA,NA,26.1473500291206,NA,NA,NA,35746,NA
"263","Denmark",1959,NA,NA,NA,7.43892095975487,NA,NA,38084,39270,NA,NA,NA,2.40936,8805,11.4,NA,NA,NA,NA,23.1199453838882,NA,NA,NA,36551,NA
"264","Denmark",1960,NA,NA,NA,2.79348102877515,NA,NA,40786,40367,NA,NA,NA,0,8127,13.4,NA,NA,NA,NA,19.9259549845535,NA,NA,NA,39270,NA
"265","Denmark",1961,NA,NA,NA,6.33933658681596,NA,NA,45616,42926,NA,NA,NA,5.88284,7483,16,NA,NA,NA,NA,16.4043318133988,NA,NA,NA,40367,NA
"266","Denmark",1962,NA,NA,NA,5.51879979499603,NA,NA,51387,45295,NA,NA,NA,8.88829,7750,15.4,NA,NA,NA,NA,15.0816354330862,NA,NA,NA,42926,NA
"267","Denmark",1963,NA,NA,NA,0.627000772712227,NA,NA,54282,45579,NA,NA,NA,2.04138,7314,16.4,NA,NA,NA,NA,13.4740798054604,NA,NA,NA,45295,NA
"268","Denmark",1964,NA,NA,NA,9.35518550209526,NA,NA,62049,49843,NA,NA,NA,4.99961,6673,17.5,NA,NA,NA,NA,10.7544037776596,NA,NA,NA,45579,NA
"269","Denmark",1965,NA,NA,NA,4.56232570270649,NA,NA,69700,52117,NA,NA,NA,7.6193,5483,17.9,NA,NA,NA,NA,7.86657101865136,NA,NA,NA,49843,NA
"270","Denmark",1966,NA,NA,NA,2.72847631291133,NA,NA,78885,53539,NA,NA,NA,6.64566,4809,19.5,NA,NA,NA,NA,6.09621601064841,NA,NA,NA,52117,NA
"271","Denmark",1967,NA,NA,NA,3.36203515194531,NA,NA,86894,55339,NA,NA,NA,9.74887,5057,23.7,NA,NA,NA,NA,5.81973438902571,NA,NA,NA,53539,NA
"272","Denmark",1968,NA,NA,NA,4.10921773071433,NA,NA,96826,57613,NA,NA,NA,6.13738,5125,25.9,NA,NA,NA,NA,5.29299981409952,NA,NA,NA,55339,NA
"273","Denmark",1969,NA,NA,NA,6.37009008383524,NA,NA,110386,61283,NA,NA,NA,4.23817,5246,25.7,NA,NA,NA,NA,4.75241425543094,NA,NA,NA,57613,NA
"274","Denmark",1970,NA,NA,NA,2.0250314116476,NA,NA,122143,62524,NA,NA,NA,6.69819,5871,24.4,NA,NA,NA,NA,4.80666104484088,NA,NA,NA,61283,NA
"275","Denmark",1971,NA,NA,NA,2.66617618834368,NA,NA,135254,64191,NA,NA,NA,5.81365,6786,25.5,NA,NA,NA,NA,5.01722684726515,NA,NA,NA,62524,NA
"276","Denmark",1972,NA,NA,NA,5.27644062251718,NA,NA,155323,67578,NA,NA,NA,6.79855,8208,27.9,NA,NA,NA,NA,5.28447171378354,NA,NA,NA,64191,NA
"277","Denmark",1973,NA,NA,NA,3.63135931812129,NA,NA,178155,70032,NA,NA,NA,11.04498,8840,29.2,NA,NA,NA,NA,4.9619713171115,NA,NA,NA,67578,NA
"278","Denmark",1974,NA,NA,NA,-0.93243088873658,NA,NA,199656,69379,NA,NA,NA,15.28759,9106,35.5,NA,NA,NA,NA,4.56084465280282,NA,NA,NA,70032,NA
"279","Denmark",1975,NA,NA,NA,-0.660142117931939,NA,NA,223381,68921,NA,NA,NA,6.92232,9690,54.8,NA,NA,NA,NA,4.33788012409292,NA,NA,NA,69379,NA
"280","Denmark",1980,NA,NA,NA,-0.441574352953189,NA,NA,385808,78010,815.421,NA,NA,12.33,134928.63184,117.6,NA,NA,NA,NA,34.973,NA,NA,NA,78356,NA
"281","Denmark",1981,NA,NA,NA,-0.886903820235196,NA,NA,422403,77316,808.189,NA,NA,11.728,191910.35499,137.5,NA,NA,NA,NA,45.433,NA,NA,NA,78010,815.421
"282","Denmark",1982,NA,NA,NA,3.71398274413535,NA,NA,482211,79650,838.205,NA,NA,10.123,282324.89628,157.7,NA,NA,NA,NA,58.548,NA,NA,NA,77316,808.189
"283","Denmark",1983,NA,NA,NA,2.65185724255999,NA,NA,531728,81656,860.433,NA,NA,6.92,373666.53472,174.7,NA,NA,NA,NA,70.274,NA,NA,NA,79650,838.205
"284","Denmark",1984,NA,NA,NA,4.16557709897225,NA,NA,583546,85241,896.275,NA,NA,6.282,425866.03534,186.9,NA,NA,NA,NA,72.979,NA,NA,NA,81656,860.433
"285","Denmark",1985,NA,NA,NA,4.02443446486849,NA,NA,634018,88897,932.345,NA,NA,4.687,449074.9494,200.6,NA,NA,NA,NA,70.83,NA,NA,NA,85241,896.275
