WarNum,WarName,WarType,ccode1,SideA,ccode2,SideB,StartMonth1,StartDay1,StartYear1,EndMonth1,EndDay1,EndYear1,StartMonth2,StartDay2,StartYear2,EndMonth2,EndDay2 ,EndYear2,Initiator,Interven,TransFrom,Outcome,TransTo,WhereFought,BatDeath,NonStateDeaths,Version
462,Third Sino-Tibetan,3,710,China,-8,Tibet,5,-9,1950,10,28,1950,-8,-8,-8,-8,-8,-8,1,0,-8,1,-8,7,10000,3200,4
463,Franco-Tunisian,2,220,France,-8,Tunisia,1,18,1952,7,31,1954,-8,-8,-8,-8,-8,-8,0,0,-8,2,-8,6,2000,1000,4
464,British-Mau Mau,2,200,United Kingdom,-8,Mau Mau,10,20,1952,10,-9,1956,-8,-8,-8,-8,-8,-8,0,0,-8,1,-8,4,600,16500,4
465,Moroccan Independence,2,220,France,-8,Morocco,8,20,1953,3,12,1956,-8,-8,-8,-8,-8,-8,0,0,-8,2,-8,6,2000,1000,4
466,Third Franco-Algerian,2,220,France,-8,Algeria,11,1,1954,3,17,1962,-8,-8,-8,-8,-8,-8,0,0,-8,2,-8,6,18000,14000,4
467,French-Cameroon,2,220,France,-8,UPC,1,1,1957,1,5,1958,-8,-8,-8,-8,-8,-8,0,0,-8,1,-8,4,1000,900,4
469,Angolan-Portuguese,2,235,Portugal,-8,Angola,2,3,1961,10,14,1974,-8,-8,-8,-8,-8,-8,0,0,-8,4,1581,4,4000,25000,4
471,Mozambique-Portuguese,2,235,Portugal,-8,Mozambique,9,25,1964,6,25,1975,-8,-8,-8,-8,-8,-8,0,0,-8,2,-8,4,3500,10000,4
472,"East Timorese, Phase 2",3,850,Indonesia,-8,Fretilin & UDT,10,16,1975,7,17,1976,-8,-8,-8,-8,-8,-8,1,0,1582,4,806,7,12500,20000,4
473,Namibian,2,560,South Africa,-8,SWAPO-Namibia,10,17,1975,12,13,1988,-8,-8,-8,-8,-8,-8,1,0,-8,2,-8,4,1100,19000,4
474,Western Saharan,3,600,Morocco,-8,Polisario,12,11,1975,12,23,1983,-8,-8,-8,-8,-8,-8,0,1,-8,7,-8,6,9500,4000,4
474,Western Saharan,3,-8,-8,615,Algeria,1,27,1976,3,6,1976,-8,-8,-8,-8,-8,-8,0,1,-8,7,-8,6,500,-8,4
474,Western Saharan,3,435,Mauritania,-8,-8,12,11,1975,8,5,1979,-8,-8,-8,-8,-8,-8,0,1,-8,7,-8,6,2000,-8,4
475,Khmer Insurgency,3,816,Vietnam,-8,Khmer Rouge,1,9,1979,9,25,1989,-8,-8,-8,-8,-8,-8,1,1,189,4,857,7,25300,-9,4
475,Khmer Insurgency,3,811,Cambodia,-8,-8,1,9,1979,9,25,1989,-8,-8,-8,-8,-8,-8,0,1,189,4,857,7,15000,-8,4
476,Soviet Quagmire,3,365,USSR,-8,Muhajadin,2,22,1980,2,15,1989,-8,-8,-8,-8,-8,-8,0,1,812,4,851,7,40000,50000,4
476,Soviet Quagmire,3,700,Afghanistan,-8,-8,2,22,1980,2,15,1989,-8,-8,-8,-8,-8,-8,0,1,812,4,851,7,30000,-8,4
477,First PKK in Iraq,3,640,Turkey,-8,PKK in Iraq,8,4,1991,3,25,1992,-8,-8,-8,-8,-8,-8,1,0,-8,6,-8,6,300,2000,4
479,Second PKK in Iraq,3,640,Turkey,-8,PKK in Iraq,5,14,1997,6,14,1997,-8,-8,-8,-8,-8,-8,1,0,-8,6,-8,6,100,2500,4
480,Al Aqsa Intifada,2,666,Israel,-8,Palestinians,9,28,2000,9,9,2003,-8,-8,-8,-8,-8,-8,0,0,-8,1,-8,6,900,3400,4
481,Afghan Resistance,3,220,France,-8,-8,12,23,2001,-7,-7,-7,-8,-8,-8,-8,-8,-8,1,1,225,5,-8,7,12,-8,4
481,Afghan Resistance,3,900,Australia,-8,-8,12,23,2001,-7,-7,-7,-8,-8,-8,-8,-8,-8,1,1,225,5,-8,7,6,-8,4
481,Afghan Resistance,3,255,Germany,-8,-8,12,23,2001,-7,-7,-7,-8,-8,-8,-8,-8,-8,1,1,225,5,-8,7,25,-8,4
481,Afghan Resistance,3,200,United Kingdom,-8,-8,12,23,2001,-7,-7,-7,-8,-8,-8,-8,-8,-8,1,1,225,5,-8,7,110,-8,4
481,Afghan Resistance,3,20,Canada,-8,-8,12,23,2001,-7,-7,-7,-8,-8,-8,-8,-8,-8,1,1,225,5,-8,7,88,-8,4
481,Afghan Resistance,3,2,United States,-8,al-Qaeda & Taliban,12,23,2001,-7,-7,-7,-8,-8,-8,-8,-8,-8,1,1,225,5,-8,7,552,12000,4
481,Afghan Resistance,3,700,Afghanistan,-8,-8,12,23,2001,-7,-7,-7,-8,-8,-8,-8,-8,-8,1,1,225,5,-8,7,1600,-8,4
482,Iraqi Resistance,3,900,Australia,-8,-8,5,3,2003,-7,-7,-7,-8,-8,-8,-8,-8,-8,1,1,227,5,-8,6,1,-8,4
482,Iraqi Resistance,3,2,United States,-8,al-Qaeda & Iraqi resistence,5,3,2003,-7,-7,-7,-8,-8,-8,-8,-8,-8,1,1,227,5,-8,6,3985,20000,4
482,Iraqi Resistance,3,200,United Kingdom,-8,-8,5,3,2003,-7,-7,-7,-8,-8,-8,-8,-8,-8,1,1,227,5,-8,6,143,-8,4
482,Iraqi Resistance,3,210,Netherlands,-8,-8,3,-9,2004,3,-9,2005,-8,-8,-8,-8,-8,-8,0,1,227,5,-8,6,2,-8,4
482,Iraqi Resistance,3,230,Spain,-8,-8,3,-9,2004,4,28,2004,-8,-8,-8,-8,-8,-8,0,1,227,5,-8,6,11,-8,4
482,Iraqi Resistance,3,290,Poland,-8,-8,3,-9,2004,3,31,2006,-8,-8,-8,-8,-8,-8,0,1,227,5,-8,6,23,-8,4
482,Iraqi Resistance,3,325,Italy,-8,-8,3,-9,2004,-7,-7,-7,-8,-8,-8,-8,-8,-8,0,1,227,5,-8,6,33,-8,4
482,Iraqi Resistance,3,369,Ukraine,-8,-8,3,-9,2004,10,-9,2005,-8,-8,-8,-8,-8,-8,0,1,227,5,-8,6,18,-8,4
482,Iraqi Resistance,3,645,Iraq,-8,-8,6,28,2004,-7,-7,-7,-8,-8,-8,-8,-8,-8,0,1,227,5,-8,6,10800,-8,4
482,Iraqi Resistance,3,732,Republic of Korea,-8,-8,9,25,2004,-7,-7,-7,-8,-8,-8,-8,-8,-8,0,1,227,5,-8,6,1,-8,4
