version4id,ccode,state_name,all_st_day,all_st_month,all_st_year,all_end_day,all_end_month,all_end_year,ss_type,mem_st_day,mem_st_month,mem_st_year,mem_end_day,mem_end_month,mem_end_year,left_censor,right_censor,defense,neutrality,nonaggression,entente,version
75,740,"Japan",26,8,1894,17,4,1895,"Type I: Defense Pact",26,8,1894,17,4,1895,0,0,1,0,0,0,4.1
76,365,"Russia",3,6,1896,17,6,1900,"Type I: Defense Pact",3,6,1896,17,6,1900,0,0,1,0,0,0,4.1
76,710,"China",3,6,1896,17,6,1900,"Type I: Defense Pact",3,6,1896,17,6,1900,0,0,1,0,0,0,4.1
77,200,"United Kingdom",30,1,1902,13,12,1921,"Type I: Defense Pact",30,1,1902,13,12,1921,0,0,1,1,0,1,4.1
77,740,"Japan",30,1,1902,13,12,1921,"Type I: Defense Pact",30,1,1902,13,12,1921,0,0,1,1,0,1,4.1
78,220,"France",1,11,1902,15,11,1918,"Type IIa: Non-Aggression Pact",1,11,1902,15,11,1918,0,0,0,1,0,0,4.1
78,325,"Italy",1,11,1902,15,11,1918,"Type IIa: Non-Aggression Pact",1,11,1902,15,11,1918,0,0,0,1,0,0,4.1
79,345,"Yugoslavia",30,3,1904,30,3,1909,"Type I: Defense Pact",1,1,1908,30,3,1909,0,0,1,0,0,1,4.1
79,355,"Bulgaria",30,3,1904,30,3,1909,"Type I: Defense Pact",1,1,1908,30,3,1909,0,0,1,0,0,1,4.1
80,220,"France",3,10,1904,16,5,1907,"Type III: Entente",3,10,1904,16,5,1907,0,0,0,0,0,1,4.1
80,230,"Spain",3,10,1904,16,5,1907,"Type III: Entente",3,10,1904,16,5,1907,0,0,0,0,0,1,4.1
81,300,"Austria-Hungary",15,10,1904,6,10,1908,"Type IIa: Non-Aggression Pact",15,10,1904,6,10,1908,0,0,0,1,0,0,4.1
81,365,"Russia",15,10,1904,6,10,1908,"Type IIa: Non-Aggression Pact",15,10,1904,6,10,1908,0,0,0,1,0,0,4.1
82,255,"Germany",24,7,1905,2,12,1905,"Type I: Defense Pact",24,7,1905,2,12,1905,0,0,1,0,0,0,4.1
82,365,"Russia",24,7,1905,2,12,1905,"Type I: Defense Pact",24,7,1905,2,12,1905,0,0,1,0,0,0,4.1
83,200,"United Kingdom",16,5,1907,26,4,1915,"Type III: Entente",16,5,1907,26,4,1915,0,0,0,0,0,1,4.1
83,220,"France",16,5,1907,26,4,1915,"Type III: Entente",16,5,1907,26,4,1915,0,0,0,0,0,1,4.1
83,230,"Spain",16,5,1907,26,4,1915,"Type III: Entente",16,5,1907,26,4,1915,0,0,0,0,0,1,4.1
84,90,"Guatemala",20,12,1907,10,3,1918,"Type IIa: Non-Aggression Pact",20,12,1907,10,3,1918,0,0,0,0,1,0,4.1
84,91,"Honduras",20,12,1907,10,3,1918,"Type IIa: Non-Aggression Pact",20,12,1907,10,3,1918,0,0,0,1,1,0,4.1
84,92,"El Salvador",20,12,1907,10,3,1918,"Type IIa: Non-Aggression Pact",20,12,1907,10,3,1918,0,0,0,0,1,0,4.1
84,93,"Nicaragua",20,12,1907,10,3,1918,"Type IIa: Non-Aggression Pact",20,12,1907,10,3,1918,0,0,0,0,1,0,4.1
84,94,"Costa Rica",20,12,1907,10,3,1918,"Type IIa: Non-Aggression Pact",20,12,1907,10,3,1918,0,0,0,0,1,0,4.1
85,2,"United States of America",30,11,1908,4,7,1910,"Type III: Entente",30,11,1908,4,7,1910,0,0,0,0,0,1,4.1
85,740,"Japan",30,11,1908,4,7,1910,"Type III: Entente",30,11,1908,4,7,1910,0,0,0,0,0,1,4.1
86,325,"Italy",24,10,1909,11,8,1917,"Type III: Entente",24,10,1909,11,8,1917,0,0,0,0,0,1,4.1
86,365,"Russia",24,10,1909,11,8,1917,"Type III: Entente",24,10,1909,11,8,1917,0,0,0,0,0,1,4.1
87,365,"Russia",4,7,1910,3,7,1916,"Type III: Entente",4,7,1910,3,7,1916,0,0,0,0,0,1,4.1
87,740,"Japan",4,7,1910,3,7,1916,"Type III: Entente",4,7,1910,3,7,1916,0,0,0,0,0,1,4.1
88,130,"Ecuador",17,4,1911,,,,"Type IIa: Non-Aggression Pact",17,4,1911,,,,0,1,0,1,1,0,4.1
88,145,"Bolivia",17,4,1911,,,,"Type IIa: Non-Aggression Pact",17,4,1911,,,,0,1,0,1,1,0,4.1
89,345,"Yugoslavia",29,2,1912,30,6,1913,"Type I: Defense Pact",29,2,1912,30,6,1913,0,0,1,1,0,1,4.1
89,355,"Bulgaria",29,2,1912,30,6,1913,"Type I: Defense Pact",29,2,1912,30,6,1913,0,0,1,1,0,1,4.1
90,350,"Greece",16,5,1912,30,6,1913,"Type I: Defense Pact",16,5,1912,30,6,1913,0,0,1,0,0,0,4.1
90,355,"Bulgaria",16,5,1912,30,6,1913,"Type I: Defense Pact",16,5,1912,30,6,1913,0,0,1,1,0,0,4.1
91,200,"United Kingdom",23,11,1912,11,11,1918,"Type III: Entente",23,11,1912,11,11,1918,0,0,0,0,0,1,4.1
91,220,"France",23,11,1912,11,11,1918,"Type III: Entente",23,11,1912,11,11,1918,0,0,0,0,0,1,4.1
92,345,"Yugoslavia",19,5,1913,11,11,1918,"Type I: Defense Pact",19,5,1913,11,11,1918,0,0,1,1,0,1,4.1
92,350,"Greece",19,5,1913,11,11,1918,"Type I: Defense Pact",19,5,1913,11,11,1918,0,0,1,1,0,1,4.1
93,255,"Germany",2,8,1914,30,10,1918,"Type I: Defense Pact",2,8,1914,30,10,1918,0,0,1,0,0,0,4.1
93,640,"Turkey",2,8,1914,30,10,1918,"Type I: Defense Pact",2,8,1914,30,10,1918,0,0,0,0,0,0,4.1
94,355,"Bulgaria",19,8,1914,30,9,1918,"Type I: Defense Pact",19,8,1914,30,9,1918,0,0,1,0,0,1,4.1
94,640,"Turkey",19,8,1914,30,9,1918,"Type I: Defense Pact",19,8,1914,30,9,1918,0,0,1,0,0,1,4.1
95,300,"Austria-Hungary",6,9,1914,30,9,1918,"Type I: Defense Pact",19,8,1914,30,9,1918,0,0,1,0,0,0,4.1
95,355,"Bulgaria",6,9,1914,30,9,1918,"Type I: Defense Pact",19,8,1914,30,9,1918,0,0,1,0,0,0,4.1
96,255,"Germany",6,9,1914,6,9,1918,"Type I: Defense Pact",6,9,1914,6,9,1918,0,0,1,0,0,0,4.1
96,355,"Bulgaria",6,9,1914,6,9,1918,"Type I: Defense Pact",6,9,1914,6,9,1918,0,0,1,0,0,0,4.1
97,360,"Romania",1,10,1914,17,8,1916,"Type I: Defense Pact",1,10,1914,17,8,1916,0,0,0,1,0,0,4.1
97,365,"Russia",1,10,1914,17,8,1916,"Type I: Defense Pact",1,10,1914,17,8,1916,0,0,1,0,0,0,4.1
98,200,"United Kingdom",26,4,1915,11,11,1918,"Type I: Defense Pact",26,4,1915,11,11,1918,0,0,1,0,0,1,4.1
98,220,"France",26,4,1915,11,11,1918,"Type I: Defense Pact",26,4,1915,11,11,1918,0,0,1,0,0,1,4.1
98,325,"Italy",26,4,1915,11,11,1918,"Type I: Defense Pact",26,4,1915,11,11,1918,0,0,1,0,0,1,4.1
98,365,"Russia",26,4,1915,11,11,1918,"Type I: Defense Pact",26,4,1915,8,11,1917,0,0,1,0,0,1,4.1
99,255,"Germany",6,9,1915,30,9,1918,"Type I: Defense Pact",6,9,1915,30,9,1918,0,0,1,0,0,0,4.1
99,300,"Austria-Hungary",6,9,1915,30,9,1918,"Type I: Defense Pact",6,9,1915,30,9,1918,0,0,1,0,0,0,4.1
99,355,"Bulgaria",6,9,1915,30,9,1918,"Type I: Defense Pact",6,9,1915,30,9,1918,0,0,1,0,0,0,4.1
100,365,"Russia",3,7,1916,8,11,1917,"Type I: Defense Pact",3,7,1916,8,11,1917,0,0,1,0,0,1,4.1
100,740,"Japan",3,7,1916,8,11,1917,"Type I: Defense Pact",3,7,1916,8,11,1917,0,0,1,0,0,1,4.1
101,200,"United Kingdom",17,8,1916,11,11,1918,"Type I: Defense Pact",17,8,1916,11,11,1918,0,0,1,0,0,0,4.1
101,220,"France",17,8,1916,11,11,1918,"Type I: Defense Pact",17,8,1916,11,11,1918,0,0,1,0,0,0,4.1
101,325,"Italy",17,8,1916,11,11,1918,"Type I: Defense Pact",17,8,1916,11,11,1918,0,0,1,0,0,0,4.1
101,360,"Romania",17,8,1916,11,11,1918,"Type I: Defense Pact",17,8,1916,11,11,1918,0,0,0,0,0,0,4.1
101,365,"Russia",17,8,1916,11,11,1918,"Type I: Defense Pact",17,8,1916,8,11,1917,0,0,1,0,0,0,4.1
102,315,"Czechoslovakia",14,8,1920,1,7,1930,"Type I: Defense Pact",14,8,1920,1,7,1930,0,0,1,0,0,1,4.1
102,345,"Yugoslavia",14,8,1920,1,7,1930,"Type I: Defense Pact",14,8,1920,1,7,1930,0,0,1,0,0,1,4.1
103,211,"Belgium",7,9,1920,14,10,1936,"Type I: Defense Pact",7,9,1920,14,10,1936,0,0,1,0,0,0,4.1
103,220,"France",7,9,1920,14,10,1936,"Type I: Defense Pact",7,9,1920,14,10,1936,0,0,1,0,0,0,4.1
104,220,"France",19,2,1921,27,9,1939,"Type I: Defense Pact",19,2,1921,27,9,1939,0,0,1,0,0,1,4.1
104,290,"Poland",19,2,1921,27,9,1939,"Type I: Defense Pact",19,2,1921,27,9,1939,0,0,1,0,0,1,4.1
105,365,"Russia",26,2,1921,25,8,1941,"Type I: Defense Pact",26,2,1921,25,8,1941,0,0,1,0,0,0,4.1
105,630,"Iran",26,2,1921,25,8,1941,"Type I: Defense Pact",26,2,1921,25,8,1941,0,0,1,0,0,0,4.1
106,640,"Turkey",1,3,1921,25,5,1928,"Type I: Defense Pact",1,3,1921,25,5,1928,0,0,1,0,0,0,4.1
106,700,"Afghanistan",1,3,1921,25,5,1928,"Type I: Defense Pact",1,3,1921,25,5,1928,0,0,1,0,0,0,4.1
107,290,"Poland",3,3,1921,26,9,1939,"Type I: Defense Pact",3,3,1921,26,9,1939,0,0,1,0,0,1,4.1
107,360,"Romania",3,3,1921,26,9,1939,"Type I: Defense Pact",3,3,1921,26,9,1939,0,0,1,0,0,1,4.1
108,315,"Czechoslovakia",23,4,1921,15,3,1939,"Type I: Defense Pact",23,4,1921,15,3,1939,0,0,1,0,0,1,4.1
108,360,"Romania",23,4,1921,15,3,1939,"Type I: Defense Pact",23,4,1921,15,3,1939,0,0,1,0,0,1,4.1
109,345,"Yugoslavia",7,6,1921,30,8,1940,"Type I: Defense Pact",7,6,1921,30,8,1940,0,0,1,0,0,1,4.1
109,360,"Romania",7,6,1921,30,8,1940,"Type I: Defense Pact",7,6,1921,30,8,1940,0,0,1,0,0,1,4.1
110,630,"Iran",22,6,1921,8,7,1937,"Type IIa: Non-Aggression Pact",22,6,1921,8,7,1937,0,0,0,1,0,0,4.1
110,700,"Afghanistan",22,6,1921,8,7,1937,"Type IIa: Non-Aggression Pact",22,6,1921,8,7,1937,0,0,0,1,0,0,4.1
111,2,"United States of America",13,12,1921,18,9,1931,"Type III: Entente",13,12,1921,18,9,1931,0,0,0,0,0,1,4.1
111,200,"United Kingdom",13,12,1921,18,9,1931,"Type III: Entente",13,12,1921,18,9,1931,0,0,0,0,0,1,4.1
111,220,"France",13,12,1921,18,9,1931,"Type III: Entente",13,12,1921,18,9,1931,0,0,0,0,0,1,4.1
111,740,"Japan",13,12,1921,18,9,1931,"Type III: Entente",13,12,1921,18,9,1931,0,0,0,0,0,1,4.1
112,305,"Austria",16,12,1921,15,3,1927,"Type IIa: Non-Aggression Pact",16,12,1921,15,3,1927,0,0,0,1,0,0,4.1
112,315,"Czechoslovakia",16,12,1921,15,3,1927,"Type IIa: Non-Aggression Pact",16,12,1921,15,3,1927,0,0,0,1,0,0,4.1
113,90,"Guatemala",7,2,1923,26,12,1932,"Type IIb: Non-Aggression Pact",7,2,1923,26,12,1932,0,0,0,0,1,0,4.1
113,91,"Honduras",7,2,1923,26,12,1932,"Type IIb: Non-Aggression Pact",7,2,1923,26,12,1932,0,0,0,0,1,0,4.1
113,92,"El Salvador",7,2,1923,26,12,1932,"Type IIb: Non-Aggression Pact",7,2,1923,26,12,1932,0,0,0,0,1,0,4.1
113,93,"Nicaragua",7,2,1923,26,12,1932,"Type IIb: Non-Aggression Pact",7,2,1923,26,12,1932,0,0,0,0,1,0,4.1
113,94,"Costa Rica",7,2,1923,26,12,1932,"Type IIb: Non-Aggression Pact",7,2,1923,26,12,1932,0,0,0,0,1,0,4.1
114,366,"Estonia",1,11,1923,15,6,1940,"Type I: Defense Pact",1,11,1923,15,6,1940,0,0,1,0,0,1,4.1
114,367,"Latvia",1,11,1923,15,6,1940,"Type I: Defense Pact",1,11,1923,15,6,1940,0,0,1,0,0,1,4.1
115,220,"France",25,1,1924,30,9,1938,"Type III: Entente",25,1,1924,30,9,1938,0,0,0,0,0,1,4.1
115,315,"Czechoslovakia",25,1,1924,30,9,1938,"Type III: Entente",25,1,1924,30,9,1938,0,0,0,0,0,1,4.1
116,325,"Italy",27,1,1924,22,2,1929,"Type IIa: Non-Aggression Pact",27,1,1924,22,2,1929,0,0,0,1,0,1,4.1
116,345,"Yugoslavia",27,1,1924,22,2,1929,"Type IIa: Non-Aggression Pact",27,1,1924,22,2,1929,0,0,0,1,0,1,4.1
117,315,"Czechoslovakia",5,7,1924,21,8,1929,"Type III: Entente",5,7,1924,21,8,1929,0,0,0,0,0,1,4.1
117,325,"Italy",5,7,1924,21,8,1929,"Type III: Entente",5,7,1924,21,8,1929,0,0,0,0,0,1,4.1
118,200,"United Kingdom",16,10,1925,7,3,1936,"Type I: Defense Pact",16,10,1925,7,3,1936,0,0,1,0,0,0,4.1
118,211,"Belgium",16,10,1925,7,3,1936,"Type I: Defense Pact",16,10,1925,7,3,1936,0,0,1,0,1,0,4.1
118,220,"France",16,10,1925,7,3,1936,"Type I: Defense Pact",16,10,1925,7,3,1936,0,0,1,0,1,0,4.1
118,255,"Germany",16,10,1925,7,3,1936,"Type I: Defense Pact",16,10,1925,7,3,1936,0,0,1,0,1,0,4.1
118,325,"Italy",16,10,1925,7,3,1936,"Type I: Defense Pact",16,10,1925,7,3,1936,0,0,1,0,0,0,4.1
119,220,"France",16,10,1925,27,9,1939,"Type I: Defense Pact",16,10,1925,27,9,1939,0,0,1,0,0,0,4.1
119,290,"Poland",16,10,1925,27,9,1939,"Type I: Defense Pact",16,10,1925,27,9,1939,0,0,1,0,0,0,4.1
120,220,"France",16,10,1925,30,9,1938,"Type I: Defense Pact",16,10,1925,30,9,1938,0,0,1,0,0,0,4.1
120,315,"Czechoslovakia",16,10,1925,30,9,1938,"Type I: Defense Pact",16,10,1925,30,9,1938,0,0,1,0,0,0,4.1
121,365,"Russia",17,12,1925,1,9,1939,"Type IIa: Non-Aggression Pact",17,12,1925,1,9,1939,0,0,0,1,1,0,4.1
121,640,"Turkey",17,12,1925,1,9,1939,"Type IIa: Non-Aggression Pact",17,12,1925,1,9,1939,0,0,0,1,1,0,4.1
122,630,"Iran",22,4,1926,8,7,1937,"Type IIa: Non-Aggression Pact",22,4,1926,8,7,1937,0,0,0,1,1,,4.1
122,640,"Turkey",22,4,1926,8,7,1937,"Type IIa: Non-Aggression Pact",22,4,1926,8,7,1937,0,0,0,1,1,,4.1
123,255,"Germany",24,4,1926,15,9,1933,"Type IIa: Non-Aggression Pact",24,4,1926,15,9,1933,0,0,0,1,0,0,4.1
123,365,"Russia",24,4,1926,15,9,1933,"Type IIa: Non-Aggression Pact",24,4,1926,15,9,1933,0,0,0,1,0,0,4.1
124,220,"France",10,6,1926,22,6,1940,"Type IIa: Non-Aggression Pact",10,6,1926,22,6,1940,0,0,0,1,0,1,4.1
124,360,"Romania",10,6,1926,22,6,1940,"Type IIa: Non-Aggression Pact",10,6,1926,22,6,1940,0,0,0,1,0,1,4.1
125,230,"Spain",7,8,1926,18,7,1936,"Type IIa: Non-Aggression Pact",7,8,1926,18,7,1936,0,0,0,1,0,0,4.1
125,325,"Italy",7,8,1926,18,7,1936,"Type IIa: Non-Aggression Pact",7,8,1926,18,7,1936,0,0,0,1,0,0,4.1
126,365,"Russia",31,8,1926,24,12,1979,"Type IIa: Non-Aggression Pact",31,8,1926,24,12,1979,0,0,0,1,1,0,4.1
126,700,"Afghanistan",31,8,1926,24,12,1979,"Type IIa: Non-Aggression Pact",31,8,1926,24,12,1979,0,0,0,1,1,0,4.1
127,325,"Italy",16,9,1926,18,7,1932,"Type III: Entente",16,9,1926,18,7,1932,0,0,0,0,0,1,4.1
127,360,"Romania",16,9,1926,18,7,1932,"Type III: Entente",16,9,1926,18,7,1932,0,0,0,0,0,1,4.1
128,290,"Poland",18,9,1926,27,9,1939,"Type III: Entente",18,9,1926,27,9,1939,0,0,0,0,0,1,4.1
128,345,"Yugoslavia",18,9,1926,27,9,1939,"Type III: Entente",18,9,1926,27,9,1939,0,0,0,0,0,1,4.1
129,365,"Russia",28,9,1926,10,10,1939,"Type IIb: Non-Aggression Pact",28,9,1926,10,10,1939,0,0,0,0,1,0,4.1
129,368,"Lithuania",28,9,1926,10,10,1939,"Type IIb: Non-Aggression Pact",28,9,1926,10,10,1939,0,0,0,0,1,0,4.1
130,325,"Italy",27,11,1926,22,11,1927,"Type III: Entente",27,11,1926,22,11,1927,0,0,0,0,0,1,4.1
130,339,"Albania",27,11,1926,22,11,1927,"Type III: Entente",27,11,1926,22,11,1927,0,0,0,0,0,1,4.1
131,365,"Russia",1,10,1927,25,8,1941,"Type IIa: Non-Aggression Pact",1,10,1927,25,8,1941,0,0,0,1,1,0,4.1
131,630,"Iran",1,10,1927,25,8,1941,"Type IIa: Non-Aggression Pact",1,10,1927,25,8,1941,0,0,0,1,1,0,4.1
132,220,"France",11,11,1927,22,6,1940,"Type IIb: Non-Aggression Pact",11,11,1927,22,6,1940,0,0,0,0,1,1,4.1
132,345,"Yugoslavia",11,11,1927,22,6,1940,"Type IIb: Non-Aggression Pact",11,11,1927,22,6,1940,0,0,0,0,1,1,4.1
133,325,"Italy",22,11,1927,7,4,1939,"Type I: Defense Pact",22,11,1927,7,4,1939,0,0,1,0,0,0,4.1
133,339,"Albania",22,11,1927,7,4,1939,"Type I: Defense Pact",22,11,1927,7,4,1939,0,0,1,0,0,0,4.1
134,350,"Greece",21,3,1928,9,2,1934,"Type IIb: Non-Aggression Pact",21,3,1928,9,2,1934,0,0,0,0,1,0,4.1
134,360,"Romania",21,3,1928,9,2,1934,"Type IIb: Non-Aggression Pact",21,3,1928,9,2,1934,0,0,0,0,1,0,4.1
135,640,"Turkey",25,5,1928,25,5,1948,"Type IIb: Non-Aggression Pact",25,5,1928,25,5,1948,0,0,0,0,1,0,4.1
135,700,"Afghanistan",25,5,1928,25,5,1948,"Type IIb: Non-Aggression Pact",25,5,1928,25,5,1948,0,0,0,0,1,0,4.1
136,325,"Italy",30,5,1928,18,11,1935,"Type IIa: Non-Aggression Pact",30,5,1928,18,11,1935,0,0,0,1,0,0,4.1
136,640,"Turkey",30,5,1928,18,11,1935,"Type IIa: Non-Aggression Pact",30,5,1928,18,11,1935,0,0,0,1,0,0,4.1
137,325,"Italy",2,8,1928,3,10,1935,"Type IIb: Non-Aggression Pact",2,8,1928,3,10,1935,0,0,0,0,1,0,4.1
137,530,"Ethiopia",2,8,1928,3,10,1935,"Type IIb: Non-Aggression Pact",2,8,1928,3,10,1935,0,0,0,0,1,0,4.1
138,325,"Italy",23,9,1928,18,11,1935,"Type IIa: Non-Aggression Pact",23,9,1928,18,11,1935,0,0,0,1,0,1,4.1
138,350,"Greece",23,9,1928,18,11,1935,"Type IIa: Non-Aggression Pact",23,9,1928,18,11,1935,0,0,0,1,0,1,4.1
139,310,"Hungary",5,1,1929,20,1,1945,"Type IIa: Non-Aggression Pact",5,1,1929,20,1,1945,0,0,0,1,0,0,4.1
139,640,"Turkey",5,1,1929,20,1,1945,"Type IIa: Non-Aggression Pact",5,1,1929,20,1,1945,0,0,0,1,0,0,4.1
140,355,"Bulgaria",6,3,1929,3,12,1939,"Type IIa: Non-Aggression Pact",6,3,1929,3,12,1939,0,0,0,1,0,0,4.1
140,640,"Turkey",6,3,1929,3,12,1939,"Type IIa: Non-Aggression Pact",6,3,1929,3,12,1939,0,0,0,1,0,0,4.1
141,345,"Yugoslavia",27,3,1929,20,4,1941,"Type IIa: Non-Aggression Pact",27,3,1929,20,4,1941,0,0,0,1,0,1,4.1
141,350,"Greece",27,3,1929,20,4,1941,"Type IIa: Non-Aggression Pact",27,3,1929,20,4,1941,0,0,0,1,0,1,4.1
142,220,"France",3,2,1930,22,6,1940,"Type IIa: Non-Aggression Pact",3,2,1930,22,6,1940,0,0,0,1,0,0,4.1
142,640,"Turkey",3,2,1930,22,6,1940,"Type IIa: Non-Aggression Pact",3,2,1930,22,6,1940,0,0,0,1,0,0,4.1
143,200,"United Kingdom",30,6,1930,5,4,1955,"Type I: Defense Pact",3,10,1932,5,4,1955,0,0,1,0,0,1,4.1
143,645,"Iraq",30,6,1930,5,4,1955,"Type I: Defense Pact",3,10,1932,5,4,1955,0,0,1,0,0,1,4.1
144,350,"Greece",30,10,1930,23,4,1941,"Type IIa: Non-Aggression Pact",30,10,1930,23,4,1941,0,0,0,1,0,0,4.1
144,640,"Turkey",30,10,1930,23,4,1941,"Type IIa: Non-Aggression Pact",30,10,1930,23,4,1941,0,0,0,1,0,0,4.1
145,365,"Russia",21,1,1932,28,11,1939,"Type IIa: Non-Aggression Pact",21,1,1932,28,11,1939,0,0,0,1,1,0,4.1
145,375,"Finland",21,1,1932,28,11,1939,"Type IIa: Non-Aggression Pact",21,1,1932,28,11,1939,0,0,0,1,1,0,4.1
146,365,"Russia",5,2,1932,5,10,1939,"Type IIb: Non-Aggression Pact",5,2,1932,5,10,1939,0,0,0,0,1,0,4.1
146,367,"Latvia",5,2,1932,5,10,1939,"Type IIb: Non-Aggression Pact",5,2,1932,5,10,1939,0,0,0,0,1,0,4.1
147,365,"Russia",4,5,1932,28,9,1939,"Type IIb: Non-Aggression Pact",4,5,1932,28,9,1939,0,0,0,0,1,0,4.1
147,366,"Estonia",4,5,1932,28,9,1939,"Type IIb: Non-Aggression Pact",4,5,1932,28,9,1939,0,0,0,0,1,0,4.1
148,290,"Poland",25,7,1932,17,9,1939,"Type IIa: Non-Aggression Pact",25,7,1932,17,9,1939,0,0,0,1,1,0,4.1
148,365,"Russia",25,7,1932,17,9,1939,"Type IIa: Non-Aggression Pact",25,7,1932,17,9,1939,0,0,0,1,1,0,4.1
149,220,"France",29,11,1932,2,5,1935,"Type IIa: Non-Aggression Pact",29,11,1932,2,5,1935,0,0,0,1,1,0,4.1
149,365,"Russia",29,11,1932,2,5,1935,"Type IIa: Non-Aggression Pact",29,11,1932,2,5,1935,0,0,0,1,1,0,4.1
150,325,"Italy",2,9,1933,22,6,1941,"Type IIa: Non-Aggression Pact",2,9,1933,22,6,1941,0,0,0,1,1,0,4.1
150,365,"Russia",2,9,1933,22,6,1941,"Type IIa: Non-Aggression Pact",2,9,1933,22,6,1941,0,0,0,1,1,0,4.1
151,360,"Romania",17,10,1933,31,8,1944,"Type IIa: Non-Aggression Pact",17,10,1933,31,8,1944,0,0,0,1,1,0,4.1
151,640,"Turkey",17,10,1933,31,8,1944,"Type IIa: Non-Aggression Pact",17,10,1933,31,8,1944,0,0,0,1,1,0,4.1
152,345,"Yugoslavia",27,11,1933,20,4,1941,"Type IIb: Non-Aggression Pact",27,11,1933,20,4,1941,0,0,0,0,1,0,4.1
152,640,"Turkey",27,11,1933,20,4,1941,"Type IIb: Non-Aggression Pact",27,11,1933,20,4,1941,0,0,0,0,1,0,4.1
153,255,"Germany",26,1,1934,28,4,1939,"Type IIb: Non-Aggression Pact",26,1,1934,28,4,1939,0,0,0,0,1,0,4.1
153,290,"Poland",26,1,1934,28,4,1939,"Type IIb: Non-Aggression Pact",26,1,1934,28,4,1939,0,0,0,0,1,0,4.1
154,345,"Yugoslavia",9,2,1934,28,10,1940,"Type I: Defense Pact",9,2,1934,28,10,1940,0,0,1,0,0,1,4.1
154,350,"Greece",9,2,1934,28,10,1940,"Type I: Defense Pact",9,2,1934,28,10,1940,0,0,1,0,0,1,4.1
154,360,"Romania",9,2,1934,28,10,1940,"Type I: Defense Pact",9,2,1934,28,10,1940,0,0,1,0,0,1,4.1
154,640,"Turkey",9,2,1934,28,10,1940,"Type I: Defense Pact",9,2,1934,28,10,1940,0,0,1,0,0,1,4.1
155,305,"Austria",17,3,1934,13,3,1938,"Type III: Entente",17,3,1934,13,3,1938,0,0,0,0,0,1,4.1
155,310,"Hungary",17,3,1934,13,3,1938,"Type III: Entente",17,3,1934,13,3,1938,0,0,0,0,0,1,4.1
155,325,"Italy",17,3,1934,13,3,1938,"Type III: Entente",17,3,1934,13,3,1938,0,0,0,0,0,1,4.1
156,670,"Saudi Arabia",20,5,1934,6,11,1962,"Type IIb: Non-Aggression Pact",20,5,1934,6,11,1962,0,0,0,1,1,1,4.1
156,678,"Yemen Arab Republic",20,5,1934,6,11,1962,"Type IIb: Non-Aggression Pact",20,5,1934,6,11,1962,0,0,0,1,1,1,4.1
157,366,"Estonia",12,9,1934,15,6,1940,"Type III: Entente",12,9,1934,15,6,1940,0,0,0,0,0,1,4.1
157,367,"Latvia",12,9,1934,15,6,1940,"Type III: Entente",12,9,1934,15,6,1940,0,0,0,0,0,1,4.1
157,368,"Lithuania",12,9,1934,15,6,1940,"Type III: Entente",12,9,1934,15,6,1940,0,0,0,0,0,1,4.1
158,220,"France",7,1,1935,11,10,1935,"Type III: Entente",7,1,1935,11,10,1935,0,0,0,0,0,1,4.1
158,325,"Italy",7,1,1935,11,10,1935,"Type III: Entente",7,1,1935,11,10,1935,0,0,0,0,0,1,4.1
159,220,"France",2,5,1935,3,9,1939,"Type I: Defense Pact",2,5,1935,3,9,1939,0,0,1,0,0,1,4.1
159,365,"Russia",2,5,1935,3,9,1939,"Type I: Defense Pact",2,5,1935,3,9,1939,0,0,1,0,0,1,4.1
160,315,"Czechoslovakia",16,5,1935,10,12,1989,"Type I: Defense Pact",16,5,1935,15,3,1939,0,0,1,1,0,1,4.1
160,315,"Czechoslovakia",16,5,1935,10,12,1989,"Type I: Defense Pact",10,5,1945,10,12,1989,0,0,1,1,0,1,4.1
160,365,"Russia",16,5,1935,10,12,1989,"Type I: Defense Pact",16,5,1935,15,3,1939,0,0,1,1,0,1,4.1
160,365,"Russia",16,5,1935,10,12,1989,"Type I: Defense Pact",10,5,1945,10,12,1989,0,0,1,1,0,1,4.1
161,365,"Russia",12,3,1936,25,12,1991,"Type I: Defense Pact",12,3,1936,25,12,1991,0,0,1,0,0,0,4.1
161,712,"Mongolia",12,3,1936,25,12,1991,"Type I: Defense Pact",12,3,1936,25,12,1991,0,0,1,0,0,0,4.1
162,645,"Iraq",2,4,1936,2,4,1956,"Type III: Entente",2,4,1936,2,4,1956,0,0,0,0,0,1,4.1
162,670,"Saudi Arabia",2,4,1936,2,4,1956,"Type III: Entente",2,4,1936,2,4,1956,0,0,0,0,0,1,4.1
162,678,"Yemen Arab Republic",2,4,1936,2,4,1956,"Type III: Entente",29,4,1937,2,4,1956,0,0,0,0,0,1,4.1
163,200,"United Kingdom",26,8,1936,8,10,1951,"Type I: Defense Pact",26,5,1937,8,10,1951,0,0,1,0,0,1,4.1
163,651,"Egypt",26,8,1936,8,10,1951,"Type I: Defense Pact",26,5,1937,8,10,1951,0,0,0,0,0,1,4.1
164,230,"Spain",25,11,1936,23,8,1939,"Type IIa: Non-Aggression Pact",7,4,1939,23,8,1939,0,0,0,1,0,1,4.1
164,255,"Germany",25,11,1936,23,8,1939,"Type IIa: Non-Aggression Pact",25,11,1936,23,8,1939,0,0,0,1,0,1,4.1
