popul	TVnews	selfLR	ClinLR	DoleLR	PID	age	educ	income	vote
334	51	7	sliLib	extLib	extCon	strDem	74	HS	$25K-$30K	Clinton
335	11	5	Lib	Mod	Mod	indDem	71	BAdeg	$25K-$30K	Clinton
336	2	0	Mod	Con	Mod	strDem	47	HS	$25K-$30K	Clinton
337	20	7	sliCon	Mod	Con	weakDem	69	MS	$25K-$30K	Clinton
338	31	3	sliLib	sliLib	Con	weakDem	29	BAdeg	$25K-$30K	Clinton
339	2	0	Con	Lib	sliCon	strRep	34	HS	$25K-$30K	Dole
340	5	3	Mod	sliLib	Con	strDem	43	Coll	$25K-$30K	Clinton
341	22	7	Lib	extLib	extCon	strDem	30	HS	$25K-$30K	Clinton
342	0	7	sliCon	sliCon	Mod	strDem	76	HSdrop	$25K-$30K	Clinton
343	27	0	Lib	Mod	Con	weakDem	26	CCdeg	$30K-$35K	Clinton
344	7	7	Mod	sliLib	Con	indDem	76	CCdeg	$30K-$35K	Clinton
345	0	0	extLib	Mod	Con	weakDem	42	MAdeg	$30K-$35K	Clinton
346	0	4	sliLib	extLib	Mod	weakRep	33	HS	$30K-$35K	Dole
347	0	1	Con	Lib	sliCon	weakRep	25	HS	$30K-$35K	Dole
348	2800	0	Lib	Lib	extCon	strDem	51	Coll	$30K-$35K	Clinton
349	0	4	Mod	Lib	sliCon	indRep	57	HS	$30K-$35K	Dole
350	22	1	Con	extLib	sliCon	strRep	21	Coll	$30K-$35K	Dole
351	9	7	sliCon	extLib	Mod	weakRep	79	MAdeg	$30K-$35K	Dole
352	0	1	Con	Lib	sliCon	weakRep	35	CCdeg	$30K-$35K	Dole
353	9	5	Mod	Lib	sliCon	indRep	57	BAdeg	$30K-$35K	Dole
354	0	1	Mod	Mod	Con	weakRep	32	BAdeg	$30K-$35K	Clinton
355	37	5	Mod	sliCon	sliCon	indDem	51	BAdeg	$30K-$35K	Clinton
356	23	0	sliCon	Lib	Mod	strRep	62	MAdeg	$30K-$35K	Dole
357	0	4	sliCon	extLib	Con	weakRep	48	Coll	$30K-$35K	Dole
358	0	7	extCon	extLib	Con	strRep	39	HS	$30K-$35K	Dole
359	0	5	sliLib	Lib	Con	weakRep	26	BAdeg	$30K-$35K	Dole
360	40	0	Mod	Lib	Mod	weakDem	38	HS	$30K-$35K	Dole
361	0	5	sliLib	sliLib	Mod	strDem	50	Coll	$30K-$35K	Clinton
362	9	2	sliCon	sliCon	Con	indRep	33	HS	$30K-$35K	Dole
363	15	5	Mod	sliLib	Con	indDem	36	HS	$30K-$35K	Clinton
364	640	5	Mod	Mod	Con	strDem	24	BAdeg	$30K-$35K	Clinton
365	0	4	sliLib	Lib	Con	strDem	25	CCdeg	$30K-$35K	Clinton
366	0	7	Con	sliCon	sliLib	strDem	62	HS	$30K-$35K	Clinton
367	0	2	Mod	sliLib	sliLib	strRep	33	HS	$30K-$35K	Dole
368	0	7	Con	Lib	sliCon	strRep	53	BAdeg	$30K-$35K	Dole
369	22	7	Con	Lib	sliCon	strRep	68	BAdeg	$30K-$35K	Dole
370	22	7	sliCon	Mod	Con	weakDem	68	HS	$30K-$35K	Clinton
371	10	1	Con	extLib	sliCon	weakRep	38	HS	$30K-$35K	Dole
372	29	1	Mod	sliCon	sliLib	strDem	58	MS	$30K-$35K	Clinton
373	170	7	Mod	Lib	Con	weakRep	34	BAdeg	$30K-$35K	Dole
374	4	2	Mod	sliLib	Mod	weakDem	58	HSdrop	$30K-$35K	Clinton
375	11	0	sliLib	Mod	extCon	weakDem	35	CCdeg	$30K-$35K	Clinton
376	31	3	extCon	Lib	Con	strRep	42	BAdeg	$30K-$35K	Dole
377	0	7	Mod	Mod	Con	strDem	54	HS	$30K-$35K	Clinton
378	0	7	Con	Lib	sliCon	strRep	69	HS	$30K-$35K	Dole
379	360	2	Mod	Con	sliCon	strDem	35	Coll	$30K-$35K	Clinton
380	0	7	Con	extLib	sliCon	strRep	66	Coll	$30K-$35K	Dole
381	900	2	sliLib	Lib	extCon	strDem	58	HS	$30K-$35K	Clinton
382	51	5	Lib	Mod	extCon	weakDem	41	HS	$30K-$35K	Clinton
383	0	2	sliCon	Lib	Con	indRep	35	BAdeg	$30K-$35K	Clinton
384	110	0	sliLib	sliLib	Con	weakDem	40	MAdeg	$30K-$35K	Clinton
385	1	7	Mod	extCon	Lib	strDem	53	MS	$30K-$35K	Clinton
386	8	5	Con	Lib	Con	weakRep	67	BAdeg	$30K-$35K	Dole
387	5	5	Mod	Mod	Con	strDem	32	CCdeg	$30K-$35K	Clinton
388	87	4	sliLib	Mod	Con	strDem	41	Coll	$30K-$35K	Clinton
389	3	1	Lib	extLib	Con	weakDem	43	MAdeg	$30K-$35K	Clinton
390	51	1	sliCon	sliLib	Lib	strDem	65	HSdrop	$30K-$35K	Clinton
391	350	7	sliLib	sliLib	extCon	strDem	60	CCdeg	$30K-$35K	Clinton
392	3	7	sliCon	sliLib	Con	strDem	77	BAdeg	$30K-$35K	Clinton
393	630	0	Con	sliCon	Mod	weakDem	35	Coll	$30K-$35K	Clinton
394	180	4	Con	extCon	sliCon	weakDem	48	Coll	$30K-$35K	Clinton
395	0	0	Con	Lib	Con	strRep	52	HS	$30K-$35K	Dole
396	35	7	sliCon	sliLib	Con	indDem	43	MAdeg	$30K-$35K	Clinton
397	0	7	Con	Lib	Con	strRep	43	CCdeg	$30K-$35K	Dole
398	0	7	Con	Lib	Con	strRep	67	Coll	$30K-$35K	Dole
399	6	1	Mod	Mod	extCon	strDem	56	HS	$30K-$35K	Clinton
400	7300	2	sliLib	sliLib	Mod	strDem	62	Coll	$30K-$35K	Clinton
401	2	1	extCon	extCon	sliCon	strDem	62	HS	$30K-$35K	Clinton
402	35	3	sliLib	Lib	Con	weakDem	22	BAdeg	$30K-$35K	Clinton
403	0	0	Lib	Lib	Con	weakDem	21	CCdeg	$30K-$35K	Clinton
404	45	3	Con	extLib	Con	strRep	34	HS	$30K-$35K	Dole
405	0	7	Mod	sliLib	sliCon	strDem	70	HS	$30K-$35K	Clinton
406	5	1	sliLib	Lib	Con	indDem	50	HS	$30K-$35K	Clinton
407	35	5	Con	extLib	Con	strRep	42	Coll	$30K-$35K	Dole
408	900	5	Con	Lib	Con	strRep	73	HS	$30K-$35K	Dole
409	35	2	sliLib	extLib	Con	strDem	57	MAdeg	$30K-$35K	Clinton
410	0	7	Con	extLib	sliCon	strRep	40	BAdeg	$30K-$35K	Dole
411	0	2	Con	extLib	Con	strRep	58	BAdeg	$30K-$35K	Dole
412	11	7	Mod	Con	Lib	weakDem	62	HS	$30K-$35K	Clinton
413	40	1	sliLib	sliCon	sliLib	weakDem	44	HS	$35K-$40K	Clinton
414	0	3	sliCon	sliLib	extCon	strRep	30	BAdeg	$35K-$40K	Clinton
415	23	7	sliLib	sliLib	extCon	strDem	76	CCdeg	$35K-$40K	Clinton
416	270	3	Mod	sliLib	sliLib	weakDem	50	Coll	$35K-$40K	Clinton
417	9	1	Con	Lib	sliCon	weakRep	41	Coll	$35K-$40K	Dole
418	0	6	Con	sliLib	Con	strRep	77	HS	$35K-$40K	Dole
419	0	3	Con	sliLib	sliCon	strRep	35	BAdeg	$35K-$40K	Dole
420	0	7	Mod	sliLib	Mod	indind	39	Coll	$35K-$40K	Clinton
421	2	0	Mod	Lib	Mod	indRep	72	HS	$35K-$40K	Dole
422	0	2	Con	Lib	sliCon	strRep	42	MAdeg	$35K-$40K	Dole
423	16	7	sliCon	Lib	Con	weakRep	85	HSdrop	$35K-$40K	Dole
424	7300	0	Mod	Lib	Con	indind	79	Coll	$35K-$40K	Clinton
425	0	5	Lib	sliLib	Con	strDem	39	Coll	$35K-$40K	Clinton
426	23	4	Con	extLib	sliCon	strRep	58	BAdeg	$35K-$40K	Dole
427	42	0	Mod	Lib	Con	weakRep	27	BAdeg	$35K-$40K	Dole
428	2	4	Mod	sliLib	sliCon	weakDem	43	CCdeg	$35K-$40K	Clinton
429	0	0	sliLib	sliLib	Con	strDem	58	Coll	$35K-$40K	Clinton
430	42	7	Mod	sliLib	Con	indRep	28	MAdeg	$35K-$40K	Dole
431	470	2	sliCon	sliLib	Con	weakRep	27	BAdeg	$35K-$40K	Clinton
432	42	0	sliLib	Con	sliCon	indDem	40	HS	$35K-$40K	Clinton
433	0	5	extLib	sliLib	Con	strDem	43	BAdeg	$35K-$40K	Clinton
434	40	7	sliCon	Mod	Con	weakRep	64	HS	$35K-$40K	Dole
435	180	7	Lib	Lib	Con	strDem	39	BAdeg	$35K-$40K	Clinton
436	110	7	Mod	Lib	Con	indRep	76	Coll	$35K-$40K	Dole
437	140	5	sliLib	sliLib	Con	strDem	64	CCdeg	$35K-$40K	Clinton
438	0	4	Mod	Con	sliLib	indDem	28	Coll	$35K-$40K	Clinton
439	0	2	Mod	Lib	Con	weakDem	45	HS	$35K-$40K	Clinton
440	190	1	Con	Lib	Con	strRep	22	HS	$35K-$40K	Dole
441	35	1	sliLib	sliLib	Con	weakDem	27	BAdeg	$35K-$40K	Clinton
442	45	0	extLib	Lib	extCon	strDem	31	Coll	$35K-$40K	Clinton
443	170	1	Lib	Lib	extCon	strDem	34	BAdeg	$35K-$40K	Clinton
444	0	4	Lib	sliLib	extCon	strDem	30	Coll	$35K-$40K	Clinton
445	0	2	Con	extLib	Con	strRep	64	HS	$35K-$40K	Dole
446	35	0	Con	extLib	Con	indRep	36	BAdeg	$35K-$40K	Dole
447	5	7	Mod	sliLib	sliCon	indRep	31	HSdrop	$35K-$40K	Dole
448	350	1	Mod	sliLib	Mod	weakRep	37	HS	$35K-$40K	Dole
449	4	0	Con	Mod	Lib	weakDem	48	HS	$35K-$40K	Clinton
450	70	0	sliCon	extCon	extCon	indind	41	HS	$35K-$40K	Clinton
451	8	2	sliCon	Lib	Con	weakRep	25	Coll	$35K-$40K	Dole
452	12	5	Mod	Lib	Con	strRep	82	HS	$35K-$40K	Dole
453	5	1	Con	Lib	sliCon	indRep	36	MAdeg	$35K-$40K	Dole
454	0	7	Con	Lib	sliCon	weakDem	47	HS	$35K-$40K	Dole
455	16	6	Lib	sliLib	Con	strDem	67	Coll	$35K-$40K	Clinton
456	0	0	Mod	Con	Lib	weakRep	24	Coll	$35K-$40K	Dole
457	9	0	Mod	sliCon	sliLib	weakRep	33	BAdeg	$35K-$40K	Dole
458	14	7	Mod	extLib	sliCon	weakDem	59	Coll	$35K-$40K	Dole
459	22	7	extCon	extLib	Con	strRep	71	Coll	$35K-$40K	Dole
460	0	7	Con	Lib	sliCon	strRep	36	HS	$35K-$40K	Dole
461	1	3	sliLib	sliLib	sliCon	strDem	41	HS	$35K-$40K	Clinton
462	1600	5	Con	Lib	Con	strRep	38	BAdeg	$35K-$40K	Dole
463	7300	1	Con	sliLib	Con	strRep	32	HS	$35K-$40K	Dole
464	19	0	sliCon	Con	extCon	weakDem	32	Coll	$35K-$40K	Clinton
465	9	6	sliCon	Mod	Con	strDem	75	BAdeg	$35K-$40K	Clinton
466	0	7	sliCon	Lib	Mod	indRep	52	HS	$35K-$40K	Dole
467	1600	5	Lib	sliLib	Con	strDem	29	MAdeg	$35K-$40K	Clinton
468	12	7	sliLib	Mod	Con	strDem	71	HS	$35K-$40K	Clinton
469	1	0	Con	Lib	sliCon	indDem	33	BAdeg	$35K-$40K	Clinton
470	0	3	extLib	Lib	extCon	indDem	67	MAdeg	$35K-$40K	Clinton
471	0	2	Con	extLib	Con	strRep	49	Coll	$35K-$40K	Dole
472	0	0	Lib	sliLib	sliCon	weakDem	31	MAdeg	$35K-$40K	Clinton
473	9	7	sliLib	Mod	Con	weakDem	53	HSdrop	$35K-$40K	Clinton
474	0	3	Lib	sliLib	extCon	strDem	35	MAdeg	$35K-$40K	Clinton
475	170	7	Con	Lib	Con	strRep	49	MAdeg	$40K-$45K	Dole
476	3	7	Con	Mod	Mod	strDem	74	HS	$40K-$45K	Clinton
477	14	0	Con	extLib	sliCon	strRep	29	Coll	$40K-$45K	Dole
478	1	5	Lib	sliLib	Con	strDem	27	BAdeg	$40K-$45K	Clinton
479	23	5	Mod	Mod	Con	weakRep	70	Coll	$40K-$45K	Clinton
480	0	0	Con	extLib	Con	strRep	43	BAdeg	$40K-$45K	Dole
481	1	5	Lib	sliLib	Con	indDem	47	MAdeg	$40K-$45K	Clinton
482	0	4	Mod	Mod	Con	strDem	42	MAdeg	$40K-$45K	Clinton
483	9	0	Con	Lib	sliCon	strRep	41	BAdeg	$40K-$45K	Dole
484	130	2	Con	Mod	Con	strRep	37	Coll	$40K-$45K	Dole
485	5	5	sliCon	sliCon	Mod	weakDem	61	HS	$40K-$45K	Clinton
486	4	7	Mod	Lib	Con	strDem	84	Coll	$40K-$45K	Clinton
487	2800	7	sliCon	sliLib	extCon	strDem	46	BAdeg	$40K-$45K	Clinton
488	4	0	Mod	sliLib	Con	weakRep	39	MAdeg	$40K-$45K	Clinton
489	6	7	Lib	sliLib	Con	strDem	53	HS	$40K-$45K	Clinton
490	4	7	sliCon	extLib	Con	strRep	87	BAdeg	$40K-$45K	Dole
491	84	2	Mod	Con	Lib	strDem	51	HS	$40K-$45K	Clinton
492	0	0	sliCon	Lib	sliCon	indRep	37	CCdeg	$40K-$45K	Dole
493	9	1	Mod	sliLib	sliCon	indRep	37	BAdeg	$40K-$45K	Dole
494	290	0	sliCon	Lib	Con	strRep	40	BAdeg	$40K-$45K	Dole
495	0	3	Mod	Mod	Con	indDem	46	BAdeg	$40K-$45K	Clinton
496	9	7	extLib	Mod	extLib	indind	44	HS	$40K-$45K	Dole
497	0	2	Mod	sliLib	Con	weakDem	37	HS	$40K-$45K	Clinton
498	0	7	Mod	Lib	Con	indDem	55	MAdeg	$40K-$45K	Clinton
499	22	0	sliCon	Lib	sliCon	weakDem	40	BAdeg	$40K-$45K	Dole
500	0	5	sliLib	Lib	Con	weakDem	42	MAdeg	$40K-$45K	Clinton
501	640	7	Con	Lib	Con	strRep	40	HS	$40K-$45K	Dole
502	10	0	Con	Lib	Con	strRep	32	HS	$40K-$45K	Dole
503	4	5	sliCon	Lib	sliCon	indRep	58	MAdeg	$40K-$45K	Dole
504	0	2	sliCon	extLib	Con	indRep	37	HS	$40K-$45K	Dole
505	640	4	Mod	sliCon	sliCon	weakRep	51	HS	$40K-$45K	Dole
506	110	5	sliLib	sliCon	Mod	weakRep	44	CCdeg	$40K-$45K	Clinton
507	0	2	Mod	sliCon	Lib	strDem	23	HSdrop	$40K-$45K	Clinton
508	0	2	Con	Lib	Con	strRep	38	HS	$40K-$45K	Dole
509	67	0	sliLib	Mod	Con	strDem	42	MAdeg	$40K-$45K	Clinton
510	520	7	Mod	Lib	sliCon	indRep	60	Coll	$40K-$45K	Dole
511	0	3	Mod	sliLib	Con	weakDem	34	Coll	$40K-$45K	Clinton
512	51	1	Con	Lib	Con	strRep	49	HS	$40K-$45K	Dole
513	0	0	Mod	Lib	sliLib	indRep	40	HS	$40K-$45K	Dole
514	2800	7	Lib	Lib	extCon	strDem	23	Coll	$40K-$45K	Clinton
515	110	2	Lib	sliLib	Con	strDem	47	HS	$40K-$45K	Clinton
516	7300	7	Mod	Mod	extCon	strDem	44	CCdeg	$40K-$45K	Clinton
517	7300	5	sliCon	Lib	Con	weakDem	37	MAdeg	$40K-$45K	Dole
518	0	2	Con	extLib	Con	weakRep	26	CCdeg	$40K-$45K	Dole
519	16	7	extCon	Con	sliCon	indDem	51	Coll	$40K-$45K	Clinton
520	140	4	Mod	Mod	Con	strDem	69	HS	$40K-$45K	Clinton
521	54	2	Lib	Lib	extCon	strDem	36	BAdeg	$40K-$45K	Clinton
522	2	2	Lib	sliLib	Con	indDem	28	Coll	$40K-$45K	Clinton
523	470	4	sliCon	Lib	Con	weakRep	40	Coll	$45K-$50K	Dole
524	0	1	Con	extLib	Con	weakRep	45	Coll	$45K-$50K	Dole
525	75	3	sliCon	Lib	sliCon	weakRep	75	BAdeg	$45K-$50K	Dole
526	11	2	Con	Lib	sliCon	weakRep	32	BAdeg	$45K-$50K	Dole
527	0	0	sliLib	Lib	Con	weakDem	27	HS	$45K-$50K	Clinton
528	2800	6	sliCon	Lib	sliCon	indind	63	BAdeg	$45K-$50K	Dole
529	140	1	sliCon	sliLib	Con	strRep	79	MAdeg	$45K-$50K	Dole
530	9	7	sliLib	Lib	Con	weakDem	40	BAdeg	$45K-$50K	Clinton
531	7300	2	Mod	sliLib	Con	weakDem	57	BAdeg	$45K-$50K	Clinton
532	45	3	sliLib	Mod	sliCon	weakDem	44	BAdeg	$45K-$50K	Clinton
533	1600	7	sliCon	Lib	sliCon	strRep	78	BAdeg	$45K-$50K	Dole
534	9	7	Mod	sliCon	sliCon	weakRep	58	MAdeg	$45K-$50K	Clinton
535	0	7	Lib	Lib	extCon	weakDem	55	HS	$45K-$50K	Clinton
536	130	4	sliLib	Mod	Con	indDem	25	BAdeg	$45K-$50K	Clinton
537	9	0	Lib	sliLib	Con	strDem	27	MAdeg	$45K-$50K	Clinton
538	3500	3	Mod	Lib	extCon	indDem	21	HS	$45K-$50K	Clinton
539	0	3	Con	Lib	Con	weakRep	37	Coll	$45K-$50K	Dole
540	0	0	extCon	sliLib	Mod	weakRep	31	HS	$45K-$50K	Dole
541	35	7	Lib	Mod	Con	strDem	85	MAdeg	$45K-$50K	Clinton
542	900	1	Mod	Lib	Con	weakRep	33	HS	$45K-$50K	Clinton
543	27	7	sliLib	extCon	Mod	indind	63	HSdrop	$45K-$50K	Dole
544	900	7	Mod	Mod	Con	weakDem	51	HS	$45K-$50K	Clinton
545	0	2	sliLib	sliCon	Lib	strDem	46	HS	$45K-$50K	Clinton
546	64	2	sliCon	Lib	Con	strRep	26	CCdeg	$45K-$50K	Dole
547	4	7	sliLib	sliLib	Con	strDem	57	BAdeg	$45K-$50K	Clinton
548	0	3	Mod	Lib	Con	weakDem	48	HS	$45K-$50K	Dole
549	0	2	extCon	extLib	sliCon	weakRep	55	HS	$45K-$50K	Dole
550	53	0	sliLib	Con	Mod	weakDem	37	CCdeg	$45K-$50K	Clinton
551	290	2	Con	Lib	Con	strRep	39	HS	$45K-$50K	Dole
552	15	2	Lib	sliLib	Mod	weakDem	24	HS	$45K-$50K	Dole
553	0	0	Con	sliLib	Con	strRep	30	BAdeg	$45K-$50K	Dole
554	35	0	sliLib	Mod	Con	weakDem	36	MAdeg	$45K-$50K	Clinton
555	0	0	sliCon	Mod	Con	indRep	45	HS	$45K-$50K	Clinton
556	470	1	sliCon	Lib	Con	indDem	29	HS	$45K-$50K	Clinton
557	16	7	Con	sliLib	Con	weakRep	41	Coll	$45K-$50K	Dole
558	40	1	sliCon	sliLib	sliCon	indRep	28	CCdeg	$45K-$50K	Dole
559	290	7	Lib	Lib	extCon	strDem	35	Coll	$45K-$50K	Clinton
560	4	7	Lib	sliLib	Con	strDem	46	Coll	$45K-$50K	Clinton
561	1	7	extLib	Lib	extCon	weakDem	55	Coll	$45K-$50K	Clinton
562	140	3	Lib	sliLib	Con	strRep	65	Coll	$45K-$50K	Clinton
563	110	1	Mod	Lib	Con	weakDem	22	Coll	$45K-$50K	Clinton
564	0	1	Mod	Mod	Con	weakDem	41	Coll	$45K-$50K	Clinton
565	900	1	Lib	sliLib	Con	indDem	43	MAdeg	$45K-$50K	Clinton
566	0	2	Mod	sliLib	Con	strDem	49	Coll	$45K-$50K	Clinton
567	0	4	Mod	Lib	sliCon	indRep	35	MAdeg	$45K-$50K	Dole
568	51	7	sliLib	sliLib	sliCon	weakDem	80	HS	$45K-$50K	Clinton
569	71	2	Mod	Con	Lib	strDem	57	Coll	$45K-$50K	Clinton
570	900	4	sliLib	sliLib	Con	strDem	48	HS	$45K-$50K	Clinton
571	83	4	extLib	Mod	Con	indDem	43	BAdeg	$45K-$50K	Clinton
572	360	3	Mod	Mod	extCon	strDem	34	Coll	$45K-$50K	Clinton
573	180	7	Lib	Lib	Mod	strDem	44	CCdeg	$45K-$50K	Clinton
574	1	3	Con	extLib	Con	indRep	49	BAdeg	$50K-$60K	Dole
575	22	7	sliCon	Lib	extCon	indDem	43	MAdeg	$50K-$60K	Clinton
576	1	0	Mod	sliLib	sliCon	strRep	39	Coll	$50K-$60K	Dole
577	2	2	Mod	sliLib	extCon	weakDem	27	HS	$50K-$60K	Clinton
578	34	4	Con	Lib	Con	strRep	30	BAdeg	$50K-$60K	Dole
579	33	2	Con	Lib	Con	indRep	33	BAdeg	$50K-$60K	Dole
580	10	1	Lib	sliLib	extCon	strDem	32	CCdeg	$50K-$60K	Clinton
581	290	7	sliCon	Lib	Con	strRep	31	BAdeg	$50K-$60K	Dole
582	0	2	sliCon	sliLib	extCon	indDem	27	CCdeg	$50K-$60K	Clinton
583	76	3	Lib	Lib	Con	strDem	36	Coll	$50K-$60K	Clinton
584	20	7	sliLib	Lib	Con	indDem	45	CCdeg	$50K-$60K	Clinton
585	0	5	Mod	Con	sliCon	indDem	51	HS	$50K-$60K	Clinton
586	0	0	Con	Lib	sliLib	weakRep	36	Coll	$50K-$60K	Dole
587	0	7	Con	Mod	Con	indRep	47	MAdeg	$50K-$60K	Dole
588	470	4	Mod	Mod	Con	weakDem	42	BAdeg	$50K-$60K	Clinton
589	9	6	Con	extLib	sliCon	strRep	70	BAdeg	$50K-$60K	Dole
590	0	0	sliLib	sliLib	Con	indind	40	Coll	$50K-$60K	Clinton
591	0	7	Lib	sliCon	extCon	strDem	38	HS	$50K-$60K	Clinton
592	8	0	sliCon	extLib	Con	indRep	29	HS	$50K-$60K	Dole
593	1	0	Mod	Lib	sliCon	strRep	58	HS	$50K-$60K	Dole
594	1	7	Mod	Con	extLib	indDem	28	HS	$50K-$60K	Clinton
595	7	1	Con	sliLib	Con	weakRep	30	Coll	$50K-$60K	Dole
596	0	3	Mod	sliLib	Con	indDem	48	CCdeg	$50K-$60K	Clinton
597	170	0	Con	Lib	Con	strRep	35	Coll	$50K-$60K	Dole
598	270	3	Con	extCon	Con	strDem	38	HS	$50K-$60K	Clinton
599	0	0	Mod	Lib	sliCon	indRep	56	MAdeg	$50K-$60K	Dole
600	13	4	sliCon	sliLib	Con	weakRep	62	Coll	$50K-$60K	Dole
601	10	7	Con	extLib	Con	weakRep	56	Coll	$50K-$60K	Dole
602	22	0	Con	Lib	sliCon	strRep	32	HS	$50K-$60K	Dole
603	640	5	Mod	sliCon	extCon	weakDem	50	CCdeg	$50K-$60K	Clinton
604	900	3	sliLib	Mod	Con	weakDem	45	BAdeg	$50K-$60K	Clinton
605	22	7	sliLib	sliLib	Mod	strDem	36	BAdeg	$50K-$60K	Clinton
606	62	1	Con	Lib	Con	strRep	49	Coll	$50K-$60K	Dole
607	110	2	extCon	extLib	Con	strRep	31	BAdeg	$50K-$60K	Dole
608	84	4	Lib	sliLib	Con	indDem	33	MAdeg	$50K-$60K	Clinton
609	0	1	Con	Lib	Con	strRep	35	Coll	$50K-$60K	Dole
610	13	2	Mod	Lib	sliCon	indRep	73	Coll	$50K-$60K	Dole
611	20	7	Con	extLib	sliCon	strRep	54	CCdeg	$50K-$60K	Dole
612	0	3	Mod	Lib	extCon	weakDem	48	HS	$50K-$60K	Clinton
613	16	3	Con	Lib	Con	indRep	65	Coll	$50K-$60K	Dole
614	6	7	sliCon	Con	sliCon	strRep	46	Coll	$50K-$60K	Clinton
615	12	0	Lib	Lib	Con	strDem	45	MAdeg	$50K-$60K	Clinton
616	0	7	Con	Lib	sliCon	strRep	65	MAdeg	$50K-$60K	Dole
617	0	0	Con	Lib	Con	strRep	45	BAdeg	$50K-$60K	Dole
618	170	7	Mod	extLib	sliCon	indRep	89	MAdeg	$50K-$60K	Dole
619	100	0	sliCon	sliLib	Con	indRep	32	Coll	$50K-$60K	Clinton
620	5	4	Con	Mod	Mod	weakDem	38	Coll	$50K-$60K	Clinton
621	3500	5	Lib	Mod	Lib	weakRep	33	Coll	$50K-$60K	Dole
622	71	4	Con	Lib	sliCon	strRep	49	MAdeg	$50K-$60K	Dole
623	4	7	sliCon	Lib	Con	weakRep	64	BAdeg	$50K-$60K	Dole
624	7300	5	sliCon	Mod	extCon	weakDem	55	Coll	$50K-$60K	Clinton
625	7	0	sliLib	sliLib	sliCon	weakDem	56	MAdeg	$50K-$60K	Clinton
626	290	4	Mod	sliCon	sliLib	weakRep	30	BAdeg	$50K-$60K	Clinton
627	0	0	sliCon	Mod	Con	weakRep	41	MAdeg	$50K-$60K	Dole
628	0	1	Con	Lib	sliCon	strRep	39	CCdeg	$50K-$60K	Dole
629	520	7	Mod	Mod	Con	indRep	34	HS	$50K-$60K	Clinton
630	430	5	Mod	sliCon	extCon	weakDem	53	HS	$50K-$60K	Clinton
631	9	2	sliLib	sliLib	Con	indDem	40	BAdeg	$50K-$60K	Clinton
632	40	0	sliLib	sliLib	Con	weakDem	48	BAdeg	$50K-$60K	Clinton
633	2	7	Con	sliCon	sliCon	weakRep	59	Coll	$50K-$60K	Clinton
634	75	7	Con	Lib	Mod	indRep	54	Coll	$50K-$60K	Dole
635	170	0	sliLib	sliCon	Con	weakDem	41	BAdeg	$50K-$60K	Clinton
636	170	1	Lib	sliLib	Con	strDem	41	BAdeg	$50K-$60K	Clinton
637	640	5	sliCon	sliLib	Con	indRep	63	MAdeg	$50K-$60K	Clinton
638	2800	1	extCon	extLib	Con	indRep	39	HS	$50K-$60K	Dole
639	9	3	extCon	Lib	sliCon	indRep	46	HS	$50K-$60K	Clinton
640	150	7	Mod	sliLib	Con	strDem	55	HS	$50K-$60K	Clinton
641	0	7	Mod	extLib	sliCon	indind	42	HS	$50K-$60K	Dole
642	0	7	Con	sliLib	Con	indRep	58	HSdrop	$50K-$60K	Dole
643	100	0	sliLib	Lib	Con	indDem	42	Coll	$50K-$60K	Clinton
644	33	7	Mod	sliLib	Mod	indDem	40	BAdeg	$50K-$60K	Dole
645	310	7	sliCon	Lib	sliCon	weakDem	56	BAdeg	$50K-$60K	Dole
646	53	1	Mod	sliCon	Lib	indDem	37	Coll	$50K-$60K	Clinton
647	13	2	sliLib	Lib	Con	indDem	37	BAdeg	$50K-$60K	Clinton
648	290	6	sliCon	extLib	sliCon	weakRep	49	BAdeg	$50K-$60K	Dole
649	310	7	Con	extLib	Con	strRep	63	Coll	$50K-$60K	Dole
650	0	7	Con	Lib	sliCon	strRep	30	MAdeg	$50K-$60K	Dole
651	54	7	Mod	Lib	Con	indRep	62	CCdeg	$50K-$60K	Dole
652	1600	0	Mod	sliLib	Con	weakDem	30	BAdeg	$50K-$60K	Clinton
653	14	0	Con	sliLib	Con	strRep	34	BAdeg	$50K-$60K	Dole
654	25	7	Con	sliLib	Con	weakRep	41	Coll	$50K-$60K	Dole
655	45	0	Mod	sliCon	Mod	strRep	43	HS	$50K-$60K	Dole
656	20	2	sliCon	Lib	Con	indRep	33	CCdeg	$50K-$60K	Clinton
657	18	6	Mod	sliLib	sliCon	weakRep	67	MAdeg	$50K-$60K	Dole
658	740	7	sliCon	extLib	Con	strDem	55	CCdeg	$50K-$60K	Dole
659	9	6	Lib	Lib	Con	strDem	33	CCdeg	$50K-$60K	Clinton
660	5	0	Con	extLib	sliCon	weakRep	61	Coll	$50K-$60K	Dole
661	7300	7	Mod	extLib	Con	indRep	45	HS	$50K-$60K	Clinton
662	81	7	Mod	sliLib	extCon	strDem	34	HS	$50K-$60K	Clinton
663	190	1	Con	Lib	Con	strRep	35	HS	$50K-$60K	Dole
664	51	1	Mod	Mod	sliCon	indDem	50	BAdeg	$50K-$60K	Clinton
665	7300	7	sliLib	Mod	Lib	strDem	38	Coll	$50K-$60K	Clinton
666	350	0	Con	Lib	Con	weakRep	56	HS	$50K-$60K	Dole
667	27	2	Mod	extLib	Con	weakRep	31	HS	$50K-$60K	Dole
668	33	5	Con	extLib	Mod	weakRep	40	MAdeg	$50K-$60K	Dole
