Date  Hour Minute Second Price Volume 
20100608 10 25 29 10.5 200
20100608 10 25 29 10.5 100
20100608 10 25 29 10.5 100
20100608 10 25 30 10.5099 1000
20100608 10 25 30 10.5 100
20100608 10 25 30 10.5 100
20100608 10 25 34 10.5 300
20100608 10 25 35 10.5 100
20100608 10 25 35 10.5 100
20100608 10 25 35 10.5 100
20100608 10 25 35 10.5 100
20100608 10 25 40 10.5 100
20100608 10 25 42 10.508 1000
20100608 10 25 43 10.5098 3000
20100608 10 25 47 10.5038 1561
20100608 10 25 49 10.5081 100
20100608 10 25 49 10.51 1000
20100608 10 25 56 10.5085 200
20100608 10 26 5 10.5 200
20100608 10 26 7 10.51 200
20100608 10 26 7 10.51 100
20100608 10 26 7 10.51 100
20100608 10 26 7 10.51 200
20100608 10 26 7 10.51 200
20100608 10 26 7 10.51 600
20100608 10 26 7 10.51 300
20100608 10 26 8 10.51 200
20100608 10 26 8 10.505 100
20100608 10 26 8 10.51 300
20100608 10 26 9 10.51 100
20100608 10 26 9 10.51 100
20100608 10 26 9 10.51 100
20100608 10 26 9 10.51 100
20100608 10 26 10 10.5001 100
20100608 10 26 11 10.5096 800
20100608 10 26 11 10.51 100
20100608 10 26 13 10.5099 900
20100608 10 26 13 10.51 600
20100608 10 26 13 10.51 100
20100608 10 26 13 10.51 100
20100608 10 26 13 10.51 100
20100608 10 26 13 10.51 100
20100608 10 26 13 10.51 500
20100608 10 26 13 10.51 600
20100608 10 26 13 10.51 100
20100608 10 26 13 10.51 100
20100608 10 26 13 10.51 500
20100608 10 26 13 10.52 100
20100608 10 26 13 10.52 200
20100608 10 26 13 10.52 100
20100608 10 26 13 10.52 500
20100608 10 26 13 10.51 200
20100608 10 26 13 10.51 100
20100608 10 26 13 10.51 200
20100608 10 26 13 10.51 100
20100608 10 26 13 10.51 100
20100608 10 26 13 10.51 900
20100608 10 26 13 10.51 100
20100608 10 26 13 10.51 100
20100608 10 26 13 10.52 200
20100608 10 26 15 10.52 500
20100608 10 26 15 10.52 100
20100608 10 26 15 10.52 100
20100608 10 26 15 10.52 100
20100608 10 26 15 10.52 200
20100608 10 26 15 10.52 100
20100608 10 26 15 10.52 300
20100608 10 26 15 10.52 900
20100608 10 26 15 10.52 1300
20100608 10 26 15 10.52 400
20100608 10 26 15 10.52 700
20100608 10 26 15 10.52 400
20100608 10 26 15 10.52 100
20100608 10 26 15 10.52 200
20100608 10 26 15 10.52 100
20100608 10 26 15 10.52 100
20100608 10 26 15 10.52 300
20100608 10 26 15 10.52 100
20100608 10 26 15 10.52 2000
20100608 10 26 15 10.52 200
20100608 10 26 15 10.52 200
20100608 10 26 15 10.52 100
20100608 10 26 15 10.52 3200
20100608 10 26 16 10.52 200
20100608 10 26 16 10.52 300
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 200
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 700
20100608 10 26 16 10.52 1200
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 700
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 200
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 238
20100608 10 26 16 10.52 862
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 400
20100608 10 26 16 10.52 200
20100608 10 26 16 10.52 1100
20100608 10 26 16 10.52 200
20100608 10 26 16 10.52 100
20100608 10 26 16 10.52 400
20100608 10 26 17 10.505 100
20100608 10 26 18 10.5199 160
20100608 10 26 26 10.51 200
20100608 10 26 26 10.5119 1000
20100608 10 26 36 10.515 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 200
20100608 10 26 36 10.52 300
20100608 10 26 36 10.52 1100
20100608 10 26 36 10.52 300
20100608 10 26 36 10.52 200
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 200
20100608 10 26 36 10.52 200
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 200
20100608 10 26 36 10.52 200
20100608 10 26 36 10.52 200
20100608 10 26 36 10.52 200
20100608 10 26 36 10.52 200
20100608 10 26 36 10.52 700
20100608 10 26 36 10.52 600
20100608 10 26 36 10.52 200
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 200
20100608 10 26 36 10.52 300
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 500
20100608 10 26 36 10.52 200
20100608 10 26 36 10.52 200
20100608 10 26 36 10.52 200
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.52 100
20100608 10 26 36 10.53 300
20100608 10 26 36 10.53 300
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 200
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 300
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 200
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 1600
20100608 10 26 36 10.53 200
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 200
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 30000
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 400
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 200
20100608 10 26 36 10.53 400
20100608 10 26 36 10.53 800
20100608 10 26 36 10.53 800
20100608 10 26 36 10.53 700
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 400
20100608 10 26 36 10.53 200
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 100
20100608 10 26 36 10.53 200
20100608 10 26 36 10.53 200
20100608 10 26 36 10.53 200
20100608 10 26 36 10.53 200
20100608 10 26 36 10.53 100
20100608 10 26 36 10.52 200
20100608 10 26 36 10.53 200
20100608 10 26 36 10.53 200
20100608 10 26 39 10.535 100
20100608 10 26 39 10.54 200
20100608 10 26 39 10.54 200
20100608 10 26 39 10.54 500
20100608 10 26 39 10.54 100
20100608 10 26 39 10.54 400
20100608 10 26 39 10.54 100
20100608 10 26 39 10.54 200
20100608 10 26 39 10.54 100
20100608 10 26 39 10.54 100
20100608 10 26 39 10.54 300
20100608 10 26 39 10.54 100
20100608 10 26 39 10.54 100
20100608 10 26 39 10.54 200
20100608 10 26 39 10.54 100
20100608 10 26 39 10.54 100
20100608 10 26 39 10.54 100
20100608 10 26 39 10.54 300
20100608 10 26 39 10.54 100
20100608 10 26 39 10.54 100
20100608 10 26 39 10.54 100
20100608 10 26 39 10.54 100
20100608 10 26 39 10.54 100
20100608 10 26 39 10.54 100
20100608 10 26 39 10.54 100
20100608 10 26 39 10.54 1300
20100608 10 26 39 10.54 100
20100608 10 26 39 10.54 100
20100608 10 26 39 10.54 400
20100608 10 26 39 10.55 400
20100608 10 26 40 10.5401 490
20100608 10 26 41 10.5401 3000
20100608 10 26 42 10.54 100
20100608 10 26 43 10.54 200
20100608 10 26 44 10.5499 1000
20100608 10 26 47 10.54 217
20100608 10 26 47 10.54 1000
20100608 10 26 47 10.54 100
20100608 10 26 47 10.54 100
20100608 10 26 48 10.55 200
20100608 10 26 48 10.5499 100
20100608 10 26 49 10.5499 700
20100608 10 26 49 10.55 500
20100608 10 26 49 10.55 500
20100608 10 26 49 10.55 2200
20100608 10 26 51 10.55 200
20100608 10 26 51 10.55 500
20100608 10 26 53 10.55 500
20100608 10 26 53 10.54 100
20100608 10 26 53 10.55 200
20100608 10 26 56 10.55 100
20100608 10 26 57 10.545 1750
20100608 10 26 57 10.55 100
20100608 10 26 57 10.55 100
20100608 10 26 57 10.549 100
20100608 10 26 58 10.55 500
20100608 10 26 58 10.55 247
20100608 10 26 58 10.55 272
20100608 10 27 0 10.55 500
20100608 10 27 0 10.55 100
20100608 10 27 0 10.55 100
20100608 10 27 0 10.55 400
20100608 10 27 0 10.55 100
20100608 10 27 1 10.55 300
20100608 10 27 1 10.55 217
20100608 10 27 1 10.55 1000
20100608 10 27 1 10.55 700
20100608 10 27 1 10.55 300
20100608 10 27 1 10.55 800
20100608 10 27 1 10.55 400
20100608 10 27 1 10.55 200
20100608 10 27 3 10.56 200
20100608 10 27 3 10.56 100
20100608 10 27 3 10.56 100
20100608 10 27 3 10.56 200
20100608 10 27 3 10.56 100
20100608 10 27 3 10.56 100
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 200
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 200
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 300
20100608 10 27 5 10.55 200
20100608 10 27 5 10.55 900
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 400
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 200
20100608 10 27 5 10.55 700
20100608 10 27 5 10.55 700
20100608 10 27 5 10.55 200
20100608 10 27 5 10.55 200
20100608 10 27 5 10.55 200
20100608 10 27 5 10.55 300
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 1200
20100608 10 27 5 10.55 200
20100608 10 27 5 10.55 700
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 200
20100608 10 27 5 10.55 900
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 200
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 200
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 100
20100608 10 27 5 10.55 200
20100608 10 27 5 10.55 200
20100608 10 27 5 10.55 500
20100608 10 27 5 10.55 200
20100608 10 27 5 10.55 3600
20100608 10 27 5 10.55 200
20100608 10 27 5 10.55 500
20100608 10 27 5 10.55 900
20100608 10 27 5 10.55 1800
20100608 10 27 5 10.55 200
20100608 10 27 5 10.55 200
20100608 10 27 5 10.55 100
20100608 10 27 6 10.55 100
20100608 10 27 6 10.55 100
20100608 10 27 6 10.54 2200
20100608 10 27 6 10.54 900
20100608 10 27 6 10.54 200
20100608 10 27 6 10.54 100
20100608 10 27 6 10.54 100
20100608 10 27 6 10.54 100
20100608 10 27 6 10.54 100
20100608 10 27 6 10.54 200
20100608 10 27 6 10.54 200
20100608 10 27 6 10.54 200
20100608 10 27 6 10.54 400
20100608 10 27 6 10.54 100
20100608 10 27 7 10.55 200
20100608 10 27 7 10.55 800
20100608 10 27 7 10.54 300
20100608 10 27 7 10.54 300
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 300
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 200
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 200
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 400
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 200
20100608 10 27 7 10.54 600
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 200
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 600
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 700
20100608 10 27 7 10.54 200
20100608 10 27 7 10.54 400
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 200
20100608 10 27 7 10.54 200
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 300
20100608 10 27 7 10.54 400
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 100
20100608 10 27 7 10.55 200
20100608 10 27 7 10.54 200
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 100
20100608 10 27 7 10.55 500
20100608 10 27 7 10.5425 400
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 200
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 300
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 200
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 200
20100608 10 27 7 10.54 200
20100608 10 27 7 10.54 700
20100608 10 27 7 10.54 400
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 200
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 200
20100608 10 27 7 10.54 100
20100608 10 27 7 10.54 100
20100608 10 27 7 10.55 1100
20100608 10 27 7 10.55 100
20100608 10 27 7 10.55 200
20100608 10 27 8 10.54 100
20100608 10 27 8 10.54 100
20100608 10 27 9 10.54 100
20100608 10 27 9 10.54 100
20100608 10 27 9 10.54 200
20100608 10 27 9 10.54 100
20100608 10 27 9 10.54 100
20100608 10 27 9 10.54 100
20100608 10 27 9 10.54 100
20100608 10 27 9 10.54 100
20100608 10 27 9 10.54 100
20100608 10 27 9 10.54 100
20100608 10 27 11 10.54 338200
20100608 10 27 12 10.5499 1000
20100608 10 27 13 10.54 100
20100608 10 27 13 10.54 100
20100608 10 27 13 10.54 200
20100608 10 27 13 10.54 200
20100608 10 27 13 10.54 100
20100608 10 27 13 10.54 400
20100608 10 27 13 10.54 100
20100608 10 27 13 10.54 100
20100608 10 27 13 10.54 100
20100608 10 27 13 10.54 100
20100608 10 27 13 10.54 100
20100608 10 27 13 10.54 200
20100608 10 27 13 10.54 100
20100608 10 27 13 10.54 100
20100608 10 27 13 10.54 200
20100608 10 27 13 10.54 300
20100608 10 27 13 10.54 100
20100608 10 27 13 10.54 100
20100608 10 27 13 10.54 100
20100608 10 27 13 10.54 100
20100608 10 27 14 10.54 2000
20100608 10 27 15 10.53 100
20100608 10 27 15 10.53 100
20100608 10 27 17 10.54 200
20100608 10 27 17 10.54 100
20100608 10 27 17 10.54 100
20100608 10 27 21 10.54 100
20100608 10 27 23 10.5301 200
20100608 10 27 24 10.5301 200
20100608 10 27 25 10.535 500
20100608 10 27 30 10.54 100
20100608 10 27 30 10.54 100
20100608 10 27 30 10.54 100
20100608 10 27 30 10.54 200
20100608 10 27 30 10.54 200
20100608 10 27 30 10.54 300
20100608 10 27 30 10.54 100
20100608 10 27 30 10.54 100
20100608 10 27 30 10.54 200
20100608 10 27 30 10.54 100
20100608 10 27 30 10.54 400
20100608 10 27 31 10.54 100
20100608 10 27 31 10.54 100
20100608 10 27 34 10.54 100
20100608 10 27 34 10.54 1500
20100608 10 27 34 10.54 500
20100608 10 27 34 10.54 100
20100608 10 27 34 10.54 100
20100608 10 27 34 10.54 100
20100608 10 27 34 10.54 100
20100608 10 27 34 10.54 100
20100608 10 27 34 10.54 100
20100608 10 27 34 10.54 100
20100608 10 27 35 10.54 100
20100608 10 27 35 10.54 700
20100608 10 27 35 10.54 100
20100608 10 27 35 10.54 100
20100608 10 27 35 10.54 200
20100608 10 27 35 10.54 500
20100608 10 27 35 10.54 100
20100608 10 27 35 10.54 600
20100608 10 27 35 10.54 100
20100608 10 27 35 10.54 200
20100608 10 27 35 10.54 1200
20100608 10 27 35 10.54 100
20100608 10 27 35 10.54 800
20100608 10 27 35 10.54 1800
20100608 10 27 35 10.54 100
20100608 10 27 35 10.55 200
20100608 10 27 35 10.54 200
20100608 10 27 35 10.54 200
20100608 10 27 35 10.54 100
20100608 10 27 35 10.545 100
20100608 10 27 35 10.54 4800
20100608 10 27 36 10.54 4800
20100608 10 27 36 10.54 100
20100608 10 27 36 10.54 4800
20100608 10 27 36 10.54 100
20100608 10 27 36 10.54 100
20100608 10 27 36 10.54 100
20100608 10 27 36 10.54 100
20100608 10 27 36 10.545 217
20100608 10 27 36 10.54 100
20100608 10 27 36 10.54 100
20100608 10 27 36 10.54 100
20100608 10 27 36 10.545 183
20100608 10 27 36 10.54 700
20100608 10 27 36 10.54 100
20100608 10 27 36 10.54 100
20100608 10 27 36 10.54 100
20100608 10 27 36 10.54 100
20100608 10 27 36 10.54 100
20100608 10 27 36 10.54 200
20100608 10 27 36 10.54 100
20100608 10 27 36 10.54 100
20100608 10 27 36 10.54 200
20100608 10 27 36 10.54 100
20100608 10 27 36 10.55 100
20100608 10 27 36 10.55 100
20100608 10 27 36 10.54 200
20100608 10 27 36 10.54 200
20100608 10 27 36 10.54 100
20100608 10 27 36 10.54 200
20100608 10 27 36 10.54 100
20100608 10 27 36 10.54 300
20100608 10 27 36 10.54 200
20100608 10 27 36 10.54 500
20100608 10 27 36 10.54 600
20100608 10 27 36 10.54 500
20100608 10 27 36 10.545 100
20100608 10 27 36 10.545 100
20100608 10 27 36 10.545 100
20100608 10 27 36 10.54 600
20100608 10 27 36 10.54 200
20100608 10 27 36 10.54 100
20100608 10 27 36 10.54 100
20100608 10 27 36 10.54 100
20100608 10 27 36 10.54 100
20100608 10 27 36 10.54 200
20100608 10 27 36 10.54 100
20100608 10 27 36 10.54 300
20100608 10 27 36 10.54 200
20100608 10 27 36 10.54 100
20100608 10 27 36 10.54 100
20100608 10 27 36 10.54 100
20100608 10 27 36 10.54 300
20100608 10 27 36 10.54 100
20100608 10 27 36 10.54 200
20100608 10 27 36 10.54 100
20100608 10 27 36 10.54 100
20100608 10 27 36 10.54 200
20100608 10 27 36 10.54 200
20100608 10 27 36 10.54 100
20100608 10 27 36 10.54 400
20100608 10 27 36 10.54 600
20100608 10 27 36 10.54 100
20100608 10 27 37 10.54 200
20100608 10 27 37 10.54 300
20100608 10 27 37 10.54 900
20100608 10 27 37 10.54 200
20100608 10 27 37 10.54 100
20100608 10 27 37 10.54 400
20100608 10 27 37 10.54 400
20100608 10 27 37 10.54 100
20100608 10 27 37 10.54 500
20100608 10 27 37 10.54 100
20100608 10 27 37 10.54 500
20100608 10 27 37 10.54 200
20100608 10 27 37 10.54 200
20100608 10 27 37 10.54 300
20100608 10 27 37 10.54 300
20100608 10 27 37 10.54 400
20100608 10 27 37 10.54 100
20100608 10 27 37 10.54 100
20100608 10 27 37 10.54 100
20100608 10 27 37 10.54 100
20100608 10 27 37 10.54 100
20100608 10 27 37 10.54 100
20100608 10 27 37 10.54 700
20100608 10 27 37 10.54 100
20100608 10 27 37 10.54 200
20100608 10 27 37 10.54 100
20100608 10 27 37 10.54 100
20100608 10 27 37 10.54 100
20100608 10 27 37 10.54 100
20100608 10 27 37 10.54 100
20100608 10 27 37 10.54 300
20100608 10 27 37 10.54 200
20100608 10 27 37 10.54 100
20100608 10 27 37 10.54 239
20100608 10 27 37 10.54 100
20100608 10 27 37 10.54 100
20100608 10 27 37 10.54 1400
20100608 10 27 37 10.54 3361
20100608 10 27 37 10.54 100
20100608 10 27 37 10.54 100
20100608 10 27 37 10.5425 100
20100608 10 27 37 10.54 300
20100608 10 27 37 10.54 100
20100608 10 27 37 10.54 200
20100608 10 27 37 10.54 200
20100608 10 27 37 10.54 400
20100608 10 27 37 10.54 800
20100608 10 27 38 10.53 100
20100608 10 27 40 10.53 100
20100608 10 27 42 10.53 200
20100608 10 27 42 10.53 200
20100608 10 27 42 10.53 200
20100608 10 27 42 10.53 400
20100608 10 27 42 10.53 1000
20100608 10 27 42 10.53 400
20100608 10 27 43 10.53 100
20100608 10 27 52 10.53 100
20100608 10 27 57 10.54 100
20100608 10 27 59 10.54 900
20100608 10 27 59 10.54 1600
20100608 10 27 59 10.54 100
20100608 10 27 59 10.54 800
20100608 10 27 59 10.54 100
20100608 10 27 59 10.54 100
20100608 10 27 59 10.54 100
20100608 10 27 59 10.54 100
20100608 10 27 59 10.54 100
20100608 10 27 59 10.54 100
20100608 10 27 59 10.54 100
20100608 10 27 59 10.54 4000
20100608 10 28 0 10.54 100
20100608 10 28 0 10.54 100
20100608 10 28 0 10.54 100
20100608 10 28 0 10.54 100
20100608 10 28 0 10.54 100
20100608 10 28 0 10.54 100
20100608 10 28 0 10.54 200
20100608 10 28 0 10.54 1000
20100608 10 28 0 10.54 400
20100608 10 28 0 10.54 100
20100608 10 28 0 10.54 100
20100608 10 28 0 10.54 283
20100608 10 28 0 10.54 417
20100608 10 28 0 10.54 100
20100608 10 28 0 10.54 100
20100608 10 28 0 10.54 200
20100608 10 28 1 10.54 200
20100608 10 28 1 10.54 200
20100608 10 28 1 10.54 100
20100608 10 28 2 10.54 100
20100608 10 28 2 10.54 200
20100608 10 28 2 10.5425 100
20100608 10 28 2 10.54 100
20100608 10 28 2 10.54 200
20100608 10 28 2 10.545 300
20100608 10 28 2 10.545 100
20100608 10 28 2 10.54 200
20100608 10 28 2 10.54 300
20100608 10 28 2 10.54 200
20100608 10 28 2 10.54 600
20100608 10 28 2 10.54 100
20100608 10 28 2 10.54 100
20100608 10 28 2 10.54 100
20100608 10 28 2 10.54 200
20100608 10 28 2 10.54 200
20100608 10 28 2 10.54 200
20100608 10 28 2 10.54 102
20100608 10 28 2 10.54 700
20100608 10 28 2 10.54 198
20100608 10 28 2 10.54 100
20100608 10 28 2 10.54 100
20100608 10 28 2 10.54 100
20100608 10 28 2 10.545 100
20100608 10 28 2 10.54 400
20100608 10 28 2 10.54 200
20100608 10 28 2 10.54 200
20100608 10 28 2 10.54 700
20100608 10 28 2 10.54 100
20100608 10 28 2 10.54 200
20100608 10 28 2 10.54 800
20100608 10 28 2 10.54 100
20100608 10 28 2 10.54 200
20100608 10 28 4 10.5386 100
20100608 10 28 4 10.5389 100
20100608 10 28 4 10.5394 100
20100608 10 28 4 10.5395 100
20100608 10 28 4 10.5395 100
20100608 10 28 4 10.5395 100
20100608 10 28 4 10.5395 100
20100608 10 28 4 10.5395 100
20100608 10 28 4 10.5396 100
20100608 10 28 4 10.5396 100
20100608 10 28 4 10.5396 100
20100608 10 28 4 10.5396 100
20100608 10 28 4 10.5399 100
20100608 10 28 4 10.54 200
20100608 10 28 4 10.54 100
20100608 10 28 4 10.54 100
20100608 10 28 4 10.54 100
20100608 10 28 4 10.54 500
20100608 10 28 4 10.54 100
20100608 10 28 4 10.54 200
20100608 10 28 4 10.54 100
20100608 10 28 4 10.54 100
20100608 10 28 4 10.54 200
20100608 10 28 5 10.54 100
20100608 10 28 5 10.54 100
20100608 10 28 5 10.54 100
20100608 10 28 5 10.54 100
20100608 10 28 5 10.54 300
20100608 10 28 6 10.54 100
20100608 10 28 6 10.54 100
20100608 10 28 6 10.54 100
20100608 10 28 6 10.54 600
20100608 10 28 6 10.54 100
20100608 10 28 6 10.54 100
20100608 10 28 8 10.54 100
20100608 10 28 8 10.54 100
20100608 10 28 8 10.545 2300
20100608 10 28 8 10.54 200
20100608 10 28 8 10.54 100
20100608 10 28 8 10.54 1000
20100608 10 28 8 10.54 100
20100608 10 28 8 10.54 600
20100608 10 28 8 10.54 200
20100608 10 28 8 10.54 200
20100608 10 28 8 10.54 100
20100608 10 28 8 10.54 200
20100608 10 28 8 10.54 700
20100608 10 28 8 10.54 160
20100608 10 28 8 10.54 100
20100608 10 28 8 10.54 100
20100608 10 28 9 10.54 200
20100608 10 28 9 10.532 200
20100608 10 28 10 10.5301 400
20100608 10 28 12 10.54 200
20100608 10 28 12 10.54 900
20100608 10 28 12 10.54 300
20100608 10 28 12 10.54 100
20100608 10 28 12 10.54 200
20100608 10 28 12 10.54 100
20100608 10 28 13 10.54 300
20100608 10 28 13 10.54 100
20100608 10 28 13 10.54 800
20100608 10 28 13 10.54 700
20100608 10 28 13 10.54 100
20100608 10 28 13 10.54 200
20100608 10 28 13 10.54 100
20100608 10 28 13 10.54 100
20100608 10 28 13 10.54 100
20100608 10 28 13 10.54 100
20100608 10 28 13 10.54 100
20100608 10 28 13 10.54 160
20100608 10 28 13 10.54 200
20100608 10 28 13 10.54 100
20100608 10 28 13 10.54 200
20100608 10 28 13 10.54 100
20100608 10 28 13 10.54 100
20100608 10 28 13 10.54 100
20100608 10 28 13 10.54 200
20100608 10 28 13 10.54 100
20100608 10 28 13 10.54 200
20100608 10 28 13 10.54 100
20100608 10 28 13 10.54 100
20100608 10 28 16 10.545 200
20100608 10 28 16 10.545 100
20100608 10 28 16 10.545 200
20100608 10 28 16 10.55 100
20100608 10 28 16 10.545 100
20100608 10 28 16 10.545 100
20100608 10 28 16 10.5475 100
20100608 10 28 17 10.55 100
20100608 10 28 18 10.5425 100
20100608 10 28 18 10.55 100
20100608 10 28 18 10.55 200
20100608 10 28 18 10.55 100
20100608 10 28 18 10.55 100
20100608 10 28 18 10.545 500
20100608 10 28 18 10.5475 100
20100608 10 28 19 10.5435 3000
20100608 10 28 19 10.54 100
20100608 10 28 19 10.54 100
20100608 10 28 20 10.54 200
20100608 10 28 20 10.54 200
20100608 10 28 20 10.54 100
20100608 10 28 22 10.54 100
20100608 10 28 25 10.55 200
20100608 10 28 25 10.55 100
20100608 10 28 27 10.542 1580
20100608 10 28 29 10.545 100
20100608 10 28 29 10.545 100
20100608 10 28 29 10.545 100
20100608 10 28 29 10.55 100
20100608 10 28 29 10.55 100
20100608 10 28 29 10.55 400
20100608 10 28 29 10.545 120
20100608 10 28 29 10.55 100
20100608 10 28 29 10.545 100
20100608 10 28 30 10.55 200
20100608 10 28 30 10.545 100
20100608 10 28 31 10.55 100
20100608 10 28 31 10.55 100
20100608 10 28 31 10.55 272
20100608 10 28 31 10.55 200
20100608 10 28 31 10.55 100
20100608 10 28 31 10.55 200
20100608 10 28 31 10.55 100
20100608 10 28 31 10.55 100
20100608 10 28 31 10.55 400
