date           ge            vw            ew            sp
19850628       0.020619      0.017091      0.002103      0.012134
19850731       0.036364     -0.000251      0.021382     -0.004848
19850830      -0.048733     -0.004795     -0.002214     -0.011995
19850930      -0.048361     -0.039825     -0.056859     -0.034724
19851031       0.002174      0.044441      0.017652      0.042509
19851129       0.138829      0.069228      0.052563      0.065062
19851231       0.117410      0.043061      0.028021      0.045061
19860131      -0.025773      0.009829      0.044071      0.002367
19860228       0.101658      0.072500      0.060381      0.071489
19860331       0.012903      0.053885      0.047192      0.052794
19860430      -0.004777     -0.007900      0.016144     -0.014148
19860530       0.020800      0.050844      0.036194      0.050229
19860630       0.022947      0.014246      0.008087      0.014110
19860731      -0.098765     -0.059700     -0.073128     -0.058683
19860829       0.077055      0.066181      0.023269      0.071193
19860930      -0.078474     -0.079021     -0.059071     -0.085439
19861031       0.060870      0.049303      0.023777      0.054729
19861128       0.088525      0.015093     -0.006263      0.021477
19861231       0.043735     -0.026388     -0.034609     -0.028288
19870130       0.165698      0.128496      0.117565      0.131767
19870227       0.031172      0.047918      0.074612      0.036924
19870331       0.020605      0.023664      0.036283      0.026390
19870430      -0.013111     -0.017001     -0.017709     -0.011450
19870529       0.004831      0.005125      0.000573      0.006034
19870630       0.052019      0.043662      0.021487      0.047915
19870731       0.089655      0.044248      0.035123      0.048224
19870831       0.054852      0.037146      0.014544      0.034959
19870930      -0.010720     -0.020774     -0.015876     -0.024166
19871030      -0.229675     -0.225363     -0.272248     -0.217630
19871130      -0.105541     -0.072273     -0.050850     -0.085349
19871231       0.049558      0.070327      0.026065      0.072861
19880129       0.022663      0.044880      0.077392      0.040432
19880229       0.008310      0.051695      0.060265      0.041817
19880331      -0.104945     -0.016598      0.035690     -0.033343
19880429       0.000000      0.010991      0.014016      0.009425
19880531       0.040248      0.000448     -0.017671      0.003176
19880630       0.052976      0.051460      0.047677      0.043256
19880729      -0.025641     -0.007272      0.000289     -0.005411
19880831      -0.055556     -0.028006     -0.025001     -0.038600
19880930       0.082972      0.037202      0.016951      0.039729
19881031       0.005764      0.017637     -0.011485      0.025964
19881130       0.031519     -0.016412     -0.036484     -0.018891
19881230       0.003556      0.021075      0.018872      0.014688
19890131       0.081006      0.066103      0.062124      0.071115
19890228      -0.054264     -0.016446      0.002988     -0.028944
19890331      -0.018361      0.021465      0.018060      0.020806
19890428       0.098315      0.048204      0.029089      0.050090
19890531       0.117647      0.039338      0.025054      0.035138
19890630      -0.047414     -0.004866     -0.007744     -0.007925
19890731       0.133172      0.077131      0.031017      0.088370
19890831      -0.014957      0.022127      0.018626      0.015517
19890929      -0.012408     -0.001474      0.005532     -0.006544
19891031      -0.019912     -0.029281     -0.049934     -0.025175
19891130       0.119639      0.017815     -0.005800      0.016541
19891229       0.047903      0.018295     -0.012375      0.021417
19900131      -0.034884     -0.070115     -0.046408     -0.068817
19900228      -0.000482      0.014901      0.015434      0.008539
19900330       0.040486      0.024140      0.021315      0.024255
19900430      -0.003891     -0.028286     -0.028117     -0.026887
19900531       0.083516      0.088936      0.045675      0.091989
19900629       0.005445     -0.004196      0.005359     -0.008886
19900731       0.034296     -0.009405     -0.025732     -0.005223
19900831      -0.134380     -0.091896     -0.108911     -0.094314
19900928      -0.113387     -0.053843     -0.080468     -0.051184
19901031      -0.045872     -0.012504     -0.057155     -0.006698
19901130       0.052885      0.065744      0.035468      0.059934
19901231       0.057260      0.029513     -0.004526      0.024828
19910131       0.115468      0.049078      0.084175      0.041518
19910228       0.070469      0.075847      0.133898      0.067281
19910328       0.023897      0.028923      0.078293      0.022203
19910430       0.016158      0.003322      0.031962      0.000346
19910531       0.099081      0.040732      0.031385      0.038577
19910628      -0.042071     -0.044029     -0.031773     -0.047893
19910731      -0.010135      0.046795      0.034202      0.044859
19910830       0.022184      0.026819      0.027507      0.019649
19910930      -0.066644     -0.010975      0.008130     -0.019144
19911031      -0.005405      0.017789      0.024639      0.011860
19911129      -0.061594     -0.037275     -0.023735     -0.043928
19911231       0.189961      0.106778      0.035353      0.111588
19920131      -0.016340     -0.001182      0.149970     -0.019900
19920228       0.044850      0.013354      0.052124      0.009565
19920331      -0.029571     -0.023700     -0.014169     -0.021832
19920430       0.011551      0.013419     -0.033262      0.027893
19920529      -0.003263      0.006439      0.005678      0.000964
19920630       0.025205     -0.019287     -0.039215     -0.017359
19920731      -0.016077      0.039900      0.027617      0.039374
19920831      -0.032680     -0.020820     -0.023900     -0.023998
19920930       0.065405      0.012447      0.011050      0.009106
19921030      -0.019169      0.010986      0.016224      0.002106
19921130       0.084691      0.040193      0.066686      0.030262
19921231       0.034595      0.017768      0.035677      0.010108
19930129       0.007310      0.012643      0.067612      0.007046
19930226      -0.023222      0.005402     -0.007198      0.010484
19930331       0.066924      0.025116      0.031465      0.018697
19930430       0.016830     -0.025400     -0.011112     -0.025417
19930528       0.023448      0.029598      0.038740      0.022717
19930630       0.039137      0.005440      0.013419      0.000755
19930730       0.028721     -0.000795      0.013719     -0.005327
19930831      -0.002538      0.039479      0.039698      0.034432
19930930      -0.017761      0.000641      0.025507     -0.009988
19931029       0.011734      0.018064      0.040518      0.019393
19931130       0.014175     -0.017606     -0.024467     -0.012911
19931231       0.073393      0.019513      0.016190      0.010091
19940131       0.027414      0.031466      0.049166      0.032501
19940228      -0.022042     -0.024224     -0.009952     -0.030045
19940331      -0.044176     -0.045795     -0.045962     -0.045746
19940429      -0.047500      0.009478     -0.011728      0.011531
19940531       0.044619      0.009360     -0.000831      0.012419
19940630      -0.055578     -0.027909     -0.028182     -0.026812
19940729       0.080429      0.030633      0.015778      0.031467
19940831      -0.012407      0.042597      0.036756      0.037643
19940930      -0.025427     -0.018363      0.004865     -0.026898
19941031       0.015584      0.014520     -0.003305      0.020834
19941130      -0.058824     -0.037219     -0.040741     -0.039505
19941230       0.117609      0.012609     -0.013424      0.012299
19950131       0.009804      0.020399      0.027860      0.024278
19950228       0.063107      0.039615      0.028369      0.036074
19950331      -0.006210      0.027041      0.019518      0.027329
19950428       0.037037      0.025048      0.026976      0.027960
19950531       0.035714      0.034007      0.020270      0.036312
19950630      -0.020948      0.031173      0.049917      0.021279
19950731       0.046563      0.040783      0.054708      0.031776
19950831      -0.002119      0.009305      0.032043     -0.000320
19950929       0.089766      0.036362      0.026400      0.040098
19951031      -0.007843     -0.011317     -0.041473     -0.004979
19951130       0.061265      0.042708      0.016659      0.041049
19951229       0.079479      0.015191      0.008928      0.017444
19960131       0.065972      0.028144      0.034657      0.032617
19960229      -0.016287      0.016310      0.032305      0.006934
19960329       0.037550      0.010927      0.024086      0.007917
19960430      -0.008026      0.025511      0.058049      0.013431
19960531       0.071197      0.026800      0.062615      0.022853
19960628       0.048338     -0.008298     -0.032167      0.002257
19960731      -0.046571     -0.053819     -0.079602     -0.045748
19960830       0.010638      0.032463      0.045634      0.018814
19960930       0.100271      0.053015      0.028753      0.054173
19961031       0.063187      0.013632     -0.020842      0.026131
19961129       0.074935      0.065502      0.024696      0.073376
19961231      -0.044279     -0.011358     -0.002604     -0.021505
19970131       0.046776      0.053449      0.063831      0.061317
19970228      -0.006039     -0.001144     -0.010299      0.005928
19970331      -0.030182     -0.044820     -0.049224     -0.042614
19970430       0.118388      0.042303     -0.021596      0.058406
19970530       0.087838      0.071624      0.085194      0.058577
19970630       0.076605      0.044145      0.043145      0.043453
19970731       0.082846      0.076502      0.048824      0.078123
19970829      -0.107843     -0.036267      0.027605     -0.057446
19970930       0.092068      0.058433      0.081737      0.053154
19971031      -0.050505     -0.034528     -0.026145     -0.034478
19971128       0.143133      0.030459     -0.022063      0.044587
19971231      -0.002707      0.017772     -0.023875      0.015732
19980130       0.056218      0.004529      0.015367      0.010150
19980227       0.003226      0.073230      0.060451      0.070449
19980331       0.112379      0.051324      0.046884      0.049946
19980430      -0.011603      0.010862      0.023243      0.009076
19980529      -0.021277     -0.025755     -0.042571     -0.018826
19980630       0.089955      0.031955     -0.029150      0.039438
19980731      -0.012517     -0.023264     -0.050546     -0.011615
19980831      -0.105521     -0.157666     -0.196383     -0.145797
19980930      -0.001719      0.063835      0.043245      0.062396
19981030       0.099764      0.074357      0.037827      0.080294
19981130       0.032857      0.061985      0.075912      0.059126
19981231       0.132503      0.063054      0.018861      0.056375
19990129       0.028186      0.038345      0.064848      0.041009
19990226      -0.043504     -0.038105     -0.042172     -0.032283
19990331       0.106293      0.037861     -0.001373      0.038794
19990430      -0.047458      0.049000      0.083900      0.037944
19990528      -0.034994     -0.020721      0.025134     -0.024970
19990630       0.111248      0.051021      0.038391      0.054438
19990730      -0.032301     -0.030635      0.007271     -0.032046
19990831       0.030390     -0.009985     -0.030607     -0.006254
19990930       0.058765     -0.022868     -0.014250     -0.028552
19991029       0.142857      0.062049     -0.001351      0.062539
19991130      -0.039668      0.036814      0.091409      0.019062
19991231       0.192392      0.083721      0.084830      0.057844
20000131      -0.136511     -0.039588      0.050610     -0.050904
20000229      -0.009355      0.031844      0.120436     -0.020108
20000331       0.178735      0.053523     -0.000429      0.096720
20000428       0.010442     -0.059466     -0.088504     -0.030796
20000531       0.005167     -0.039047     -0.057324     -0.021915
20000630       0.005931      0.051640      0.079228      0.023934
20000731      -0.026903     -0.017106     -0.019355     -0.016341
20000831       0.140948      0.075811      0.059257      0.060699
20000929      -0.014711     -0.051138     -0.040102     -0.053483
20001031      -0.049837     -0.024557     -0.066807     -0.004949
20001130      -0.095781     -0.102534     -0.118559     -0.080069
20001229      -0.029559      0.020299     -0.007035      0.004053
20010131      -0.040834      0.039524      0.225012      0.034637
20010228       0.011309     -0.099267     -0.074508     -0.092291
20010330      -0.096344     -0.070286     -0.072716     -0.064205
20010430       0.159341      0.083911      0.076441      0.076814
20010531       0.009685      0.010566      0.062201      0.005090
20010629      -0.005102     -0.017474      0.007720     -0.025004
20010731      -0.104410     -0.018316     -0.028407     -0.010772
20010831      -0.057931     -0.059095     -0.035009     -0.064108
20010928      -0.088336     -0.091543     -0.127801     -0.081723
20011031      -0.021237      0.027970      0.078103      0.018099
20011130       0.057402      0.078735      0.080809      0.075176
20011231       0.045714      0.017844      0.057742      0.007574
20020131      -0.073104     -0.016045      0.018179     -0.015574
20020228       0.041184     -0.021713     -0.033060     -0.020766
20020328      -0.027273      0.044688      0.074666      0.036739
20020430      -0.157543     -0.049654     -0.003169     -0.061418
20020531      -0.012995     -0.010478     -0.015519     -0.009081
20020628      -0.061336     -0.070251     -0.067310     -0.072465
20020731       0.108434     -0.081135     -0.107499     -0.078995
20020830      -0.063665      0.007965      0.006337      0.004881
20020930      -0.176451     -0.099965     -0.084490     -0.110013
20021031       0.024341      0.074926      0.042772      0.086436
20021129       0.074059      0.061275      0.117775      0.057070
20021231      -0.095133     -0.053316     -0.040159     -0.060333
20030131      -0.049692     -0.023392      0.006068     -0.027415
20030228       0.047537     -0.015390     -0.021448     -0.017004
20030331       0.060291      0.010325      0.009434      0.008358
20030430       0.154902      0.082762      0.098222      0.081044
20030530      -0.025467      0.063471      0.133177      0.050899
20030630       0.005923      0.016335      0.049741      0.011322
20030731      -0.008368      0.023112      0.061927      0.016224
20030829       0.039733      0.024966      0.047429      0.017873
20030930       0.014542     -0.009112      0.025239     -0.011944
20031031      -0.026837      0.060318      0.080930      0.054962
20031128      -0.011720      0.016594      0.038147      0.007129
20031231       0.087548      0.045528      0.038907      0.050765
20040130       0.085539      0.023048      0.065762      0.017276
20040227      -0.027059      0.015459      0.013720      0.012209
20040331      -0.061501     -0.010694      0.006293     -0.016359
20040430      -0.018676     -0.024231     -0.043590     -0.016791
20040528       0.039065      0.014125      0.002592      0.012083
20040630       0.047558      0.021582      0.022729      0.017989
20040730       0.026235     -0.037667     -0.051082     -0.034291
20040831      -0.013835      0.002713     -0.004725      0.002287
20040930       0.030192      0.020546      0.041594      0.009364
20041029       0.016081      0.017805      0.020836      0.014014
20041130       0.036342      0.048210      0.079929      0.038595
20041231       0.038462      0.035179      0.052920      0.032458
20050131      -0.010137     -0.026556     -0.029278     -0.025290
20050228      -0.019651      0.022672      0.016636      0.018903
20050331       0.024432     -0.016935     -0.031835     -0.019118
20050429       0.003882     -0.025186     -0.046509     -0.020109
20050531       0.007735      0.037955      0.043808      0.029952
20050630      -0.044134      0.011534      0.032155     -0.000143
20050729      -0.004329      0.043327      0.058745      0.035968
20050831      -0.025797     -0.005946     -0.007217     -0.011222
20050930       0.008331      0.010565      0.010530      0.006949
20051031       0.007128     -0.020801     -0.033876     -0.017741
20051130       0.053377      0.040385      0.034319      0.035186
20051230      -0.011758      0.003455      0.013479     -0.000952
20060131      -0.065621      0.040033      0.076354      0.025467
20060228       0.011298     -0.001640      0.004836      0.000453
20060331       0.058108      0.019055      0.036979      0.011065
20060428      -0.005463      0.012962      0.009791      0.012187
20060531      -0.009540     -0.031048     -0.044332     -0.030917
20060630      -0.030648     -0.000408     -0.008479      0.000087
20060731      -0.008192     -0.001904     -0.022718      0.005086
20060831       0.041909      0.025061      0.025011      0.021274
20060929       0.043746      0.019424      0.009005      0.024566
20061031      -0.005382      0.037126      0.046211      0.031508
20061130       0.004842      0.023705      0.031168      0.016467
20061229       0.062642      0.010833      0.014793      0.012616
20070131      -0.031174      0.019428      0.022283      0.014059
20070228      -0.023856     -0.013957      0.002110     -0.021846
20070330       0.012890      0.012949      0.006543      0.009980
20070430       0.042421      0.039821      0.027044      0.043291
20070531       0.019533      0.038932      0.023112      0.032549
20070629       0.026078     -0.014756     -0.007929     -0.017816
20070731       0.012539     -0.031756     -0.043537     -0.031982
20070831       0.002838      0.011656     -0.011737      0.012864
20070928       0.072292      0.040860      0.025363      0.035794
20071031      -0.005797      0.025835      0.017406      0.014822
20071130      -0.069728     -0.049222     -0.076608     -0.044043
20071231      -0.023766     -0.004419     -0.010995     -0.008628
20080131      -0.046129     -0.062151     -0.045082     -0.061163
20080229      -0.054016     -0.021653     -0.021401     -0.034761
20080331       0.116777     -0.010480     -0.025314     -0.005960
20080430      -0.116455      0.051096      0.031907      0.047547
20080530      -0.060551      0.023838      0.031776      0.010674
20080630      -0.121094     -0.078449     -0.086631     -0.085962
20080731       0.059948     -0.013325     -0.001296     -0.009859
20080829      -0.006716      0.010572      0.013022      0.012191
20080930      -0.081495     -0.097996     -0.120109     -0.090791
20081031      -0.234902     -0.184587     -0.205222     -0.169425
20081128      -0.119939     -0.084613     -0.130320     -0.074849
20081231      -0.038439      0.022149      0.042154      0.007822
20090130      -0.251235     -0.077329     -0.024042     -0.085657
20090227      -0.272877     -0.100184     -0.107667     -0.109931
20090331       0.188014      0.086688      0.107429      0.085405
20090430       0.251236      0.109347      0.192760      0.093925
20090529       0.065613      0.067784      0.102314      0.053081
20090630      -0.123145     -0.003100      0.023910      0.000196
20090731       0.143345      0.081715      0.085217      0.074142
20090831       0.037313      0.031462      0.057209      0.033560
20090930       0.188489      0.045237      0.071233      0.035723
20091030      -0.131547     -0.028004     -0.050612     -0.019762
20091130       0.123422      0.057093      0.028444      0.057364
20091231      -0.049313      0.028413      0.054975      0.017771
20100129       0.062789     -0.037093     -0.011390     -0.036974
20100226       0.004975      0.034776      0.033603      0.028514
20100331       0.133250      0.063600      0.069240      0.058796
20100430       0.036264      0.020015      0.057837      0.014759
20100528      -0.133086     -0.079133     -0.076975     -0.081976
20100630      -0.111927     -0.050721     -0.056671     -0.053882
20100730       0.117892      0.071541      0.059994      0.068778
20100831      -0.101737     -0.042812     -0.047592     -0.047449
20100930       0.130525      0.091514      0.096348      0.087551
20101029      -0.014154      0.038534      0.040681      0.036856
20101130      -0.011860      0.005168      0.010661     -0.002290
20101231       0.164245      0.067131      0.068745      0.065300
20110131       0.101148      0.019155      0.014413      0.022646
20110228       0.045680      0.038158      0.037036      0.031957
20110331      -0.041587      0.003376      0.008576     -0.001047
20110429       0.019950      0.028683      0.019201      0.028495
20110531      -0.039609     -0.014934     -0.018550     -0.013501
20110630      -0.032077     -0.018391     -0.024111     -0.018258
20110729      -0.050371     -0.022448     -0.021813     -0.021474
20110831      -0.089336     -0.057470     -0.075715     -0.056791
20110930      -0.057633     -0.084872     -0.100947     -0.071762
