date           axp           vw            ew            sp
20031028       0.016898      0.015106      0.012185      0.015187
20031029      -0.003997      0.002862      0.006919      0.001261
20031030      -0.017529     -0.000964      0.001370     -0.001116
20031031       0.008813      0.002432      0.001959      0.003601
20031103       0.006392      0.008870      0.010932      0.007909
20031104      -0.002329     -0.003709      0.002004     -0.005448
20031105       0.004032     -0.000583      0.002436     -0.001367
20031106       0.001268      0.005487      0.005314      0.005933
20031107      -0.018366     -0.002330      0.002978     -0.004574
20031110      -0.009032     -0.007257     -0.006173     -0.005792
20031111      -0.013021     -0.002052     -0.005676     -0.000516
20031112       0.011873      0.013367      0.014352      0.011456
20031113      -0.004781      0.000512      0.002597     -0.000142
20031114      -0.010262     -0.007777     -0.006905     -0.007615
20031117      -0.030885     -0.007162     -0.009705     -0.006398
20031118       0.012520     -0.007712     -0.004267     -0.009084
20031119       0.008993      0.007139      0.003848      0.008016
20031120      -0.010695     -0.007349     -0.004990     -0.008432
20031121       0.011261      0.001901      0.002108      0.001577
20031124       0.005568      0.016009      0.012823      0.016227
20031125       0.004430      0.003429      0.006372      0.001720
20031126       0.008379      0.004618      0.006305      0.004327
20031128      -0.000437      0.001486      0.005573     -0.000236
20031201       0.007438      0.010908      0.011020      0.011264
20031202      -0.005429     -0.002274      0.000896     -0.003271
20031203       0.004149     -0.002711     -0.004904     -0.001772
20031204       0.001739      0.002382     -0.000744      0.004687
20031205      -0.012372     -0.006927     -0.004201     -0.007684
20031208       0.014286      0.006435      0.003112      0.007348
20031209      -0.009751     -0.008968     -0.008538     -0.008529
20031210      -0.011160     -0.003173     -0.009328     -0.001066
20031211       0.001328      0.012809      0.014629      0.011482
20031212      -0.001105      0.003439      0.007220      0.002735
20031215       0.002434     -0.007059     -0.008951     -0.005679
20031216      -0.000883      0.004766     -0.000305      0.006638
20031217      -0.005964      0.001528      0.001254      0.001256
20031218       0.039333      0.012223      0.010770      0.011798
20031219       0.009408     -0.000443      0.000012     -0.000468
20031222       0.004872      0.003897      0.003100      0.003922
20031223       0.005059      0.003669      0.005755      0.002818
20031224       0.004195     -0.001087      0.001372     -0.001807
20031226      -0.001044      0.001950      0.004383      0.001691
20031229       0.014008      0.012796      0.011611      0.012401
20031230      -0.002268      0.000765      0.003599      0.000144
20031231      -0.001243      0.000033     -0.001174      0.002055
20040102      -0.009952     -0.000786      0.006070     -0.003094
20040105       0.008796      0.012265      0.012936      0.012395
20040106       0.001661      0.001950      0.004868      0.001292
20040107       0.002902      0.002715      0.005653      0.002367
20040108      -0.002893      0.004865      0.008348      0.004963
20040109      -0.007461     -0.006232     -0.000313     -0.008888
20040112      -0.003967      0.005254      0.008830      0.004787
20040113       0.003564     -0.004593     -0.000546     -0.005332
20040114       0.018383      0.007246      0.006933      0.008295
20040115       0.019077      0.001137      0.001466      0.001353
20040116       0.004630      0.006975      0.008029      0.006872
20040120       0.006612      0.002586      0.012299     -0.000930
20040121       0.003185      0.005597      0.002608      0.007772
20040122      -0.007937     -0.002895     -0.003088     -0.003207
20040123      -0.000800     -0.001379      0.003266     -0.002089
20040126       0.019816      0.010495      0.007669      0.012106
20040127      -0.009225     -0.008577     -0.002394     -0.009798
20040128      -0.014461     -0.014186     -0.013049     -0.013610
20040129       0.024121      0.001366     -0.008374      0.004989
20040130       0.017468     -0.000616      0.003530     -0.002628
20040202       0.013503      0.002934      0.000397      0.003651
20040203      -0.000571      0.000129      0.000035      0.000678
20040204      -0.004761     -0.009921     -0.014544     -0.008371
20040205      -0.003444      0.002280      0.001911      0.001838
20040206       0.018817      0.014348      0.016339      0.012555
20040209       0.000942     -0.000400      0.004509     -0.002581
20040210      -0.004896      0.005811      0.007230      0.005027
20040211       0.016272      0.010257      0.007439      0.010667
20040212      -0.006703     -0.004532     -0.002436     -0.004880
20040213       0.005623     -0.005319     -0.005332     -0.005468
20040217       0.000559      0.009802      0.009204      0.009757
20040218      -0.005216     -0.004462     -0.003134     -0.004468
20040219       0.000000     -0.005333     -0.006904     -0.004133
20040220      -0.004494     -0.003535     -0.005238     -0.002572
20040223      -0.001881     -0.005030     -0.010800     -0.002727
20040224       0.002262     -0.000970     -0.002408     -0.001665
20040225       0.007522      0.005122      0.006740      0.004021
20040226      -0.003546      0.002926      0.006325      0.001084
20040227       0.000562      0.001566      0.005456      0.000026
20040301       0.004306      0.010248      0.012118      0.009625
20040302      -0.004473     -0.005627     -0.002248     -0.005934
20040303       0.001498      0.001201      0.002227      0.001688
20040304      -0.002430      0.004562      0.007842      0.003336
20040305      -0.011057      0.002974      0.003454      0.001723
20040308       0.007012     -0.008042     -0.006010     -0.008350
20040309       0.000753     -0.006624     -0.007299     -0.005779
20040310      -0.018616     -0.015174     -0.014762     -0.014633
20040311      -0.012646     -0.013986     -0.011873     -0.015224
20040312       0.011450      0.012785      0.014299      0.012460
20040315      -0.022448     -0.015542     -0.016513     -0.014350
20040316      -0.005888      0.004597     -0.001220      0.005623
20040317       0.006910      0.012464      0.013407      0.011749
20040318       0.010980     -0.001500     -0.001807     -0.001273
20040319      -0.009310     -0.009451     -0.003020     -0.011173
20040322      -0.017032     -0.014016     -0.016140     -0.012958
20040323       0.000000     -0.000694      0.001573     -0.001324
20040324      -0.003585     -0.003346     -0.003036     -0.002395
20040325      -0.001599      0.016656      0.013398      0.016365
20040326       0.001602      0.000327      0.003268     -0.001019
20040329       0.016590      0.013132      0.011186      0.013005
20040330       0.020645      0.005166      0.006653      0.004036
20040331       0.000771      0.000196      0.004052     -0.000701
20040401       0.006750      0.006666      0.006876      0.005292
20040402       0.004406      0.008592      0.009104      0.008515
20040405       0.003052      0.006556      0.005305      0.007672
20040406      -0.003613     -0.003450     -0.006199     -0.002095
20040407      -0.000382     -0.004299      0.001555     -0.006645
20040408      -0.004582     -0.001938     -0.000685     -0.001061
20040412       0.002301      0.003962      0.004262      0.005161
20040413      -0.016456     -0.014924     -0.014536     -0.013762
20040414      -0.031128     -0.003324     -0.007152     -0.001124
20040415      -0.001004     -0.000082     -0.001682      0.000594
20040416       0.016683      0.004869      0.004400      0.005111
20040419      -0.007315      0.002223      0.004071      0.001066
20040420      -0.013941     -0.015426     -0.012450     -0.015557
20040421       0.007473      0.005474      0.002376      0.005312
20040422       0.018043      0.014496      0.010784      0.014091
20040423      -0.010043     -0.000306     -0.000902      0.000588
20040426       0.000199     -0.003132     -0.002583     -0.004445
20040427      -0.002585      0.001196     -0.000098      0.002272
20040428      -0.022134     -0.015813     -0.017847     -0.013795
20040429       0.000000     -0.008793     -0.014693     -0.007591
20040430      -0.001835     -0.006457     -0.010760     -0.005916
20040503       0.008989      0.008485      0.001712      0.009203
20040504      -0.001620      0.003537      0.006555      0.001843
20040505       0.004259      0.002455      0.003218      0.001769
20040506      -0.006866     -0.008366     -0.011141     -0.006723
20040507      -0.014030     -0.015959     -0.016934     -0.013725
20040510      -0.004950     -0.013775     -0.021226     -0.010540
20040511      -0.002280      0.009890      0.012822      0.007662
20040512       0.001454      0.001160     -0.001461      0.001671
20040513       0.005393     -0.000876     -0.001152     -0.000766
20040514       0.008046     -0.001335     -0.003696     -0.000675
20040517      -0.001842     -0.010752     -0.013039     -0.010587
20040518       0.004511      0.007791      0.007593      0.006817
20040519      -0.003062     -0.001133      0.002872     -0.002574
20040520       0.010033      0.000392     -0.001566      0.000468
20040521       0.006081      0.004468      0.006044      0.004012
20040524       0.006045      0.003709      0.006881      0.001692
20040525       0.010615      0.016326      0.014261      0.016104
20040526      -0.004162      0.002683      0.005591      0.001698
20040527       0.015323      0.005661      0.004970      0.005686
20040528      -0.006272      0.000315      0.003178     -0.000535
20040601      -0.001972      0.001376      0.002290      0.000464
20040602       0.006324      0.002946      0.002682      0.003380
20040603      -0.003339     -0.008543     -0.009511     -0.007422
20040604       0.004532      0.006059      0.006289      0.005248
20040607       0.009219      0.015579      0.012268      0.015964
20040608       0.004276      0.000591     -0.000904      0.001543
20040609      -0.008516     -0.010734     -0.010233     -0.009499
20040610      -0.000586      0.003555      0.000846      0.004543
20040614      -0.002930     -0.011038     -0.013466     -0.009837
20040615       0.003330      0.007984      0.009432      0.005972
20040616       0.005662      0.001385      0.001809      0.001369
20040617      -0.000971     -0.000465     -0.000447     -0.001332
20040618       0.009716      0.002180     -0.000298      0.002624
20040621      -0.008853     -0.003701     -0.001542     -0.004159
20040622       0.000000      0.003833      0.003032      0.003636
20040623      -0.002136      0.008847      0.008443      0.008507
20040624      -0.008367     -0.001963      0.001372     -0.002981
20040625       0.007653     -0.001975      0.004420     -0.005453
20040628      -0.007984     -0.002295     -0.002598     -0.000952
20040629       0.006478      0.002705      0.003791      0.002515
20040630       0.004096      0.005476      0.006791      0.004084
20040701      -0.000973     -0.009919     -0.007864     -0.010431
20040702      -0.001753     -0.001822      0.001429     -0.003153
20040706      -0.008002     -0.008961     -0.010532     -0.008148
20040707       0.003541      0.001941      0.000561      0.001899
20040708      -0.014507     -0.009204     -0.012083     -0.008244
20040709      -0.005172      0.003278      0.002667      0.003336
20040712      -0.005999      0.000056     -0.002864      0.001384
20040713      -0.004426      0.000521     -0.000969      0.000709
20040714      -0.004849     -0.002641     -0.003875     -0.003291
20040715      -0.007107     -0.003301      0.000464     -0.004301
20040716      -0.003477     -0.004657     -0.006543     -0.004789
20040719      -0.005746     -0.000598     -0.004277     -0.000445
20040720       0.013829      0.007468      0.008188      0.007058
20040721      -0.015676     -0.014464     -0.015712     -0.013340
20040722      -0.000414      0.000818     -0.004281      0.002706
20040723      -0.004552     -0.010186     -0.010544     -0.009701
20040726       0.016421     -0.004682     -0.009917     -0.001970
20040727       0.011043      0.010385      0.010437      0.009935
20040728       0.009102     -0.000162     -0.001939      0.000539
20040729       0.001403      0.006650      0.010063      0.004574
20040730       0.005805      0.001471      0.006061      0.001172
20040802       0.000597      0.003532     -0.001308      0.004448
20040803      -0.007359     -0.006662     -0.006846     -0.006262
20040804       0.006011     -0.002272     -0.003547     -0.000964
20040805      -0.013145     -0.015919     -0.012299     -0.016320
20040806      -0.004238     -0.014944     -0.015345     -0.015481
20040809      -0.000811      0.000131     -0.004102      0.001175
20040810       0.016024      0.013192      0.011239      0.012974
20040811       0.000799     -0.003383     -0.006460     -0.003012
20040812      -0.013166     -0.011630     -0.011899     -0.011675
20040813      -0.002426      0.001961      0.000769      0.001477
20040816       0.001418      0.013976      0.010960      0.013655
20040817       0.006273      0.002927      0.004402      0.002196
20040818       0.006033      0.012865      0.013786      0.012443
20040819      -0.003998     -0.003137     -0.001599     -0.003598
20040820       0.003412      0.008170      0.011319      0.006525
20040823      -0.006000     -0.003438     -0.002820     -0.002431
20040824       0.001006      0.000578      0.000581      0.000465
20040825       0.004020      0.007997      0.007774      0.008000
20040826       0.003403     -0.000349     -0.001208      0.000118
20040827      -0.002394      0.002979      0.005450      0.002425
20040830      -0.007400     -0.008134     -0.005767     -0.007781
20040831       0.007858      0.005090      0.005749      0.004631
20040901       0.001799      0.003412      0.004552      0.001512
20040902       0.005987      0.010564      0.008554      0.011212
20040903      -0.002976     -0.004239     -0.003307     -0.004185
20040907       0.014525      0.007453      0.006994      0.006887
20040908      -0.000981     -0.004531     -0.003544     -0.004486
20040909      -0.000785      0.003147      0.007356      0.001890
20040910       0.008448      0.004988      0.006190      0.004954
20040913       0.003117      0.003105      0.005144      0.001691
20040914      -0.003107      0.001934      0.000419      0.002229
20040915      -0.008377     -0.006371     -0.003611     -0.007055
20040916       0.000000      0.004133      0.006373      0.002794
20040917       0.009823      0.003350      0.001158      0.004495
20040920      -0.004669     -0.004635     -0.001886     -0.005627
20040921       0.006255      0.007496      0.007463      0.006327
20040922      -0.011849     -0.012931     -0.009898     -0.013938
20040923       0.000000     -0.003450     -0.000186     -0.004670
20040924       0.006684      0.001519      0.000874      0.001579
20040927      -0.010935     -0.006774     -0.008090     -0.005936
20040928       0.003554      0.006590      0.006534      0.005926
20040929       0.010820      0.004723      0.005863      0.004270
20040930       0.001557      0.001208      0.005099     -0.000197
20041001       0.003692      0.014764      0.013043      0.015181
20041004       0.018974      0.003690      0.005084      0.003243
20041005       0.002470     -0.000531     -0.000082     -0.000608
20041006       0.011941      0.006931      0.005975      0.006673
20041007      -0.003754     -0.010230     -0.007995     -0.009982
20041008      -0.015451     -0.006685     -0.005674     -0.007527
20041011       0.005359      0.001708      0.002378      0.002005
20041012       0.003427     -0.002380     -0.002549     -0.002268
20041013      -0.010624     -0.007343     -0.006426     -0.007301
20041014      -0.008437     -0.008121     -0.006097     -0.009303
20041015       0.015278      0.004777      0.004152      0.004450
20041018       0.003810      0.004416      0.001699      0.005252
20041019      -0.010057     -0.008660     -0.004584     -0.009686
20041020      -0.001150      0.001842      0.002840      0.000390
20041021       0.003454      0.004423      0.007061      0.002564
20041022      -0.010710     -0.009262     -0.006433     -0.009715
20041025      -0.011212     -0.000110      0.002031     -0.000849
20041026       0.012317      0.013015      0.006836      0.014870
20041027       0.014871      0.012514      0.009866      0.012879
20041028       0.003806      0.001122      0.000071      0.001813
20041029       0.006066      0.002336      0.001993      0.002448
20041101      -0.003015      0.000813      0.001722      0.000274
20041102       0.020601      0.000018      0.000245      0.000027
20041103       0.006296      0.011648      0.010249      0.011198
20041104       0.011226      0.014317      0.007665      0.016156
20041105       0.003094      0.003823      0.004762      0.003874
20041108      -0.006531     -0.001260     -0.001109     -0.001098
20041109      -0.002374      0.000579      0.004681     -0.000695
20041110       0.002563      0.000523      0.005021     -0.001005
20041111       0.011320      0.008922      0.008567      0.009089
20041112       0.004333      0.008834      0.007784      0.009110
20041115       0.006651      0.000479      0.003901     -0.000304
20041116      -0.004286     -0.005983     -0.003362     -0.007079
20041117       0.005022      0.006101      0.007895      0.005538
20041118      -0.000178      0.000177      0.000565      0.001362
20041119      -0.005890     -0.009894     -0.005725     -0.011161
20041122       0.007540      0.006183      0.006315      0.005896
20041123       0.001426      0.000873      0.003942     -0.000255
20041124       0.000890      0.005135      0.007954      0.004095
20041126      -0.002489      0.001803      0.004957      0.000753
20041129      -0.005168     -0.002263      0.003072     -0.003450
20041130      -0.001971     -0.003290     -0.000663     -0.004030
20041201       0.013283      0.014071      0.009710      0.014951
20041202      -0.005314     -0.001615     -0.000687     -0.000873
20041203       0.001781      0.001252      0.003181      0.000706
20041206       0.000178     -0.001272     -0.000047     -0.000772
20041207      -0.014397     -0.011595     -0.011667     -0.011073
20041208       0.004148      0.004089      0.002904      0.004877
20041209      -0.006825      0.004163      0.000074      0.005436
20041210      -0.002170     -0.000321      0.002806     -0.001043
20041213      -0.002537      0.008512      0.007077      0.008990
20041214       0.016533      0.004300      0.005254      0.003921
20041215       0.003396      0.003769      0.006397      0.001945
20041216      -0.003563     -0.003263     -0.003331     -0.002082
20041217      -0.000536     -0.004301      0.001681     -0.007472
20041220      -0.001073     -0.000796     -0.003269      0.000360
20041221       0.010564      0.008996      0.007313      0.009040
20041222       0.008505      0.003477      0.003716      0.003418
20041223      -0.008609      0.001099      0.003445      0.000463
20041227      -0.003190     -0.003971     -0.000817     -0.004305
20041228       0.001778      0.008061      0.010038      0.007154
20041229      -0.001242      0.000634      0.002216     -0.000074
20041230      -0.002310      0.000697      0.004193      0.000082
20041231       0.003918     -0.001005      0.003430     -0.001343
20050103      -0.008160     -0.010031     -0.009867     -0.008119
20050104      -0.015024     -0.012804     -0.014260     -0.011671
20050105      -0.009261     -0.006122     -0.010685     -0.003628
20050106      -0.005143      0.003482      0.002287      0.003506
20050107      -0.007386     -0.002220     -0.003700     -0.001431
20050110       0.002046      0.004219      0.003754      0.003423
20050111      -0.009282     -0.006278     -0.008533     -0.006100
20050112      -0.002248      0.004211      0.002700      0.003981
20050113      -0.006948     -0.006863     -0.002706     -0.008630
20050114      -0.003026      0.006237      0.007310      0.006005
20050118       0.008156      0.009228      0.007683      0.009675
20050119      -0.001693     -0.008922     -0.006359     -0.009490
20050120      -0.012439     -0.007465     -0.007671     -0.007783
20050121      -0.008969     -0.004616     -0.001067     -0.006415
20050124       0.012902     -0.004885     -0.008399     -0.003528
20050125       0.015970      0.002687      0.001183      0.004004
20050126      -0.006362      0.006399      0.008624      0.004844
20050127      -0.006026      0.000683      0.001403      0.000409
20050128       0.000379     -0.002830     -0.001581     -0.002716
20050131       0.010417      0.009456      0.011293      0.008460
20050201       0.063730      0.006866      0.005317      0.006891
20050202      -0.017269      0.003879      0.005535      0.003178
20050203      -0.006455     -0.002609     -0.001502     -0.002766
20050204       0.007399      0.010818      0.009513      0.011043
20050207      -0.004658     -0.001331      0.000098     -0.001089
20050208      -0.008819      0.001189      0.001392      0.000483
20050209      -0.005448     -0.008987     -0.010218     -0.008575
20050210       0.006208      0.004488      0.000506      0.004211
20050211       0.001452      0.007829      0.007131      0.006926
20050214      -0.010690      0.001129      0.002057      0.000697
20050215      -0.001831      0.002766      0.000201      0.003300
20050216       0.002202      0.001002      0.002077      0.000182
20050217      -0.002197     -0.007121     -0.005369     -0.007923
20050218      -0.006789      0.000172     -0.001212      0.000700
20050222      -0.006466     -0.013722     -0.011558     -0.014506
20050223       0.003905      0.004849      0.002064      0.005607
20050224       0.006668      0.007578      0.004857      0.007894
20050225       0.004232      0.009857      0.008825      0.009307
20050228      -0.007878     -0.005805     -0.002734     -0.006414
20050301       0.009234      0.005388      0.004731      0.005658
20050302       0.000915      0.000324     -0.001380     -0.000273
20050303       0.000183      0.000448      0.000916      0.000322
20050304       0.004387      0.009634      0.006281      0.009624
20050307       0.000000      0.002396      0.000828      0.002610
20050308      -0.009645     -0.004367     -0.004021     -0.004799
20050309      -0.014149     -0.009490     -0.007188     -0.010185
20050310       0.007083     -0.000288     -0.004524      0.001856
20050311      -0.009069     -0.005028     -0.001215     -0.007583
20050314       0.005790      0.005700      0.001331      0.005625
20050315      -0.006500     -0.006292     -0.004353     -0.007524
20050316      -0.015327     -0.007738     -0.006631     -0.008082
20050317      -0.004366      0.002439      0.001191      0.001801
20050318      -0.000953     -0.001551     -0.003289     -0.000471
20050321      -0.002099     -0.004380     -0.002710     -0.004934
20050322      -0.021228     -0.008718     -0.004404     -0.010196
20050323      -0.014850     -0.002602     -0.008750      0.000700
20050324      -0.002777      0.000350      0.002664     -0.000947
20050328       0.016110      0.000875     -0.001936      0.002441
20050329      -0.003523     -0.008083     -0.011558     -0.007596
20050330       0.013357      0.013139      0.009657      0.013773
20050331      -0.001943      0.001235      0.003776     -0.000694
20050401      -0.009149     -0.005484     -0.003858     -0.006497
20050404       0.007859      0.002123     -0.001185      0.002728
20050405      -0.001559      0.003686      0.001684      0.004481
20050406       0.006052      0.002552      0.001945      0.002269
20050407       0.004269      0.005286      0.005046      0.005971
20050408      -0.004058     -0.008446     -0.006388     -0.008345
20050411      -0.004269     -0.000770     -0.004472      0.000008
20050412       0.016368      0.005014      0.002780      0.005545
20050413      -0.001534     -0.011830     -0.009662     -0.011762
20050414      -0.018625     -0.011058     -0.012299     -0.010002
20050415      -0.007631     -0.015776     -0.014736     -0.016720
20050418       0.004140      0.003009     -0.000051      0.002941
20050419      -0.007461      0.008083      0.012074      0.005934
20050420      -0.010287     -0.012649     -0.009398     -0.013255
20050421       0.007396      0.017863      0.012980      0.019736
20050422      -0.011706     -0.007112     -0.008136     -0.006750
20050425       0.023288      0.008940      0.006644      0.008662
20050426       0.011379     -0.008555     -0.007974     -0.008915
20050427       0.010669      0.001882     -0.002877      0.004029
20050428      -0.007677     -0.011558     -0.012808     -0.011380
20050429       0.019342      0.010100      0.005916      0.011922
20050502       0.006641      0.005297      0.003070      0.004590
20050503      -0.000942     -0.000977     -0.000219     -0.000852
20050504       0.009811      0.013062      0.012049      0.012470
20050505      -0.006353     -0.001304      0.001331     -0.002569
20050506      -0.003385     -0.000080      0.001893     -0.001092
20050509      -0.003962      0.006437      0.006493      0.006394
20050510      -0.005872     -0.009782     -0.006553     -0.010705
20050511      -0.001905      0.003260     -0.000230      0.004193
20050512      -0.004582     -0.010557     -0.008438     -0.010033
20050513      -0.007480     -0.005125     -0.003396     -0.004580
20050516       0.013720      0.009720      0.004926      0.010086
20050517       0.003431      0.006681      0.003156      0.006957
20050518       0.017097      0.011391      0.012255      0.010019
20050519      -0.005603      0.004915      0.003905      0.004656
20050520      -0.003381     -0.001387      0.000749     -0.001511
20050523      -0.000189      0.004608      0.003863      0.003851
20050524      -0.002827      0.000439      0.000289      0.000176
20050525      -0.005104     -0.004286     -0.004649     -0.003400
20050526       0.004750      0.006905      0.008587      0.006395
20050527       0.006997      0.002757      0.004979      0.000969
20050531       0.011268     -0.004244      0.000783     -0.006073
20050601       0.004271      0.008962      0.007537      0.009039
20050602       0.003143      0.002230      0.003678      0.001680
20050603      -0.001290     -0.005831     -0.002502     -0.006867
20050606      -0.000738      0.001709      0.003161      0.001246
20050607       0.009789      0.000036      0.000075     -0.000209
20050608      -0.002195     -0.002300     -0.002514     -0.002163
20050609       0.002566      0.005716      0.004700      0.005240
20050610       0.000366     -0.001462      0.000865     -0.002348
20050613       0.004570      0.002672      0.002504      0.002262
20050614       0.000728      0.003114      0.004469      0.002573
20050615      -0.000182      0.002894      0.003824      0.002218
20050616      -0.001273      0.005130      0.007869      0.003630
20050617      -0.001639      0.003988      0.002745      0.004955
20050620      -0.003830     -0.000820     -0.001899     -0.000707
20050621       0.002380     -0.001899      0.001287     -0.002048
20050622       0.000548      0.001043      0.001428      0.000222
20050623      -0.020080     -0.009886     -0.008208     -0.010833
20050624      -0.001304     -0.006617     -0.004097     -0.007629
20050627      -0.004477     -0.000428     -0.001851     -0.000739
20050628       0.011804      0.009697      0.010304      0.009138
20050629      -0.006852     -0.000377      0.001423     -0.001431
20050630      -0.005233     -0.005905     -0.000908     -0.007101
20050701       0.005824      0.003714      0.003112      0.002611
20050705       0.007658      0.008493      0.007532      0.008833
20050706      -0.012790     -0.006069     -0.001712     -0.008340
20050707       0.003943      0.002716      0.001401      0.002452
20050708       0.008603      0.011955      0.011395      0.011679
20050711       0.000742      0.007194      0.008985      0.006255
20050712      -0.002594      0.002647      0.002591      0.002272
20050713       0.001858     -0.000213     -0.000841      0.000884
20050714       0.002781      0.000450     -0.001923      0.002624
20050715      -0.005917      0.000999      0.001540      0.001158
20050718      -0.014137     -0.004747     -0.002327     -0.005530
20050719       0.007547      0.007998      0.008706      0.006731
20050720       0.009551      0.005590      0.007579      0.004759
20050721       0.007791     -0.006793     -0.004298     -0.006606
20050722       0.004417      0.005729      0.007564      0.005411
20050725      -0.000183     -0.004218     -0.003476     -0.003769
20050726      -0.005132      0.001943      0.003416      0.001733
20050727       0.012343      0.004462      0.002456      0.004573
20050728       0.009463      0.007123      0.007083      0.005603
20050729      -0.008473     -0.006243     -0.000079     -0.007671
20050801      -0.003091      0.002079      0.002924      0.000948
20050802       0.010396      0.007239      0.005399      0.007099
20050803       0.001444     -0.000180     -0.000574      0.000739
20050804       0.006669     -0.007439     -0.006831     -0.007373
20050805      -0.000716     -0.008493     -0.007942     -0.007638
20050808      -0.001971     -0.003114     -0.004064     -0.002683
20050809      -0.001975      0.005463      0.000753      0.006745
20050810       0.016370     -0.000376     -0.000991     -0.001827
20050811       0.005310      0.007424      0.006125      0.007062
20050812      -0.002289     -0.005024     -0.004234     -0.005994
20050815      -0.002470      0.002584      0.002420      0.002828
20050816      -0.008314     -0.011447     -0.009429     -0.011776
20050817      -0.000535     -0.000617     -0.000445      0.000738
20050818       0.001606     -0.002087     -0.003425     -0.001000
20050819      -0.000356      0.001963      0.002110      0.000566
20050822       0.003209      0.002569      0.003189      0.001656
20050823      -0.004975     -0.002845     -0.000552     -0.003405
20050824      -0.010000     -0.004396     -0.001046     -0.006554
20050825       0.005231      0.002226      0.002506      0.002315
20050826      -0.012919     -0.006719     -0.005618     -0.006013
20050829       0.015997      0.006150      0.003948      0.005958
20050830      -0.012346     -0.002337     -0.001662     -0.003192
20050831       0.000725      0.011697      0.011575      0.009864
20050901       0.001086      0.002375      0.002765      0.001033
20050902       0.001085     -0.003600     -0.001859     -0.002922
20050906       0.028902      0.011811      0.008457      0.012619
20050907       0.007198      0.002847      0.003406      0.002408
20050908      -0.000174     -0.003350     -0.001984     -0.003793
20050909       0.014470      0.007793      0.005852      0.007965
20050912       0.006874     -0.000631      0.002139     -0.000741
20050913      -0.014508     -0.007071     -0.004601     -0.007545
20050914      -0.013336     -0.003392     -0.004212     -0.003281
20050915       0.010356     -0.000035     -0.001385      0.000464
20050916       0.033009      0.007277      0.005566      0.008292
20050919      -0.007232     -0.004324     -0.004028     -0.005566
20050920      -0.008978     -0.007402     -0.004835     -0.007863
20050921      -0.025641     -0.009381     -0.009263     -0.009121
20050922       0.000000      0.002149     -0.001605      0.003652
20050923      -0.001754      0.001575      0.003739      0.000552
20050926       0.001757      0.002407      0.003576      0.000280
20050927      -0.005263     -0.000293     -0.000819      0.000025
20050928      -0.001411      0.000990     -0.000576      0.001012
20050929       0.015719      0.008599      0.006484      0.008867
20050930      -0.001217      0.002456      0.004955      0.000920
20051003       0.004352      0.000353      0.002595     -0.001717
20051004      -0.016158     -0.009607     -0.005324     -0.009970
20051005       0.005207     -0.016789     -0.016438     -0.014887
20051006       0.000000     -0.006226     -0.008806     -0.004096
20051007      -0.004993      0.004771      0.004601      0.003701
20051010      -0.015456     -0.007361     -0.006311     -0.007166
20051011       0.002650     -0.002702     -0.006697     -0.002072
20051012      -0.019723     -0.008163     -0.013181     -0.006068
20051013       0.000830     -0.002067     -0.003260     -0.000713
20051014      -0.006218      0.009521      0.009457      0.008268
20051017       0.003545      0.003407      0.001987      0.002975
20051018      -0.004780     -0.010894     -0.008305     -0.010050
20051019       0.022552      0.014089      0.007871      0.014956
20051020      -0.032877     -0.014741     -0.010520     -0.015020
20051021      -0.004434      0.003569      0.004975      0.001520
20051024       0.050689      0.017021      0.012265      0.016777
20051025       0.003633     -0.002122     -0.001741     -0.002368
20051026       0.008447     -0.004535     -0.003427     -0.004312
20051027      -0.024731     -0.012140     -0.013615     -0.010475
20051028       0.013088      0.015052      0.009761      0.016549
20051031       0.004643      0.009518      0.011805      0.007176
20051101      -0.012457     -0.002218     -0.001917     -0.003521
20051102       0.016684      0.012028      0.011853      0.009977
20051103      -0.004803      0.004203      0.002822      0.004264
20051104      -0.006636     -0.000344      0.000132      0.000164
20051107       0.008097      0.002361      0.002920      0.002188
20051108      -0.013454     -0.003371     -0.003227     -0.003451
20051109       0.004071      0.001984      0.002089      0.001690
20051110       0.010744      0.006998      0.002293      0.008446
20051111       0.011833      0.003477      0.003131      0.003055
20051114       0.009118     -0.000816     -0.002344     -0.000778
20051115       0.000393     -0.004670     -0.007574     -0.003850
20051116      -0.016690      0.001538     -0.001143      0.001790
20051117      -0.011582      0.010693      0.011056      0.009414
20051118       0.008283      0.004055      0.004784      0.004401
20051121       0.019836      0.006441      0.006370      0.005271
20051122       0.016699      0.005480      0.004034      0.005084
20051123       0.012560      0.003338      0.003129      0.003473
20051125       0.004198      0.002474      0.001829      0.002086
20051128       0.004181     -0.009931     -0.008347     -0.008508
20051129      -0.013437      0.000310      0.000601      0.000016
20051130      -0.013620     -0.004127      0.002684     -0.006362
20051201       0.011085      0.013263      0.011442      0.012157
20051202      -0.007309      0.001040      0.001856      0.000324
20051205      -0.004263     -0.002593     -0.002570     -0.002363
20051206       0.002141      0.001562      0.001998      0.001276
20051207      -0.007573     -0.004394     -0.002900     -0.005009
20051208      -0.009000      0.000352      0.002083     -0.001217
20051209       0.009872      0.002605      0.004301      0.002811
20051212      -0.002346      0.001396      0.001348      0.000842
20051213      -0.005095      0.004147      0.000277      0.005554
20051214       0.013591      0.003033      0.000873      0.004190
20051215      -0.000583     -0.002832     -0.003420     -0.001414
20051216       0.009722     -0.002414     -0.000977     -0.002848
20051219      -0.012709     -0.007147     -0.007373     -0.005839
20051220       0.009362      0.000025     -0.001446     -0.000238
