date            abt          sprtn
20040922      -0.023931     -0.013938
20040923       0.008569     -0.004670
20040924      -0.000708      0.001579
20040927       0.002126     -0.005936
20040928       0.001885      0.005926
20040929      -0.004705      0.004270
20040930       0.001182     -0.000197
20041001      -0.004013      0.015181
20041004       0.000237      0.003243
20041005       0.001896     -0.000608
20041006      -0.001892      0.006673
20041007      -0.020616     -0.009982
20041008      -0.012098     -0.007527
20041011       0.008327      0.002005
20041012       0.008258     -0.002268
20041013      -0.002409     -0.007301
20041014      -0.003402     -0.009303
20041015       0.008535      0.004450
20041018      -0.000242      0.005252
20041019       0.000726     -0.009686
20041020       0.000483      0.000390
20041021      -0.007246      0.002564
20041022      -0.005839     -0.009715
20041025      -0.005384     -0.000849
20041026       0.008366      0.014870
20041027       0.035383      0.012879
20041028       0.006599      0.001813
20041029      -0.001873      0.002448
20041101       0.002580      0.000274
20041102      -0.010061      0.000027
20041103       0.030726      0.011198
20041104       0.019262      0.016156
20041105       0.000000      0.003874
20041108       0.011474     -0.001098
20041109       0.000890     -0.000695
20041110       0.001111     -0.001005
20041111       0.005549      0.009089
20041112      -0.024724      0.009110
20041115       0.007017     -0.000304
20041116      -0.006743     -0.007079
20041117      -0.012220      0.005538
20041118      -0.006415      0.001362
20041119      -0.014296     -0.011161
20041122       0.002807      0.005896
20041123      -0.014462     -0.000255
20041124       0.003314      0.004095
20041126       0.004718      0.000753
20041129      -0.003757     -0.003450
20041130      -0.011077     -0.004030
20041201       0.030744      0.014951
20041202       0.009711     -0.000873
20041203      -0.005496      0.000706
20041206       0.003684     -0.000772
20041207      -0.000918     -0.011073
20041208       0.007118      0.004877
20041209       0.002508      0.005436
20041210      -0.005231     -0.001043
20041213       0.003429      0.008990
20041214       0.013671      0.003921
20041215      -0.003147      0.001945
20041216       0.041488     -0.002082
20041217       0.017320     -0.007472
20041220      -0.012130      0.000360
20041221      -0.006894      0.009040
20041222       0.008677      0.003418
20041223      -0.001720      0.000463
20041227      -0.008832     -0.004305
20041228       0.007607      0.007154
20041229       0.010354     -0.000074
20041230       0.001708      0.000082
20041231      -0.005754     -0.001343
20050103       0.000429     -0.008119
20050104      -0.010071     -0.011671
20050105      -0.011472     -0.003628
20050106       0.022553      0.003506
20050107       0.017131     -0.001431
20050110       0.009684      0.003423
20050111      -0.018349     -0.006100
20050112       0.002336      0.003981
20050113      -0.019178     -0.008630
20050114       0.004780      0.006005
20050118      -0.004541      0.009675
20050119       0.000217     -0.009490
20050120      -0.006515     -0.007783
20050121       0.005027     -0.006415
20050124      -0.001087     -0.003528
20050125      -0.000435      0.004004
20050126      -0.000436      0.004844
20050127      -0.009370      0.000409
20050128      -0.004179     -0.002716
20050131      -0.005522      0.008460
20050201       0.011773      0.006891
20050202       0.001976      0.003178
20050203       0.000438     -0.002766
20050204      -0.003066      0.011043
20050207       0.001538     -0.001089
20050208      -0.006800      0.000483
20050209      -0.002650     -0.008575
20050210      -0.003986      0.004211
20050211       0.027123      0.006926
20050214       0.006277      0.000697
20050215       0.008174      0.003300
20050216      -0.000853      0.000182
20050217      -0.005766     -0.007923
20050218      -0.003436      0.000700
20050222      -0.020690     -0.014506
20050223       0.006602      0.005607
20050224       0.013555      0.007894
20050225      -0.001941      0.009307
20050228      -0.006051     -0.006414
20050301      -0.000652      0.005658
20050302       0.002176     -0.000273
20050303      -0.001086      0.000322
20050304       0.008694      0.009624
20050307       0.005171      0.002610
20050308      -0.003215     -0.004799
20050309      -0.012903     -0.010185
20050310       0.008497      0.001856
20050311      -0.006265     -0.007583
20050314       0.002609      0.005625
20050315      -0.009974     -0.007524
20050316      -0.005256     -0.008082
20050317      -0.019595      0.001801
20050318      -0.001347     -0.000471
20050321      -0.013492     -0.004934
20050322      -0.002507     -0.010196
20050323       0.019196      0.000700
20050324       0.007623     -0.000947
20050328       0.005340      0.002441
20050329       0.012616     -0.007596
20050330       0.021858      0.013773
20050331      -0.002781     -0.000694
20050401      -0.009224     -0.006497
20050404      -0.000216      0.002728
20050405       0.022087      0.004481
20050406       0.008686      0.002269
20050407       0.015543      0.005971
20050408      -0.010134     -0.008345
20050411      -0.002298      0.000008
20050412       0.003141      0.005545
20050413       0.008664     -0.011762
20050414       0.005204     -0.010002
20050415       0.032719     -0.016720
20050418      -0.017846      0.002941
20050419      -0.016537      0.005934
20050420      -0.018061     -0.013255
20050421       0.016913      0.019736
20050422      -0.011019     -0.006750
20050425       0.004204      0.008662
20050426       0.003559     -0.008915
20050427       0.011056      0.004029
20050428      -0.007840     -0.011380
20050429       0.022250      0.011922
20050502       0.004475      0.004590
20050503      -0.002430     -0.000852
20050504       0.009135      0.012470
20050505      -0.010461     -0.002569
20050506      -0.003456     -0.001092
20050509       0.001020      0.006394
20050510      -0.004483     -0.010705
20050511       0.008393      0.004193
20050512      -0.002842     -0.010033
20050513      -0.007329     -0.004580
20050516       0.014561      0.010086
20050517      -0.001213      0.006957
20050518      -0.001214      0.010019
20050519      -0.006282      0.004656
20050520      -0.003263     -0.001511
20050523      -0.003682      0.003851
20050524      -0.000616      0.000176
20050525      -0.008835     -0.003400
20050526      -0.000415      0.006395
20050527      -0.004562      0.000969
20050531       0.005000     -0.006073
20050601       0.001866      0.009039
20050602      -0.001448      0.001680
20050603       0.000207     -0.006867
20050606       0.003729      0.001246
20050607       0.006398     -0.000209
20050608      -0.002051     -0.002163
20050609       0.006576      0.005240
20050610      -0.001633     -0.002348
20050613      -0.001023      0.002262
20050614       0.003480      0.002573
20050615       0.000000      0.002218
20050616       0.001224      0.003630
20050617       0.007131      0.004955
20050620      -0.000809     -0.000707
20050621       0.001215     -0.002048
20050622       0.005460      0.000222
20050623      -0.012872     -0.010833
20050624      -0.001223     -0.007629
20050627      -0.000612     -0.000739
20050628       0.010410      0.009138
20050629      -0.005455     -0.001431
20050630      -0.004469     -0.007101
20050701       0.000408      0.002611
20050705      -0.001632      0.008833
20050706       0.003881     -0.008340
20050707      -0.003459      0.002452
20050708       0.007760      0.011679
20050711       0.006079      0.006255
20050712       0.006848      0.002272
20050713      -0.041308      0.000884
20050714      -0.021616      0.002624
20050715       0.005363      0.001158
20050718      -0.009814     -0.005530
20050719      -0.001293      0.006731
20050720       0.010787      0.004759
20050721      -0.008324     -0.006606
20050722      -0.009040      0.005411
20050725      -0.011946     -0.003769
20050726       0.005496      0.001733
20050727       0.011150      0.004573
20050728       0.012324      0.005603
20050729      -0.004058     -0.007671
20050801       0.008364      0.000948
20050802       0.005530      0.007099
20050803       0.001058      0.000739
20050804      -0.006339     -0.007373
20050805      -0.011482     -0.007638
20050808      -0.002366     -0.002683
20050809       0.004743      0.006745
20050810       0.000000     -0.001827
20050811       0.003863      0.007062
20050812      -0.005130     -0.005994
20050815       0.003868      0.002828
20050816      -0.014983     -0.011776
20050817       0.001521      0.000738
20050818      -0.001519     -0.001000
20050819      -0.004129      0.000566
20050822       0.002837      0.001656
20050823      -0.005657     -0.003405
20050824      -0.017068     -0.006554
20050825       0.004230      0.002315
20050826      -0.008424     -0.006013
20050829       0.008943      0.005958
20050830      -0.011079     -0.003192
20050831       0.011203      0.009864
20050901       0.000222      0.001033
20050902      -0.005760     -0.002922
20050906       0.009358      0.012619
20050907       0.008389      0.002408
20050908      -0.006349     -0.003793
20050909       0.003966      0.007965
20050912      -0.007461     -0.000741
20050913      -0.012602     -0.007545
20050914      -0.018137     -0.003281
20050915      -0.003421      0.000464
20050916       0.000915      0.008292
20050919      -0.009831     -0.005566
20050920      -0.005080     -0.007863
20050921       0.000232     -0.009121
20050922       0.018794      0.003652
20050923       0.007060      0.000552
20050926      -0.035278      0.000280
20050927       0.001641      0.000025
20050928      -0.018488      0.001012
20050929       0.003577      0.008867
20050930       0.007365      0.000920
20051003       0.001887     -0.001717
20051004       0.036017     -0.009970
20051005      -0.016587     -0.014887
20051006      -0.006007     -0.004096
20051007      -0.007438      0.003701
20051010      -0.012178     -0.007166
20051011       0.005690     -0.002072
20051012      -0.001061     -0.006068
20051013       0.011164     -0.000713
20051014       0.001644      0.008268
20051017      -0.002111      0.002975
20051018      -0.003525     -0.010050
20051019       0.036557      0.014956
20051020      -0.015700     -0.015020
20051021      -0.011789      0.001520
20051024       0.003509      0.016777
20051025       0.008858     -0.002368
20051026      -0.006238     -0.004312
20051027      -0.013253     -0.010475
20051028       0.007304      0.016549
20051031       0.007018      0.007176
20051101      -0.006272     -0.003521
20051102      -0.003273      0.009977
20051103       0.003518      0.004264
20051104      -0.005141      0.000164
20051107      -0.000470      0.002188
20051108      -0.000705     -0.003451
20051109       0.004233      0.001690
20051110       0.002342      0.008446
20051111       0.021729      0.003055
20051114      -0.073405     -0.000778
20051115       0.023445     -0.003850
20051116      -0.021461      0.001790
20051117       0.006900      0.009414
20051118       0.000979      0.004401
20051121      -0.012958      0.005271
20051122      -0.026009      0.005084
20051123      -0.008393      0.003473
20051125      -0.000257      0.002086
20051128      -0.000770     -0.008508
20051129      -0.020282      0.000016
20051130      -0.011792     -0.006362
20051201      -0.002121      0.012157
20051202       0.024714      0.000324
20051205      -0.009596     -0.002363
20051206      -0.008379      0.001276
20051207       0.003433     -0.005009
20051208       0.007632     -0.001217
20051209       0.018282      0.002811
20051212       0.004616      0.000842
20051213       0.007659      0.005554
20051214       0.000000      0.004190
20051215      -0.005574     -0.001414
20051216       0.023439     -0.002848
20051219       0.006473     -0.005839
20051220      -0.010636     -0.000238
20051221       0.009250      0.002517
20051222       0.009165      0.004221
20051223       0.002945      0.000426
20051227      -0.011258     -0.009553
20051228      -0.001238      0.001297
20051229      -0.013631     -0.002981
20051230      -0.009296     -0.004887
20060103       0.003043      0.016430
20060104       0.001517      0.003673
20060105       0.012875      0.000016
20060106       0.019192      0.009399
20060109       0.037173      0.003656
20060110      -0.009668     -0.000357
20060111      -0.007024      0.003481
20060112      -0.002172     -0.006274
20060113      -0.003628      0.001205
20060117      -0.002913     -0.003635
20060118       0.003652     -0.003897
20060119       0.007763      0.005564
20060120      -0.028647     -0.018326
20060123       0.003965      0.001847
20060124      -0.011108      0.002405
20060125       0.052671     -0.001721
20060126       0.027271      0.007235
20060127      -0.007387      0.007764
20060130      -0.001395      0.001153
20060131       0.004891     -0.003984
20060201      -0.001159      0.001859
20060202      -0.015777     -0.009061
20060203       0.001650     -0.005359
20060206      -0.001648      0.000783
20060207      -0.007308     -0.008095
20060208      -0.001187      0.008663
20060209       0.002140     -0.001478
20060210       0.007592      0.002540
20060213       0.008477     -0.003260
20060214       0.021013      0.010033
20060215       0.009604      0.003504
20060216       0.004756      0.007328
20060217      -0.000451     -0.001660
20060221      -0.007894     -0.003271
20060222      -0.002046      0.007513
20060223      -0.010706     -0.003775
20060224       0.011973      0.001274
20060227       0.011377      0.003637
20060228      -0.006074     -0.010401
20060301      -0.004074      0.008261
20060302      -0.012727     -0.001626
20060303       0.007827     -0.001482
20060306      -0.002284     -0.006968
20060307      -0.003434     -0.001862
20060308      -0.001149      0.002030
20060309      -0.006670     -0.004881
20060310       0.016902      0.007349
20060313       0.022996      0.001990
20060314       0.005119      0.010396
20060315       0.001993      0.004270
20060316      -0.005525      0.001773
20060317       0.004000      0.001471
20060320      -0.020584     -0.001660
20060321      -0.007006     -0.006015
20060322       0.003641      0.006021
20060323      -0.004989     -0.002582
20060324      -0.000228      0.000983
20060327      -0.009346     -0.001028
20060328      -0.011505     -0.006438
20060329      -0.000931      0.007470
20060330      -0.006524     -0.002026
20060331      -0.003987     -0.004168
20060403       0.010125      0.002301
20060404      -0.007226      0.006257
20060405       0.001644      0.004311
20060406       0.004923     -0.001921
20060407      -0.018195     -0.010343
20060410       0.002138      0.000849
20060411      -0.010313     -0.007736
20060412       0.004584      0.001205
20060413      -0.003362      0.000776
20060417      -0.008916     -0.002940
20060418       0.013372      0.017365
20060419      -0.008157      0.001744
20060420       0.013788      0.001168
20060421       0.002147     -0.000137
20060424      -0.020476     -0.002417
20060425       0.001458     -0.004870
20060426      -0.002184      0.002819
20060427       0.022379      0.003302
20060428       0.016893      0.000680
20060501      -0.009827     -0.004135
20060502      -0.004017      0.006145
20060503       0.002372     -0.004082
20060504       0.006627      0.003364
20060505       0.005643      0.010295
20060508      -0.007014     -0.000830
20060509      -0.005180      0.000362
20060510      -0.010888     -0.001728
20060511       0.005504     -0.012798
20060512      -0.014279     -0.011241
20060515       0.021246      0.002525
20060516       0.008511     -0.001869
20060517      -0.019456     -0.016841
20060518       0.003108     -0.006699
20060519      -0.003336      0.004137
20060522      -0.001674     -0.003915
20060523      -0.000239     -0.004350
20060524       0.009823      0.001584
20060525       0.008304      0.011370
20060526       0.004000      0.005719
20060530      -0.003047     -0.015873
20060531       0.003761      0.008136
20060601       0.012178      0.012298
20060602      -0.002082      0.001952
20060605      -0.015534     -0.017800
20060606      -0.005417     -0.001138
20060607       0.015629     -0.006092
20060608       0.006528      0.001417
20060609      -0.003938     -0.004476
20060612      -0.006512     -0.012697
20060613      -0.006320     -0.010280
20060614       0.005889      0.005189
20060615       0.008431      0.021235
20060616      -0.006503     -0.003678
20060619      -0.010753     -0.009109
20060620      -0.002363     -0.000016
20060621       0.001184      0.009741
20060622      -0.005441     -0.005271
20060623      -0.002141     -0.000883
20060626       0.001907      0.004869
20060627      -0.009279     -0.009084
20060628       0.013208      0.005487
20060629       0.016829      0.021565
20060630       0.016550     -0.002098
20060703      -0.000688      0.007865
20060705       0.000688     -0.007249
20060706       0.003898      0.002494
20060707       0.000457     -0.006750
20060710      -0.003425      0.001470
20060711       0.020848      0.004087
20060712      -0.003478     -0.010939
20060713      -0.002720     -0.012959
20060714       0.000455     -0.004902
20060717       0.010679     -0.001383
20060718       0.004946      0.001920
20060719       0.035347      0.018555
20060720      -0.001513     -0.008477
20060721       0.013633     -0.007077
20060724       0.015372      0.016625
20060725       0.010934      0.006321
20060726      -0.020383     -0.000378
20060727       0.002548     -0.004100
20060728       0.012706      0.012152
20060731      -0.001046     -0.001478
20060801      -0.005443     -0.004496
20060802      -0.007577      0.006004
20060803       0.001485      0.001345
20060804       0.000424     -0.000711
20060807       0.002117     -0.002806
20060808       0.006971     -0.003363
20060809      -0.007342     -0.004349
20060810       0.008453      0.004629
20060811      -0.006496     -0.003986
20060814       0.011601      0.001160
20060815       0.014596      0.013696
20060816       0.012741      0.007662
20060817      -0.003044      0.001582
20060818      -0.002646      0.003715
20060821      -0.006735     -0.003670
20060822       0.005548      0.001002
20060823       0.001226     -0.004489
20060824      -0.003673      0.002374
20060825      -0.000614     -0.000748
20060828       0.003484      0.005166
20060829       0.000000      0.001920
20060830      -0.015931     -0.000008
20060831       0.010793     -0.000345
20060901      -0.006776      0.005515
20060905      -0.000413      0.001709
20060906      -0.008687     -0.009891
20060907      -0.000626     -0.004799
20060908       0.020877      0.003787
20060911      -0.005317      0.000477
20060912       0.003289      0.010442
20060913       0.007787      0.003777
20060914      -0.000610     -0.001358
20060915       0.006714      0.002727
20060918      -0.012126      0.000993
20060919       0.005728     -0.002172
20060920      -0.012408      0.005211
20060921      -0.007209     -0.005395
20060922      -0.006224     -0.002466
20060925       0.001044      0.008815
20060926       0.002503      0.007517
20060927       0.006241      0.000187
20060928      -0.000827      0.001915
20060929       0.004759     -0.002464
20061002      -0.006590     -0.003391
20061003      -0.013060      0.002096
20061004      -0.009872      0.012075
20061005      -0.016759      0.002222
20061006      -0.003452     -0.002690
20061009       0.011041      0.000800
20061010      -0.003212      0.002043
20061011       0.004619     -0.002564
20061012      -0.000430      0.009541
20061013       0.010334      0.002047
20061016       0.005114      0.002512
20061017       0.000424     -0.003652
20061018       0.013986      0.001400
20061019       0.001463      0.000732
20061020       0.017947      0.001200
20061023       0.001025      0.006152
20061024      -0.014540      0.000261
20061025       0.003325      0.003514
20061026      -0.008078      0.004963
20061027      -0.004594     -0.008452
20061030      -0.012167      0.000428
20061031       0.008919      0.000007
20061101      -0.001894     -0.007352
20061102       0.000844     -0.000344
20061103       0.003793     -0.002223
20061106      -0.003568      0.011346
20061107       0.008216      0.002218
20061108      -0.012119      0.002083
20061109      -0.030457     -0.005333
20061110       0.002836      0.001865
20061113      -0.006961      0.002549
20061114       0.011610      0.006356
20061115       0.017540      0.002405
20061116       0.010641      0.002284
20061117       0.003790      0.001029
20061120       0.001888     -0.000500
20061121      -0.005653      0.001649
20061122       0.001263      0.002338
20061124      -0.012618     -0.003656
20061127      -0.011928     -0.013598
20061128       0.000216      0.003488
20061129       0.007974      0.009202
20061130      -0.002352      0.000822
20061201      -0.001929     -0.002799
20061204       0.032854      0.008885
20061205       0.003950      0.004002
20061206      -0.005798     -0.001315
20061207       0.000625     -0.003971
20061208      -0.001665      0.001812
20061211      -0.002919      0.002270
20061212       0.003555     -0.001047
20061213      -0.000625      0.001169
20061214       0.002919      0.008689
20061215       0.007692      0.001122
20061218      -0.007015     -0.003230
20061219       0.002701      0.002158
20061220      -0.006423     -0.001417
20061221       0.001043     -0.003674
20061222      -0.005625     -0.005316
20061226       0.010476      0.004352
20061227       0.015965      0.007015
20061228      -0.001429     -0.001479
20061229      -0.004496     -0.004513
20070103       0.005338     -0.001199
20070104       0.018991      0.001228
20070105       0.000000     -0.006085
20070108       0.003607      0.002220
20070109       0.008786     -0.000517
20070110       0.003266      0.001940
20070111      -0.000794      0.006340
20070112       0.001986      0.004853
20070116       0.003171      0.000818
20070117       0.018573     -0.000894
20070118       0.024054     -0.002971
20070119       0.013828      0.002895
20070122      -0.003737     -0.005278
20070123       0.001125      0.003542
20070124       0.003185      0.008501
20070125      -0.017927     -0.011270
20070126      -0.000761     -0.001208
20070129       0.002093     -0.001097
20070130       0.010065      0.005772
20070131      -0.003572      0.006593
20070201      -0.002453      0.005354
20070202      -0.003783      0.001694
20070205      -0.003228     -0.000967
20070206      -0.000762      0.000698
20070207      -0.000191      0.001395
20070208      -0.005910     -0.001179
20070209       0.002493     -0.007077
20070212       0.008609     -0.003261
20070213      -0.000190      0.007597
20070214      -0.000190      0.007644
20070215       0.001898      0.001038
20070216      -0.005871     -0.000872
20070220       0.001715      0.002844
20070221       0.002472     -0.001404
20070222       0.017264     -0.000858
20070223      -0.000559     -0.003564
20070226       0.016421     -0.001254
20070227      -0.011566     -0.034725
20070228       0.014487      0.005561
20070301      -0.015379     -0.002595
20070302      -0.014318     -0.011403
20070305      -0.004905     -0.009408
20070306       0.002275      0.015494
20070307      -0.003405     -0.002465
20070308       0.013475      0.007127
20070309       0.018539      0.000685
20070312      -0.000184      0.002673
20070313      -0.004965     -0.020368
20070314      -0.006283      0.006691
20070315      -0.002604      0.003684
20070316      -0.013985     -0.003828
20070319       0.005673      0.010894
20070320       0.024445      0.006334
20070321       0.003671      0.017081
20070322      -0.003292     -0.000348
20070323      -0.011743      0.001094
20070326       0.062755      0.000968
20070327      -0.011181     -0.006184
20070328      -0.014841     -0.007966
20070329       0.000897      0.003740
20070330      -0.000179     -0.001174
20070402       0.000179      0.002597
20070403       0.015409      0.009280
20070404      -0.006705      0.001113
20070405       0.012969      0.003050
20070409       0.003332      0.000589
20070410      -0.002622      0.002617
20070411       0.004644     -0.006573
20070412       0.007193      0.006206
20070413       0.018812      0.003488
20070416       0.006668      0.010751
20070417       0.002038      0.002050
20070418      -0.016441      0.000693
20070419      -0.013614     -0.001202
20070420       0.010657      0.009261
20070423      -0.011063     -0.002304
20070424      -0.000699     -0.000351
20070425       0.006822      0.010139
20070426      -0.011293     -0.000782
20070427      -0.002636     -0.000120
20070430      -0.002467     -0.007831
20070501       0.006888      0.002651
20070502       0.003157      0.006472
20070503       0.003847      0.004325
20070504       0.015503      0.002150
20070507       0.011149      0.002564
20070508      -0.001866     -0.001166
20070509      -0.002719      0.003223
20070510      -0.023006     -0.013956
20070511       0.008896      0.009641
20070514       0.001902     -0.001793
20070515       0.012597     -0.001304
20070516       0.006987      0.008626
20070517      -0.003215     -0.000918
20070518       0.008998      0.006610
20070521      -0.013461      0.001543
20070522      -0.016033     -0.000643
20070523      -0.008320     -0.001207
20070524      -0.013110     -0.009703
20070525      -0.001594      0.005453
20070529       0.004967      0.001570
20070530      -0.014298      0.007984
20070531       0.009133      0.000255
20070601      -0.000887      0.003737
20070604      -0.012078      0.001849
20070605      -0.002337     -0.005347
20070606      -0.013516     -0.008864
20070607      -0.013884     -0.017570
20070608       0.005743      0.011370
20070611      -0.004236      0.000962
20070612      -0.013319     -0.010682
20070613       0.015935      0.015184
20070614       0.000000      0.004816
20070615       0.009780      0.006527
20070618      -0.003289     -0.001213
20070619       0.002567      0.001731
20070620      -0.007315     -0.013601
20070621      -0.008843      0.006180
20070622      -0.017472     -0.012896
20070625       0.022512     -0.003208
20070626      -0.001480     -0.003238
20070627       0.000000      0.009009
20070628      -0.004632     -0.000418
20070629      -0.003165     -0.001567
20070702       0.014379      0.010696
20070703       0.000000      0.003580
20070705      -0.001657      0.000348
20070706      -0.004241      0.003304
20070709      -0.005370      0.000921
20070710      -0.014709     -0.014185
20070711       0.011621      0.005721
20070712       0.010336      0.019055
20070713      -0.009673      0.003101
20070716       0.006011     -0.001919
20070717      -0.003174     -0.000097
20070718       0.005806     -0.002065
20070719       0.011546      0.004469
20070720      -0.026694     -0.012221
20070723       0.019860      0.004869
20070724      -0.026150     -0.019804
20070725      -0.003999      0.004666
20070726      -0.023136     -0.023339
20070727      -0.020748     -0.015992
20070730       0.015791      0.010254
20070731      -0.002558     -0.012647
20070801       0.005129      0.007243
20070802       0.005103      0.004359
20070803      -0.002343     -0.026586
20070806       0.039734      0.024151
20070807       0.022214      0.006159
20070808       0.036832      0.014072
20070809      -0.024334     -0.029650
20070810       0.005279      0.000379
20070813      -0.024086     -0.000495
20070814      -0.026350     -0.018157
20070815      -0.002287     -0.013908
20070816      -0.009360      0.003249
20070817       0.016776      0.024567
20070820      -0.006448     -0.000270
20070821      -0.000573      0.001086
20070822      -0.004202      0.011713
20070823       0.000384     -0.001072
20070824       0.007094      0.011535
20070827      -0.009899     -0.008504
20070828      -0.023457     -0.023473
20070829       0.013782      0.021922
20070830      -0.001748     -0.004181
20070831       0.009922      0.011217
20070904      -0.006357      0.010468
20070905       0.002714     -0.011501
20070906       0.022815      0.004252
20070907      -0.019660     -0.016908
20070910      -0.003471     -0.001273
20070911       0.005418      0.013632
20070912       0.005581      0.000048
20070913      -0.001722      0.008420
20070914      -0.001150      0.000202
20070917      -0.002111     -0.005120
20070918       0.030967      0.029208
20070919       0.006530      0.006086
20070920      -0.004819     -0.006723
20070921       0.013969      0.004609
20070924      -0.010654     -0.005256
20070925       0.009098     -0.000343
20070926      -0.006440      0.005411
20070927       0.000926      0.003907
20070928      -0.007956     -0.003023
20071001       0.029653      0.013290
20071002       0.004528     -0.000265
20071003       0.001262     -0.004552
20071004       0.000180      0.002111
20071005      -0.009723      0.009560
20071008      -0.001091     -0.003217
20071009      -0.001456      0.008096
20071010      -0.011301     -0.001712
20071011      -0.010232     -0.005158
20071012      -0.013493      0.004754
20071015      -0.013678     -0.008381
20071016       0.000963     -0.006573
20071017      -0.014816      0.001761
20071018       0.009180     -0.000753
20071019      -0.005225     -0.025616
20071022       0.004669      0.003798
20071023       0.003486      0.008803
20071024       0.020069     -0.002441
20071025       0.019107     -0.000976
20071026       0.003713      0.013788
20071029       0.007028      0.003713
20071030       0.003673     -0.006463
20071031      -0.000549      0.011992
20071101      -0.009154     -0.026423
20071102      -0.001293      0.000802
20071105      -0.000555     -0.004955
20071106       0.005924      0.012049
20071107      -0.010858     -0.029370
20071108       0.003163     -0.000576
20071109       0.003709     -0.014287
20071112       0.010163     -0.009988
20071113       0.008048      0.029093
20071114      -0.014516     -0.007069
20071115       0.003130     -0.013212
20071116       0.013399      0.005230
20071119      -0.007064     -0.017460
20071120       0.013864      0.004486
20071121      -0.015293     -0.015927
20071123       0.013886      0.016891
20071126      -0.022346     -0.023239
20071127       0.030599      0.014930
20071128       0.009122      0.028560
20071129       0.010280      0.000477
20071130       0.008947      0.007770
20071203      -0.008694     -0.005887
20071204       0.008595     -0.006540
20071205       0.011478      0.015190
20071206      -0.000172      0.015037
20071207       0.001204     -0.001778
20071210       0.011680      0.007510
20071211      -0.013752     -0.025271
20071212       0.000344      0.006050
20071213       0.004646      0.001224
20071214      -0.014902     -0.013746
20071217      -0.012867     -0.015021
20071218       0.016206      0.006280
20071219      -0.007974     -0.001361
20071220       0.006465      0.004900
20071221       0.011458      0.016670
20071224       0.001545      0.008077
20071226      -0.008055      0.000809
20071227      -0.015549     -0.014216
20071228       0.004388      0.001436
20071231      -0.018871     -0.006852
20080102      -0.006055     -0.014438
20080103      -0.006092      0.000000
20080104       0.005769     -0.024552
20080107       0.030651      0.003223
20080108       0.026261     -0.018352
20080109       0.017455      0.013624
20080110       0.001166      0.007948
20080111       0.011895     -0.013595
20080114      -0.009421      0.010871
20080115      -0.004338     -0.024925
20080116       0.013910     -0.005612
20080117      -0.012397     -0.029093
20080118      -0.005356     -0.006045
20080122      -0.032643     -0.011085
20080123       0.008349      0.021442
20080124      -0.015698      0.010063
20080125      -0.027690     -0.015872
20080128       0.017304      0.017556
20080129      -0.003366      0.006152
20080130      -0.005333     -0.004764
20080131       0.004111      0.016772
20080201       0.024386      0.012238
20080204       0.008688     -0.010463
20080205      -0.012231     -0.031995
20080206       0.006802     -0.007624
20080207       0.006409      0.007886
20080208      -0.022375     -0.004204
20080211      -0.008099      0.005889
20080212      -0.006922      0.007266
20080213       0.010188      0.013604
20080214      -0.020170     -0.013421
20080215       0.003070      0.000838
20080219       0.000360     -0.000896
20080220       0.000720      0.008341
20080221      -0.013487     -0.012867
20080222      -0.005833      0.007881
20080225       0.017052      0.013813
20080226       0.001803      0.006918
20080227      -0.018535     -0.000919
20080228      -0.005867     -0.008942
20080229      -0.012357     -0.027090
20080303      -0.005976      0.000534
20080304       0.000188     -0.003448
20080305      -0.004884      0.005238
20080306      -0.016799     -0.022014
20080307      -0.020157     -0.008410
20080310      -0.008621     -0.015463
20080311       0.005138      0.037130
20080312       0.009438     -0.008996
20080313       0.023568      0.005127
20080314      -0.022264     -0.020783
20080317       0.022966     -0.008959
20080318       0.023973      0.042410
20080319       0.010591     -0.024287
20080320       0.023350      0.023944
20080324      -0.004132      0.015321
20080325      -0.016237      0.002304
20080326      -0.009169     -0.008766
20080327      -0.008884     -0.011460
20080328      -0.008964     -0.007950
20080331       0.039194      0.005687
20080401       0.001451      0.035896
20080402      -0.016839     -0.001934
20080403       0.004236      0.001302
20080404       0.005685      0.000796
20080407       0.000547      0.001562
20080408      -0.015856     -0.005100
20080409      -0.002407     -0.008092
20080410       0.000743      0.004474
20080411      -0.013912     -0.020374
20080414      -0.006250     -0.003384
20080415      -0.010673      0.004600
20080416      -0.010788      0.022691
20080417      -0.008179      0.000623
20080418      -0.004123      0.018139
20080421      -0.003746     -0.001554
20080422      -0.000198     -0.008810
20080423       0.000792      0.002900
20080424      -0.002373      0.006442
20080425       0.016653      0.006495
20080428       0.006435     -0.001052
20080429       0.036233     -0.003889
20080430      -0.013650     -0.003846
20080501       0.015545      0.017141
20080502      -0.007467      0.003236
20080505      -0.003197     -0.004534
20080506      -0.007924      0.007652
20080507      -0.024534     -0.018114
20080508      -0.000195      0.003669
20080509       0.009750     -0.006725
20080512       0.019312      0.011021
20080513       0.030693     -0.000385
20080514       0.007904      0.004006
20080515       0.000729      0.010585
20080516      -0.002916      0.001250
20080519       0.006215      0.000898
20080520      -0.006721     -0.009274
20080521      -0.005852     -0.016053
20080522       0.009014      0.002617
20080523      -0.010757     -0.013210
20080527       0.006082      0.006846
20080528      -0.008976      0.003963
20080529       0.034381      0.005335
20080530       0.006969      0.001516
20080602      -0.011890     -0.010504
20080603       0.000898     -0.005788
20080604       0.004845     -0.000327
20080605      -0.004821      0.019496
20080606      -0.017405     -0.030889
20080609       0.000365      0.000794
