date      dec1     dec2     dec5     dec9    dec10
19980731 -0.00017 -0.042682 -0.081772 -0.0629 -0.060271
19980831 -0.144685 -0.151524 -0.200382 -0.22664 -0.203424
19980930 0.068019 0.061804 0.07127 0.052709 0.014869
19981030 0.074951 0.084203 0.050009 0.049184 0.025033
19981130 0.067848 0.045348 0.060863 0.088599 0.079144
19981231 0.070167 0.049019 0.077604 0.040477 0.000204
19990129 0.053383 -0.003339 0.006913 0.046057 0.071178
19990226 -0.032374 -0.02556 -0.071181 -0.073165 -0.054932
19990331 0.042068 0.039699 0.04666 -0.021774 -0.033678
19990430 0.030212 0.089062 0.060727 0.106952 0.072808
19990528 -0.032422 0.002682 0.010757 0.025893 0.040646
19990630 0.054705 0.030323 0.073308 0.046801 0.027016
19990730 -0.03394 -0.03643 -0.02663 0.015613 0.023021
19990831 -0.003395 -0.017022 -0.039964 -0.026793 -0.024424
19990930 -0.02552 -0.039952 0.008981 -0.007149 -0.027344
19991029 0.074692 0.054226 0.029416 -0.025082 -0.017797
19991130 0.029276 0.030766 0.045232 0.108303 0.097138
19991231 0.07433 0.070104 0.100877 0.122073 0.089689
20000131 -0.048824 -0.036827 -0.009316 0.062493 0.073146
20000229 0.006416 0.054803 0.119655 0.159293 0.138943
20000331 0.080684 0.036781 -0.006253 -0.056808 -0.041013
20000428 -0.052073 -0.057757 -0.124142 -0.103435 -0.074327
20000531 -0.040299 -0.019483 -0.046479 -0.071099 -0.047528
20000630 0.049073 0.020176 0.093164 0.079196 0.0391
20000731 -0.019595 -0.006724 -0.02205 -0.016203 -0.009233
20000831 0.073036 0.09479 0.077542 0.081315 0.040553
20000929 -0.055925 -0.012409 -0.0422 -0.035467 -0.02343
20001031 -0.016928 -0.025407 -0.061884 -0.081303 -0.071231
20001130 -0.099776 -0.106459 -0.120792 -0.121415 -0.103268
20001229 -0.002043 0.060123 0.103429 0.00058 -0.038043
20010131 0.027647 0.039697 0.058735 0.226101 0.311707
20010228 -0.101437 -0.068644 -0.100812 -0.108117 -0.098546
20010330 -0.069055 -0.063122 -0.073332 -0.064726 -0.060622
20010430 0.075259 0.089705 0.10384 0.064589 0.056281
20010531 0.003658 0.013181 0.027474 0.116839 0.068933
20010629 -0.025853 -0.012387 -0.000488 0.038882 0.00304
20010731 -0.008703 -0.040667 -0.050255 -0.038962 -0.007223
20010831 -0.068487 -0.044753 -0.040704 -0.031444 -0.030807
20010928 -0.071311 -0.113258 -0.126511 -0.136855 -0.112574
20011031 0.014366 0.026101 0.071128 0.090144 0.090633
20011130 0.072313 0.076548 0.082557 0.096161 0.081326
20011231 0.004766 0.028233 0.057411 0.083872 0.075458
20020131 -0.01343 -0.009704 -0.01818 -0.010577 0.040474
20020228 -0.020976 -0.016628 -0.021689 -0.053355 -0.044061
20020328 0.032069 0.059947 0.068504 0.100123 0.076678
20020430 -0.067378 -0.023904 -0.002839 0.004501 0.003675
20020531 -0.006208 -0.016861 -0.041342 -0.043107 -0.007787
20020628 -0.07285 -0.063818 -0.070362 -0.021562 -0.056021
20020731 -0.064642 -0.098766 -0.094255 -0.161903 -0.108923
20020830 0.006871 0.005558 0.008611 -0.014363 -0.004822
20020930 -0.108413 -0.088915 -0.086106 -0.081784 -0.076053
20021031 0.092271 0.065898 0.047003 0.038566 0.05095
20021129 0.050436 0.052604 0.097047 0.15276 0.145435
20021231 -0.059577 -0.041226 -0.056895 -0.07646 -0.048711
20030131 -0.027668 -0.012594 -0.03008 -0.018322 0.012657
20030228 -0.016683 -0.0105 -0.026731 -0.028244 -0.025146
20030331 0.012117 0.013815 0.005596 0.019103 0.011843
20030430 0.080718 0.071879 0.099838 0.10445 0.107547
20030530 0.043424 0.084414 0.087559 0.138447 0.161649
20030630 0.01605 0.003247 0.014935 0.042153 0.066493
20030731 0.015773 0.023308 0.042111 0.075041 0.088533
20030829 0.01242 0.041761 0.049437 0.051915 0.046833
20030930 -0.009679 -0.018291 -0.015926 0.003061 0.04167
20031031 0.052378 0.068004 0.084597 0.086462 0.085555
20031128 0.00579 0.024705 0.024889 0.042912 0.045377
20031231 0.051521 0.039646 0.021351 0.028585 0.040823
20040130 0.01703 0.018164 0.035822 0.060623 0.081799
20040227 0.012491 0.022962 0.026606 0.003868 0.010256
20040331 -0.019366 -0.002241 0.00832 -0.011064 0.003804
20040430 -0.009956 -0.021342 -0.039379 -0.036735 -0.03534
20040528 0.009896 0.01678 0.014451 -0.006178 -0.011441
20040630 0.013304 0.02999 0.030333 0.041648 0.019931
20040730 -0.031796 -0.038594 -0.053817 -0.094926 -0.067735
20040831 0.004798 0.003993 -0.009644 -0.014695 -0.011784
20040930 0.00493 0.036002 0.035598 0.05304 0.039965
20041029 0.009385 0.029718 0.015813 0.020723 0.012992
20041130 0.034769 0.054769 0.070267 0.097557 0.079814
20041231 0.033266 0.037829 0.034668 0.03934 0.063564
20050131 -0.024632 -0.021162 -0.026451 -0.046109 -0.036169
20050228 0.018141 0.026701 0.024251 0.004212 0.006619
20050331 -0.019273 -0.004187 -0.020442 -0.035581 -0.038807
20050429 -0.01388 -0.02608 -0.047146 -0.065442 -0.060227
20050531 0.030747 0.042263 0.046231 0.066157 0.043403
20050630 -0.003993 0.021397 0.034662 0.045275 0.046834
20050729 0.032436 0.051888 0.050538 0.065801 0.078075
20050831 -0.007371 -0.014215 -0.009306 -0.016973 -0.004188
20050930 0.005264 0.017351 0.007766 -5.8e-05 0.014647
20051031 -0.010976 -0.021264 -0.025319 -0.028541 -0.029799
20051130 0.035713 0.039034 0.057237 0.048115 0.029249
20051230 -0.003227 0.010571 0.009803 -0.00355 0.015586
20060131 0.018365 0.049485 0.060305 0.092323 0.086504
20060228 0.002425 -0.00559 0.006175 -0.002402 0.008618
20060331 0.010697 0.018173 0.036423 0.043753 0.049733
20060428 0.013026 0.008543 0.00888 -0.004602 0.005217
20060531 -0.025278 -0.029992 -0.043427 -0.05768 -0.045821
20060630 0.001526 0.004627 -0.000694 -0.008908 -0.010139
20060731 0.011175 -0.010095 -0.036214 -0.037898 -0.032144
20060831 0.024315 0.026311 0.021473 0.02945 0.021972
20060929 0.027031 0.017125 0.009447 0.004792 0.005296
20061031 0.031948 0.036544 0.053409 0.066534 0.049277
20061130 0.013591 0.032955 0.037587 0.024599 0.026929
20061229 0.018246 0.001885 0.00023 0.01485 0.024227
20070131 0.013396 0.028011 0.045272 0.012109 0.016369
20070228 -0.026751 0.004121 0.017687 -0.005483 -0.001987
20070330 0.012305 0.007718 0.014543 0.009092 0.000612
20070430 0.042318 0.038548 0.037498 0.008079 0.022106
20070531 0.034898 0.032174 0.042686 0.034033 0.019642
20070629 -0.016701 -0.015409 -0.001781 0.000862 -0.005599
20070731 -0.026887 -0.02759 -0.045039 -0.073398 -0.059007
20070831 0.020688 -0.00176 -0.006739 0.014945 -0.01942
20070928 0.040631 0.033257 0.024592 0.00921 0.020845
20071031 0.022087 0.020425 0.022562 0.022497 0.00248
20071130 -0.038445 -0.036718 -0.059707 -0.086622 -0.087653
20071231 -0.003986 -0.008966 -0.011655 -0.003176 -0.007273
20080131 -0.062823 -0.055149 -0.042332 -0.068961 -0.049946
20080229 -0.028928 -0.032251 -0.031064 -0.057955 -0.02785
20080331 -0.003059 -0.018472 -0.023786 -0.003067 -0.027466
20080430 0.043661 0.060936 0.06733 0.025486 0.011691
20080530 0.009706 0.021634 0.044954 0.050181 0.02346
20080630 -0.080792 -0.086946 -0.073459 -0.098251 -0.088121
20080731 -0.006815 -0.021676 0.011157 0.064545 0.019489
20080829 0.012539 0.008509 0.031235 0.038554 0.03049
20080930 -0.080147 -0.121923 -0.101092 -0.076073 -0.094634
20081031 -0.150882 -0.199662 -0.19831 -0.208119 -0.232115
20081128 -0.065631 -0.091317 -0.115204 -0.126045 -0.169012
20081231 0.006305 0.038179 0.040284 0.052653 0.021658
20090130 -0.08329 -0.067699 -0.070591 -0.104326 -0.036752
20090227 -0.09942 -0.096799 -0.097931 -0.131677 -0.121569
20090331 0.087706 0.083287 0.087625 0.110757 0.106225
20090430 0.070432 0.152269 0.172946 0.240701 0.250038
20090529 0.052996 0.052954 0.044029 0.092723 0.14138
20090630 0.004333 -7e-06 0.004362 0.030105 0.054089
20090731 0.070912 0.086466 0.096222 0.098662 0.107815
20090831 0.029726 0.037306 0.032937 0.045443 0.081701
20090930 0.031177 0.049744 0.068062 0.072717 0.072239
20091030 -0.0121 -0.03944 -0.053157 -0.079612 -0.075074
20091130 0.063006 0.050556 0.049156 0.014943 0.010398
20091231 0.009555 0.047389 0.066275 0.081898 0.075438
20100129 -0.033718 -0.033408 -0.030703 -0.035973 -0.004111
20100226 0.027465 0.041523 0.048321 0.049801 0.040673
20100331 0.05771 0.064042 0.073382 0.077272 0.084015
20100430 0.007725 0.030725 0.042432 0.071347 0.094822
20100528 -0.08023 -0.075644 -0.081569 -0.084242 -0.087239
20100630 -0.049693 -0.050742 -0.057058 -0.077646 -0.080475
20100730 0.071234 0.070351 0.067586 0.063426 0.057834
20100831 -0.043646 -0.045216 -0.053122 -0.089265 -0.086733
20100930 0.085822 0.103301 0.122203 0.119975 0.10989
20101029 0.040339 0.036242 0.041202 0.058458 0.042151
20101130 -0.004714 0.012035 0.035768 0.044421 0.023797
20101231 0.064217 0.065768 0.075719 0.090362 0.096194
20110131 0.022782 0.018406 0.022135 -0.016878 -0.002642
20110228 0.029381 0.03832 0.055864 0.051159 0.044711
20110331 -0.003542 0.005935 0.026903 0.030137 0.001017
20110429 0.028783 0.031454 0.031531 0.01851 0.011663
20110531 -0.015554 -0.001103 -0.019219 -0.015234 -0.027635
20110630 -0.016157 -0.014384 -0.018463 -0.033513 -0.024262
20110729 -0.014625 -0.036875 -0.03562 -0.024969 -0.022883
20110831 -0.050087 -0.059275 -0.083436 -0.104253 -0.106379
20110930 -0.062415 -0.080109 -0.117113 -0.1095 -0.10838
