"","x"
"1875",0.909
"1876",1.071
"1877",1.241
"1878",0.936
"1879",0.55
"1880",1.143
"1881",1.177
"1882",0.906
"1883",1.084
"1884",0.984
"1885",1.075
"1886",0.918
"1887",0.783
"1888",0.872
"1889",1.354
"1890",1.069
"1891",0.869
"1892",0.895
"1893",1.063
"1894",0.965
"1895",1.189
"1896",1.002
"1897",1.012
"1898",0.119
"1899",1.202
"1900",1.121
"1901",0.724
"1902",0.84
"1903",1.211
"1904",0.687
"1905",0.728
"1906",0.992
"1907",1.243
"1908",1.364
"1909",0.816
"1910",0.828
"1911",0.843
"1912",0.865
"1913",0.66
"1914",0.718
"1915",0.404
"1916",1.114
"1917",0.593
"1918",0.632
"1919",0.707
"1920",0.883
"1921",0.764
"1922",0.827
"1923",0.765
"1924",0.789
"1925",1.055
"1926",0.859
"1927",1.078
"1928",0.3
"1929",0.839
"1930",1.052
"1931",1.28
"1932",1.423
"1933",1.515
"1934",0.996
"1935",0.876
"1936",0.885
"1937",1.049
"1938",0.201
"1939",1.138
"1940",0.704
"1941",0.685
"1942",0.77
"1943",0.148
"1944",0.918
"1945",0.469
"1946",0.984
"1947",0.85
"1948",0.534
"1949",0.696
"1950",0.852
"1951",0.648
"1952",0.542
"1953",0.869
"1954",1.204
"1955",1.361
"1956",1.195
"1957",1.084
"1958",0.494
"1959",0.925
"1960",0.955
"1961",0.896
"1962",0.682
"1963",1.084
"1964",1.246
"1965",1.135
"1966",1.307
"1967",0.919
"1968",0.985
"1969",0.903
"1970",1.004
"1971",0.532
"1972",0.865
"1973",0.944
"1974",1.017
"1975",0.78
"1976",0.644
"1977",0.901
"1978",1.144
"1979",0.928
"1980",0.705
"1981",1.085
"1982",1.127
"1983",0.939
"1984",1.035
"1985",0.937
"1986",1.124
"1987",1.272
"1988",1.601
"1989",1.394
"1990",0.886
"1991",0.809
"1992",1.289
"1993",0.932
"1994",0.781
"1995",0.834
"1996",1.445
"1997",1.374
"1998",1.09
"1999",0.837
"2000",1.643
"2001",1.41
"2002",0.995
"2003",1.041
"2004",1.389
"2005",1.587
"2006",1.227
"2007",0.966
"2008",0.893
"2009",0.096
"2010",1.164
"2011",0.835
"2012",0.334
"2013",0.876
"2014",0.838
"2015",0.532
"2016",0.77
"2017",1.079
"2018",1.204
"2019",1.135
"2020",0.405
"2021",0.986
"2022",1.115
"2023",1.159
"2024",1.227
"2025",1.506
"2026",1.07
"2027",1.292
"2028",1.326
"2029",0.689
"2030",1.024
"2031",1.407
"2032",0.594
"2033",1.057
"2034",1.177
"2035",1.524
"2036",1.206
"2037",1.074
"2038",1.042
"2039",0.925
"2040",0.669
"2041",0.776
"2042",0.822
"2043",0.998
"2044",0.883
"2045",1.176
"2046",0.825
"2047",0.533
"2048",0.594
"2049",1.022
"2050",0.567
"2051",0.047
"2052",0.708
"2053",0.9
"2054",0.882
"2055",0.738
"2056",0.712
"2057",0.783
"2058",1.079
"2059",0.995
"2060",0.783
"2061",0.853
"2062",1.016
"2063",0.942
"2064",0.929
"2065",0.852
"2066",0.569
"2067",1.157
"2068",0.841
"2069",1.25
"2070",0.91
"2071",0.651
"2072",0.725
"2073",0.682
"2074",1.195
"2075",0.485
"2076",0.612
"2077",0.963
"2078",1.286
"2079",1.293
"2080",1.158
"2081",0.967
"2082",1.238
"2083",0.031
"2084",1.241
"2085",1.019
"2086",1.013
"2087",0.949
"2088",0.519
"2089",0.842
"2090",0.664
"2091",0.925
"2092",0.633
"2093",1.162
"2094",0.935
"2095",1.226
"2096",1.249
"2097",1.096
"2098",0.882
"2099",1.084
"2100",0.499
"2101",0.883
"2102",0.851
"2103",1.204
"2104",1.174
"2105",1.226
"2106",0.769
"2107",1.023
"2108",0.516
"2109",1.108
"2110",0.748
"2111",0.939
"2112",0.706
"2113",1.148
"2114",1.216
"2115",1.197
"2116",0.89
"2117",1.015
"2118",1.228
"2119",0.87
"2120",1.036
"2121",1.41
"2122",1.44
"2123",0.074
"2124",0.719
"2125",1.081
"2126",0.699
"2127",1.311
"2128",1.208
"2129",1.217
"2130",0.633
"2131",1.279
"2132",1.112
"2133",1.031
"2134",1.151
"2135",0.699
"2136",0.939
"2137",1.2
"2138",1.184
"2139",1.168
"2140",1.179
"2141",0.906
"2142",0.557
"2143",0.621
"2144",1.061
"2145",1.141
"2146",1.045
"2147",1.395
"2148",1.373
"2149",1.121
"2150",0.736
"2151",1.072
"2152",0.996
"2153",1.198
"2154",1.235
"2155",1.383
"2156",0.593
"2157",0.991
"2158",0.778
"2159",1.081
"2160",1.453
"2161",1.063
"2162",0.72
"2163",1.028
"2164",0.661
"2165",1.065
"2166",0.195
"2167",0.944
"2168",1.098
"2169",1.068
"2170",1.134
"2171",1.46
"2172",0.322
"2173",0.736
"2174",0.876
"2175",0.98
"2176",0.555
"2177",0.817
"2178",0.94
"2179",1.338
"2180",0.499
"2181",1.562
"2182",1.205
"2183",1.431
"2184",1.509
"2185",1.908
"2186",0.403
"2187",1.237
"2188",1.032
"2189",1.106
"2190",0.183
"2191",1.31
"2192",1.399
"2193",1.293
"2194",1.128
"2195",1.225
"2196",1.104
"2197",0.209
"2198",0.85
"2199",0.434
"2200",0.703
"2201",1.148
"2202",0.462
"2203",1.204
"2204",1.166
"2205",0.636
"2206",1.254
"2207",1.089
"2208",1.33
"2209",1.128
"2210",1.221
"2211",1.313
"2212",1.041
"2213",0.91
"2214",0.938
"2215",0.856
"2216",0.827
"2217",1.01
"2218",0.932
"2219",1.075
"2220",0.919
"2221",0.221
"2222",0.82
"2223",0.644
"2224",0.596
"2225",0.771
"2226",0.68
"2227",0.813
"2228",0.116
"2229",1.011
"2230",1.063
"2231",0.743
"2232",1.019
"2233",1.17
"2234",0.773
"2235",0.462
"2236",0.866
"2237",1.123
"2238",1.184
"2239",1.047
"2240",1.245
"2241",1.351
"2242",1.179
"2243",1.204
"2244",0.829
"2245",0.847
"2246",0.985
"2247",0.464
"2248",1.124
"2249",1.104
"2250",1.167
"2251",0.914
"2252",0.339
"2253",1.205
"2254",1.154
"2255",0.844
"2256",0.987
"2257",0.84
"2258",1.083
"2259",1.183
"2260",0.496
"2261",0.93
"2262",1.074
"2263",1.028
"2264",0.984
"2265",1.136
"2266",0.662
"2267",1.073
"2268",1.17
"2269",1.184
"2270",1.361
"2271",1.049
"2272",0.967
"2273",0.888
"2274",0.9
"2275",1.158
"2276",0.841
"2277",0.633
"2278",0.892
"2279",0.558
"2280",0.051
"2281",1.091
"2282",1.156
"2283",1.179
"2284",1.096
"2285",1.213
"2286",1.446
"2287",1.574
"2288",1.107
"2289",1.179
"2290",1.06
"2291",0.731
"2292",1.215
"2293",1.356
"2294",1.026
"2295",0.942
"2296",1.176
"2297",0.932
"2298",1.287
"2299",1.242
"2300",1.49
"2301",1.373
"2302",0.643
"2303",0.304
"2304",0.959
"2305",0.605
"2306",1.103
"2307",1.319
"2308",1.157
"2309",0.786
"2310",0.817
"2311",0.537
"2312",1.489
"2313",1.378
"2314",0.972
"2315",1.164
"2316",1.03
"2317",1.158
"2318",1.304
"2319",1.27
"2320",0.945
"2321",1.137
"2322",0.092
"2323",1.229
"2324",1.267
"2325",1.182
"2326",1.104
"2327",1.654
"2328",1.251
"2329",1.051
"2330",1.224
"2331",1.024
"2332",0.805
"2333",0.297
"2334",0.937
"2335",0.997
"2336",1.032
"2337",0.893
"2338",1.273
"2339",1.431
"2340",0.932
"2341",0.184
"2342",1.21
"2343",1.257
"2344",1.303
"2345",1.073
"2346",1.497
"2347",1.178
"2348",1.046
"2349",0.999
"2350",0.772
"2351",1.227
"2352",0.636
"2353",1.391
"2354",1.261
"2355",0.884
"2356",1.014
"2357",1.292
"2358",1.511
"2359",1.234
"2360",1.059
"2361",1.281
"2362",1.247
"2363",1.253
"2364",0.601
"2365",0.851
"2366",1.156
"2367",1.353
"2368",0.551
"2369",1.043
"2370",0.754
"2371",0.654
"2372",0.95
"2373",1.19
"2374",1.147
"2375",1.268
"2376",1.059
"2377",0.776
"2378",0.282
"2379",0.665
"2380",1.005
"2381",0.037
"2382",1.148
"2383",1.335
"2384",1.222
"2385",1.018
"2386",1.401
"2387",1.085
"2388",1.223
"2389",0.383
"2390",1
"2391",1.112
"2392",1.096
"2393",0.836
"2394",1.059
"2395",0.148
"2396",1.321
"2397",1.131
"2398",0.894
"2399",0.923
"2400",1.047
"2401",0.696
"2402",0.622
"2403",0.793
"2404",0.794
"2405",1.151
"2406",1.228
"2407",1.083
"2408",1.102
"2409",1.357
"2410",1.178
"2411",1.393
"2412",0.973
"2413",0.88
"2414",0.476
"2415",0.877
"2416",0.667
"2417",0.483
"2418",0.796
"2419",1.17
"2420",0.292
"2421",0.617
"2422",0.827
"2423",0.583
"2424",0.171
"2425",1.06
"2426",1.301
"2427",1.236
"2428",0.966
"2429",1.347
"2430",1.053
"2431",1.37
"2432",0.664
"2433",0.673
"2434",0.884
"2435",1.165
"2436",0.769
"2437",0.705
"2438",1.036
"2439",0.636
"2440",0.413
"2441",1.166
"2442",0.392
"2443",1.171
"2444",1.375
"2445",1.404
"2446",1.272
"2447",1.196
"2448",1.12
"2449",1.122
"2450",0.591
"2451",0.872
"2452",0.94
"2453",1.195
"2454",1.121
"2455",0.883
"2456",1.29
"2457",1.089
"2458",0.467
"2459",0.332
"2460",0.455
"2461",0.949
"2462",1.061
"2463",1.252
"2464",1.157
"2465",1.211
"2466",1.37
"2467",1.276
"2468",0.545
"2469",1.17
"2470",1.384
"2471",1.145
"2472",0.917
"2473",1.244
"2474",1.11
"2475",1.336
"2476",1.038
"2477",1.105
"2478",1.364
"2479",1.38
"2480",0.791
"2481",1.111
"2482",0.806
"2483",0.829
"2484",0.598
"2485",1.094
"2486",1.154
"2487",1.443
"2488",0.913
"2489",1.094
"2490",1.016
"2491",0.667
"2492",0.902
"2493",0.082
"2494",1.35
"2495",1.235
"2496",1.092
"2497",0.766
"2498",0.964
"2499",1.446
"2500",1.212
"2501",1.415
"2502",1.576
"2503",0.497
"2504",0.88
"2505",1.061
"2506",1.086
"2507",1.256
"2508",1.428
"2509",0.871
"2510",0.49
"2511",1.146
"2512",0.872
"2513",0.941
"2514",1.017
"2515",0.555
"2516",0.768
"2517",1.153
"2518",1.143
"2519",0.929
"2520",1.101
"2521",1.012
"2522",1.259
"2523",1.387
"2524",0.573
"2525",1.151
"2526",1.235
"2527",0.479
"2528",0.717
"2529",1.207
"2530",1.433
"2531",1.311
"2532",1.343
"2533",1.57
"2534",1.169
"2535",1.142
"2536",1.194
"2537",1.317
"2538",1.564
"2539",1.143
"2540",0.253
"2541",0.893
"2542",1.439
"2543",1.412
"2544",0.753
"2545",1.071
"2546",1.054
"2547",1.347
"2548",1.069
"2549",1.026
"2550",0.096
"2551",1.363
"2552",1.431
"2553",0.651
"2554",1.197
"2555",1.13
"2556",0.939
"2557",1.403
"2558",1.195
"2559",1.024
"2560",1.153
"2561",0.713
"2562",0.557
"2563",0.562
"2564",0.985
"2565",1.258
"2566",1.031
"2567",0.965
"2568",0.97
"2569",0.979
"2570",0.531
"2571",0.883
"2572",1.041
"2573",1.212
"2574",0.545
"2575",0.892
"2576",1.222
"2577",1.117
"2578",1.121
"2579",1.231
"2580",1.09
"2581",1.202
"2582",1.281
"2583",1.156
"2584",0.877
"2585",0.647
"2586",1.27
"2587",1.077
"2588",0.69
"2589",0.636
"2590",0.972
"2591",1.206
"2592",1.174
"2593",1.092
"2594",0.987
"2595",0.779
"2596",0.907
"2597",0.646
"2598",1.129
"2599",1.241
"2600",0.84
"2601",0.958
"2602",0.89
"2603",0.956
"2604",0.78
"2605",0.902
"2606",1.006
"2607",1.123
"2608",0.747
"2609",1.237
"2610",1.139
"2611",0.262
"2612",0.805
"2613",0.514
"2614",1.038
"2615",1.239
"2616",0.717
"2617",0.86
"2618",0.973
"2619",1.362
"2620",1.417
"2621",1.025
"2622",1.209
"2623",0.718
"2624",1.121
"2625",0.917
"2626",1.069
"2627",1.164
"2628",0.831
"2629",1.147
"2630",0.958
"2631",0.602
"2632",0.872
"2633",0.794
"2634",0.758
"2635",0.91
"2636",1.036
"2637",1.122
"2638",1.546
"2639",0.685
"2640",0.897
"2641",0.906
"2642",1.165
"2643",1.412
"2644",0.926
"2645",0.18
"2646",1.473
"2647",1.016
"2648",1.153
"2649",0.855
"2650",1.04
"2651",1.089
"2652",0.819
"2653",0.901
"2654",0.858
"2655",0.87
"2656",0.447
"2657",0.462
"2658",1.145
"2659",1.18
"2660",0.792
"2661",0.722
"2662",0.829
"2663",0.578
"2664",0.801
"2665",1.131
"2666",0.635
"2667",0.701
"2668",0.519
"2669",0.794
"2670",0.829
"2671",0.881
"2672",1.152
"2673",1.077
"2674",0.479
"2675",0.589
"2676",1.137
"2677",1.133
"2678",1.158
"2679",0.998
"2680",0.898
"2681",1.264
"2682",1.415
"2683",1.195
"2684",1.405
"2685",0.887
"2686",0.96
"2687",0.379
"2688",0.755
"2689",1.23
"2690",1.222
"2691",1.005
"2692",1.017
"2693",0.824
"2694",0.67
"2695",0.999
"2696",1.256
"2697",1.188
"2698",1.163
"2699",1.493
"2700",1.236
"2701",1.322
"2702",1.049
"2703",0.724
"2704",1.013
"2705",1.06
"2706",1.308
"2707",0.843
"2708",1.045
"2709",1.078
"2710",0.905
"2711",0.793
"2712",0.852
"2713",0.766
"2714",0.411
"2715",0.506
"2716",0.933
"2717",0.972
"2718",1.17
"2719",0.851
"2720",0.462
"2721",0.853
"2722",0.582
"2723",1.108
"2724",0.878
"2725",1.023
"2726",1.262
"2727",1.04
"2728",1.275
"2729",1.376
"2730",0.502
"2731",1.305
"2732",1.115
"2733",1.363
"2734",1.235
"2735",0.867
"2736",1.45
"2737",1.478
"2738",1.203
"2739",0.996
"2740",1.319
"2741",1.206
"2742",0.965
"2743",1.199
"2744",1.093
"2745",0.6
"2746",0.859
"2747",1.046
"2748",1.096
"2749",0.245
"2750",0.3
"2751",0.94
"2752",1.187
"2753",0.745
"2754",1.004
"2755",1.108
"2756",0.38
"2757",0.965
"2758",1.186
"2759",0.947
"2760",1.107
"2761",0.958
"2762",1.07
"2763",0.7
"2764",1.001
"2765",1.091
"2766",1.541
"2767",1.089
"2768",1.382
"2769",1.015
"2770",1.049
"2771",1.253
"2772",1.24
"2773",1.216
"2774",1.181
"2775",0.347
"2776",0.984
"2777",0.881
"2778",0.06
"2779",1.316
"2780",0.904
"2781",1.103
"2782",1.149
"2783",0.98
"2784",1.133
"2785",0.779
"2786",1.066
"2787",0.778
"2788",1.069
"2789",0.969
"2790",0.968
"2791",1.211
"2792",1.043
"2793",1.088
"2794",0.98
"2795",1.124
"2796",0.435
"2797",1.271
"2798",1.225
"2799",1.23
"2800",1.419
"2801",1.208
"2802",1.239
"2803",1.391
"2804",0.725
"2805",0.419
"2806",0.685
"2807",0.466
"2808",0.895
"2809",0.907
"2810",0.961
"2811",1.114
"2812",0.798
"2813",0.572
"2814",0.531
"2815",0.546
"2816",0.538
"2817",0.466
"2818",0.71
"2819",1.126
"2820",1.094
"2821",1.076
"2822",1.103
"2823",1.223
"2824",1.342
"2825",1.03
"2826",1.001
"2827",1.227
"2828",0.939
"2829",1.067
"2830",1.211
"2831",1.002
"2832",0.892
"2833",1.091
"2834",1.204
"2835",1.059
"2836",1.234
"2837",1.184
"2838",1.186
"2839",1.335
"2840",1.14
"2841",0.88
"2842",0.681
"2843",0.764
"2844",0.926
"2845",1.118
"2846",1.228
"2847",1.325
"2848",0.722
"2849",1.206
"2850",0.991
"2851",0.974
"2852",1.223
"2853",0.614
"2854",1.285
"2855",1.159
"2856",1.467
"2857",1.237
"2858",1.029
"2859",1.129
"2860",0.974
"2861",1.099
"2862",1.071
"2863",1.287
"2864",1.5
"2865",1.267
"2866",1.504
"2867",1.358
"2868",1.493
"2869",1.241
"2870",0.579
"2871",1.199
"2872",0.86
"2873",0.834
"2874",0.964
"2875",1.206
"2876",1.191
"2877",1.141
"2878",1.284
"2879",1.322
"2880",0.959
"2881",1.066
"2882",0.924
"2883",0.842
"2884",1.043
"2885",1.108
"2886",0.886
"2887",0.652
"2888",1.178
"2889",1.114
"2890",0.959
"2891",0.763
"2892",0.524
"2893",1.114
"2894",1.02
"2895",1.244
"2896",0.976
"2897",1.143
"2898",1.27
"2899",1.262
"2900",1.225
"2901",1.107
"2902",0.523
"2903",1.044
"2904",0.893
"2905",0.922
"2906",0.71
"2907",1.048
"2908",0.982
"2909",0.991
"2910",1.146
"2911",1.203
"2912",1.55
"2913",1.402
"2914",1.279
"2915",1.173
"2916",0.172
"2917",1.012
"2918",0.982
"2919",0.995
"2920",1.321
"2921",1.167
"2922",0.553
"2923",0.58
"2924",1.095
"2925",1.157
"2926",1.092
"2927",0.901
"2928",0.995
"2929",1.275
"2930",1.332
"2931",1.445
"2932",0.696
"2933",1.11
"2934",1.013
"2935",1.029
"2936",1.315
"2937",1.043
"2938",1.134
"2939",1.45
"2940",1.429
"2941",0.946
"2942",0.482
"2943",1.146
"2944",0.877
"2945",1.046
"2946",1.029
"2947",1.125
"2948",1.069
"2949",0.975
"2950",0.332
"2951",0.409
"2952",0.921
"2953",1.009
"2954",0.99
"2955",0.784
"2956",1.237
"2957",1.065
"2958",1.23
"2959",1.221
"2960",1.33
"2961",1.234
"2962",1.243
"2963",1.505
"2964",0.956
"2965",1.307
"2966",1.067
"2967",0.794
"2968",1.029
"2969",0.997
"2970",0.881
"2971",0.954
"2972",1.065
"2973",1.311
"2974",0.677
"2975",1.362
"2976",0.977
"2977",0.992
"2978",1.034
"2979",1.101
"2980",0.717
"2981",1.023
"2982",0.977
"2983",0.756
"2984",0.887
"2985",1.13
"2986",1.159
"2987",1.008
"2988",1.013
"2989",1.033
"2990",0.805
"2991",0.374
"2992",0.92
"2993",1.11
"2994",1.317
"2995",1.374
"2996",1.307
"2997",1.376
"2998",1.08
"2999",1.034
"3000",1.191
"3001",1.435
"3002",1.451
"3003",1.278
"3004",1.191
"3005",1.085
"3006",1.433
"3007",1.388
"3008",1.258
"3009",0.586
"3010",1.435
"3011",1.343
"3012",1.076
"3013",1.117
"3014",1.42
"3015",0.917
"3016",1.009
"3017",0.531
"3018",0.885
"3019",0.659
"3020",1.041
"3021",0.838
"3022",1.176
"3023",1.292
"3024",1.323
"3025",1.252
"3026",0.214
"3027",1.205
"3028",0.398
"3029",1.293
"3030",1.572
"3031",1.311
"3032",0.56
"3033",1.218
"3034",1.471
"3035",1.378
"3036",1.169
"3037",1.344
"3038",1.434
"3039",1.546
"3040",1.043
"3041",1.438
"3042",1.041
"3043",1.24
"3044",0.551
"3045",1.179
"3046",0.778
"3047",1.057
"3048",1.304
"3049",0.936
"3050",1.188
"3051",1.22
"3052",1.381
"3053",0.967
"3054",1.193
"3055",1.424
"3056",1.339
"3057",1.364
"3058",1.418
"3059",1.449
"3060",1.417
"3061",1.102
"3062",1.247
"3063",0.763
"3064",0.963
"3065",1.37
"3066",1.411
"3067",1.374
"3068",0.615
"3069",0.165
"3070",1.153
"3071",0.999
"3072",0.919
"3073",1.293
"3074",1.237
"3075",1.094
"3076",1.059
"3077",1.273
"3078",1.065
"3079",0.994
"3080",0.59
"3081",0.978
"3082",0.981
"3083",0.98
"3084",0.886
"3085",0.718
"3086",0.986
"3087",0.706
"3088",0.928
"3089",0.503
"3090",0.856
"3091",0.985
"3092",1.005
"3093",1.015
"3094",0.969
"3095",1.022
"3096",1.148
"3097",1.141
"3098",0.945
"3099",1.122
"3100",1.025
"3101",1.164
"3102",0.819
"3103",1.319
"3104",1.075
"3105",1.002
"3106",1.162
"3107",1.08
"3108",0.903
"3109",0.552
"3110",1.01
"3111",1.363
"3112",0.711
"3113",1.004
"3114",0.728
"3115",0.447
"3116",0.959
"3117",1.25
"3118",0.759
"3119",0.642
"3120",1.261
"3121",0.977
"3122",1.198
"3123",1.267
"3124",1.406
"3125",1.448
"3126",1.403
"3127",1.294
"3128",0.917
"3129",1.122
"3130",1.173
"3131",1.35
"3132",1.171
"3133",1.035
"3134",0.989
"3135",1.042
"3136",0.696
"3137",1.062
"3138",0.206
"3139",1.103
"3140",1.299
"3141",1.332
"3142",0.374
"3143",0.891
"3144",0.945
"3145",1.023
"3146",0.765
"3147",0.37
"3148",0.879
"3149",1.11
"3150",0.892
"3151",0.333
"3152",0.978
"3153",1.108
"3154",1.321
"3155",1.141
"3156",0.982
"3157",1.195
"3158",1.012
"3159",0.269
"3160",0.704
"3161",0.945
"3162",1.224
"3163",0.877
"3164",0.508
"3165",1.113
"3166",1.14
"3167",0.858
"3168",1.316
"3169",1.171
"3170",0.685
"3171",1.153
"3172",1.168
"3173",1.367
"3174",1.433
"3175",0.346
"3176",1.08
"3177",0.587
"3178",1.076
"3179",0.418
"3180",1.142
"3181",1.001
"3182",1.336
"3183",1.189
"3184",1.228
"3185",1.222
"3186",1.031
"3187",1.189
"3188",1.392
"3189",1.003
"3190",0.626
"3191",1.223
"3192",1.396
"3193",0.766
"3194",1.59
"3195",1.39
"3196",0.453
"3197",0.792
"3198",0.562
"3199",0.602
"3200",0.55
"3201",0.888
"3202",1.11
"3203",1.115
"3204",1.245
"3205",1.163
"3206",0.755
"3207",1.331
"3208",1.309
"3209",0.601
"3210",1.263
"3211",1.27
"3212",1.341
"3213",1
"3214",0.674
"3215",0.712
"3216",0.827
"3217",1.18
"3218",1.089
"3219",1.194
"3220",1.342
"3221",0.928
"3222",1.146
"3223",0.895
"3224",1.343
"3225",1.379
"3226",0.885
"3227",0.819
"3228",1.207
"3229",1.658
"3230",1.19
"3231",1.151
"3232",1.426
"3233",1.51
"3234",1.32
"3235",0.84
"3236",1.378
"3237",1.337
"3238",1.757
"3239",1.362
"3240",1.434
"3241",1.381
"3242",1.598
"3243",0.117
"3244",1.826
"3245",1.491
"3246",0.834
"3247",1.227
"3248",0.975
"3249",1.056
"3250",1.211
"3251",1.256
"3252",0.269
"3253",0.626
"3254",0.471
"3255",0.718
"3256",0.772
"3257",0.887
"3258",0.917
"3259",1.038
"3260",1.033
"3261",1.146
"3262",1.079
"3263",0.628
"3264",0.886
"3265",0.984
"3266",1.351
"3267",0.93
"3268",0.073
"3269",0.992
"3270",0.758
"3271",1.07
"3272",1.186
"3273",1.26
"3274",0.2
"3275",0.891
"3276",0.766
"3277",0.617
"3278",1.134
"3279",1.355
"3280",1.551
"3281",1.496
"3282",1.242
"3283",1.208
"3284",1.266
"3285",1.356
"3286",1.434
"3287",1.18
"3288",1.594
"3289",1.302
"3290",0.892
"3291",0.774
"3292",0.962
"3293",1.168
"3294",1.266
"3295",1.258
"3296",1.653
"3297",1.16
"3298",1.001
"3299",1.187
"3300",1.355
"3301",0.774
"3302",1.568
"3303",1.227
"3304",1.656
"3305",1.075
"3306",0.294
"3307",0.772
"3308",0.997
"3309",1.194
"3310",1.103
"3311",1.032
"3312",1.286
"3313",1.387
"3314",1.338
"3315",1.054
"3316",1.009
"3317",1.469
"3318",1.085
"3319",0.64
"3320",0.54
"3321",0.014
"3322",1.1
"3323",1.356
"3324",1.076
"3325",1.566
"3326",1.573
"3327",1.504
"3328",1.295
"3329",1.368
"3330",0.759
"3331",0.842
"3332",1.252
"3333",1.374
"3334",1.489
"3335",1.254
"3336",1.701
"3337",1.182
"3338",1.802
"3339",1.255
"3340",0.806
"3341",1.493
"3342",1.325
"3343",1.259
"3344",1.253
"3345",1.159
"3346",1.1
"3347",1.32
"3348",0.992
"3349",1.007
"3350",1.085
"3351",1.169
"3352",1.154
"3353",0.869
"3354",1.211
"3355",1.205
"3356",1.368
"3357",1.094
"3358",0.238
"3359",0.916
"3360",1.321
"3361",0.35
"3362",0.603
"3363",1.001
"3364",1.126
"3365",1.149
"3366",0.811
"3367",0.67
"3368",0.886
"3369",0.822
"3370",0.95
"3371",1.062
"3372",0.464
"3373",0.654
"3374",0.873
"3375",0.945
"3376",1.025
"3377",1.067
"3378",1.058
"3379",0.806
"3380",0.86
"3381",0.907
"3382",0.543
"3383",0.845
"3384",0.681
"3385",0.641
"3386",0.545
"3387",1.188
"3388",1.007
"3389",0.432
"3390",1.007
"3391",0.669
"3392",0.899
"3393",1.121
"3394",0.876
"3395",1.302
"3396",1.171
"3397",1.597
"3398",1.079
"3399",1.311
"3400",1.491
"3401",1.413
"3402",1.464
"3403",0.919
"3404",1.065
"3405",0.943
"3406",1.049
"3407",0.961
"3408",1.102
"3409",1.308
"3410",0.906
"3411",0.21
"3412",1.3
"3413",1.051
"3414",0.499
"3415",0.976
"3416",1.224
"3417",0.739
"3418",1.211
"3419",1.049
"3420",0.882
"3421",0.909
"3422",0.343
"3423",0.743
"3424",0.72
"3425",0.72
"3426",0.911
"3427",1.167
"3428",0.797
"3429",0.842
"3430",0.516
"3431",0.826
"3432",1.046
"3433",0.863
"3434",0.999
"3435",0.336
"3436",0.991
"3437",0.966
"3438",0.312
"3439",1.167
"3440",1.289
"3441",0.761
"3442",1.15
"3443",0.832
"3444",1.086
"3445",1.15
"3446",1.108
"3447",1.036
"3448",0.989
"3449",0.664
"3450",0.894
"3451",0.522
"3452",0.927
"3453",1.279
"3454",1.186
"3455",0.952
"3456",0.787
"3457",0.666
"3458",0.662
"3459",0.545
"3460",1.497
"3461",1.249
"3462",0.606
"3463",0.891
"3464",1.147
"3465",1.269
"3466",0.939
"3467",1.235
"3468",1.188
"3469",0.546
"3470",0.654
"3471",0.915
"3472",0.694
"3473",0.95
"3474",0.447
"3475",0.85
"3476",0.852
"3477",0.9
"3478",0.442
"3479",0.978
"3480",1.103
"3481",1.279
"3482",1.465
"3483",0.801
"3484",0.755
"3485",0.213
"3486",1.21
"3487",1.317
"3488",0.738
"3489",1.119
"3490",1.023
"3491",0.778
"3492",1.012
"3493",0.927
"3494",1.222
"3495",1.159
"3496",0.797
"3497",0.985
"3498",0.544
"3499",0.74
"3500",0.856
"3501",1.193
"3502",0.986
"3503",1.098
"3504",1.154
"3505",1.002
"3506",1.101
"3507",0.809
"3508",0.192
"3509",1.15
"3510",1.052
"3511",1.448
"3512",1.179
"3513",0.492
"3514",0.998
"3515",0.919
"3516",0.994
"3517",1.199
"3518",1.003
"3519",1.003
"3520",0.849
"3521",0.363
"3522",0.855
"3523",1.023
"3524",0.936
"3525",1
"3526",1.37
"3527",1.053
"3528",0.849
"3529",0.852
"3530",0.979
"3531",1.279
"3532",0.842
"3533",1.197
"3534",0.775
"3535",1.395
"3536",1.464
"3537",1.088
"3538",1.338
"3539",1.465
"3540",1.237
"3541",0.692
"3542",1.343
"3543",0.88
"3544",0.209
"3545",1.15
"3546",1.319
"3547",1.25
"3548",0.902
"3549",0.979
"3550",1.024
"3551",0.913
"3552",0.989
"3553",0.815
"3554",0.251
"3555",1.094
"3556",1.103
"3557",1.024
"3558",0.719
"3559",0.9
"3560",0.746
"3561",0.677
"3562",0.894
"3563",0.958
"3564",1.05
"3565",0.689
"3566",0.514
"3567",0.917
"3568",0.75
"3569",0.92
"3570",0.873
"3571",1.062
"3572",1.233
"3573",1.168
"3574",1
"3575",1.184
"3576",0.554
"3577",1.054
"3578",1.046
"3579",1.137
"3580",0.463
"3581",0.6
"3582",0.537
"3583",0.518
"3584",0.843
"3585",0.517
"3586",0.869
"3587",0.728
"3588",0.593
"3589",0.678
"3590",0.727
"3591",0.963
"3592",1.111
"3593",1.063
"3594",1.323
"3595",1.121
"3596",1.195
"3597",1.105
"3598",1.3
"3599",1.065
"3600",0.947
"3601",1.204
"3602",1.184
"3603",0.395
"3604",1.157
"3605",1.195
"3606",1.015
"3607",1.173
"3608",0.859
"3609",0.219
"3610",0.78
"3611",0.965
"3612",0.927
"3613",1.109
"3614",1.091
"3615",0.96
"3616",1.275
"3617",1.41
"3618",1.134
"3619",0.301
"3620",1.328
"3621",1.169
"3622",0.906
"3623",1.12
"3624",1.382
