"1mon" "2mon" "3mon" "4mon" "5mon" "5.5mon" "6.5mon" "7.5mon" "8.5mon" "9.5mon" "NA"
5.32083 5.16882 5.16685 5.23584 5.32241 5.3774 5.40515 5.47895 5.61737 5.69636 5.70938
5.29886 5.15205 5.15766 5.23328 5.322 5.37988 5.40872 5.4927 5.63373 5.71174 5.72031
5.30948 5.16499 5.20062 5.29463 5.41255 5.46624 5.50651 5.59304 5.74339 5.82715 5.83412
5.26112 5.16249 5.19177 5.27452 5.38109 5.45348 5.48363 5.57929 5.71829 5.78896 5.81621
5.25553 5.12647 5.13709 5.22397 5.33113 5.41837 5.45234 5.54899 5.68814 5.77522 5.81097
5.20794 5.06225 5.05547 5.15821 5.27489 5.34292 5.37742 5.47584 5.59808 5.67827 5.72206
5.22496 5.03139 5.01587 5.09913 5.20619 5.27166 5.30266 5.38783 5.51046 5.5937 5.62979
5.15153 4.99701 4.98026 5.0629 5.16912 5.2325 5.26296 5.35421 5.47571 5.5585 5.6024
5.24465 5.00874 4.99481 5.07313 5.19219 5.24516 5.27513 5.34789 5.4841 5.55948 5.57918
5.22919 5.0476 5.03114 5.11785 5.23807 5.29544 5.32516 5.42445 5.54679 5.6181 5.65549
5.24424 5.05951 5.04969 5.14773 5.27215 5.34066 5.37228 5.47575 5.60795 5.6781 5.70835
5.18983 5.04023 5.02999 5.11241 5.22529 5.29583 5.32787 5.42231 5.53979 5.6214 5.66679
5.19853 5.05863 5.07063 5.18982 5.31408 5.39087 5.42458 5.51882 5.63527 5.71459 5.75896
5.17392 5.03219 5.03914 5.13906 5.27264 5.36151 5.38708 5.46382 5.57778 5.65868 5.70594
5.24871 5.02894 5.03796 5.14716 5.25417 5.33522 5.3742 5.49236 5.62521 5.69884 5.73484
5.16523 4.99175 4.98731 5.0977 5.22088 5.29335 5.32914 5.43694 5.56342 5.64264 5.68676
5.17428 4.93332 4.92617 5.02467 5.15433 5.25449 5.29221 5.39564 5.53431 5.61164 5.64726
5.10895 4.89801 4.89467 5.01262 5.13406 5.20972 5.25576 5.40495 5.5636 5.64472 5.69076
5.05519 4.85517 4.86752 4.99745 5.14409 5.23417 5.27793 5.4196 5.58922 5.6851 5.73786
5.08479 4.89471 4.90658 5.04684 5.20208 5.3004 5.34476 5.46369 5.61607 5.72069 5.77878
5.06117 4.88237 4.90172 5.03192 5.16881 5.26428 5.31048 5.43256 5.58415 5.68337 5.74315
5.02843 4.86215 4.88212 5.00979 5.16979 5.27406 5.31957 5.43958 5.59389 5.69483 5.7532
5.01002 4.85265 4.8762 5.00044 5.16321 5.26327 5.30565 5.42944 5.59684 5.69882 5.74709
5.00337 4.82597 4.85101 4.96362 5.12342 5.23309 5.28295 5.42214 5.5971 5.70356 5.75629
4.98804 4.80346 4.80292 4.90878 5.06098 5.1727 5.22434 5.35787 5.53384 5.647 5.70445
4.9817 4.78485 4.76653 4.86117 5.01708 5.13537 5.19232 5.33385 5.50543 5.61709 5.67107
5.00486 4.80169 4.78126 4.88042 5.04189 5.15949 5.21464 5.36836 5.55567 5.66295 5.71489
4.9872 4.80147 4.81169 4.95219 5.11665 5.22675 5.28706 5.4484 5.62692 5.72727 5.78245
4.92149 4.80494 4.84721 4.98165 5.1443 5.26274 5.32201 5.49435 5.67978 5.77818 5.81961
4.87914 5.02017 5.15001 5.27531 5.41213 5.5247 5.58985 5.75967 5.93671 6.03782 6.07684
5.04667 5.0881 5.15915 5.26938 5.41686 5.53342 5.58643 5.73364 5.91076 6.01455 6.0604
4.997 5.01938 5.06818 5.18969 5.33826 5.46304 5.53345 5.6956 5.84494 5.93831 5.99604
4.94078 5.01513 5.10336 5.23752 5.39203 5.52544 5.59456 5.7487 5.89687 5.99391 6.05927
4.98961 5.05338 5.14669 5.285 5.42835 5.56431 5.6384 5.7921 5.92664 6.02015 6.08817
4.99206 5.11367 5.23657 5.37435 5.51443 5.63106 5.69802 5.82726 5.9758 6.06529 6.09542
4.99101 5.12871 5.32878 5.46261 5.59103 5.70938 5.76834 5.89475 6.03271 6.11118 6.1343
4.98012 5.18007 5.36419 5.50732 5.636 5.70869 5.74164 5.88343 6.05099 6.14795 6.20082
4.96282 5.1063 5.22529 5.36398 5.49056 5.58358 5.63781 5.78223 5.93 6.0166 6.06456
4.96308 5.05649 5.16427 5.28372 5.41182 5.50019 5.53554 5.68424 5.87385 5.95985 5.99212
4.99954 5.08723 5.22583 5.36793 5.49449 5.56554 5.60316 5.74693 5.91586 6.0018 6.03946
4.97813 5.13693 5.31108 5.43855 5.57393 5.64271 5.67224 5.82685 6.01152 6.09602 6.13541
4.98463 5.16869 5.35606 5.49642 5.61868 5.68701 5.72966 5.87035 6.03067 6.11809 6.16029
5.04481 5.40102 5.65293 5.81829 5.95159 5.99044 5.9858 6.13195 6.36855 6.46114 6.46826
5.07978 5.42698 5.65374 5.80437 5.91221 5.96136 6.00246 6.15069 6.30343 6.37845 6.40363
5.05776 5.44799 5.69911 5.8573 5.96818 5.99553 6.02687 6.17663 6.34681 6.42598 6.42757
5.04946 5.43637 5.67765 5.82669 5.96191 6.00503 6.03004 6.16967 6.34786 6.42494 6.42769
5.03755 5.43204 5.67224 5.8217 5.95609 6.00024 6.02818 6.17745 6.35268 6.4305 6.43915
5.03091 5.50513 5.8164 5.97908 6.09908 6.13708 6.1701 6.31224 6.42991 6.48006 6.52851
5.10075 5.5243 5.80148 5.97035 6.08474 6.11506 6.14096 6.27192 6.39989 6.45382 6.48549
5.08084 5.51605 5.78884 5.94552 6.05806 6.09419 6.12156 6.25487 6.38848 6.44147 6.46882
5.1109 5.47787 5.68703 5.83237 5.95884 6.01121 6.04542 6.17637 6.31767 6.38149 6.41062
5.10865 5.47119 5.67018 5.80066 5.92239 5.96701 6.00018 6.13233 6.25821 6.32022 6.3585
5.08795 5.44522 5.68142 5.83818 5.96126 6.01972 6.06062 6.18354 6.29646 6.3555 6.39153
5.09214 5.4213 5.64429 5.78713 5.90488 5.95287 5.98996 6.11361 6.22849 6.28784 6.32533
5.06688 5.41234 5.6492 5.79683 5.91246 5.94003 5.96656 6.10122 6.23439 6.28855 6.31964
5.02718 5.44828 5.75675 5.90424 6.02078 6.05962 6.08153 6.20216 6.33276 6.37911 6.40377
5.05671 5.47022 5.8125 5.96714 6.09609 6.13303 6.15105 6.2818 6.42736 6.46724 6.47914
5.05762 5.46656 5.73087 5.88406 6.0058 6.04143 6.06523 6.20869 6.34624 6.38369 6.41266
5.0727 5.45462 5.73192 5.88382 5.99389 6.03213 6.0537 6.18492 6.32182 6.35886 6.37311
5.08844 5.44549 5.69104 5.83644 5.93697 5.95459 5.97336 6.12261 6.27128 6.30968 6.32904
5.06682 5.45008 5.72912 5.86489 5.96973 5.99522 6.0135 6.15418 6.29166 6.32961 6.34913
5.00868 5.46042 5.76059 5.91992 6.02912 6.05796 6.08085 6.22243 6.3587 6.39719 6.41231
5.06805 5.66562 6.02096 6.17042 6.29231 6.31792 6.32794 6.44146 6.58392 6.62871 6.63758
5.06072 5.66668 6.05613 6.2199 6.33347 6.37452 6.38737 6.48675 6.63046 6.67856 6.69128
5.06638 5.65515 6.00813 6.16815 6.27993 6.32209 6.33771 6.43413 6.57627 6.62761 6.63735
5.03674 5.6518 6.02637 6.20175 6.32361 6.39568 6.42849 6.50182 6.65526 6.69322 6.69293
5.0137 5.6623 6.06841 6.26096 6.38156 6.43542 6.45917 6.55462 6.7109 6.75003 6.75208
4.87253 5.61779 5.91594 6.07847 6.19124 6.25456 6.29682 6.41633 6.53906 6.58432 6.59882
5.04528 5.56456 5.85528 6.028 6.14798 6.21415 6.26413 6.37678 6.50436 6.53933 6.54761
5.04336 5.55826 5.85713 6.03398 6.15567 6.23254 6.28886 6.39314 6.49091 6.52951 6.55194
5.00995 5.56552 5.8943 6.07259 6.19218 6.26615 6.31112 6.42099 6.54801 6.59105 6.59252
5.0063 5.58097 5.93685 6.1239 6.25362 6.33112 6.38415 6.47519 6.59274 6.63141 6.63533
4.96798 5.56521 5.88206 6.05761 6.19664 6.27737 6.32566 6.41935 6.5509 6.59516 6.5931
5.04146 5.52368 5.83366 6.01514 6.14249 6.22287 6.27038 6.38075 6.49151 6.53467 6.54818
5.0273 5.522 5.87506 6.04666 6.17934 6.25745 6.31238 6.38127 6.51475 6.5627 6.56913
5.00393 5.52645 5.89928 6.08676 6.22275 6.28748 6.32419 6.43392 6.55805 6.59609 6.60693
4.99634 5.52403 5.90949 6.09039 6.21355 6.27181 6.31778 6.40706 6.5389 6.58673 6.60327
5.02249 5.54363 5.85962 6.03936 6.17843 6.26284 6.32548 6.39364 6.51558 6.5573 6.56824
5.03224 5.58405 5.91841 6.09926 6.22856 6.29945 6.34171 6.43264 6.55467 6.60247 6.62092
5.02135 5.63582 5.97577 6.15841 6.28938 6.35981 6.40142 6.49875 6.62364 6.66886 6.69097
5.00106 5.65077 5.97385 6.15672 6.28313 6.35185 6.39502 6.50191 6.64856 6.69816 6.71531
5.02791 5.72202 6.09923 6.29549 6.4449 6.52572 6.57572 6.68032 6.80732 6.8562 6.8792
5.02855 5.72362 6.12286 6.32904 6.48754 6.57541 6.62286 6.73732 6.87457 6.91642 6.93981
5.03805 5.70361 6.09127 6.29811 6.44718 6.53048 6.58533 6.7005 6.83654 6.87909 6.90632
5.0225 5.70489 6.10427 6.30952 6.4736 6.55945 6.60779 6.71808 6.84925 6.89509 6.92474
5.0349 5.72882 6.11195 6.30041 6.44047 6.51465 6.55862 6.6588 6.7637 6.816 6.86213
5.0468 5.70922 6.08662 6.29489 6.44105 6.52929 6.57329 6.67216 6.79624 6.85242 6.88211
5.00293 5.68676 5.99933 6.21701 6.35682 6.43691 6.48437 6.57454 6.71404 6.74926 6.77329
5.04102 5.63587 5.98774 6.19872 6.3471 6.42526 6.46102 6.54638 6.67488 6.7206 6.74763
5.02484 5.61751 5.93687 6.13529 6.27091 6.35644 6.39674 6.49016 6.61721 6.65692 6.69012
5.01345 5.61725 5.93912 6.13351 6.25023 6.32601 6.37496 6.47693 6.60054 6.64352 6.64217
5.0286 5.6384 6.00039 6.19388 6.32189 6.40147 6.44459 6.55128 6.67029 6.70769 6.70682
5.01149 5.62968 5.98529 6.17878 6.29148 6.3547 6.39526 6.5013 6.61142 6.65484 6.66373
5.07289 5.60826 5.93324 6.11887 6.25039 6.32323 6.3614 6.46406 6.5875 6.6265 6.62284
5.07062 5.60619 5.94625 6.14318 6.28122 6.3509 6.3913 6.49855 6.61481 6.65306 6.65526
5.04277 5.6079 5.95168 6.13159 6.25692 6.32443 6.36457 6.47138 6.59266 6.6273 6.62033
5.04716 5.61651 5.9596 6.16297 6.30683 6.38815 6.42648 6.52551 6.64154 6.67609 6.67552
5.08159 5.62864 5.96041 6.15705 6.29053 6.357 6.39476 6.49878 6.60527 6.63797 6.64533
5.08903 5.62826 5.96751 6.17082 6.30553 6.37547 6.4123 6.5045 6.61958 6.65447 6.64857
5.10169 5.68456 6.06908 6.27474 6.40496 6.47564 6.51254 6.61383 6.72024 6.7489 6.74712
5.10965 5.73476 6.11145 6.30304 6.42703 6.48915 6.52456 6.62341 6.72004 6.7478 6.74574
5.05628 5.74713 6.15456 6.37435 6.51655 6.56998 6.59728 6.696 6.80034 6.82158 6.82407
5.04452 5.80292 6.19694 6.41174 6.54543 6.58967 6.62014 6.70581 6.82083 6.84172 6.84278
5.07812 5.78468 6.17134 6.38484 6.51121 6.56695 6.60013 6.69134 6.81147 6.83065 6.82424
5.08075 5.78411 6.16761 6.38165 6.49642 6.53805 6.56574 6.65724 6.76778 6.79109 6.78975
5.11985 5.73888 6.0791 6.27942 6.40724 6.46058 6.49061 6.59066 6.70867 6.73338 6.7246
5.09693 5.87509 6.30325 6.50368 6.62485 6.67827 6.71018 6.79578 6.86773 6.88344 6.88408
5.15612 5.9023 6.29337 6.50825 6.62892 6.69076 6.72163 6.79117 6.89895 6.91567 6.90772
5.16799 5.90056 6.29115 6.50972 6.64872 6.70118 6.73114 6.83105 6.94669 6.95987 6.9424
5.13428 5.90048 6.29518 6.52032 6.66662 6.74118 6.77974 6.87055 6.98798 7.00422 6.99545
5.1231 5.89788 6.29104 6.52263 6.67189 6.72634 6.75705 6.8435 6.96375 6.98023 6.97739
5.13277 5.8745 6.24793 6.47421 6.60183 6.65936 6.69432 6.78866 6.89742 6.91634 6.9141
5.12674 5.84816 6.19615 6.41396 6.55086 6.61463 6.64266 6.73225 6.84718 6.86318 6.86564
5.12025 5.82166 6.18957 6.42287 6.57217 6.63645 6.66598 6.75939 6.87206 6.89561 6.89235
5.11402 5.83234 6.26057 6.48971 6.62238 6.68084 6.71337 6.80824 6.91251 6.93236 6.92493
5.11628 5.8753 6.29074 6.51096 6.63887 6.69321 6.72124 6.80652 6.91463 6.93766 6.93597
5.10745 5.87319 6.25254 6.46481 6.59765 6.65664 6.68346 6.77252 6.89279 6.91256 6.91058
5.16839 5.86319 6.24888 6.46233 6.5922 6.65428 6.68544 6.77468 6.87912 6.89682 6.89322
5.16732 5.85468 6.22932 6.43295 6.55655 6.61337 6.64282 6.72647 6.83358 6.85711 6.85435
5.16532 5.85647 6.23072 6.43671 6.55694 6.60721 6.63527 6.72399 6.83027 6.85588 6.8501
5.17993 5.81907 6.15158 6.35959 6.46988 6.5232 6.55202 6.63843 6.75801 6.78381 6.77959
5.1693 5.75448 6.06205 6.2565 6.35258 6.40372 6.4375 6.5253 6.64592 6.68004 6.68038
5.13532 5.75295 6.075 6.27839 6.37148 6.42834 6.46283 6.5365 6.63388 6.67043 6.68807
5.28228 5.82681 6.1547 6.34737 6.43618 6.49355 6.52271 6.59301 6.67738 6.71781 6.73591
5.25516 5.81834 6.14367 6.31516 6.39934 6.45769 6.49164 6.58143 6.68004 6.71474 6.71655
5.25703 5.99024 6.36561 6.56783 6.68577 6.74386 6.77545 6.86238 6.95432 6.98033 6.9851
5.24057 5.99807 6.37313 6.58501 6.69801 6.74555 6.77726 6.86711 6.96334 6.98425 6.98682
5.26263 5.98818 6.35845 6.56131 6.65797 6.70842 6.74155 6.8261 6.90987 6.933 6.94562
5.29434 5.95136 6.25108 6.46296 6.58091 6.63769 6.67041 6.75408 6.85783 6.87826 6.889
5.23194 5.91308 6.21928 6.41636 6.5369 6.59896 6.63308 6.72756 6.82782 6.85155 6.85913
5.22379 5.88562 6.2043 6.40841 6.51941 6.57712 6.60628 6.68747 6.77728 6.80648 6.82409
5.22874 5.90865 6.2443 6.44363 6.538 6.59935 6.62663 6.70179 6.80032 6.82908 6.85389
5.22659 5.89781 6.1709 6.35452 6.46663 6.53346 6.56373 6.64996 6.75242 6.78085 6.8079
5.30619 5.82929 6.15335 6.35495 6.46301 6.52466 6.55921 6.65738 6.75333 6.77981 6.78641
5.35713 5.79484 6.07333 6.25557 6.35609 6.42114 6.45502 6.53918 6.62409 6.65987 6.67601
5.22068 5.81266 6.109 6.29161 6.39577 6.48927 6.51824 6.58958 6.69186 6.71825 6.72167
5.31562 5.83644 6.15184 6.36256 6.47698 6.53792 6.57158 6.65822 6.73509 6.76445 6.78417
5.35953 5.86897 6.19084 6.35732 6.44847 6.50851 6.54114 6.62141 6.69964 6.73781 6.75186
5.30177 5.8455 6.19292 6.39157 6.49913 6.5652 6.59483 6.67391 6.76449 6.79416 6.80436
5.31186 5.85665 6.19448 6.38781 6.49056 6.55006 6.58282 6.67274 6.76208 6.78599 6.78842
5.27099 5.85482 6.19482 6.37842 6.47987 6.54358 6.57683 6.66615 6.75302 6.77227 6.77892
5.31059 5.90719 6.24517 6.43754 6.54397 6.60974 6.64126 6.7285 6.82257 6.83774 6.84157
5.30746 5.90535 6.23638 6.42904 6.52706 6.57612 6.60185 6.68775 6.78303 6.80518 6.81202
5.3666 5.86433 6.13441 6.32876 6.4377 6.49885 6.52776 6.61122 6.70234 6.72636 6.734
5.33754 5.77348 6.00697 6.17947 6.28661 6.33828 6.3657 6.46023 6.55712 6.58114 6.59013
5.25932 5.63604 5.86816 6.02619 6.12532 6.18751 6.218 6.31176 6.41115 6.44203 6.43547
5.22956 5.61204 5.85225 6.04002 6.15155 6.19859 6.22865 6.32813 6.43194 6.46076 6.44333
5.22461 5.60932 5.87477 6.06546 6.17448 6.22424 6.25363 6.3508 6.45273 6.48393 6.46617
5.18334 5.61401 5.90445 6.08739 6.18263 6.23051 6.2588 6.34925 6.45112 6.48078 6.46112
5.1768 5.61845 5.90356 6.08553 6.18136 6.22712 6.25394 6.34718 6.46119 6.4967 6.47342
5.16729 5.61153 5.88839 6.04091 6.12542 6.17029 6.2013 6.30389 6.40348 6.4312 6.41848
5.19505 5.59041 5.84648 6.01934 6.11854 6.16968 6.20218 6.30326 6.403 6.43098 6.41613
5.15778 5.59521 5.88363 6.07589 6.19776 6.24575 6.27462 6.38039 6.48132 6.50701 6.49196
5.16911 5.61803 5.9073 6.08964 6.20086 6.25798 6.29298 6.3943 6.48753 6.51296 6.49361
5.16738 5.62524 5.92453 6.11894 6.23628 6.29127 6.32422 6.43122 6.53026 6.55739 6.54925
5.1816 5.62038 5.90274 6.0819 6.17834 6.22726 6.2605 6.36183 6.45752 6.49165 6.49501
5.18997 5.62445 5.91112 6.0981 6.2148 6.26536 6.29571 6.39768 6.49635 6.52849 6.52444
5.18119 5.62419 5.91674 6.09976 6.21457 6.2668 6.29701 6.39557 6.49094 6.52302 6.52292
5.16984 5.62261 5.91956 6.10568 6.22389 6.27999 6.31553 6.42533 6.52306 6.55065 6.54938
5.14565 5.62274 5.91916 6.11405 6.24437 6.30385 6.33618 6.43731 6.53335 6.55537 6.54342
5.13889 5.67355 6.01747 6.22262 6.34755 6.40417 6.43767 6.53943 6.6284 6.64891 6.64543
5.17354 5.7454 6.10235 6.31345 6.43814 6.49011 6.5222 6.62682 6.71818 6.73687 6.72817
5.17498 5.75182 6.10125 6.29961 6.42305 6.47813 6.50836 6.60451 6.69153 6.70996 6.70218
5.15434 5.74989 6.0902 6.29232 6.42122 6.48242 6.51495 6.61703 6.70864 6.72605 6.71957
5.13693 5.76642 6.14347 6.35433 6.48608 6.5442 6.57398 6.66926 6.76055 6.78138 6.78179
5.09945 5.85609 6.26432 6.46768 6.59589 6.65314 6.68532 6.78884 6.87279 6.88346 6.87585
5.3235 5.94966 6.27485 6.45763 6.57676 6.63779 6.66338 6.74795 6.82867 6.84047 6.83187
5.25304 5.94509 6.27735 6.48053 6.60002 6.67487 6.69802 6.77382 6.86432 6.8692 6.85413
5.24248 5.96068 6.30267 6.49714 6.62187 6.68748 6.71401 6.80104 6.88988 6.89657 6.89235
5.27786 5.92515 6.25579 6.45579 6.58675 6.6571 6.68954 6.78265 6.8622 6.86885 6.85499
5.25547 5.90533 6.23349 6.40812 6.52905 6.59861 6.6306 6.73019 6.82335 6.83512 6.82412
5.27792 5.91741 6.23887 6.43059 6.55795 6.62985 6.66359 6.76829 6.86481 6.87505 6.86041
5.27613 5.94971 6.27615 6.4604 6.57469 6.63904 6.66725 6.76783 6.86497 6.87581 6.85811
5.23839 5.88287 6.20034 6.38499 6.50717 6.58023 6.61334 6.71526 6.81134 6.82239 6.80102
5.16209 5.72898 6.03929 6.23608 6.35828 6.42851 6.46836 6.58484 6.67978 6.69159 6.67372
5.15388 5.74125 6.04842 6.23875 6.36104 6.43442 6.46641 6.56357 6.65861 6.67467 6.66203
5.18113 5.81186 6.14313 6.32885 6.44875 6.51752 6.54674 6.64053 6.73329 6.7457 6.73105
5.26054 5.86625 6.17979 6.35787 6.47372 6.54404 6.57204 6.66247 6.75412 6.76803 6.75193
5.25006 5.86572 6.18047 6.35768 6.47365 6.54284 6.57074 6.66182 6.7533 6.76772 6.75214
5.27147 5.86635 6.18941 6.37773 6.49118 6.55611 6.58542 6.68162 6.77274 6.78276 6.76845
5.30173 5.86466 6.16432 6.34672 6.46476 6.52964 6.5597 6.66149 6.75773 6.76131 6.7417
5.20244 5.75522 6.07767 6.2686 6.38991 6.46207 6.49939 6.60819 6.70459 6.71544 6.70099
5.16548 5.72066 6.04106 6.22335 6.33023 6.38438 6.41705 6.53224 6.63329 6.6462 6.63475
5.132 5.67178 5.97941 6.1684 6.2847 6.35519 6.38659 6.4826 6.57952 6.5978 6.58679
5.08422 5.68732 5.99839 6.19554 6.31027 6.38386 6.41387 6.50675 6.60628 6.6212 6.60945
5.12771 5.71807 6.03914 6.22635 6.34273 6.4117 6.44242 6.54076 6.63724 6.65023 6.64205
5.1347 5.69515 5.97927 6.15564 6.2672 6.34093 6.37387 6.47643 6.57161 6.58237 6.57632
5.12228 5.65642 5.93202 6.10567 6.22346 6.29784 6.33013 6.43137 6.53194 6.54552 6.53482
5.14184 5.65657 5.93311 6.1076 6.22667 6.29891 6.32862 6.43009 6.53022 6.54454 6.54007
5.12059 5.5534 5.79415 5.96241 6.08226 6.15265 6.18682 6.29773 6.40205 6.42171 6.41901
5.15208 5.54738 5.81939 6.00315 6.12385 6.19788 6.23447 6.34637 6.45049 6.46892 6.46642
5.19324 5.57677 5.83816 6.01508 6.13983 6.21431 6.24775 6.35811 6.46053 6.4741 6.47344
5.17779 5.57216 5.87243 6.067 6.18387 6.26372 6.29584 6.39631 6.494 6.50997 6.51501
5.14636 5.64601 5.94057 6.12595 6.24443 6.32123 6.35212 6.45322 6.551 6.56398 6.568
5.15697 5.5838 5.86269 6.04469 6.16206 6.238 6.27384 6.39601 6.49799 6.50757 6.51674
5.15262 5.57987 5.86008 6.04789 6.16745 6.24442 6.28267 6.40082 6.50225 6.51673 6.52668
5.22917 5.60922 5.88127 6.06171 6.18561 6.24521 6.27604 6.40462 6.51859 6.52826 6.53474
5.18985 5.55416 5.81835 5.99929 6.12214 6.18417 6.21653 6.34616 6.45771 6.46766 6.47701
5.22245 5.56345 5.81933 5.99917 6.11965 6.17981 6.21025 6.33187 6.43706 6.45203 6.46369
5.24057 5.58665 5.84127 6.02265 6.14066 6.20508 6.23201 6.34832 6.45534 6.4683 6.48306
5.23264 5.6195 5.88646 6.06344 6.1819 6.24517 6.26967 6.38722 6.4975 6.50915 6.52457
5.25092 5.59624 5.86684 6.05358 6.1709 6.23454 6.26545 6.38574 6.49082 6.50461 6.51832
5.25289 5.59871 5.86746 6.05608 6.17563 6.24189 6.27396 6.39815 6.50445 6.51637 6.53612
5.26668 5.57422 5.83076 6.02749 6.14456 6.21093 6.24432 6.36969 6.47511 6.48716 6.5071
5.27353 5.59761 5.85362 6.0448 6.16134 6.22942 6.25421 6.37449 6.48413 6.4886 6.51133
5.27307 5.49153 5.70713 5.88504 6.00391 6.07224 6.09969 6.22768 6.33736 6.33772 6.36495
5.28026 5.50036 5.71505 5.89408 6.00427 6.07281 6.10061 6.22288 6.33076 6.33624 6.36182
5.28018 5.48766 5.69347 5.86507 5.9797 6.04906 6.07388 6.19077 6.3001 6.309 6.33452
5.27495 5.50743 5.71523 5.88327 5.98869 6.06071 6.08301 6.20094 6.30947 6.31332 6.34407
5.27135 5.49906 5.70812 5.86771 5.97122 6.03967 6.06686 6.17883 6.2816 6.29725 6.32575
5.24362 5.47192 5.67019 5.8154 5.90974 5.97902 5.99893 6.10599 6.21191 6.22379 6.25308
5.23765 5.48493 5.68224 5.82715 5.93041 5.98968 6.01596 6.11629 6.21427 6.23642 6.24698
5.24204 5.46965 5.66172 5.7996 5.88944 5.94529 5.96592 6.0538 6.14778 6.17592 6.1933
5.26658 5.48632 5.68635 5.82415 5.91828 5.9821 6.00888 6.09341 6.17936 6.20654 6.22124
5.25063 5.45503 5.64422 5.77238 5.8611 5.91985 5.94335 6.02807 6.11207 6.1352 6.14777
5.24855 5.45367 5.63686 5.77317 5.87027 5.925 5.95015 6.04007 6.12664 6.15368 6.16893
5.10167 5.47098 5.71662 5.88553 5.99781 6.05575 6.09335 6.21133 6.30859 6.33733 6.35085
5.24538 5.42892 5.59796 5.73586 5.83677 5.9012 5.93385 6.02686 6.10896 6.13435 6.15139
5.25706 5.44166 5.61215 5.75111 5.84774 5.90968 5.94423 6.0425 6.12431 6.14632 6.16278
5.26847 5.427 5.592 5.72779 5.82084 5.88359 5.91478 6.0086 6.09155 6.11457 6.13035
5.2529 5.43381 5.59142 5.71218 5.79886 5.8588 5.88758 5.97941 6.06316 6.08722 6.10473
5.24923 5.44543 5.60949 5.73062 5.8133 5.87314 5.89934 5.98426 6.06485 6.08967 6.11074
5.25685 5.45894 5.62414 5.73792 5.81642 5.87301 5.90242 5.98566 6.06237 6.09478 6.11853
5.26052 5.44285 5.60152 5.71943 5.79844 5.85295 5.88291 5.97188 6.05178 6.08219 6.10341
5.26252 5.43454 5.59152 5.7117 5.79069 5.84818 5.88102 5.97847 6.05943 6.08395 6.10667
5.25199 5.43766 5.59734 5.71536 5.79316 5.85001 5.88601 5.98637 6.06627 6.0938 6.11313
5.23734 5.39412 5.53346 5.64061 5.71746 5.7764 5.81106 5.9069 5.98517 6.01371 6.03582
5.22566 5.41031 5.54957 5.65892 5.73284 5.79005 5.8225 5.92025 5.99925 6.02485 6.04674
5.20719 5.40211 5.54279 5.64081 5.71709 5.77616 5.80972 5.90395 5.98157 6.01088 6.0326
5.19274 5.41994 5.57935 5.69153 5.77264 5.83013 5.86141 5.9555 6.03534 6.06545 6.08836
5.19721 5.47768 5.6536 5.77131 5.85992 5.92129 5.95742 6.06472 6.14745 6.17503 6.20711
5.20771 5.48278 5.66515 5.79495 5.89237 5.95858 5.9993 6.10902 6.19151 6.22115 6.24688
5.16726 5.45805 5.63399 5.75228 5.84796 5.91368 5.9478 6.04908 6.13241 6.16121 6.18181
5.16979 5.46547 5.64958 5.77359 5.86932 5.93007 5.9607 6.06194 6.14646 6.17333 6.19531
5.17472 5.52852 5.75001 5.90692 6.02163 6.08172 6.11489 6.22258 6.3074 6.33128 6.35373
5.14435 5.52876 5.76603 5.92238 6.02243 6.08935 6.12952 6.24443 6.32757 6.349 6.36843
5.16576 5.49019 5.69973 5.84399 5.94745 6.0176 6.05861 6.17145 6.25391 6.27662 6.29379
5.17973 5.53243 5.75203 5.90034 6.0107 6.07519 6.11035 6.21863 6.30211 6.32416 6.34382
5.24266 5.57287 5.79594 5.94446 6.05022 6.11332 6.14784 6.2532 6.33621 6.35927 6.37708
5.23222 5.59896 5.83958 5.98656 6.09428 6.15613 6.18724 6.29328 6.37421 6.39283 6.41319
5.21788 5.54928 5.77211 5.90672 6.00024 6.05963 6.08866 6.18983 6.27152 6.29212 6.30749
5.26525 5.55276 5.76367 5.90641 6.00261 6.06002 6.08926 6.18436 6.26321 6.28675 6.30363
5.28226 5.57087 5.77881 5.91494 6.00593 6.05975 6.08232 6.1762 6.25631 6.27749 6.29864
5.27993 5.56486 5.78093 5.92071 6.01504 6.069 6.09408 6.18616 6.26551 6.28759 6.30616
5.2762 5.56404 5.77835 5.92081 6.01534 6.06915 6.09421 6.18477 6.26239 6.28414 6.3037
5.28293 5.5405 5.74476 5.88119 5.97358 6.02688 6.04785 6.13693 6.21641 6.23763 6.25999
5.3266 5.54401 5.74018 5.88293 5.97647 6.0299 6.05354 6.14124 6.2169 6.23807 6.25944
5.26009 5.58698 5.82689 5.98944 6.09293 6.15042 6.17762 6.26927 6.34313 6.36249 6.38614
5.26116 5.64965 5.90952 6.07502 6.18269 6.24735 6.28124 6.38473 6.45941 6.47328 6.49652
5.25511 5.63054 5.89109 6.05039 6.16005 6.22344 6.25629 6.3602 6.4365 6.45117 6.47164
5.25224 5.63229 5.90071 6.06221 6.17305 6.23767 6.27144 6.38183 6.46344 6.47536 6.49372
5.22026 5.63714 5.91826 6.08385 6.19774 6.25985 6.28863 6.40555 6.49108 6.50009 6.52231
5.24957 5.65165 5.9435 6.10841 6.22364 6.28677 6.31415 6.4271 6.51262 6.52111 6.54453
