     ID X1 X2 Z1  Z2    Z3   Z4 Z5 Z6   X3  Z7 Z8  Y  X4  X5 
   1344  0 1.  1 27.0  4.000  1  1 16. 12.5  4  4  0.  0.  1.                   
   1352  0 1.  0 37.0 15.000  1  5 14. 12.5  1  3  0.  0.  1.                   
   1358  0 1.  1 42.0  4.000  1  4 18. 20.0  5  5  0.  0.  1.                   
   1359  0 1.  0 32.0  4.000  1  2 14. 12.5  1  5  0.  0.  1.                   
   1361  0 1.  1 52.0 15.000  1  2 14. 40.0  7  4  0.  0.  1.                   
   1364  0 1.  0 22.0  1.500  0  2 16.  7.5  1  4  0.  0.  1.                   
   1368  0 1.  1 52.0 15.000  1  4 12. 12.5  2  4  0.  0.  1.                   
   1384  0 1.  0 22.0  0.417  0  3 17. 12.5  1  5  0.  0.  1.                   
   1390  0 1.  0 22.0  1.500  0  2 16.  7.5  5  5  0.  0.  1.                   
   1393  0 1.  1 27.0  4.000  1  4 20. 12.5  6  4  0.  0.  1.                   
   1394  0 1.  0 32.0 15.000  1  4 14. 12.5  1  5  0.  0.  1.                   
   1402  0 1.  0 27.0  1.500  0  2 16. 20.0  3  5  0.  0.  1.                   
   1407  0 1.  1 32.0  4.000  0  1 20. 20.0  6  5  0.  0.  1.                   
   1408  0 1.  1 37.0 15.000  1  3 20. 20.0  6  4  0.  0.  1.                   
   1412  0 1.  0 32.0 10.000  0  2 16. 20.0  6  5  0.  0.  1.                   
   1413  0 1.  0 32.0 10.000  1  5 14. 12.5  5  5  0.  0.  1.                   
   1416  0 1.  1 37.0  1.500  1  4 18.  7.5  5  3  0.  0.  1.                   
   1417  0 1.  1 32.0  1.500  0  2 18. 12.5  4  4  0.  0.  1.                   
   1418  0 1.  0 32.0 10.000  1  4 14. 12.5  1  4  0.  0.  1.                   
   1419  0 1.  0 47.0 15.000  1  4 18. 20.0  5  4  0.  0.  1.                   
   1420  0 1.  0 27.0 10.000  1  5 12.  7.5  1  5  0.  0.  1.                   
   1423  0 1.  1 27.0  4.000  1  3 16. 12.5  4  5  0.  0.  1.                   
   1424  0 1.  0 37.0 15.000  1  4 12. 12.5  4  2  0.  0.  1.                   
   1432  0 1.  0 27.0  0.750  0  4 16. 12.5  5  5  0.  0.  1.                   
   1433  0 1.  0 37.0 15.000  1  4 16.  7.5  1  5  0.  0.  1.                   
   1437  0 1.  0 32.0 15.000  1  3 16. 12.5  1  5  0.  0.  1.                   
   1438  0 1.  0 27.0 10.000  1  2 16.  7.5  1  5  0.  0.  1.                   
   1439  0 1.  1 27.0  7.000  0  2 20. 20.0  6  5  0.  0.  1.                   
   1446  0 1.  0 37.0 15.000  1  2 14. 20.0  1  3  0.  0.  1.                   
   1450  0 1.  1 27.0  1.500  1  2 17.  7.5  4  4  0.  0.  1.                   
   1451  0 1.  0 22.0  0.750  1  2 14. 12.5  1  5  0.  0.  1.                   
   1452  0 1.  1 22.0  4.000  1  4 14.  7.5  2  4  0.  0.  1.                   
   1453  0 1.  1 42.0  0.125  0  4 17. 12.5  6  4  0.  0.  1.                   
   1456  0 1.  1 27.0  1.500  1  4 18.  7.5  6  5  0.  0.  1.                   
   1464  0 1.  1 27.0  7.000  1  3 16. 12.5  6  3  0.  0.  1.                   
   1469  0 1.  0 52.0 15.000  1  4 14.  7.5  1  3  0.  0.  1.                   
   1473  0 1.  1 27.0  1.500  0  5 20.  7.5  5  2  0.  0.  1.                   
   1481  0 1.  0 27.0  1.500  0  2 16.  7.5  5  5  0.  0.  1.                   
   1482  0 1.  0 27.0  1.500  0  3 17. 12.5  5  5  0.  0.  1.                   
   1496  0 1.  1 22.0  0.125  0  5 16.  7.5  4  4  0.  0.  1.                   
   1497  0 1.  0 27.0  4.000  1  4 16.  7.5  1  5  0.  0.  1.                   
   1504  0 1.  0 27.0  4.000  1  4 12.  7.5  1  5  0.  0.  1.                   
   1513  0 1.  0 47.0 15.000  1  2 14. 40.0  5  5  0.  0.  1.                   
   1515  0 1.  0 32.0 15.000  1  3 14. 12.5  5  3  0.  0.  1.                   
   1534  0 1.  1 42.0  7.000  1  2 16. 12.5  5  5  0.  0.  1.                   
   1535  0 1.  1 22.0  0.750  0  4 16.  7.5  6  4  0.  0.  1.                   
   1536  0 1.  1 27.0  0.125  0  3 20.  7.5  6  5  0.  0.  1.                   
   1540  0 1.  1 32.0 10.000  1  3 20. 20.0  6  5  0.  0.  1.                   
   1551  0 1.  0 22.0  0.417  0  5 14. 12.5  4  5  0.  0.  1.                   
   1555  0 1.  0 47.0 15.000  1  5 14. 12.5  1  4  0.  0.  1.                   
   1557  0 1.  0 32.0 10.000  1  3 14. 40.0  1  5  0.  0.  1.                   
   1566  0 1.  1 57.0 15.000  1  4 17. 12.5  5  5  0.  0.  1.                   
   1567  0 1.  1 27.0  4.000  1  3 20. 12.5  6  5  0.  0.  1.                   
   1576  0 1.  0 32.0  7.000  1  4 17. 12.5  1  5  0.  0.  1.                   
   1584  0 1.  0 37.0 10.000  1  4 16. 40.0  1  5  0.  0.  1.                   
   1585  0 1.  0 32.0 10.000  1  1 18. 20.0  1  4  0.  0.  1.                   
   1590  0 1.  0 22.0  4.000  0  3 14.  7.5  1  4  0.  0.  1.                   
   1594  0 1.  0 27.0  7.000  1  4 14.  7.5  3  2  0.  0.  1.                   
   1595  0 1.  1 57.0 15.000  1  5 18. 20.0  5  2  0.  0.  1.                   
   1603  0 1.  1 32.0  7.000  1  2 18.  7.5  5  5  0.  0.  1.                   
   1608  0 1.  0 27.0  1.500  0  4 17.  7.5  1  3  0.  0.  1.                   
   1609  0 1.  1 22.0  1.500  0  4 14.  7.5  5  5  0.  0.  1.                   
   1615  0 1.  0 22.0  1.500  1  4 14.  4.0  5  4  0.  0.  1.                   
   1616  0 1.  0 32.0  7.000  1  3 16. 12.5  1  5  0.  0.  1.                   
   1617  0 1.  0 47.0 15.000  1  3 16. 20.0  5  4  0.  0.  1.                   
   1620  0 1.  0 22.0  0.750  0  3 16. 40.0  1  5  0.  0.  1.                   
   1621  0 1.  0 22.0  1.500  1  2 14.  7.5  5  5  0.  0.  1.                   
   1637  0 1.  0 27.0  4.000  1  1 16.  7.5  5  5  0.  0.  1.                   
   1638  0 1.  1 52.0 15.000  1  4 16. 20.0  5  5  0.  0.  1.                   
   1650  0 1.  1 32.0 10.000  1  4 20. 40.0  6  5  0.  0.  1.                   
   1654  0 1.  1 47.0 15.000  1  4 16. 20.0  6  4  0.  0.  1.                   
   1665  0 1.  0 27.0  7.000  1  2 14.  7.5  1  2  0.  0.  1.                   
   1670  0 1.  0 22.0  1.500  0  4 14. 20.0  4  5  0.  0.  1.                   
   1671  0 1.  0 32.0 10.000  1  2 16. 20.0  5  4  0.  0.  1.                   
   1675  0 1.  0 22.0  0.750  0  2 16. 12.5  5  4  0.  0.  1.                   
   1688  0 1.  0 22.0  1.500  0  2 16. 12.5  5  5  0.  0.  1.                   
   1691  0 1.  0 42.0 15.000  1  3 18. 20.0  6  4  0.  0.  1.                   
   1695  0 1.  0 27.0  7.000  1  5 14. 20.0  4  5  0.  0.  1.                   
   1698  0 1.  1 42.0 15.000  1  4 16. 20.0  4  4  0.  0.  1.                   
   1704  0 1.  0 57.0 15.000  1  3 18. 20.0  5  2  0.  0.  1.                   
   1705  0 1.  1 42.0 15.000  1  3 18. 12.5  6  2  0.  0.  1.                   
   1711  0 1.  0 32.0  7.000  1  2 14.  7.5  1  2  0.  0.  1.                   
   1719  0 1.  1 22.0  4.000  0  5 12.  7.5  4  5  0.  0.  1.                   
   1723  0 1.  0 22.0  1.500  0  1 16.  7.5  6  5  0.  0.  1.                   
   1726  0 1.  0 22.0  0.750  0  1 14.  7.5  4  5  0.  0.  1.                   
   1749  0 1.  0 32.0 15.000  1  4 12. 20.0  1  5  0.  0.  1.                   
   1752  0 1.  1 22.0  1.500  0  2 18. 12.5  5  3  0.  0.  1.                   
   1754  0 1.  1 27.0  4.000  1  5 17.  7.5  2  5  0.  0.  1.                   
   1758  0 1.  0 27.0  4.000  1  4 12.  7.5  1  5  0.  0.  1.                   
   1761  0 1.  1 42.0 15.000  1  5 18.  7.5  5  4  0.  0.  1.                   
   1773  0 1.  1 32.0  1.500  0  2 20. 20.0  7  3  0.  0.  1.                   
   1775  0 1.  1 57.0 15.000  0  4  9.  7.5  3  1  0.  0.  1.                   
   1786  0 1.  1 37.0  7.000  0  4 18. 12.5  5  5  0.  0.  1.                   
   1793  0 1.  1 52.0 15.000  1  2 17. 20.0  5  4  0.  0.  1.                   
   1799  0 1.  1 47.0 15.000  1  4 17. 20.0  6  5  0.  0.  1.                   
   1803  0 1.  0 27.0  7.000  0  2 17. 20.0  5  4  0.  0.  1.                   
   1806  0 1.  0 27.0  7.000  1  4 14. 40.0  5  5  0.  0.  1.                   
   1807  0 1.  0 22.0  4.000  0  2 14. 12.5  3  3  0.  0.  1.                   
   1808  0 1.  1 37.0  7.000  1  2 20. 40.0  6  5  0.  0.  1.                   
   1814  0 1.  1 27.0  7.000  0  4 12.  7.5  4  3  0.  0.  1.                   
   1815  0 1.  1 42.0 10.000  1  4 18. 40.0  6  4  0.  0.  1.                   
   1818  0 1.  0 22.0  1.500  0  3 14.  7.5  1  5  0.  0.  1.                   
   1827  0 1.  0 22.0  4.000  1  2 14. 12.5  1  3  0.  0.  1.                   
   1834  0 1.  0 57.0 15.000  0  4 20. 20.0  6  5  0.  0.  1.                   
   1835  0 1.  1 37.0 15.000  1  4 14. 12.5  4  3  0.  0.  1.                   
   1843  0 1.  0 27.0  7.000  1  3 18. 12.5  5  5  0.  0.  1.                   
   1846  0 1.  0 17.5 10.000  0  4 14. 20.0  4  5  0.  0.  1.                   
   1850  0 1.  1 22.0  4.000  1  4 16. 12.5  5  5  0.  0.  1.                   
   1851  0 1.  0 27.0  4.000  1  2 16. 12.5  1  4  0.  0.  1.                   
   1854  0 1.  0 37.0 15.000  1  2 14. 12.5  5  1  0.  0.  1.                   
   1859  0 1.  0 22.0  1.500  0  5 14.  4.0  1  4  0.  0.  1.                   
   1861  0 1.  1 27.0  7.000  1  2 20.  7.5  5  4  0.  0.  1.                   
   1866  0 1.  1 27.0  4.000  1  4 14.  7.5  5  5  0.  0.  1.                   
   1873  0 1.  1 22.0  0.125  0  1 16.  7.5  3  5  0.  0.  1.                   
   1875  0 1.  0 27.0  7.000  1  4 14. 20.0  1  4  0.  0.  1.                   
   1885  0 1.  0 32.0 15.000  1  5 16. 12.5  5  3  0.  0.  1.                   
   1892  0 1.  1 32.0 10.000  1  4 18. 12.5  5  4  0.  0.  1.                   
   1895  0 1.  0 32.0 15.000  1  2 14.  7.5  3  4  0.  0.  1.                   
   1896  0 1.  0 22.0  1.500  0  3 17.  7.5  5  5  0.  0.  1.                   
   1897  0 1.  1 27.0  4.000  1  4 17.  7.5  4  4  0.  0.  1.                   
   1899  0 1.  0 52.0 15.000  1  5 14. 12.5  1  5  0.  0.  1.                   
   1904  0 1.  0 27.0  7.000  1  2 12. 20.0  1  2  0.  0.  1.                   
   1905  0 1.  0 27.0  7.000  1  3 12. 12.5  1  4  0.  0.  1.                   
   1908  0 1.  0 42.0 15.000  1  2 14. 20.0  1  4  0.  0.  1.                   
   1916  0 1.  0 42.0 15.000  1  4 14. 20.0  5  4  0.  0.  1.                   
   1918  0 1.  1 27.0  7.000  1  4 14.  7.5  3  3  0.  0.  1.                   
   1920  0 1.  1 27.0  7.000  1  2 20. 20.0  6  2  0.  0.  1.                   
   1930  0 1.  0 42.0 15.000  1  3 12. 20.0  3  3  0.  0.  1.                   
   1940  0 1.  1 27.0  4.000  1  3 16.  7.5  3  5  0.  0.  1.                   
   1947  0 1.  0 27.0  7.000  1  3 14. 40.0  1  4  0.  0.  1.                   
   1949  0 1.  0 22.0  1.500  0  2 14. 12.5  4  5  0.  0.  1.                   
   1951  0 1.  0 27.0  4.000  1  4 14. 12.5  1  4  0.  0.  1.                   
   1952  0 1.  0 22.0  4.000  0  4 14.  4.0  5  5  0.  0.  1.                   
   1960  0 1.  0 22.0  1.500  0  2 16. 20.0  4  5  0.  0.  1.                   
   9001  0 1.  1 47.0 15.000  0  4 14. 12.5  5  4  0.  0.  1.                   
   9012  0 1.  1 37.0 10.000  1  2 18. 12.5  6  2  0.  0.  1.                   
   9023  0 1.  1 37.0 15.000  1  3 17. 40.0  5  4  0.  0.  1.                   
   9029  0 1.  0 27.0  4.000  1  2 16.  7.5  1  4  0.  0.  1.                   
      6  3 1.  1 27.0  1.500  0  3 18. 20.0  4  4  3.  0.  1.                   
     12  3 1.  0 27.0  4.000  1  3 17. 12.5  1  5  3.  0.  1.                   
     43  4 1.  1 37.0 15.000  1  5 18. 12.5  6  2  7.  0.  1.                   
     53  6 1.  0 32.0 10.000  1  3 17. 40.0  5  2 12.  0.  1.                   
     67  1 1.  1 22.0  0.125  0  4 16. 20.0  5  5  1.  0.  1.                   
     79  1 1.  0 22.0  1.500  1  2 14.  4.0  1  5  1.  0.  1.                   
    122  6 1.  1 37.0 15.000  1  4 14.  7.5  5  2 12.  0.  1.                   
    126  4 1.  0 22.0  1.500  0  2 14.  4.0  3  4  7.  0.  1.                   
    133  2 1.  1 37.0 15.000  1  2 18. 20.0  6  4  2.  0.  1.                   
    138  3 1.  0 32.0 15.000  1  4 12. 12.5  3  2  3.  0.  1.                   
    154  1 1.  0 37.0 15.000  1  4 14. 12.5  4  2  1.  0.  1.                   
    159  4 1.  0 42.0 15.000  1  3 17. 40.0  1  4  7.  0.  1.                   
    174  6 1.  0 42.0 15.000  1  5  9. 12.5  4  1 12.  0.  1.                   
    176  5 1.  1 37.0 10.000  1  2 20. 40.0  6  2 12.  0.  1.                   
    181  6 1.  0 32.0 15.000  1  3 14. 12.5  1  2 12.  0.  1.                   
    182  3 1.  1 27.0  4.000  0  1 18.  7.5  6  5  3.  0.  1.                   
    186  4 1.  1 37.0 10.000  1  2 18. 40.0  7  3  7.  0.  1.                   
    189  4 1.  0 27.0  4.000  0  3 17.  7.5  5  5  7.  0.  1.                   
    204  1 1.  1 42.0 15.000  1  4 16. 20.0  5  5  1.  0.  1.                   
    215  1 1.  0 47.0 15.000  1  5 14. 12.5  4  5  1.  0.  1.                   
    232  4 1.  0 27.0  4.000  1  3 18. 12.5  5  4  7.  0.  1.                   
    233  1 1.  0 27.0  7.000  1  5 14.  4.0  1  4  1.  0.  1.                   
    252  6 1.  1 27.0  1.500  1  3 17. 20.0  5  4 12.  0.  1.                   
    253  5 1.  0 27.0  7.000  1  4 14. 12.5  6  2 12.  0.  1.                   
    274  3 1.  0 42.0 15.000  1  4 16. 20.0  5  4  3.  0.  1.                   
    275  4 1.  0 27.0 10.000  1  4 12. 12.5  7  3  7.  0.  1.                   
    287  1 1.  1 27.0  1.500  0  2 18. 12.5  5  2  1.  0.  1.                   
    288  1 1.  1 32.0  4.000  0  4 20. 20.0  6  4  1.  0.  1.                   
    325  1 1.  0 27.0  7.000  1  3 14.  7.5  1  3  1.  0.  1.                   
    328  3 1.  0 32.0 10.000  1  4 14.  7.5  1  4  3.  0.  1.                   
    344  3 1.  1 27.0  4.000  1  2 18. 12.5  7  2  3.  0.  1.                   
    353  1 1.  0 17.5  0.750  0  5 14.  7.5  4  5  1.  0.  1.                   
    354  1 1.  0 32.0 10.000  1  4 18. 20.0  1  5  1.  0.  1.                   
    367  4 1.  0 32.0  7.000  1  2 17. 20.0  6  4  7.  0.  1.                   
    369  4 1.  1 37.0 15.000  1  2 20. 20.0  6  4  7.  0.  1.                   
    390  4 1.  0 37.0 10.000  0  1 20. 20.0  5  3  7.  0.  1.                   
    392  5 1.  0 32.0 10.000  1  2 16. 12.5  5  5 12.  0.  1.                   
    423  4 1.  1 52.0 15.000  1  2 20. 40.0  6  4  7.  0.  1.                   
    432  4 1.  0 42.0 15.000  1  1 12. 12.5  1  3  7.  0.  1.                   
    436  1 1.  1 52.0 15.000  1  2 20. 40.0  6  3  1.  0.  1.                   
    483  2 1.  1 37.0 15.000  1  3 18. 12.5  6  5  2.  0.  1.                   
    513  5 1.  0 22.0  4.000  0  3 12. 12.5  3  4 12.  0.  1.                   
    516  6 1.  1 27.0  7.000  1  1 18. 12.5  6  2 12.  0.  1.                   
    518  1 1.  1 27.0  4.000  1  3 18. 12.5  5  5  1.  0.  1.                   
    520  7 1.  1 47.0 15.000  1  4 17. 12.5  6  5 12.  0.  1.                   
    526  6 1.  0 42.0 15.000  1  4 12. 20.0  1  1 12.  0.  1.                   
    528  4 1.  1 27.0  4.000  0  3 14.  7.5  3  4  7.  0.  1.                   
    553  4 1.  0 32.0  7.000  1  4 18. 12.5  4  5  7.  0.  1.                   
    576  1 1.  1 32.0  0.417  1  3 12.  7.5  3  4  1.  0.  1.                   
    611  3 1.  1 47.0 15.000  1  5 16. 12.5  5  4  3.  0.  1.                   
    625  5 1.  1 37.0 15.000  1  2 20. 40.0  5  4 12.  0.  1.                   
    635  4 1.  1 22.0  4.000  1  2 17.  7.5  6  4  7.  0.  1.                   
    646  1 1.  1 27.0  4.000  0  2 14. 12.5  4  5  1.  0.  1.                   
    657  4 1.  0 52.0 15.000  1  5 16. 12.5  1  3  7.  0.  1.                   
    659  1 1.  1 27.0  4.000  0  3 14. 12.5  3  3  1.  0.  1.                   
    666  1 1.  0 27.0 10.000  1  4 16. 12.5  1  4  1.  0.  1.                   
    679  1 1.  1 32.0  7.000  1  3 14. 20.0  7  4  1.  0.  1.                   
    729  4 1.  1 32.0  7.000  1  2 18. 20.0  4  1  7.  0.  1.                   
    755  3 1.  1 22.0  1.500  0  1 14. 20.0  3  2  3.  0.  1.                   
    758  4 1.  1 22.0  4.000  1  3 18. 12.5  6  4  7.  0.  1.                   
    770  4 1.  1 42.0 15.000  1  4 20. 40.0  6  4  7.  0.  1.                   
    786  2 1.  0 57.0 15.000  1  1 18. 40.0  5  4  2.  0.  1.                   
    797  4 1.  0 32.0  4.000  1  3 18. 12.5  5  2  7.  0.  1.                   
    811  1 1.  1 27.0  4.000  1  1 16. 20.0  4  4  1.  0.  1.                   
    834  4 1.  1 32.0  7.000  1  4 16. 12.5  1  4  7.  0.  1.                   
    858  2 1.  1 57.0 15.000  1  1 17. 20.0  4  4  2.  0.  1.                   
    885  4 1.  0 42.0 15.000  1  4 14. 20.0  5  2  7.  0.  1.                   
    893  4 1.  1 37.0 10.000  1  1 18. 12.5  5  3  7.  0.  1.                   
    927  3 1.  1 42.0 15.000  1  3 17. 12.5  6  1  3.  0.  1.                   
    928  1 1.  0 52.0 15.000  1  3 14. 12.5  4  4  1.  0.  1.                   
    933  2 1.  0 27.0  7.000  1  3 17. 12.5  5  3  2.  0.  1.                   
    951  6 1.  1 32.0  7.000  1  2 12. 20.0  4  2 12.  0.  1.                   
    968  1 1.  1 22.0  4.000  0  4 14.  7.5  2  5  1.  0.  1.                   
    972  3 1.  1 27.0  7.000  1  3 18. 12.5  6  4  3.  0.  1.                   
    975  6 1.  0 37.0 15.000  1  1 18. 12.5  5  5 12.  0.  1.                   
    977  4 1.  0 32.0 15.000  1  3 17. 20.0  1  3  7.  0.  1.                   
    981  4 1.  0 27.0  7.000  0  2 17. 20.0  5  5  7.  0.  1.                   
    986  1 1.  0 32.0  7.000  1  3 17. 12.5  5  3  1.  0.  1.                   
   1002  1 1.  1 32.0  1.500  1  2 14.  7.5  2  4  1.  0.  1.                   
   1007  6 1.  0 42.0 15.000  1  4 14. 12.5  1  2 12.  0.  1.                   
   1011  4 1.  1 32.0 10.000  1  3 14. 20.0  5  4  7.  0.  1.                   
   1035  4 1.  1 37.0  4.000  1  1 20. 20.0  6  3  7.  0.  1.                   
   1050  1 1.  0 27.0  4.000  1  2 16. 12.5  5  3  1.  0.  1.                   
   1056  5 1.  0 42.0 15.000  1  3 14. 20.0  4  3 12.  0.  1.                   
   1057  1 1.  1 27.0 10.000  1  5 20. 20.0  6  5  1.  0.  1.                   
   1075  6 1.  1 37.0 10.000  1  2 20. 40.0  6  2 12.  0.  1.                   
   1080  6 1.  0 27.0  7.000  1  1 14. 12.5  3  3 12.  0.  1.                   
   1125  3 1.  0 27.0  7.000  1  4 12.  7.5  1  2  3.  0.  1.                   
   1131  3 1.  1 32.0 10.000  1  2 14. 12.5  4  4  3.  0.  1.                   
   1138  7 1.  0 17.5  0.750  1  2 12.  7.5  1  3 12.  0.  1.                   
   1150  5 1.  0 32.0 15.000  1  3 18. 40.0  5  4 12.  0.  1.                   
   1163  2 1.  0 22.0  7.000  0  4 14. 20.0  4  3  2.  0.  1.                   
   1169  1 1.  1 32.0  7.000  1  4 20. 20.0  6  5  1.  0.  1.                   
   1198  4 1.  1 27.0  4.000  1  2 18. 12.5  6  2  7.  0.  1.                   
   1204  1 1.  0 22.0  1.500  1  5 14.  7.5  5  3  1.  0.  1.                   
   1218  7 1.  0 32.0 15.000  0  3 17.  7.5  5  1 12.  0.  1.                   
   1230  5 1.  0 42.0 15.000  1  2 12. 20.0  1  2 12.  0.  1.                   
   1236  4 1.  1 42.0 15.000  1  3 20. 40.0  5  4  7.  0.  1.                   
   1247  6 1.  1 32.0 10.000  0  2 18. 20.0  4  2 12.  0.  1.                   
   1259  5 1.  0 32.0 15.000  1  3  9. 12.5  1  1 12.  0.  1.                   
   1294  4 1.  1 57.0 15.000  1  5 20. 12.5  4  5  7.  0.  1.                   
   1353  5 1.  1 47.0 15.000  1  4 20. 40.0  6  4 12.  0.  1.                   
   1370  2 1.  0 42.0 15.000  1  2 17. 20.0  6  3  2.  0.  1.                   
   1427  6 1.  1 37.0 15.000  1  3 17. 40.0  6  3 12.  0.  1.                   
   1445  5 1.  1 37.0 15.000  1  5 17. 12.5  5  2 12.  0.  1.                   
   1460  4 1.  1 27.0 10.000  1  2 20. 12.5  6  4  7.  0.  1.                   
   1480  2 1.  1 37.0 15.000  1  2 16. 20.0  5  4  2.  0.  1.                   
   1505  6 1.  0 32.0 15.000  1  1 14. 20.0  5  2 12.  0.  1.                   
   1543  4 1.  1 32.0 10.000  1  3 17.  7.5  6  3  7.  0.  1.                   
   1548  2 1.  1 37.0 15.000  1  4 18. 12.5  5  1  2.  0.  1.                   
   1550  4 1.  0 27.0  1.500  0  2 17. 12.5  5  5  7.  0.  1.                   
   1561  3 1.  0 47.0 15.000  1  2 17. 20.0  5  2  3.  0.  1.                   
   1564  6 1.  1 37.0 15.000  1  2 17. 20.0  5  4 12.  0.  1.                   
   1573  5 1.  0 27.0  4.000  0  2 14. 20.0  5  5 12.  0.  1.                   
   1575  2 1.  0 27.0 10.000  1  4 14. 12.5  1  5  2.  0.  1.                   
   1599  1 1.  0 22.0  4.000  1  3 16. 12.5  1  3  1.  0.  1.                   
   1622  6 1.  1 52.0  7.000  0  4 16.  7.5  5  5 12.  0.  1.                   
   1629  2 1.  0 27.0  4.000  1  1 16.  7.5  3  5  2.  0.  1.                   
   1664  4 1.  0 37.0 15.000  1  2 17. 40.0  6  4  7.  0.  1.                   
   1669  2 1.  0 27.0  4.000  0  1 17.  4.0  3  1  2.  0.  1.                   
   1674  7 1.  0 17.5  0.750  1  2 12.  7.5  3  5 12.  0.  1.                   
   1682  4 1.  0 32.0 15.000  1  5 18. 12.5  5  4  7.  0.  1.                   
   1685  4 1.  0 22.0  4.000  0  1 16.  7.5  3  5  7.  0.  1.                   
   1697  2 1.  1 32.0  4.000  1  4 18. 20.0  6  4  2.  0.  1.                   
   1716  1 1.  0 22.0  1.500  1  3 18. 20.0  5  2  1.  0.  1.                   
   1730  3 1.  0 42.0 15.000  1  2 17. 40.0  5  4  3.  0.  1.                   
   1731  1 1.  1 32.0  7.000  1  4 16. 12.5  4  4  1.  0.  1.                   
   1732  5 1.  1 37.0 15.000  0  3 14. 20.0  6  2 12.  0.  1.                   
   1743  1 1.  1 42.0 15.000  1  3 16. 40.0  6  3  1.  0.  1.                   
   1751  1 1.  1 27.0  4.000  1  1 18.  7.5  5  4  1.  0.  1.                   
   1757  2 1.  1 37.0 15.000  1  4 20. 40.0  7  3  2.  0.  1.                   
   1763  4 1.  1 37.0 15.000  1  3 20. 40.0  6  4  7.  0.  1.                   
   1766  3 1.  1 22.0  1.500  0  2 12. 12.5  3  3  3.  0.  1.                   
   1772  3 1.  1 32.0  4.000  1  3 20. 20.0  6  2  3.  0.  1.                   
   1776  2 1.  1 32.0 15.000  1  5 20. 20.0  6  5  2.  0.  1.                   
   1782  5 1.  0 52.0 15.000  1  1 18. 40.0  5  5 12.  0.  1.                   
   1784  5 1.  1 47.0 15.000  0  1 18. 40.0  6  5 12.  0.  1.                   
   1791  3 1.  0 32.0 15.000  1  4 16. 12.5  4  4  3.  0.  1.                   
   1831  4 1.  0 32.0 15.000  1  3 14. 12.5  3  2  7.  0.  1.                   
   1840  4 1.  0 27.0  7.000  1  4 16. 20.0  1  2  7.  0.  1.                   
   1844  5 1.  1 42.0 15.000  1  3 18. 12.5  6  2 12.  0.  1.                   
   1856  4 1.  0 42.0 15.000  1  2 14. 12.5  3  2  7.  0.  1.                   
   1876  5 1.  1 27.0  7.000  1  2 17. 12.5  5  4 12.  0.  1.                   
   1929  3 1.  1 32.0 10.000  1  4 14.  7.5  4  3  3.  0.  1.                   
   1935  4 1.  1 47.0 15.000  1  3 16. 20.0  4  2  7.  0.  1.                   
   1938  1 1.  1 22.0  1.500  1  1 12.  7.5  2  5  1.  0.  1.                   
   1941  4 1.  0 32.0 10.000  1  2 18.  7.5  5  4  7.  0.  1.                   
   1954  2 1.  1 32.0 10.000  1  2 17. 20.0  6  5  2.  0.  1.                   
   1959  2 1.  1 22.0  7.000  1  3 18. 20.0  6  2  2.  0.  1.                   
   9010  1 1.  0 32.0 15.000  1  3 14. 40.0  1  5  1.  0.  1.                   
