stf	 ctyf	countyNm	 stateAb	 totPop	 hHolds	 land	 lat	 lon
30	2300	Deer Lodge         	MT	10278	4830	1908668	46065829	-113083591
30	2500	Fallon             	MT	3103	1525	4196756	46353610	-104411006
30	2700	Fergus             	MT	12083	5732	11238831	47261544	-109222007
30	2900	Flathead           	MT	59218	26979	13205363	48290827	-114018737
30	3100	Gallatin           	MT	50463	21350	6492751	45558050	-111173513
30	3300	Garfield           	MT	1589	924	12090575	47281724	-106988817
30	3500	Glacier            	MT	12121	4797	7756401	48700101	-113018618
30	3700	Golden Valley      	MT	912	432	3044098	46383489	-109167474
30	3900	Granite            	MT	2548	1924	4474278	46420433	-113447006
30	4100	Hill               	MT	17654	7345	7501630	48628363	-110105620
30	4300	Jefferson          	MT	7939	3302	4290854	46177484	-112105376
30	4500	Judith Basin       	MT	2282	1346	4843006	47039981	-110264795
30	4700	Lake               	MT	21041	10972	3868988	47649672	-114089308
30	4900	Lewis and Clark    	MT	47495	21412	8964069	47113693	-112377040
30	5100	Liberty            	MT	2295	1007	3703185	48548886	-111025195
30	5300	Lincoln            	MT	17481	8002	9357126	48536231	-115409389
30	5700	Madison            	MT	5989	3902	9289369	45295889	-111921615
30	5500	McCone             	MT	2276	1161	6844330	47648986	-105801536
30	5900	Meagher            	MT	1819	1259	6194894	46591535	-110863671
30	6100	Mineral            	MT	3315	1635	3159462	47145251	-114980755
30	6300	Missoula           	MT	78687	33466	6729378	47040995	-113925449
30	6500	Musselshell        	MT	4106	2183	4835991	46485719	-108400176
30	6700	Park               	MT	14562	6926	6879458	45498332	-110520919
30	6900	Petroleum          	MT	519	293	4283690	47107453	-108261794
30	7100	Phillips           	MT	5163	2765	13312287	48261632	-107923371
30	7300	Pondera            	MT	6433	2618	4207890	48235385	-112219495
30	7500	Powder River       	MT	2090	1096	8539916	45382303	-105635985
30	7700	Powell             	MT	6620	2835	6024256	46850339	-112941271
30	7900	Prairie            	MT	1383	749	4497808	46853428	-105372898
30	8100	Ravalli            	MT	25010	11099	6201232	46084852	-114123057
30	8300	Richland           	MT	10716	4825	5397953	47785458	-104561134
30	8500	Roosevelt          	MT	10999	4265	6101141	48295252	-105028698
30	8700	Rosebud            	MT	10505	4251	12982088	46225806	-106724398
30	8900	Sanders            	MT	8669	4335	7154311	47662121	-115131116
30	9100	Sheridan           	MT	4732	2417	4342525	48726701	-104499894
30	9300	Silver Bow         	MT	33941	15474	1860457	45895956	-112657607
30	9500	Stillwater         	MT	6536	3291	4648352	45674109	-109388807
30	9700	Sweet Grass        	MT	3154	1639	4804921	45814066	-109943376
30	9900	Teton              	MT	6271	2725	5886040	47847993	-112233119
30	10100	Toole              	MT	5046	2354	4949252	48651037	-111688806
30	10300	Treasure           	MT	874	448	2535352	46203050	-107265838
30	10500	Valley             	MT	8239	5304	12745224	48355507	-106662747
30	10700	Wheatland          	MT	2246	1129	3686033	46471388	-109844224
30	10900	Wibaux             	MT	1191	563	2303399	46961901	-104247312
30	11100	Yellowstone        	MT	113419	48781	6825201	45935286	-108271738
30	11300	Yellowstone National Park 	MT	52	46	635569	45003546	-110800812
31	100	Adams              	NE	29625	12491	1459299	40522949	-98500336
31	300	Antelope           	NE	7965	3478	2219960	42177729	-98071526
31	500	Arthur             	NE	462	242	1852923	41571593	-101696308
31	700	Banner             	NE	852	366	1932854	41542897	-103715292
31	900	Blaine             	NE	675	381	1840950	41926015	-99982857
31	1100	Boone              	NE	6667	2878	1778660	41704716	-98062779
31	1300	Box Butte          	NE	13130	5534	2785215	42212616	-103082184
31	1500	Boyd               	NE	2835	1538	1398842	42895962	-98771709
31	1700	Brown              	NE	3657	1950	3163311	42444768	-99934182
31	1900	Buffalo            	NE	37447	14538	2507309	40855145	-99074484
31	2100	Burt               	NE	7868	3740	1276327	41854198	-96321473
31	2300	Butler             	NE	8601	3801	1511553	41222404	-97132889
31	2500	Cass               	NE	21318	8951	1448590	40913350	-96139040
31	2700	Cedar              	NE	10131	4149	1917313	42598006	-97249480
31	2900	Chase              	NE	4381	2011	2316838	40530396	-101693797
31	3100	Cherry             	NE	6307	3023	15438333	42542920	-101118780
31	3300	Cheyenne           	NE	9494	4345	3098767	41219076	-102987292
31	3500	Clay               	NE	7123	3173	1484239	40523721	-98050624
31	3700	Colfax             	NE	9139	3971	1070104	41576169	-97087884
31	3900	Cuming             	NE	10117	4132	1481581	41916354	-96788372
31	4100	Custer             	NE	12270	5728	6671414	41393949	-99726684
31	4300	Dakota             	NE	16742	6486	683666	42386954	-96563184
31	4500	Dawes              	NE	9021	3909	3616369	42708785	-103135769
31	4700	Dawson             	NE	19940	9021	2623515	40865893	-99814525
31	4900	Deuel              	NE	2237	1075	1139440	41112913	-102332034
31	5100	Dixon              	NE	6143	2613	1233915	42499308	-96868503
31	5300	Dodge              	NE	34500	14601	1384302	41576222	-96645203
31	5500	Douglas            	NE	416444	172335	857386	41299500	-96147377
31	5700	Dundy              	NE	2582	1326	2382552	40181944	-101689773
31	5900	Fillmore           	NE	7103	3102	1493130	40524934	-97596394
31	6100	Franklin           	NE	3938	1950	1491692	40183163	-98947494
31	6300	Frontier           	NE	3101	1565	2524195	40526950	-100388095
31	6500	Furnas             	NE	5553	2905	1859908	40173412	-99914748
31	6700	Gage               	NE	22794	9735	2215327	40265089	-96693473
31	6900	Garden             	NE	2460	1343	4414785	41622037	-102343512
31	7100	Garfield           	NE	2141	1021	1476440	41894206	-98982410
31	7300	Gosper             	NE	1928	1212	1186737	40503632	-99823186
31	7500	Grant              	NE	769	425	2010540	41917324	-101743191
31	7700	Greeley            	NE	3006	1284	1475975	41562536	-98515411
31	7900	Hall               	NE	48925	19528	1415271	40865863	-98502417
31	8100	Hamilton           	NE	8862	3589	1408135	40876629	-98021026
31	8300	Harlan             	NE	3810	2409	1431662	40173713	-99398844
31	8500	Hayes              	NE	1222	583	1847054	40527028	-101059564
31	8700	Hitchcock          	NE	3750	1873	1839106	40176232	-101040424
31	8900	Holt               	NE	12599	5472	6249184	42460207	-98784402
31	9100	Hooker             	NE	793	433	1867898	41888368	-101141252
31	9300	Howard             	NE	6055	2598	1474999	41219061	-98517751
31	9500	Jefferson          	NE	8759	4082	1484202	40168316	-97145681
31	9700	Johnson            	NE	4673	2153	974294	40396310	-96266085
31	9900	Kearney            	NE	6629	2756	1336581	40506230	-98946238
31	10100	Keith              	NE	8584	4938	2748863	41197112	-101662464
31	10300	Keya Paha          	NE	1029	584	2002893	42877726	-99719073
31	10500	Kimball            	NE	4108	1967	2465148	41199445	-103710823
31	10700	Knox               	NE	9534	4799	2870259	42634373	-97880665
31	10900	Lancaster          	NE	213641	86734	2172717	40784048	-96688565
31	11100	Lincoln            	NE	32508	14210	6641193	41051988	-100745234
31	11300	Logan              	NE	878	387	1478148	41555666	-100476018
31	11500	Loup               	NE	683	399	1475648	41933135	-99447237
31	11900	Madison            	NE	32655	13069	1483088	41921863	-97599502
31	11700	McPherson          	NE	546	257	2224862	41569659	-101059600
31	12100	Merrick            	NE	8042	3533	1255239	41169317	-98030128
31	12300	Morrill            	NE	5423	2530	3687802	41694377	-103012837
31	12500	Nance              	NE	4275	1807	1143095	41394246	-97994262
31	12700	Nemaha             	NE	7980	3432	1060138	40386734	-95847155
31	12900	Nuckolls           	NE	5786	2699	1490143	40176562	-98046375
31	13100	Otoe               	NE	14252	6137	1595066	40652199	-96135761
31	13300	Pawnee             	NE	3317	1674	1118142	40130088	-96239620
31	13500	Perkins            	NE	3367	1537	2287412	40841741	-101656066
31	13700	Phelps             	NE	9715	4084	1398579	40508945	-99409499
31	13900	Pierce             	NE	7827	3177	1486572	42271341	-97610610
31	14100	Platte             	NE	29820	11716	1756204	41568353	-97525384
31	14300	Polk               	NE	5675	2742	1137320	41188157	-97570500
31	14500	Red Willow         	NE	11705	5279	1856172	40176191	-100479004
31	14700	Richardson         	NE	9937	4704	1433503	40123823	-95718299
31	14900	Rock               	NE	2019	1001	2612047	42418278	-99453634
31	15100	Saline             	NE	12715	5299	1490180	40531349	-97142311
31	15300	Sarpy              	NE	102583	35994	623339	41114000	-96110088
31	15500	Saunders           	NE	18285	7594	1953021	41225722	-96633759
31	15700	Scotts Bluff       	NE	36025	15514	1914913	41850278	-103708714
31	15900	Seward             	NE	15450	5908	1488682	40872125	-97140386
31	16100	Sheridan           	NE	6750	3211	6322651	42497280	-102434459
31	16300	Sherman            	NE	3718	1874	1465615	41222173	-98973058
31	16500	Sioux              	NE	1549	869	5352749	42480782	-103771264
31	16700	Stanton            	NE	6244	2355	1113317	41922034	-97190405
31	16900	Thayer             	NE	6635	3017	1488162	40176274	-97594321
31	17100	Thomas             	NE	851	404	1846410	41918002	-100582468
31	17300	Thurston           	NE	6936	2548	1020035	42157066	-96550403
31	17500	Valley             	NE	5169	2469	1471470	41570138	-98977427
31	17700	Washington         	NE	16607	6378	1011350	41527246	-96223083
31	17900	Wayne              	NE	9364	3517	1148584	42213805	-97124769
31	18100	Webster            	NE	4279	2048	1489010	40178054	-98497844
31	18300	Wheeler            	NE	948	561	1489765	41917999	-98525297
31	18500	York               	NE	14428	5861	1491025	40872110	-97596756
32	51000	Carson City               	NV	40443	16628	371791	39148328	-119743243
32	100	Churchill          	NV	17938	7290	12767003	39602421	-118340938
32	300	Clark              	NV	741459	317188	20488726	36201751	-115022815
32	500	Douglas            	NV	27637	14121	1838553	38916313	-119613672
32	700	Elko               	NV	33530	13461	44500241	41131015	-115354139
32	900	Esmeralda          	NV	1344	966	9294709	37785829	-117632074
32	1100	Eureka             	NV	1547	817	10815752	39978797	-116269805
32	1300	Humboldt           	NV	12844	5044	24989223	41411069	-118116900
32	1500	Lander             	NV	6266	2586	14228283	39945697	-117026495
32	1700	Lincoln            	NV	3775	1800	27543838	37641515	-114875416
32	1900	Lyon               	NV	20001	8722	5163887	39012903	-119192374
32	2100	Mineral            	NV	6475	2994	9729638	38541887	-118427922
32	2300	Nye                	NV	17781	8073	47001352	38049845	-116451089
32	2700	Pershing           	NV	4336	1908	15563591	40445544	-118403097
32	2900	Storey             	NV	2526	1085	682368	39446885	-119534827
32	3100	Washoe             	NV	254667	112193	16426998	40634414	-119684644
32	3300	White Pine         	NV	9264	3982	22990317	39435433	-114896275
33	100	Belknap            	NH	49216	30306	1039415	43518880	-71424962
33	300	Carroll            	NH	35410	32146	2418835	43869599	-71210551
33	500	Cheshire           	NH	70121	30350	1832353	42920538	-72253258
33	700	Coos               	NH	34828	18712	4663680	44687083	-71301722
33	900	Grafton            	NH	74929	42206	4437972	43933000	-71843447
33	1100	Hillsborough       	NH	336073	135622	2270092	42914784	-71716133
33	1300	Merrimack          	NH	120005	50870	2420413	43289857	-71677476
33	1500	Rockingham         	NH	245845	101773	1800653	42984404	-71089199
33	1700	Strafford          	NH	104233	42387	955268	43295820	-71027358
33	1900	Sullivan           	NH	38592	19532	1391992	43361077	-72224592
34	100	Atlantic           	NJ	224327	106877	1453385	39465326	-74636618
34	300	Bergen             	NJ	825380	324817	606587	40958707	-74074366
34	500	Burlington         	NJ	395066	143236	2084350	39875728	-74669233
34	700	Camden             	NJ	502824	190145	575840	39800850	-74959749
34	900	Cape May           	NJ	95089	85537	661007	39077466	-74858609
34	1100	Cumberland         	NJ	138053	50294	1267332	39329755	-75132998
34	1300	Essex              	NJ	778206	298710	327097	40787300	-74246315
34	1500	Gloucester         	NJ	230082	82459	841398	39714874	-75140073
34	1700	Hudson             	NJ	553099	229682	120834	40732350	-74075391
34	1900	Hunterdon          	NJ	107776	39987	1113945	40570352	-74917106
34	2100	Mercer             	NJ	325824	123666	585230	40281920	-74699203
34	2300	Middlesex          	NJ	671780	250174	804532	40438650	-74409233
34	2500	Monmouth           	NJ	553124	218408	1222127	40287807	-74154352
34	2700	Morris             	NJ	421353	155745	1214908	40865200	-74546877
34	2900	Ocean              	NJ	433203	219863	1648140	39872246	-74250491
34	3100	Passaic            	NJ	453060	162512	479279	41031900	-74299702
34	3300	Salem              	NJ	65294	25349	875024	39579547	-75361703
34	3500	Somerset           	NJ	240279	92653	789240	40563900	-74614790
34	3700	Sussex             	NJ	130943	51574	1350012	41141843	-74690791
34	3900	Union              	NJ	493819	187033	267515	40659733	-74308022
34	4100	Warren             	NJ	91607	36589	926997	40855295	-74993620
35	100	Bernalillo         	NM	480577	201235	3020361	35052967	-106670237
35	300	Catron             	NM	2563	1552	17944214	33923860	-108416545
35	500	Chaves             	NM	57849	23386	15724905	33363485	-104468714
35	600	Cibola             	NM	23794	9692	11757475	34920479	-107988955
35	700	Colfax             	NM	12925	8265	9730381	36606105	-104638170
35	900	Curry              	NM	42207	16906	3641698	34572141	-103345985
35	1100	DeBaca             	NM	2252	1329	6021903	34335626	-104415672
35	1300	Dona Ana           	NM	135510	49148	9861268	32345226	-106832380
35	1500	Eddy               	NM	48605	20134	10831991	32466262	-104298400
35	1700	Grant              	NM	27676	11349	10272381	32729422	-108379315
35	1900	Guadalupe          	NM	4156	2149	7849207	34862267	-104784565
35	2100	Harding            	NM	987	614	5505033	35858004	-103816980
35	2300	Hidalgo            	NM	5958	2413	8924932	31916452	-108711794
35	2500	Lea                	NM	55765	23333	11378566	32795765	-103415097
35	2700	Lincoln            	NM	12219	12622	12513445	33740041	-105455602
35	2800	Los Alamos         	NM	18115	7565	283229	35865097	-106308527
35	2900	Luna               	NM	18110	7766	7680151	32180790	-107748657
35	3100	McKinley           	NM	60686	20933	14113242	35582671	-108259921
35	3300	Mora               	NM	4264	2486	5001853	36018034	-104939782
35	3500	Otero              	NM	51928	23177	17163769	32622624	-105726123
35	3700	Quay               	NM	10823	5576	7446591	35106344	-103551586
35	3900	Rio Arriba         	NM	34365	14357	15172367	36509143	-106697088
35	4100	Roosevelt          	NM	16702	6902	6342147	34018530	-103480021
35	4500	San Juan           	NM	91605	34248	14282276	36512598	-108323153
35	4700	San Miguel         	NM	25743	11066	12218082	35470038	-104827478
35	4300	Sandoval           	NM	63319	23667	9608015	35687899	-106848434
35	4900	Santa Fe           	NM	98928	41464	4945233	35508155	-105978176
35	5100	Sierra             	NM	9912	6457	10827548	33135598	-107185843
35	5300	Socorro            	NM	14764	6289	17215916	34016437	-106934282
35	5500	Taos               	NM	23118	12020	5706576	36569839	-105629539
35	5700	Torrance           	NM	10285	4878	8663819	34640111	-105854078
35	5900	Union              	NM	4124	2299	9920259	36475532	-103470806
35	6100	Valencia           	NM	45235	16781	2765202	34716689	-106804756
36	100	Albany             	NY	292594	124255	1356555	42602898	-73971738
36	300	Allegany           	NY	50470	21951	2668428	42254909	-78021991
36	500	Bronx              	NY	1203789	440955	108859	40848950	-73852624
36	700	Broome             	NY	212160	87969	1830770	42164181	-75819672
36	900	Cattaraugus        	NY	84234	36839	3392739	42240917	-78679107
36	1100	Cayuga             	NY	82313	33280	1795579	42944801	-76561355
36	1300	Chautauqua         	NY	141895	62682	2750955	42301517	-79412500
36	1500	Chemung            	NY	95195	37290	1057213	42140927	-76759986
36	1700	Chenango           	NY	51768	22164	2316545	42495443	-75615045
36	1900	Clinton            	NY	85969	32190	2692068	44740265	-73679454
36	2100	Columbia           	NY	62982	29139	1646696	42251434	-73630358
36	2300	Cortland           	NY	48963	18681	1294179	42599105	-76072518
36	2500	Delaware           	NY	47225	27361	3746279	42200760	-74964774
36	2700	Dutchess           	NY	259462	97632	2076289	41764453	-73747154
36	2900	Erie               	NY	968532	402131	2705679	42754950	-78784908
36	3100	Essex              	NY	37152	21493	4654122	44113105	-73767963
36	3300	Franklin           	NY	46540	21962	4225871	44600320	-74309128
36	3500	Fulton             	NY	54191	26260	1285094	43114979	-74423782
36	3700	Genesee            	NY	60060	22596	1279804	43000525	-78194557
36	3900	Greene             	NY	44739	25000	1677932	42292033	-74128747
36	4100	Hamilton           	NY	5279	8234	4456584	43655197	-74501200
36	4300	Herkimer           	NY	65797	30799	3656682	43411567	-74958575
36	4500	Jefferson          	NY	110943	50519	3295320	43994023	-76054296
36	4700	Kings              	NY	2300664	873671	182677	40635750	-73950611
36	4900	Lewis              	NY	26796	13182	3303742	43786335	-75449376
36	5100	Livingston         	NY	62372	23084	1637327	42727421	-77770368
36	5300	Madison            	NY	69120	26641	1698711	42911775	-75668201
36	5500	Monroe             	NY	713968	285524	1707564	43295268	-77688549
36	5700	Montgomery         	NY	51981	21851	1048498	42906210	-74436589
36	5900	Nassau             	NY	1287348	446292	742735	40732792	-73588401
36	6100	New York           	NY	1487536	785127	73498	40774364	-73972137
36	6300	Niagara            	NY	220756	90385	1354493	43323867	-78793919
36	6500	Oneida             	NY	250836	101251	3141040	43240624	-75438137
36	6700	Onondaga           	NY	468973	190878	2021044	43006600	-76196101
36	6900	Ontario            	NY	95101	38947	1669019	42852906	-77294965
36	7100	Orange             	NY	307647	110814	2114407	41402112	-74306348
36	7300	Orleans            	NY	41846	16345	1013792	43368193	-78228812
36	7500	Oswego             	NY	121771	48548	2469122	43466230	-76203861
36	7700	Otsego             	NY	60517	26385	2597586	42633690	-75035377
36	7900	Putnam             	NY	83941	31898	599688	41431417	-73746355
36	8100	Queens             	NY	1951598	752690	283346	40656400	-73839526
36	8300	Rensselaer         	NY	154429	62591	1693936	42709750	-73513949
36	8500	Richmond           	NY	378977	139726	151790	40562180	-74140403
36	8700	Rockland           	NY	265475	88264	451241	41149750	-74026692
36	9100	Saratoga           	NY	181276	75105	2102841	43105938	-73867690
36	9300	Schenectady        	NY	149285	62769	533864	42814907	-74065955
36	9500	Schoharie          	NY	31859	14431	1610559	42590974	-74439343
36	9700	Schuyler           	NY	18662	8472	851392	42389814	-76876981
36	9900	Seneca             	NY	33683	14314	841552	42785959	-76828702
36	8900	St. Lawrence       	NY	111974	47521	6956025	44496564	-75072951
36	10100	Steuben            	NY	99088	43019	3607152	42264234	-77385385
36	10300	Suffolk            	NY	1321864	481317	2360093	40940536	-72679044
36	10500	Sullivan           	NY	69277	41814	2511786	41715260	-74764967
36	10700	Tioga              	NY	52337	20254	1343497	42166803	-76302894
36	10900	Tompkins           	NY	94097	35338	1233040	42451443	-76474722
36	11100	Ulster             	NY	165304	71716	2917831	41888944	-74257640
36	11300	Warren             	NY	59209	31737	2252571	43562908	-73844432
36	11500	Washington         	NY	59330	24216	2164038	43320093	-73430584
36	11700	Wayne              	NY	89123	35188	1564951	43283016	-77053546
36	11900	Westchester        	NY	874866	336727	1121170	41153598	-73753992
36	12100	Wyoming            	NY	42507	15848	1535816	42698873	-78228348
36	12300	Yates              	NY	22810	11629	876067	42639454	-77104974
37	100	Alamance           	NC	108213	45312	1115485	36043667	-79398440
37	300	Alexander          	NC	27544	11197	674244	35921840	-81176957
37	500	Alleghany          	NC	9590	5344	607822	36494291	-81130166
37	700	Anson              	NC	23474	9255	1376877	34974665	-80102273
37	900	Ashe               	NC	22209	11119	1103759	36433061	-81501738
37	1100	Avery              	NC	14867	8923	639765	36078677	-81923096
37	1300	Beaufort           	NC	42283	19598	2143508	35482730	-76844806
37	1500	Bertie             	NC	20388	8331	1811023	36059078	-76963026
37	1700	Bladen             	NC	28663	12685	2266291	34619414	-78555913
37	1900	Brunswick          	NC	50985	37114	2214234	34038591	-78221373
37	2100	Buncombe           	NC	174821	77951	1699771	35609250	-82530302
37	2300	Burke              	NC	75744	31575	1312474	35747224	-81705546
37	2500	Cabarrus           	NC	98935	39713	943870	35387719	-80550624
37	2700	Caldwell           	NC	70709	29454	1221648	35954179	-81546710
37	2900	Camden             	NC	5904	2466	623401	36337433	-76162635
37	3100	Carteret           	NC	52556	34576	1376252	34876340	-76504367
37	3300	Caswell            	NC	20693	8254	1102645	36395774	-79334978
37	3500	Catawba            	NC	118412	49192	1035959	35663000	-81214447
37	3700	Chatham            	NC	38759	16642	1769175	35701627	-79257916
37	3900	Cherokee           	NC	20170	10319	1178976	35137053	-84063943
37	4100	Chowan             	NC	13506	5910	447129	36130582	-76602214
37	4300	Clay               	NC	7155	4158	556088	35058290	-83755775
37	4500	Cleveland          	NC	84714	34232	1202650	35335821	-81555983
37	4700	Columbus           	NC	49587	20513	2426420	34260273	-78665189
37	4900	Craven             	NC	81613	32293	1801481	35120364	-77082063
37	5100	Cumberland         	NC	274566	98360	1691602	35046496	-78828669
37	5300	Currituck          	NC	3000	7367	677819	36364223	-75943940
37	5300	Currituck          	NC	3000	7367	677819	36364223	-75943940
37	5300	Currituck          	NC	7736	7367	677819	36364223	-75943940
37	5500	Dare               	NC	22746	21567	988529	35689903	-75726973
37	5700	Davidson           	NC	126677	53266	1430279	35793988	-80212050
37	5900	Davie              	NC	27859	11496	686892	35929728	-80542744
37	6100	Duplin             	NC	39995	16395	2118185	34936280	-77934958
37	6300	Durham             	NC	181835	77710	752731	36037733	-78874855
37	6500	Edgecombe          	NC	56558	21827	1308117	35913972	-77596413
37	6700	Forsyth            	NC	265878	115715	1061038	36130100	-80256884
37	6900	Franklin           	NC	36414	14957	1273230	36078542	-78284402
37	7100	Gaston             	NC	175093	69133	923415	35295733	-81181376
37	7300	Gates              	NC	9305	3696	882234	36441682	-76703036
37	7500	Graham             	NC	7196	4132	756477	35348981	-83832761
37	7700	Granville          	NC	38345	14164	1375727	36304616	-78656475
37	7900	Greene             	NC	15384	5944	687510	35486406	-77684095
37	8100	Guilford           	NC	347420	146812	1683839	36078650	-79788578
37	8300	Halifax            	NC	55516	22480	1878900	36256365	-77656287
37	8500	Harnett            	NC	67822	27896	1541157	35370721	-78864479
37	8700	Haywood            	NC	46942	23975	1434538	35552912	-82978472
37	8900	Henderson          	NC	69285	34131	968251	35336677	-82481060
37	9100	Hertford           	NC	22523	8870	916007	36357722	-76983549
37	9300	Hoke               	NC	22856	7999	1013335	35020731	-79233597
37	9500	Hyde               	NC	5411	2905	1587217	35406175	-76153167
37	9700	Iredell            	NC	92931	39191	1487705	35808938	-80872852
37	9900	Jackson            	NC	26846	14052	1270602	35287913	-83144428
37	10100	Johnston           	NC	81306	34172	2051232	35519144	-78365188
37	10300	Jones              	NC	9414	3829	1225854	35012274	-77366004
37	10500	Lee                	NC	41374	16954	666368	35476112	-79172288
37	10700	Lenoir             	NC	57274	23739	1035668	35241504	-77642804
37	10900	Lincoln            	NC	50319	20189	773937	35484317	-81222868
37	11300	Macon              	NC	23499	17174	1337622	35149662	-83420551
37	11500	Madison            	NC	16953	7667	1164065	35858222	-82711605
37	11700	Martin             	NC	25078	10104	1198098	35843384	-77102793
37	11100	McDowell           	NC	35681	15091	1144003	35682170	-82048316
37	11900	Mecklenburg        	NC	511433	216416	1366029	35248300	-80833124
37	12100	Mitchell           	NC	14433	6983	573618	36013505	-82164023
37	12300	Montgomery         	NC	23346	10421	1271846	35329501	-79902750
37	12500	Moore              	NC	59013	27358	1809768	35308882	-79484951
37	12700	Nash               	NC	76677	31024	1399438	35968403	-77988153
37	12900	New Hanover        	NC	120284	57076	515261	34182267	-77864928
37	13100	Northampton        	NC	20798	8974	1388609	36419492	-77397564
37	13300	Onslow             	NC	149838	47526	1986186	34714503	-77413151
37	13500	Orange             	NC	93851	38683	1035451	36059176	-79118108
37	13700	Pamlico            	NC	11372	6050	872693	35150317	-76667599
37	13900	Pasquotank         	NC	31298	12298	587655	36264968	-76261902
37	14100	Pender             	NC	28855	15437	2255159	34510260	-77887412
37	14300	Perquimans         	NC	10447	4972	640211	36181163	-76413974
37	14500	Person             	NC	30180	12548	1016170	36392005	-78976731
37	14700	Pitt               	NC	107924	43070	1687701	35590834	-77376724
37	14900	Polk               	NC	14416	7273	615999	35277434	-82166223
37	15100	Randolph           	NC	106546	43634	2039544	35710853	-79806454
37	15300	Richmond           	NC	44518	18218	1227766	35002992	-79746604
37	15500	Robeson            	NC	105179	39045	2457654	34640290	-79107083
37	15700	Rockingham         	NC	86064	35657	1467166	36395222	-79777045
37	15900	Rowan              	NC	110605	46264	1324532	35635940	-80522881
37	16100	Rutherford         	NC	56918	25220	1461330	35399004	-81919825
37	16300	Sampson            	NC	47297	19183	2448889	34991474	-78368650
37	16500	Scotland           	NC	33754	12759	826631	34841482	-79480268
37	16700	Stanly             	NC	51765	21808	1023305	35312435	-80253246
37	16900	Stokes             	NC	37223	15160	1170296	36409127	-80229627
37	17100	Surry              	NC	61704	26022	1389690	36415407	-80686903
37	17300	Swain              	NC	11268	5664	1367858	35492370	-83492172
37	17500	Transylvania       	NC	25520	12893	979927	35198385	-82797132
37	17700	Tyrrell            	NC	3856	1907	1009930	35870394	-76165131
37	17900	Union              	NC	84211	30760	1650918	34988079	-80533324
37	18100	Vance              	NC	38892	15743	656683	36364666	-78405165
37	18300	Wake               	NC	423380	177146	2159843	35789933	-78650425
37	18500	Warren             	NC	17265	8714	1110461	36397658	-78097308
37	18700	Washington         	NC	13997	5644	900914	35836810	-76564706
37	18900	Watauga            	NC	36952	19538	809489	36233549	-81696969
37	19100	Wayne              	NC	104666	39483	1431237	35362320	-78004614
37	19300	Wilkes             	NC	59393	24960	1961207	36203051	-81165682
37	19500	Wilson             	NC	66061	26662	961133	35704817	-77919105
37	19700	Yadkin             	NC	30488	12921	869241	36158264	-80665192
37	19900	Yancey             	NC	15419	7994	809243	35902682	-82310012
38	100	Adams              	ND	3174	1504	2558835	46092879	-102534333
38	300	Barnes             	ND	12545	5801	3863669	46931923	-98069757
38	500	Benson             	ND	7198	3163	3596407	48071704	-99361521
38	700	Billings           	ND	1108	533	2982370	47035300	-103367026
38	900	Bottineau          	ND	8011	4661	4321864	48791711	-100840699
38	1100	Bowman             	ND	3596	1691	3009784	46113386	-103519386
38	1300	Burke              	ND	3002	1691	2858334	48790330	-102519454
38	1500	Burleigh           	ND	60131	23803	4229933	46977379	-100471829
38	1700	Cass               	ND	102874	42407	4573291	46927062	-97252187
38	1900	Cavalier           	ND	6064	3038	3856714	48768447	-98463027
38	2100	Dickey             	ND	6107	2763	2929549	46109445	-98493941
38	2300	Divide             	ND	2899	1667	3261902	48809270	-103487269
38	2500	Dunn               	ND	4005	2057	5205909	47358187	-102615277
38	2700	Eddy               	ND	2951	1470	1637113	47723346	-98900015
38	2900	Emmons             	ND	4830	2200	3910865	46284744	-100236848
38	3100	Foster             	ND	3983	1876	1645337	47459774	-98885309
38	3300	Golden Valley      	ND	2108	1035	2595249	46938518	-103843934
38	3500	Grand Forks        	ND	70683	27085	3724127	47918883	-97454195
38	3700	Grant              	ND	3549	2011	4298274	46357872	-101638779
38	3900	Griggs             	ND	3303	1660	1835129	47463565	-98231555
38	4100	Hettinger          	ND	3445	1637	2932736	46430704	-102455884
38	4300	Kidder             	ND	3332	1672	3500767	46976741	-99778937
38	4500	LaMoure            	ND	5383	2434	2971337	46466204	-98530109
38	4700	Logan              	ND	2847	1335	2571130	46450131	-99476773
38	4900	McHenry            	ND	6528	3320	4854201	48232472	-100637482
38	5100	McIntosh           	ND	4021	2031	2525980	46118799	-99439281
38	5300	McKenzie           	ND	6383	3178	7102219	47732829	-103388753
38	5500	McLean             	ND	10457	5515	5466017	47605422	-101315389
38	5700	Mercer             	ND	9808	4496	2707672	47302460	-101816965
38	5900	Morton             	ND	23700	9467	4989447	46719726	-101278215
38	6100	Mountrail          	ND	7021	3675	4724184	48201592	-102365822
38	6300	Nelson             	ND	4410	2261	2542563	47922206	-98186285
38	6500	Oliver             	ND	2381	968	1874021	47112668	-101345343
38	6700	Pembina            	ND	9238	4294	2897687	48768426	-97545607
38	6900	Pierce             	ND	5052	2355	2636388	48249461	-99978658
38	7100	Ramsey             	ND	12681	5616	3072336	48251981	-98716228
38	7300	Ransom             	ND	5921	2569	2234631	46458866	-97663940
38	7500	Renville           	ND	3160	1558	2265686	48712854	-101657777
38	7700	Richland           	ND	18148	7394	3721588	46265335	-96951275
38	7900	Rolette            	ND	12772	4742	2337585	48772380	-99838825
38	8100	Sargent            	ND	4549	2057	2224322	46106623	-97629284
