version	cow_v4_id	larger_war_name	larger_war_id	init_war_id	init_war_name	five_hun	annual_outcome	year	init_name	init_ccode	target_name	target_ccode	month_entry	day_entry	month_exit	day_exit	month_entry02	day_entry02	month_exit02	day_exit02	joiner	adv2name	adv2ccode	adv3name	adv3ccode	adv4name	adv4ccode	adv5name	adv5ccode	adv6name	adv6ccode	adv7name	adv7ccode	adv8name	adv8ccode	adv9name	adv9ccode	adv10name	adv10ccode	adv11name	adv11ccode	adv12name	adv12ccode	adv13name	adv13ccode	adv14name	adv14ccode	ally1name	ally1ccode	ally2name	ally2ccode	ally3name	ally3ccode	ally4name	ally4ccode	ally5name	ally5ccode	ally6name	ally6ccode	ally7name	ally7ccode	ally8name	ally8ccode	ally9name	ally9ccode	ally10name	ally10ccode	ally11name	ally11ccode	ally12name	ally12ccode	ally13name	ally13ccode	ally14name	ally14ccode	ally15name	ally15ccode	ally16name	ally16ccode
1.1	106	"WorldWarI"	38	74	"WW1Bul-Ser"	0	0	1915	"Bulgaria"	355	"Yugoslavia"	345	10	12	12	31	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"Austria-Hungary"	300	"Germany"	365	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	74	"WW1Bul-Ser"	0	0	1916	"Bulgaria"	355	"Yugoslavia"	345	1	1	12	31	-9	-9	-9	-9	1	"France"	220	"United Kingdom"	200	"Italy"	325	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"Austria-Hungary"	300	"Germany"	365	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	74	"WW1Bul-Ser"	0	0	1917	"Bulgaria"	355	"Yugoslavia"	345	1	1	12	31	-9	-9	-9	-9	1	"France"	220	"United Kingdom"	200	"Italy"	325	"Russia"	365	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"Austria-Hungary"	300	"Germany"	365	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	74	"WW1Bul-Ser"	0	2	1918	"Bulgaria"	355	"Yugoslavia"	345	1	1	9	29	-9	-9	-9	-9	1	"France"	220	"United Kingdom"	200	"Italy"	325	"Russia"	365	"Greece"	350	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"Austria-Hungary"	300	"Germany"	365	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	75	"WW1Ger-Rus"	0	0	1914	"Germany"	255	"Russia"	365	8	1	12	31	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"Austria-Hungary"	300	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	75	"WW1Ger-Rus"	0	0	1915	"Germany"	255	"Russia"	365	1	1	12	31	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"Austria-Hungary"	300	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	75	"WW1Ger-Rus"	0	0	1916	"Germany"	255	"Russia"	365	1	1	12	31	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"Austria-Hungary"	300	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	75	"WW1Ger-Rus"	0	1	1917	"Germany"	255	"Russia"	365	1	1	12	5	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"Austria-Hungary"	300	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	76	"WW1Ger-Port"	0	0	1916	"Germany"	255	"Portugal"	235	3	9	12	31	-9	-9	-9	-9	1	"France"	220	"United Kingdom"	200	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	76	"WW1Ger-Port"	0	0	1917	"Germany"	255	"Portugal"	235	1	1	12	31	-9	-9	-9	-9	1	"France"	220	"United Kingdom"	200	"United States of America"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	2	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	76	"WW1Ger-Port"	0	2	1918	"Germany"	255	"Portugal"	235	1	1	11	11	-9	-9	-9	-9	1	"France"	220	"United Kingdom"	200	"United States of America"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	2	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	77	"WW1Jpn-Ger"	0	0	1914	"Japan"	740	"Germany"	365	8	23	12	31	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"United Kingdom"	200	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	77	"WW1Jpn-Ger"	0	0	1915	"Japan"	740	"Germany"	365	1	1	12	31	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"United Kingdom"	200	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	77	"WW1Jpn-Ger"	0	0	1916	"Japan"	740	"Germany"	365	1	1	12	31	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"United Kingdom"	200	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	77	"WW1Jpn-Ger"	0	0	1917	"Japan"	740	"Germany"	365	1	1	12	31	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"United Kingdom"	200	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	77	"WW1Jpn-Ger"	0	1	1918	"Japan"	740	"Germany"	365	1	1	11	11	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"United Kingdom"	200	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	78	"WW1Tur-Rus"	0	0	1914	"Turkey"	640	"Russia"	365	10	28	12	31	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"United Kingdom"	200	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	78	"WW1Tur-Rus"	0	0	1915	"Turkey"	640	"Russia"	365	1	1	12	31	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"United Kingdom"	200	"France"	220	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	78	"WW1Tur-Rus"	0	0	1916	"Turkey"	640	"Russia"	365	1	1	12	31	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"United Kingdom"	200	"France"	220	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	78	"WW1Tur-Rus"	0	1	1917	"Turkey"	640	"Russia"	365	1	1	12	5	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"United Kingdom"	200	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	79	"WW1Rom-AH"	0	0	1916	"Romania"	360	"Austria-Hungary"	300	8	27	12	31	-9	-9	-9	-9	1	"Germany"	255	"Turkey"	640	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	79	"WW1Rom-AH"	0	2	1917	"Romania"	360	"Austria-Hungary"	300	1	1	12	9	-9	-9	-9	-9	1	"Germany"	255	"Turkey"	640	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	80	"WW1Rom-Rus"	0	0	1917	"Romania"	360	"Russia"	365	12	22	12	31	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	80	"WW1Rom-Rus"	0	1	1918	"Romania"	360	"Russia"	365	1	1	3	5	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	81	"WW1Grc-Bulg"	0	0	1917	"Greece"	350	"Bulgaria"	355	6	27	12	31	-9	-9	-9	-9	1	"Germany"	255	"Turkey"	640	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"Yugoslavia"	345	"France"	220	"United Kingdom"	200	"Italy"	325	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	81	"WW1Grc-Bulg"	0	1	1918	"Greece"	350	"Bulgaria"	355	1	1	10	29	-9	-9	-9	-9	1	"Germany"	255	"Turkey"	640	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"Yugoslavia"	345	"France"	220	"United Kingdom"	200	"Italy"	325	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	82	"WW1AH-Ser"	0	0	1914	"Austria-Hungary"	300	"Yugoslavia"	345	7	29	12	31	-9	-9	-9	-9	0	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	82	"WW1AH-Ser"	0	1	1915	"Austria-Hungary"	300	"Yugoslavia"	345	1	1	12	1	-9	-9	-9	-9	0	"United Kingdom"	200	"France"	220	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"Bulgaria"	355	"Germany"	255	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	83	"WW1It-AH"	0	0	1915	"Italy"	325	"Austria-Hungary"	300	5	23	12	31	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	83	"WW1It-AH"	0	0	1916	"Italy"	325	"Austria-Hungary"	300	1	1	12	31	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	83	"WW1It-AH"	0	0	1917	"Italy"	325	"Austria-Hungary"	300	1	1	12	31	-9	-9	-9	-9	1	"Germany"	255	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"United Kingdom"	200	"France"	220	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	83	"WW1It-AH"	0	1	1918	"Italy"	325	"Austria-Hungary"	300	1	1	11	3	-9	-9	-9	-9	1	"Germany"	255	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"United Kingdom"	200	"France"	220	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	84	"WW1Ger-Bel"	0	1	1914	"Germany"	255	"Belgium"	211	8	4	10	10	-9	-9	-9	-9	0	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	85	"WW1Ger-France"	0	0	1914	"Germany"	255	"France"	220	8	3	12	31	-9	-9	-9	-9	0	"United Kingdom"	200	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	85	"WW1Ger-France"	0	0	1915	"Germany"	255	"France"	220	1	1	12	31	-9	-9	-9	-9	0	"United Kingdom"	200	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	85	"WW1Ger-France"	0	0	1916	"Germany"	255	"France"	220	1	1	12	31	-9	-9	-9	-9	0	"United Kingdom"	200	"-9"	-9	"Portugal"	235	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	85	"WW1Ger-France"	0	0	1917	"Germany"	255	"France"	220	1	1	12	31	-9	-9	-9	-9	0	"United Kingdom"	200	"United States of America"	2	"Portugal"	235	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	85	"WW1Ger-France"	0	2	1918	"Germany"	255	"France"	220	1	1	11	11	-9	-9	-9	-9	0	"United Kingdom"	200	"United States of America"	2	"Portugal"	235	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	86	"WW1UK-Ger"	0	0	1914	"United Kingdom"	200	"Germany"	255	8	5	12	31	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"France"	220	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	86	"WW1UK-Ger"	0	0	1915	"United Kingdom"	200	"Germany"	255	1	1	12	31	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"France"	220	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	86	"WW1UK-Ger"	0	0	1916	"United Kingdom"	200	"Germany"	255	1	1	12	31	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"France"	220	"-9"	-9	"Portugal"	235	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	86	"WW1UK-Ger"	0	0	1917	"United Kingdom"	200	"Germany"	255	1	1	12	31	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"France"	220	"United States of America"	2	"Portugal"	235	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
1.1	106	"WorldWarI"	38	86	"WW1UK-Ger"	0	1	1918	"United Kingdom"	200	"Germany"	255	1	1	11	11	-9	-9	-9	-9	1	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"France"	220	"United States of America"	2	"Portugal"	235	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9	"-9"	-9
