Y,x1,x2,x3,x4,x5,x6
-1.5125,-0.46566,0.073076,-0.40168,0.49589,1.6197,-2.1864
-1.5326,0.53194,-0.082957,1.3738,-1.631,-0.8733,-0.20942
-1.5526,-0.14653,0.03735,0.29839,-1.2175,0.44931,-0.28513
-1.5726,0.37204,0.69688,-1.2272,1.6656,0.62149,-2.9095
-1.5926,0.96646,0.54576,-1.0575,-0.10316,-0.40957,-0.70396
-1.6127,-0.26317,-1.4196,0.55767,-1.5661,-1.0145,2.8437
-1.6327,-0.064208,1.1548,-0.46111,-1.2732,0.87743,-1.0324
-1.6527,-0.10391,-1.5309,0.25491,-0.054388,-0.75601,1.347
-1.6253,-0.2085,-1.0629,-1.3865,-0.31088,0.52315,1.662
-1.5978,1.2706,0.71218,0.17371,-1.9439,-0.25335,-0.75498
-1.5704,-0.42333,0.23356,1.8876,1.8334,-0.21793,-4.2148
-1.5429,0.88878,-0.57776,-1.2349,1.9338,0.34064,-2.1199
-1.5155,-0.057124,0.54091,-2.7755,-0.68889,0.80237,1.478
-1.488,0.24328,-0.19718,-0.34113,-0.94686,0.066115,0.37164
-1.4606,-1.3227,0.76535,-0.30195,0.58668,-1.2093,0.68987
-1.4331,0.19757,0.13688,-0.24677,-1.1793,0.64877,-0.36926
-1.4057,0.89629,-0.63405,-0.34487,-0.87279,0.38846,-0.24082
-1.3782,2.0725,0.50228,-2.249,-0.4215,-0.69355,0.11164
-1.3508,-0.23961,-1.6653,-1.64,-1.4459,-0.23953,4.4606
-1.5099,-1.2322,-0.18076,-0.46192,-0.8699,-0.22172,2.2468
-1.4812,1.0097,0.89774,-0.80243,-1.2677,0.52455,-1.0349
-1.4524,-0.63964,-0.40988,-0.83374,0.76594,-1.9294,2.3705
-1.4237,-0.48357,-0.21458,0.011327,1.0881,-0.60592,-0.52357
-1.3949,-1.2846,-0.74389,-0.13051,-0.31963,-0.030281,1.7624
-1.3662,-0.87858,-0.83597,-0.77157,-0.30081,-1.0397,3.1263
-1.3374,-0.74603,0.93778,-2.1257,-0.80098,0.66416,1.4339
-1.3087,0.32727,0.04024,0.90642,0.43751,0.39826,-2.8783
-1.3087,-0.94772,1.1852,-0.27182,-1.4192,0.11976,0.62516
-1.53,-1.2879,-1.4628,-2.0452,-0.97764,0.92274,4.1693
-1.2784,0.68561,1.0437,-0.19291,1.253,1.0894,-4.5854
-1.55,0.25093,1.3099,1.4756,-1.0086,0.093124,-2.8805
-1.2481,1.2226,-0.35761,-1.1725,-1.9597,-2.2055,3.8501
-1.55,-1.0735,-0.34659,0.8566,0.74215,0.81207,-1.7753
-1.2344,1.0988,1.0724,-0.97574,-0.197,-1.7387,0.13464
-1.5363,1.0968,1.0641,-0.82929,-1.6535,0.44235,-0.76341
-1.4036,1.0272,-1.0266,-1.1902,-0.045203,-0.11523,0.70435
-1.2207,1.3036,1.0702,-0.57295,0.2778,0.23939,-2.9548
-1.5226,0.25238,-0.64392,-0.17791,1.2739,0.54409,-1.946
-1.3882,0.62836,0.13894,0.48612,1.0774,-0.26542,-2.7554
-1.207,-0.55598,-1.4042,-1.8289,-0.12167,-0.40149,3.6952
-1.5089,-0.46586,-1.2497,2.0129,0.58302,1.1814,-2.8684
-1.207,-0.090074,-0.32634,0.92366,-0.080951,-0.67949,-0.45936
-1.4786,1.5012,-0.35547,-0.01672,-0.19966,-1.4267,-0.13969
-1.227,0.037733,-0.1947,-0.59365,0.58675,-0.97847,0.50903
-1.4483,1.2295,-0.48018,0.077772,-0.92788,0.60934,-1.1788
-1.4106,-0.19504,0.40868,-0.19297,0.22625,1.3545,-2.2747
-1.3728,-0.19921,-1.3982,-0.23214,0.47235,-1.027,1.72
-1.2973,0.10715,0.42047,-0.44094,-0.7077,0.80412,-0.83298
-1.2722,0.74141,0.67413,2.3077,-1.2029,0.50256,-3.7778
-1.247,-0.47717,0.93457,0.6905,1.092,0.88415,-3.8253
-1.2017,0.3092,1.0011,0.26641,0.24494,-0.12575,-2.1081
-1.0508,0.22593,0.80452,-0.09718,0.22451,-0.99206,-0.5531
-1.0256,-0.46893,-1.8128,1.8701,0.50993,-0.38729,-0.24169
-1.0005,-2.8667,-0.83923,-0.50842,-0.61327,1.2176,3.1484
-1.2218,-1.5196,0.17587,1.6512,-0.44756,-0.77317,0.42164
-1.0708,-0.70429,-0.76161,-0.81677,0.2292,-0.058932,1.7137
-0.97015,0.32886,-0.80285,0.025038,2.8759,-0.43551,-2.4124
-1.2418,0.19218,0.06633,0.6993,-0.34184,-1.338,0.30372
-1.0908,0.18398,-0.50304,0.26183,-0.39414,1.2661,-1.2605
-0.93986,1.3705,1.0617,0.11245,-0.14141,-0.56306,-2.2155
-1.2418,0.63647,2.3697,-0.20935,2.4632,-0.098079,-5.5206
-0.93986,1.5432,-0.31388,0.11381,-0.64678,-0.23737,-0.85744
-1.0771,1.6251,2.0088,-2.0887,0.41915,0.82463,-3.0571
-1.2281,0.80488,1.9175,0.86257,1.8737,1.6496,-7.5304
-0.92616,1.4596,1.4871,2.4094,-3.052,-0.59774,-2.1589
-1.0634,0.66468,0.15985,-0.67112,-1.1937,0.062568,0.63406
-1.2144,1.0818,0.39672,0.37586,-0.4637,-1.5179,-0.2316
-0.91246,0.93224,-2.3589,-1.21,-0.72459,-1.6186,4.6491
-1.0497,-0.19555,-1.1226,0.7227,-0.61098,-0.4573,1.2501
-1.2007,-0.14617,1.0989,1.0304,1.1069,0.13157,-3.6247
-1.0497,-0.69346,1.3563,0.066673,-0.23751,-1.4214,0.59008
-0.89876,-0.070824,-2.0542,-0.58344,0.31458,0.72259,1.2846
-1.1704,-0.9262,0.2244,-1.134,-1.2164,-0.81018,3.5533
-1.0697,0.58409,-0.17377,-0.4671,-0.33254,-0.063283,0.11386
-0.91879,1.1463,-0.14405,0.042208,-1.1553,2.8676,-3.1532
-1.1401,-0.56615,0.91132,0.88242,-1.2811,0.91621,-1.2662
-1.1149,0.17471,-1.6698,0.12122,-0.45839,0.31117,1.1288
-1.0898,-0.48678,2.1503,-0.7847,1.8436,0.56534,-3.5956
-0.93881,0.066812,0.041977,-0.41852,1.6721,-0.54078,-1.1547
-1.0476,1.2395,-1.4866,0.1004,-0.060065,1.0616,-1.1505
-1.0189,0.89214,-1.089,0.044348,-0.11079,-0.036765,0.024895
-0.99012,0.54224,0.5498,-0.6519,0.23598,1.7253,-2.6513
-0.96137,-1.5994,-1.7428,1.6593,-0.054289,1.8208,-0.49576
-0.93261,0.12744,-0.8807,0.88441,-0.21789,0.72652,-0.96871
-0.90386,1.2244,0.26272,-1.3635,0.011757,0.96699,-1.306
-0.8751,-1.091,0.98165,0.65217,-1.1456,0.16877,0.1382
-0.84635,-0.61584,-0.91336,-0.039033,0.83756,-0.53505,0.986
-0.84635,1.4965,-0.22397,1.5381,0.75522,2.2239,-6.1443
-1.0677,-0.78153,-1.7084,1.6497,-2.6669,-2.1252,5.2954
-0.81605,-0.66002,-1.2896,-0.15361,-0.38853,0.40364,1.7995
-1.0877,0.53924,0.84978,-1.6122,-0.92804,-1.4724,2.4785
-0.78576,0.01818,-0.067963,-2.0649,1.0394,0.87654,0.01767
-1.0877,-1.3376,-0.19248,-0.71369,-0.60005,0.047961,2.5512
-0.77206,-0.30321,1.9515,1.1795,0.37157,0.52367,-4.0008
-1.074,-1.0005,0.059748,0.16071,-0.66708,-0.89053,2.0896
-0.75836,0.035253,0.37947,1.3793,-0.042424,0.29706,-2.3379
-1.0603,0.73466,1.4232,0.39546,-0.12406,-1.5874,-1.0363
-0.74466,0.57178,0.69294,-1.0926,1.2886,0.038028,-1.6517
-1.0466,-0.1535,-1.0035,-0.42407,-1.8295,-0.23826,3.4388
-0.74466,-0.55605,-1.9919,-2.0501,0.76601,0.64446,3.0146
-1.0163,-0.16166,-0.84661,-0.52957,-0.32194,-0.5899,2.2557
-0.76469,2.0896,0.90156,-0.30083,-0.020798,-0.30077,-2.5249
-0.98599,-0.90401,2.2186,-0.27078,-0.36984,-1.3035,0.4774
-0.78471,-0.90597,-2.1159,-0.81066,-0.20466,0.84137,2.9705
-0.94385,-1.0864,0.94506,0.16961,-1.084,0.90425,0.018771
-0.9164,-0.64407,0.92136,-0.43434,0.58069,-0.92803,0.4285
-0.88895,-1.0677,0.56928,1.4697,-0.13059,-1.3824,0.37889
-0.86151,-1.1227,0.39974,-1.0884,0.76177,1.5278,-0.57472
-0.83406,-0.59762,-1.0915,-0.64956,-0.18664,-0.47799,2.901
-0.80661,-0.24308,-0.79552,-0.16101,-0.48935,0.35512,1.2067
-0.79289,-1.0989,-1.6481,-1.4239,-0.51441,0.27002,4.3222
-0.77917,-0.6241,0.76986,-0.3087,1.216,1.0306,-2.1963
-0.75172,0.45164,-0.86252,0.76055,0.68128,-0.11424,-1.0715
-0.72427,1.0398,1.6812,1.6257,-0.25623,-1.5729,-2.6431
-0.69682,0.98677,0.95221,0.5396,0.18264,-1.0238,-1.7351
-0.66938,-0.28198,-0.25468,0.14906,-1.18,-0.43665,1.8833
-0.64193,-0.071161,-0.75534,-0.81966,-0.73045,0.16855,2.1154
-0.64193,-0.039646,0.39284,0.99546,-0.3908,0.32304,-1.4383
-0.78005,-0.4234,1.0893,-0.77559,-0.57288,-1.1311,1.7746
-0.62909,-0.8995,0.39396,-1.6417,0.077823,-3.0215,5.1011
-0.76721,-0.045037,-1.0486,-0.56652,-1.1686,-0.2699,3.023
-0.61625,1.5616,-0.048588,-1.0039,0.10172,0.96089,-1.6135
-0.76207,-0.16297,1.0121,2.544,-0.51629,-0.39598,-2.6574
-0.78209,0.19294,-0.56579,-0.072545,1.4047,0.36065,-1.4083
-0.75436,0.59553,0.19088,-0.33863,-1.3652,2.7738,-1.9475
-0.6034,-0.52411,0.12089,-0.36699,1.7037,-0.04208,-0.9565
-0.80212,-0.31187,-0.64567,-0.4005,-0.62857,0.19648,1.7182
-0.82214,1.6092,-0.67317,1.4895,0.31853,-0.15946,-2.7084
-0.84216,0.19913,-1.1103,-1.7772,0.24268,0.6575,1.7786
-0.74152,0.64311,0.50675,0.30571,-1.8387,-0.54857,0.87921
-0.59056,-0.6242,-0.19204,-0.64688,-1.4292,2.728,0.080394
-0.86219,0.20209,-0.37291,0.93371,-2.1527,-0.31031,1.6034
-0.71123,1.295,1.1407,0.014342,1.3707,-1.2393,-2.5912
-0.61059,-1.1365,-0.72316,-1.3257,-1.5061,0.81153,3.845
-0.88221,2.1748,-0.47684,-1.1913,0.22616,0.59369,-1.3183
-0.68093,-1.2218,-0.47456,0.50671,-1.1421,-1.3685,3.6242
-0.65577,0.51873,0.22107,-1.2558,-2.1617,0.64244,2.0389
-0.63061,-0.36716,-1.3684,2.0157,0.25102,0.44379,-1.1487
-0.78975,-1.2937,-0.8573,-1.0362,0.55123,-2.0318,4.7532
-0.48783,-0.66138,0.2272,-1.2653,-0.5913,-0.12163,2.5046
-0.77742,0.24874,0.56211,-0.84922,-0.4035,-0.71114,1.2632
-0.4755,0.72241,-0.61208,0.69905,1.3655,-1.045,-1.0966
-0.76509,-0.26374,0.007163,-0.041883,-0.2168,-1.2527,1.8484
-0.46317,1.9428,0.77276,-1.86,2.1417,-0.059834,-2.7593
-0.75893,0.54671,-1.3931,0.049813,-0.70345,1.0624,0.4748
-0.73148,2.7208,-0.93273,-0.099103,-0.43152,-0.25517,-0.9074
-0.70403,0.10326,0.76005,0.70923,0.32601,0.69309,-2.5515
-0.67659,0.59326,-2.5124,0.77912,0.050861,-0.67861,1.7813
-0.64914,1.155,-0.44579,-2.4776,-0.6098,-0.61241,3.1849
-0.62169,-0.51688,0.54315,-0.94197,1.5926,-0.35261,-0.20764
-0.59424,0.11029,0.45398,-1.5706,1.5613,-0.44466,0.041365
-0.5668,-0.5403,1.8367,1.0782,1.0213,-0.56236,-2.783
-0.53935,-1.3964,-0.42839,-0.90362,0.10827,0.94058,1.752
-0.5119,0.069799,-0.44594,2.3093,-0.44828,0.80611,-2.341
-0.48446,-1.1522,-1.1932,2.2441,-0.53607,0.90077,-0.33724
-0.45701,0.32837,-0.80436,0.086342,-0.5128,-1.1257,2.1019
-0.75276,-2.419,-0.9534,-0.69481,-0.40805,0.58092,3.9496
-0.45084,-0.25268,-0.80034,0.73297,0.82772,0.52645,-1.0146
-0.74044,2.063,0.51322,1.608,-0.21841,-0.95275,-2.9507
-0.43852,0.43173,-0.43169,1.3014,0.10783,0.49377,-1.8817
-0.72811,0.97817,0.25998,0.2382,0.86855,0.26652,-2.5116
-0.42619,-0.20152,0.23214,0.17743,0.025326,-1.0788,0.95427
-0.63565,0.078268,1.2281,-0.023987,0.21102,0.67527,-1.9666
-0.6082,1.2614,0.17045,1.49,-0.78098,1.4173,-3.4353
-0.58075,-0.9175,-0.16244,0.083623,-0.58368,-0.45897,2.2209
-0.55331,-0.038296,0.74237,0.27125,-0.54927,-0.14032,-0.092886
-0.52586,-0.43228,-1.5893,1.707,0.56573,0.48733,-0.6587
-0.49841,0.2503,0.6146,-0.21313,-0.19298,0.13053,-0.37796
-0.48469,0.30608,-0.21607,1.0217,-2.1905,1.5009,-0.29549
-0.47096,0.84763,-1.6547,1.2888,-1.6257,0.38496,0.8743
-0.44352,-1.011,-0.91664,-0.58041,1.163,0.28646,1.245
-0.41607,0.1888,-0.13244,1.1278,1.1941,-0.52074,-1.7088
-0.38862,-1.5499,0.71984,0.41688,1.7511,-1.5051,0.35391
-0.36118,-0.10488,0.82682,0.70272,-0.45343,-0.77881,-0.00881
-0.33373,-0.19948,-0.25248,0.824,0.98221,-1.0423,-0.14832
-0.33373,-1.1873,-0.32639,-1.0271,0.34426,0.98081,1.4192
-0.47185,2.1977,-0.2521,0.8463,-1.333,-0.92339,-0.33237
-0.32089,-1.2198,-0.1219,-0.068562,-1.4395,-0.48066,3.53
-0.459,-1.5154,-0.37696,0.31202,-0.56866,-0.92798,3.2711
-0.30804,-0.63885,-0.101,-0.17816,0.18775,-0.48367,1.4368
-0.44616,0.50349,0.34284,0.88705,-0.14503,-0.08692,-1.2983
-0.2952,1.0526,-0.098138,-0.37725,-2.8991,-0.36827,2.9549
-0.43332,-1.5309,-1.2552,-0.63345,0.19228,0.45708,2.9971
-0.28236,0.25959,-1.5226,-0.059806,0.56142,-0.42054,1.4128
-0.40302,-1.111,-0.1667,-1.0561,0.015737,0.44848,2.1418
-0.30238,0.86176,-0.1249,1.5485,-0.91533,0.55452,-1.7444
-0.37273,-1.4033,-0.68096,-0.81473,-0.66801,-0.098361,3.9295
-0.34757,0.36684,0.60121,0.12124,1.0509,-0.28231,-1.5938
-0.32241,0.55962,-0.035768,0.90137,0.14275,-0.082719,-1.2652
-0.17963,-0.79235,-0.47562,-0.54944,0.20586,-0.53751,2.5092
-0.1673,1.9219,-0.82618,-0.19641,-1.1016,-0.31743,0.90042
-0.15497,0.70826,-0.54643,0.27513,0.30221,1.4715,-1.8755
-0.45073,0.37931,-0.074059,0.010789,1.2007,-0.21553,-0.92098
-0.42328,-1.3403,-1.0931,-1.1963,0.21168,1.4408,2.3518
-0.39583,-0.070516,1.7949,0.7548,0.73964,0.18456,-3.0384
-0.36839,-0.33054,-1.0931,0.37737,2.1248,1.8194,-2.5879
-0.34094,-0.19746,0.28612,-0.24834,-0.5611,0.81318,0.28437
-0.31349,0.28441,0.75336,-0.73917,1.9035,-0.11094,-1.6686
-0.28604,1.5414,0.11624,0.5594,0.45531,0.62791,-2.9396
-0.2586,-0.08019,0.40132,-0.55719,0.35539,0.41515,-0.13592
-0.23115,0.82662,0.042895,-1.3313,-1.2002,1.418,0.66825
-0.2037,-0.005908,-1.2599,-0.065625,-1.0409,-0.36807,3.1056
-0.17625,0.83444,-0.51982,-1.3818,2.0498,0.63673,-1.1924
-0.14881,1.0683,-0.7823,1.1845,0.72995,0.7457,-2.6341
-0.14264,-1.0734,0.055831,-1.2685,0.87249,-0.14859,1.9894
-0.13032,-2.3761,0.53799,1.3463,-1.3836,-0.23469,2.4296
-0.11799,-1.1789,1.2285,0.45245,-0.51583,-0.41871,0.82987
-0.27713,-0.79541,0.22807,-0.72037,-0.0024525,-0.73751,2.5621
-0.24917,0.86956,1.0394,-0.57674,0.88507,-0.3332,-1.3311
-0.22122,-1.0365,0.25847,-0.49718,-0.68889,-2.0852,4.5918
-0.19326,-1.347,-1.7407,1.7114,-0.87946,1.2301,1.3888
-0.1653,-1.4737,1.0398,-0.82178,0.68929,0.76707,0.32015
-0.13735,-1.1471,1.2398,-0.32103,-0.1323,-1.1513,2.0461
-0.10939,-1.035,0.51887,-0.16471,-0.83119,0.91055,1.0897
-0.081438,-0.20822,-1.6233,0.79427,-0.5469,0.47165,1.5418
-0.053483,0.74202,-1.74,0.31247,-0.46339,0.14092,1.4726
-0.025527,1.0123,0.87345,-1.1844,-1.5894,0.59204,0.86339
-0.29715,-0.32198,0.86706,0.16603,-0.31244,0.29205,-0.18987
-0.31717,0.48787,0.37439,-0.72473,0.89329,-0.37745,-0.097431
-0.31717,0.30802,-0.08544,-1.0393,-0.025219,-0.073017,1.472
-0.30348,-1.6299,0.18652,-0.66637,-1.8997,-0.85869,5.417
-0.28978,-0.41105,0.2335,-1.5006,0.48932,-2.2447,4.066
-0.27608,-0.8691,0.089783,0.92669,-1.2376,-0.44043,2.0373
-0.24578,-0.20234,-0.84183,0.51577,-0.16655,1.0086,0.18781
-0.21549,0.23506,-1.8181,2.914,0.69017,-1.4736,-0.12068
-0.21549,0.41904,-0.94721,1.3047,-1.1425,0.76721,0.080422
-0.18753,0.80186,-0.72835,-0.78319,-0.043914,-0.84816,2.2059
-0.15958,-0.077807,-0.78043,-0.091139,1.1066,-0.55968,0.96002
-0.13162,-3.3437,0.053352,1.5141,0.52283,-1.638,3.3693
-0.10366,-0.038641,0.86849,2.8593,-0.70412,0.93015,-3.4826
-0.075709,0.13237,-0.15934,2.1497,-0.65255,-0.77081,-0.22419
-0.047754,-1.1665,-0.96683,0.62763,-1.4868,0.46481,3.0253
-0.019798,0.26746,-1.1157,0.98448,-0.38189,-0.14174,0.89158
0.0081573,-1.6108,0.082958,0.067125,-1.2458,1.8835,1.335
0.036113,-0.34426,-0.75253,0.68468,0.58672,-1.0429,1.3965
-0.17335,-1.7586,-1.3303,-0.67707,1.3375,-1.2618,4.3478
-0.1459,-0.0028524,-1.0507,-0.65441,1.5895,-0.041872,0.82335
-0.11845,0.26515,0.63907,1.2197,-0.55401,-0.81777,-0.12997
-0.091005,1.8154,-0.14593,-0.51656,-2.2563,-0.56735,2.3732
-0.063558,0.4279,0.69867,1.0042,-1.1379,0.51668,-0.89413
-0.03611,1.1485,0.67596,1.302,1.6878,0.73937,-4.949
-0.022387,-0.34225,1.1987,0.76171,1.8239,-1.7507,-1.0357
-0.0086631,-2.1362,1.9499,-1.6739,-0.96047,-0.33751,3.8932
0.018784,-0.19133,0.46741,0.72032,1.7658,-0.0067298,-2.1329
0.046231,-1.1976,-0.066997,0.1507,0.048567,0.46145,1.2264
0.073679,1.796,0.42363,0.7111,-0.099895,1.0449,-3.2443
0.10113,-0.70239,0.91149,-0.68252,1.1913,-0.98907,0.97123
0.12857,0.48495,0.66584,-0.68389,0.058064,0.31092,-0.1439
0.12857,-0.98148,0.90789,0.84374,0.3966,0.4637,-1.0216
-0.009545,-0.68484,-1.1815,-0.18948,-0.35513,0.96087,2.0824
0.14141,-0.64844,0.57215,0.12455,-1.1288,-0.94814,2.7026
0.0032967,0.34767,2.9738,0.59748,0.73464,-0.38717,-3.5624
0.15426,-1.0572,0.25597,0.22509,-0.83498,0.59729,1.4638
0.0084334,-0.20366,1.5454,1.384,0.25587,1.9328,-4.3015
-0.01159,-0.9681,1.219,-0.3904,1.002,-0.23803,0.08917
0.016138,0.32881,1.3004,-0.24783,0.55953,-1.3937,0.19611
0.1671,0.57713,1.7602,-0.16446,-1.6616,0.23104,-0.014804
-0.031613,-0.040656,0.55242,-0.4017,1.6158,0.48613,-1.5032
-0.051637,-0.68467,2.1642,1.6878,1.4956,-0.0050754,-4.0118
-0.07166,-0.71221,-1.3054,-1.3805,0.81763,0.62918,2.6761
0.02898,0.20978,-0.67826,0.82779,0.96184,0.14071,-0.80715
0.17994,0.67259,-0.062293,-0.37624,1.5532,0.7957,-1.8706
-0.091683,-0.42138,1.4184,0.49369,-2.6036,-1.3535,3.1899
0.059277,1.559,0.23515,2.4978,0.13097,1.3941,-5.2191
0.15992,-1.3223,-1.0208,-0.86839,-0.38944,-0.13594,4.4536
-0.11171,-1.0522,0.4476,0.60912,0.39338,-1.3124,1.6131
0.089573,2.0893,-0.33313,-0.21211,-0.55754,0.46488,-0.71725
0.11473,-0.83241,-2.4332,-1.2023,0.9718,0.16433,4.0472
0.13989,-0.6245,-0.48253,-0.01111,0.50511,0.62378,0.67771
-0.019246,0.25443,1.2806,0.86341,0.39425,-0.90971,-1.0819
0.0082011,0.50976,0.39377,1.377,0.91316,1.1164,-3.5721
0.035648,0.6003,-0.46301,-0.52068,-1.1803,-1.0832,3.4904
0.063096,-0.27471,0.16993,-0.26813,1.0719,1.6269,-1.5354
0.090543,1.2329,-0.16385,0.5257,-1.0982,-1.5739,1.8937
0.11799,-1.2142,-0.067849,1.0151,-0.84207,-0.68076,2.5445
0.13171,0.3744,1.2106,-0.39911,-0.87069,-1.1439,1.6901
0.14544,0.03105,-0.4181,0.36165,0.38792,0.55929,-0.14832
0.17288,0.55309,0.40616,0.67325,-0.45711,-0.8994,0.52425
0.20033,0.28291,1.2892,0.10228,0.76165,1.0391,-2.6688
0.22778,-1.8076,-1.1206,-0.55682,0.75432,0.16162,3.3566
0.25523,0.38666,-1.5122,0.32492,-0.759,0.54392,1.7795
0.28267,-0.47212,0.23232,0.46191,0.22623,0.26324,0.065953
0.28267,-0.0048867,-0.31965,1.0881,0.43938,0.077134,-0.53049
-0.0069181,-1.4867,-1.2689,0.60011,0.67092,0.1323,2.1031
0.295,-0.0097807,-0.66865,0.31664,-0.030667,0.64942,0.52551
0.14541,1.5175,-0.66864,-0.06783,0.79807,1.9006,-2.6801
0.00541,-0.20349,0.92276,-1.2323,-0.81509,0.61351,1.6005
0.30733,2.5736,1.51,0.51989,-1.9595,0.15781,-1.9445
0.15911,1.4763,2.2056,-0.59821,1.6896,2.2473,-6.147
0.017738,-0.14474,1.3943,0.19443,1.5122,0.63722,-2.7524
0.31966,1.3585,-0.56993,0.93371,-2.6438,-0.11053,1.8423
0.17281,-1.7238,-1.0383,-1.1554,-0.24154,0.36759,4.6462
0.030066,-0.026083,-1.0176,-2.5273,0.44191,0.07157,4.0046
0.33199,0.092334,0.27629,-1.0208,1.0576,0.49026,-0.00063853
0.042394,-0.82526,0.98914,-0.6191,1.0718,-0.92294,1.2168
0.34431,0.59166,-1.6933,1.1367,0.74141,-0.0062665,0.025613
0.16362,0.90187,-1.2811,-1.2892,-0.20398,0.47912,2.4198
0.16567,1.1227,1.2059,-0.025314,-1.0292,2.1033,-2.3875
0.16773,-0.034494,1.3452,-1.2042,0.51496,-1.7983,2.2653
-1.5791,1.1943,0.87762,0.78918,0.27993,0.26548,-5.0637
-1.2772,0.31829,-0.090904,0.73726,0.15359,0.034692,-2.8291
-1.5668,0.024742,0.47271,-0.88721,-1.5519,-0.44017,0.80284
-1.2648,0.24197,2.1647,0.50415,-0.66508,-1.0517,-2.798
-1.5544,-0.80355,-0.41625,-0.25098,1.0209,0.51335,-1.6972
-1.2525,0.72474,0.37952,1.0599,-0.07779,-0.034943,-3.7043
-1.5483,0.4231,-0.34996,-1.6675,-0.75734,0.21189,0.59558
-1.5208,-0.70465,0.96614,0.17598,0.42911,0.48744,-2.9776
-1.4934,-1.2517,0.90731,2.0383,-0.82998,0.76006,-3.3398
-1.4659,0.22899,-1.1465,-1.5946,-0.8089,-0.43701,2.2059
-1.4385,-0.74403,0.73686,0.057234,-1.179,-1.3669,0.90197
-1.411,2.1015,-0.075257,1.2948,-0.99506,-0.52396,-3.4422
-1.3836,-0.88052,-0.26859,-0.30963,0.45564,-0.030962,-0.58122
-1.3561,-0.0032872,-0.033114,0.46153,0.25906,1.3737,-3.7138
-1.3287,-1.3505,2.2,-1.0173,1.0058,0.53055,-2.9294
-1.3012,-1.4388,-0.18359,0.073511,-0.15632,0.12272,-0.056665
-1.2738,0.14671,0.21598,-1.5053,-0.17014,-0.69594,0.47544
-1.2464,1.7106,0.39538,-0.76613,-0.7294,-0.96703,-1.184
-1.5421,3.7492,1.0101,-0.51771,-0.92518,0.15106,-4.9961
-1.2402,-0.36825,-0.45738,1.3906,-0.2652,-0.82653,-1.1421
-1.5298,1.9339,-1.3748,0.62056,0.59839,-0.65426,-2.7369
-1.2279,-1.591,-0.20319,-0.8135,-0.013632,-1.0815,2.1366
-1.5175,0.18908,-0.79279,0.24824,-0.020055,2.0593,-3.3187
-1.2155,-1.6523,-0.37213,-0.07802,-0.19461,0.20681,0.4819
-1.425,-0.043497,1.0778,1.2143,0.66599,0.31003,-4.7597
-1.3975,-1.4124,1.7179,2.415,0.02269,0.80358,-5.1476
-1.3701,0.14695,0.75,0.029627,-0.95899,0.97636,-2.438
-1.3427,-0.95871,1.4161,0.80643,-0.76386,-0.18917,-1.825
-1.3152,0.63255,-0.25517,0.13788,0.13853,0.92459,-3.0869
-1.2878,0.06475,-0.20623,0.39902,-0.5941,-0.28831,-0.88271
-1.2603,-0.30178,0.93565,1.0229,-0.0010507,-1.0555,-2.1116
-1.2329,-1.2338,1.3032,0.69402,0.21119,0.11684,-2.6108
-1.2054,-1.2081,1.0069,-0.11614,0.42098,0.85721,-2.4597
-1.178,0.14153,0.66051,0.76318,-2.493,-0.96007,0.38957
-1.1505,0.055942,-0.025289,0.27172,-0.61485,0.39669,-1.5936
-1.1231,1.2592,-0.57563,-0.40881,0.016905,0.032567,-1.7932
-1.1231,-0.57269,0.80624,0.29716,1.2075,-0.34016,-2.8939
-1.1431,-0.49252,0.5978,0.33265,-1.055,-0.31982,-0.55617
-1.1631,-1.1795,-1.1061,0.19213,0.70993,0.9355,-1.0872
-1.1831,1.421,-0.14226,-0.98455,-0.99718,0.22429,-0.9431
-1.2032,0.27424,0.87067,-0.73647,-0.34739,1.3884,-2.8926
-1.2232,0.66679,0.89659,1.1259,-0.35872,-2.1775,-1.616
-1.2432,1.5326,-0.15885,-0.062019,0.64841,0.78017,-4.1958
-1.2632,-2.0393,-1.0046,1.0006,0.089487,0.16871,0.24307
-1.2833,1.9631,0.17794,0.7867,1.4856,1.2867,-7.1807
-1.3033,0.10275,-0.72151,0.93611,1.4294,1.4586,-4.7251
-1.3233,-0.8541,-0.37903,1.1689,1.4749,-0.61646,-2.2947
-1.3433,0.21767,0.69477,0.18149,-0.42202,-0.21979,-1.8797
-1.3634,-0.33931,0.52998,-0.18335,-0.95824,0.54879,-1.0241
-1.3359,-0.61226,0.23632,0.071601,0.62701,0.74655,-2.5184
-1.3085,0.98025,0.36195,0.33038,-0.31683,0.24232,-3.0302
-1.281,0.04043,0.051944,0.48565,0.38988,0.1048,-2.5258
-1.2536,0.91994,0.69026,2.7061,-0.49022,0.36617,-5.7264
-1.2261,-0.82106,0.96033,0.12234,-0.090002,0.53593,-2.1468
-1.1987,1.4035,0.07178,-1.7193,0.75305,-0.0033991,-1.8442
-1.1712,0.55834,2.6695,-0.74816,0.45165,-0.77861,-3.493
-1.1438,-1.0115,0.44942,-0.27579,-0.41347,1.1547,-1.3438
-1.1163,-1.0844,1.3504,-0.33506,0.044653,-0.96535,-0.40456
-1.0889,-0.15461,-1.049,0.51679,1.1804,0.42572,-2.398
-1.0614,0.36841,-1.9821,0.52784,-0.38976,-0.43386,0.43613
-1.0665,-0.78552,0.75038,-0.18906,0.15068,0.28601,-1.3924
-0.91551,0.69457,0.55595,-0.0087276,-0.71996,-0.81345,-0.86526
