good    broken 
 -595.54    -593.8
-7475.86   -7452.0
-9977.34   -9944.3
-6635.27   -6611.9
  596.01     595.0
 7476.65    7454.1
 9978.94    9948.1
 6637.22    6613.5
 -595.87    -596.9
-7475.43   -7457.5
-9980.65   -9951.5
-6638.23   -6619.0
  595.36     592.1
 7476.63    7461.8
 9980.90    9959.9
 6637.90    6624.7
 -593.82    -591.2
-7478.56   -7469.5
-9980.62   -9971.0
-6638.54   -6631.2
  594.41     594.9
 7477.34    7475.2
 9981.71    9979.4
 6638.03    6636.8
 -594.39    -592.3
-7479.79   -7483.4
-9985.10   -9988.6
-6639.57   -6646.1
  593.50     593.9
 7479.98    7488.2
 9981.92    9999.1
 6640.21    6650.7
 -591.84    -593.4
-7479.41   -7495.6
-9984.39  -10007.6
-6639.97   -6658.1
  596.26     594.5
 7481.15    7500.3
 9986.33   10016.1
 6638.73    6662.1
 -594.93    -596.2
-7482.90   -7504.7
-9985.54  -10020.3
-6642.89   -6665.5
  595.44     596.5
 7481.87    7508.5
 9985.87   10022.0
 6642.19    6668.3
 -593.31    -594.8
-7482.31   -7508.5
-9988.53  -10022.6
-6640.47   -6666.1
  592.83     593.5
 7481.60    7503.9
 9985.76   10021.0
 6641.13    6663.4
 -595.34    -594.1
-7480.10   -7502.8
-9984.69  -10014.1
-6640.23   -6659.1
  594.63     595.1
 7480.06    7498.1
 9983.38   10008.7
 6640.68    6656.5
 -595.50    -594.6
-7478.65   -7491.3
-9983.69   -9999.5
-6638.19   -6649.5
  592.98     594.4
 7479.77    7486.2
 9982.15    9990.0
 6635.89    6640.3
 -596.18    -593.9
-7477.44   -7479.0
-9981.58   -9979.4
-6638.50   -6633.2
  594.13     595.0
 7477.04    7471.7
 9979.84    9968.7
 6637.59    6625.9
 -595.60    -593.2
-7476.95   -7462.4
-9981.80   -9960.0
-6635.64   -6621.6
  595.09     595.4
 7477.24    7460.9
 9977.55    9954.4
 6637.38    6616.9
 -593.45    -595.7
-7477.25   -7455.2
-9978.33   -9948.6
-6635.19   -6611.7
  594.09     595.1
 7478.26    7454.2
 9976.07    9942.7
 6635.61    6609.6
 -593.78    -595.9
-7477.49   -7451.0
-9978.90   -9942.7
-6635.89   -6609.5
  593.60     593.7
 7475.92    7451.9
 9977.36    9941.4
 6634.62    6611.3
 -594.16    -595.3
-7476.55   -7454.0
-9978.05   -9947.3
-6636.30   -6613.2
  595.09     594.3
 7478.14    7458.3
 9979.16    9952.0
 6636.41    6617.3
 -595.08    -595.1
-7477.76   -7462.6
-9979.62   -9961.6
-6637.59   -6625.5
  593.66     593.2
 7478.70    7470.2
 9982.45    9969.3
 6637.43    6631.4
 -594.91    -596.2
-7478.00   -7476.6
-9980.82   -9979.9
-6639.33   -6638.3
  593.65     594.7
 7479.99    7482.6
 9980.79    9990.0
 6637.03    6646.6
 -594.85    -594.1
-7479.45   -7491.4
-9984.61   -9999.4
-6639.75   -6651.1
  593.55     594.8
 7480.93    7495.0
 9986.41   10007.2
 6640.18    6657.3
 -594.22    -594.9
-7480.54   -7500.8
-9984.84  -10016.5
-6638.41   -6661.8
  592.93     595.0
 7481.56    7503.6
 9988.04   10020.4
 6640.38    6663.5
 -594.15    -594.6
-7481.71   -7505.5
-9988.68  -10022.8
-6639.41   -6665.7
  594.28     595.6
 7483.40    7506.8
 9986.05   10023.4
 6640.99    6666.5
 -594.16    -593.8
-7481.81   -7505.7
-9986.43  -10019.4
-6638.99   -6664.0
  594.91     595.3
 7481.06    7501.7
 9986.51   10013.3
 6641.32    6660.4
 -594.37    -595.5
-7482.89   -7498.2
-9985.34  -10008.8
-6642.05   -6655.6
  593.84     595.3
 7479.76    7494.1
 9981.44    9999.7
 6639.03    6649.2
 -593.01    -594.8
-7481.59   -7484.6
-9983.28   -9990.5
-6638.81   -6641.7
  594.04     596.3
 7479.47    7479.8
 9983.76    9978.4
 6637.00    6635.3
 -594.59    -593.9
-7478.64   -7470.4
-9981.68   -9969.1
-6638.46   -6628.0
  592.58     594.4
 7476.74    7463.9
 9978.29    9961.5
 6635.31    6622.3
 -594.18    -595.1
-7477.58   -7459.5
-9978.35   -9952.9
-6635.99   -6615.4
  594.17     594.6
 7476.20    7456.8
 9980.54    9947.0
 6636.93    6611.2
 -594.65    -593.7
-7477.80   -7453.5
-9979.05   -9943.4
-6636.02   -6610.2
  594.33     595.0
 7475.44    7452.2
 9979.27    9941.2
 6634.49    6610.8
 -595.94    -594.3
-7476.18   -7450.0
-9978.66   -9944.4
-6635.63   -6610.5
  596.03     595.4
 7476.38    7451.7
 9976.81    9944.8
 6634.77    6614.5
 -594.30    -593.7
-7479.52   -7456.6
-9978.66   -9951.5
-6636.37   -6617.7
  594.10     593.8
 7479.00    7462.9
 9980.55    9962.0
 6636.14    6625.5
 -594.45    -593.4
-7476.23   -7469.4
-9981.95   -9969.0
-6637.88   -6631.4
  594.30     594.2
 7479.95    7474.1
 9981.29    9981.7
 6637.38    6636.7
 -595.73    -594.5
-7479.66   -7482.3
-9983.02   -9989.8
-6639.09   -6645.6
  594.29     594.6
 7479.82    7490.6
 9983.01    9999.7
 6638.06    6650.5
 -594.91    -594.8
-7481.24   -7495.8
-9984.28  -10009.0
-6639.52   -6659.4
  593.72     594.4
 7482.67    7504.2
 9985.77   10012.9
 6640.88    6660.6
 -593.08    -595.4
-7480.86   -7504.6
-9985.01  -10020.4
-6641.56   -6665.9
  594.30     594.4
 7481.11    7505.4
 9984.52   10021.5
 6642.47    6666.4
 -595.92    -595.6
-7480.73   -7509.2
-9986.35  -10022.9
-6640.75   -6665.2
  593.82     593.8
 7480.81    7504.6
 9986.35   10019.6
 6639.83    6664.6
 -595.60    -595.9
-7482.37   -7501.9
-9988.20  -10015.8
-6641.21   -6659.7
  594.23     594.6
 7481.46    7496.6
 9984.51   10009.0
 6640.84    6654.8
 -593.23    -595.1
-7478.03   -7492.6
-9984.74   -9999.1
-6639.84   -6648.8
  594.37     593.9
 7478.14    7485.6
 9981.94    9988.9
 6639.05    6641.4
 -593.92    -593.2
-7479.60   -7478.9
-9981.69   -9980.6
-6637.01   -6634.4
  594.41     593.4
 7477.79    7471.3
 9980.77    9969.3
 6638.53    6627.7
 -594.74    -595.3
-7477.43   -7465.5
-9980.37   -9961.0
-6638.06   -6622.0
  593.60     594.2
 7475.31    7460.5
 9979.11    9954.0
 6637.22    6616.4
 -593.90    -595.2
-7476.62   -7454.7
-9978.02   -9947.0
-6636.59   -6612.9
  594.29     595.7
 7474.50    7452.4
 9978.72    9944.6
 6633.67    6611.8
 -594.72    -593.8
-7475.11   -7448.6
-9979.58   -9944.1
-6634.98   -6610.0
  594.57     596.2
 7477.80    7451.4
 9979.04    9943.7
 6636.59    6611.5
 -594.98    -595.2
-7477.61   -7452.8
-9978.85   -9946.9
-6636.50   -6613.2
  593.52     593.3
 7478.90    7455.4
 9980.04    9954.8
 6636.72    6618.6
 -594.22    -593.6
-7476.20   -7460.6
-9980.47   -9960.1
-6636.95   -6624.0
  593.70     593.9
 7478.52    7468.6
 9980.85    9968.3
 6636.77    6631.8
 -594.12    -594.7
-7478.23   -7474.0
-9980.14   -9981.3
-6637.02   -6638.5
  594.21     594.3
 7480.09    7483.3
 9983.05    9991.0
 6638.41    6645.9
 -594.06    -595.5
-7480.36   -7488.4
-9985.13  -10000.3
-6639.08   -6651.5
  595.89     594.7
 7479.91    7494.5
 9985.51   10007.5
 6641.08    6656.5
 -594.86    -594.3
-7482.12   -7501.8
-9984.61  -10012.8
-6640.24   -6663.7
  594.19     594.4
 7483.25    7505.4
 9986.15   10017.8
 6641.87    6663.7
 -594.87    -595.1
-7484.35   -7507.5
-9985.47  -10022.6
-6641.54   -6666.9
  593.56     592.3
 7480.37    7507.6
 9986.81   10021.3
 6642.01    6666.5
 -593.68    -593.6
-7481.11   -7506.1
-9986.50  -10019.9
-6639.60   -6664.1
  593.88     593.0
 7481.85    7502.6
 9985.67   10014.6
 6640.76    6659.3
 -595.66    -595.0
-7480.50   -7499.8
-9985.19  -10005.9
-6639.36   -6656.8
  595.56     591.4
 7479.77    7493.6
 9984.66   10000.1
 6638.70    6649.7
 -594.43    -594.9
-7479.47   -7487.7
-9982.02   -9991.0
-6637.88   -6639.9
  593.63     593.0
 7478.95    7479.5
 9980.63    9980.4
 6637.51    6633.1
 -594.30    -595.7
-7478.74   -7471.8
-9979.90   -9969.5
-6637.58   -6628.0
  592.33     592.7
 7477.26    7467.1
 9980.66    9960.8
 6635.65    6620.7
 -594.36    -595.3
-7476.06   -7459.3
-9980.49   -9952.4
-6635.34   -6615.5
  593.91     593.8
 7475.65    7456.5
 9976.99    9945.9
 6636.99    6613.1
 -593.97    -592.5
-7476.56   -7450.9
-9976.35   -9943.5
-6635.15   -6608.8
  595.39     596.3
 7477.33    7451.0
 9977.28    9941.4
 6635.73    6610.6
 -594.60    -593.3
-7476.43   -7452.7
-9980.24   -9941.6
-6635.25   -6612.4
  592.88     595.5
 7476.89    7455.5
 9978.04    9946.1
 6634.04    6614.4
 -594.66    -593.6
-7477.25   -7457.6
-9979.21   -9953.4
-6633.89   -6619.0
  596.37     594.8
 7475.03    7462.6
 9979.91    9960.3
 6636.06    6623.0
 -593.97    -595.6
-7479.58   -7468.4
-9981.52   -9968.4
-6636.29   -6632.7
  595.52     595.2
 7477.20    7475.3
 9982.01    9977.7
 6638.29    6637.4
 -594.06    -595.6
-7481.34   -7483.8
-9982.42   -9991.1
-6640.54   -6644.1
  593.03     594.8
 7480.57    7490.2
 9984.51    9999.6
 6638.05    6652.4
 -595.75    -593.7
-7481.51   -7494.5
-9985.05  -10005.9
-6639.80   -6657.8
  593.21     594.9
 7480.78    7501.1
 9986.22   10014.4
 6639.55    6662.8
 -593.91    -593.6
-7481.81   -7504.8
-9985.51  -10019.5
-6642.31   -6663.9
  594.44     595.7
 7479.97    7507.3
 9986.47   10022.0
 6640.27    6665.5
 -594.06    -594.7
-7481.62   -7507.3
-9985.95  -10022.5
-6640.73   -6665.3
  594.95     595.9
 7483.16    7507.0
 9986.25   10019.4
 6640.50    6664.6
 -594.28    -595.2
-7481.70   -7502.5
-9986.04  -10016.3
-6643.64   -6659.9
  594.81     594.5
 7480.62    7499.6
 9984.20   10006.0
 6639.93    6654.2
 -594.00    -592.1
-7481.00   -7489.9
-9984.44  -10000.2
-6639.93   -6648.8
  593.55     595.8
 7478.48    7486.8
 9982.62    9990.3
 6638.76    6640.6
 -593.62    -595.8
-7478.48   -7476.6
-9982.67   -9977.7
-6636.57   -6635.2
  595.00     594.2
 7477.91    7470.5
 9981.13    9968.9
 6637.95    6627.8
 -595.10    -594.9
-7477.07   -7465.1
-9980.80   -9961.8
-6636.49   -6622.5
  594.86     593.5
 7477.01    7458.2
 9981.18    9952.4
 6635.44    6617.4
 -595.05    -594.7
-7476.86   -7454.6
-9978.00   -9945.3
-6636.08   -6610.7
  594.25     595.5
 7476.10    7449.5
 9977.81    9942.8
 6636.70    6612.4
 -592.69    -593.7
-7476.69   -7451.9
-9979.34   -9942.4
-6635.03   -6609.6
  594.90     594.2
 7475.42    7448.8
 9979.18    9945.0
 6635.95    6609.3
 -592.53    -594.4
-7473.25   -7453.1
-9978.89   -9947.7
-6635.72   -6616.1
  594.49     595.3
 7475.86    7459.1
 9979.51    9952.0
 6636.68    6618.9
 -595.53    -592.4
-7477.43   -7462.2
-9982.69   -9960.6
-6637.25   -6624.3
  594.75     593.1
 7478.08    7466.2
 9980.81    9968.8
 6638.44    6630.1
 -595.78    -593.0
-7477.76   -7476.2
-9981.15   -9978.9
-6637.89   -6636.9
  595.56     593.8
 7479.03    7482.8
 9982.30    9990.8
 6639.60    6644.8
 -593.65    -595.2
-7479.72   -7490.5
-9982.79   -9998.9
-6638.91   -6652.1
  594.34     596.5
 7481.49    7497.4
 9984.33   10006.7
 6641.84    6656.9
 -594.93    -593.9
-7481.98   -7499.5
-9986.13  -10013.7
-6640.64   -6663.5
  595.18     595.3
 7480.96    7503.2
 9986.27   10018.3
 6641.77    6665.1
 -594.27    -593.5
-7483.14   -7507.0
-9987.04  -10019.8
-6641.94   -6665.2
  594.82     594.8
 7482.68    7506.0
 9984.76   10022.5
 6642.23    6666.6
 -594.76    -593.9
-7481.02   -7505.1
-9986.95  -10019.3
-6640.42   -6665.8
  594.42     594.4
 7481.51    7503.5
 9984.63   10015.0
 6640.15    6660.0
 -593.31    -594.3
-7481.66   -7498.8
-9983.82  -10007.2
-6639.63   -6655.4
  595.60     594.0
 7481.82    7491.6
 9984.00    9999.2
 6638.92    6646.3
 -594.28    -595.1
-7479.78   -7486.3
-9982.54   -9990.5
-6638.73   -6641.9
  594.42     596.9
 7479.77    7478.2
 9981.66    9979.0
 6638.85    6634.0
 -595.05    -593.2
-7478.86   -7474.6
-9980.25   -9967.3
-6635.87   -6628.5
  595.89     595.1
 7478.61    7464.4
 9980.46    9960.9
 6636.42    6623.9
 -593.96    -593.9
-7479.45   -7459.2
-9978.57   -9953.6
-6637.36   -6616.2
  593.14     594.9
 7475.94    7454.1
 9979.07    9947.2
 6635.70    6610.1
 -595.46    -592.7
-7476.63   -7451.8
-9979.40   -9941.9
-6635.51   -6607.9
  593.75     594.1
 7476.10    7453.1
 9978.01    9942.3
 6635.40    6609.3
 -593.98    -593.7
-7476.46   -7450.8
-9976.31   -9941.8
-6635.78   -6610.5
  594.51     594.3
 7477.71    7455.6
 9977.48    9946.6
 6635.73    6614.3
 -595.50    -594.9
-7477.30   -7456.9
-9979.75   -9954.5
-6636.02   -6619.1
  594.48     593.6
 7475.40    7461.9
 9981.27    9960.7
 6635.00    6626.0
 -595.38    -594.5
-7478.89   -7469.1
-9982.43   -9969.9
-6637.31   -6631.4
  595.19     592.4
 7478.94    7473.4
 9983.36    9979.9
 6639.24    6638.9
 -593.55    -594.1
-7480.46   -7482.8
-9982.84   -9990.4
-6638.71   -6644.2
  593.16     594.7
 7479.45    7487.8
 9985.67    9998.5
 6639.52    6653.0
 -595.84    -594.9
-7480.51   -7496.8
-9984.66  -10008.0
-6641.25   -6658.8
  594.86     593.8
 7481.03    7500.4
 9985.67   10013.9
 6640.95    6663.3
 -593.81    -593.3
-7480.97   -7505.1
-9984.40  -10018.9
-6641.11   -6663.6
  596.14     593.4
 7481.13    7505.6
 9986.73   10021.1
 6641.79    6667.8
 -596.08    -594.4
-7482.84   -7508.6
-9986.16  -10019.7
-6641.26   -6666.5
  593.51     593.7
 7480.78    7507.8
 9985.36   10020.6
 6641.64    6664.1
 -594.82    -594.6
-7481.15   -7502.2
-9984.37  -10015.3
-6639.55   -6661.1
  595.43     594.7
 7481.96    7499.0
 9985.54   10009.3
 6640.80    6655.4
 -593.35    -594.2
-7479.45   -7493.2
-9983.69   -9999.2
-6640.06   -6647.5
  595.87     593.4
 7479.52    7485.1
 9984.58    9989.3
 6639.61    6640.9
 -593.69    -593.5
-7476.41   -7479.2
-9979.17   -9979.9
-6637.76   -6634.4
  594.33     594.1
 7478.22    7471.5
 9982.03    9969.4
 6638.20    6629.8
 -595.23    -595.0
-7477.39   -7464.4
-9979.64   -9959.9
-6636.03   -6622.6
  594.97     593.8
 7477.94    7459.9
 9977.57    9954.0
 6636.05    6616.5
 -592.40    -594.1
-7477.12   -7453.9
-9978.94   -9945.8
-6637.34   -6613.1
  592.23     594.6
 7474.35    7452.3
 9980.13    9944.0
 6634.93    6611.6
 -594.10    -594.8
-7476.67   -7451.1
-9978.83   -9944.0
-6633.73   -6608.7
  593.74     597.2
 7475.72    7452.4
 9978.22    9945.1
 6636.91    6611.5
 -594.15    -593.0
-7478.24   -7453.9
-9978.71   -9947.3
-6636.71   -6615.3
  594.11     595.1
 7476.83    7456.5
 9979.71    9953.6
 6636.60    6619.3
 -595.14    -593.9
-7476.53   -7461.3
-9980.77   -9961.0
-6636.86   -6625.4
  596.13     594.0
 7477.74    7470.5
 9982.44    9970.3
 6637.35    6630.7
 -593.12    -591.8
-7477.31   -7475.3
-9981.76   -9981.9
-6638.96   -6636.3
  594.94     594.3
 7479.77    7483.0
 9982.42    9989.2
 6638.84    6644.7
 -595.02    -594.4
-7480.72   -7488.9
-9983.79   -9999.0
-6639.47   -6652.3
  593.93     595.6
 7480.34    7494.5
 9985.65   10006.6
 6640.46    6656.5
 -592.58    -594.0
-7481.66   -7501.2
-9984.25  -10014.9
-6641.50   -6663.5
  595.10     595.8
 7481.73    7506.4
 9986.18   10018.6
 6639.73    6666.0
 -595.43    -594.5
-7481.56   -7506.5
-9983.37  -10022.4
-6641.02   -6666.5
  596.99     593.4
 7480.50    7507.1
 9985.34   10021.4
 6641.10    6664.5
 -593.74    -595.0
-7480.92   -7506.0
-9984.77  -10020.5
-6642.23   -6663.4
  595.86     595.0
 7479.70    7502.5
 9985.80   10013.7
 6640.86    6662.2
 -593.50    -596.1
-7481.09   -7499.5
-9984.78  -10008.8
-6638.69   -6652.7
  594.61     593.6
 7482.54    7491.9
 9985.35    9999.7
 6639.58    6649.2
 -595.09    -594.8
-7480.34   -7487.9
-9981.69   -9988.1
-6638.08   -6640.2
  594.65     596.8
 7480.28    7478.9
 9982.12    9980.9
 6637.13    6633.5
 -594.81    -593.5
-7478.00   -7473.0
-9981.72   -9970.4
-6636.98   -6626.8
  595.73     594.6
 7475.99    7465.9
 9979.52    9960.7
 6636.24    6622.8
 -594.13    -595.0
-7477.37   -7459.6
-9978.47   -9952.0
-6635.03   -6614.5
  593.94     595.2
 7476.83    7453.0
 9979.21    9946.9
 6634.86    6611.6
 -594.75    -596.6
-7475.30   -7452.8
-9977.18   -9943.1
-6634.40   -6611.1
  593.62     595.1
 7474.29    7450.8
 9978.82    9941.5
 6634.99    6609.4
 -594.91    -595.0
-7475.84   -7451.8
-9978.17   -9944.5
-6637.07   -6611.9
  592.73     595.8
 7476.70    7452.4
 9980.14    9946.1
 6635.26    6614.4
 -595.92    -593.6
-7475.86   -7455.3
-9979.77   -9952.4
-6636.75   -6619.4
  593.08     591.6
 7477.31    7463.5
 9979.51    9962.8
 6637.23    6624.6
 -594.91    -593.7
-7477.70   -7468.1
-9980.27   -9970.1
-6637.45   -6631.6
  593.73     594.1
 7478.11    7476.4
 9980.42    9980.3
 6638.74    6637.4
 -594.76    -595.0
-7478.87   -7482.2
-9983.33   -9988.8
-6637.58   -6644.2
  594.22     595.2
 7480.71    7489.6
 9983.61   10000.5
 6641.37    6651.8
 -592.90    -595.8
-7482.29   -7496.5
-9983.05  -10007.4
-6639.96   -6658.8
  593.84     595.8
 7481.19    7500.6
 9986.00   10015.8
 6639.38    6659.7
 -595.13    -596.1
-7481.44   -7503.8
-9986.08  -10020.0
-6641.79   -6664.0
  593.77     595.0
 7480.54    7506.7
 9985.89   10020.4
 6641.36    6666.8
 -594.23    -592.9
-7480.57   -7507.3
-9984.97  -10020.9
-6642.58   -6663.9
  594.53     594.4
 7481.55    7506.0
 9986.56   10019.1
 6643.01    6663.4
 -594.59    -594.0
-7480.96   -7504.2
-9985.95  -10014.5
-6640.78   -6659.8
  594.39     595.0
 7479.65    7499.5
 9986.27   10007.5
 6639.03    6653.9
 -595.76    -594.7
-7480.85   -7493.5
-9983.85   -9997.8
-6639.37   -6646.6
  594.49     594.8
 7480.12    7485.4
 9982.19    9989.2
 6637.37    6641.4
 -596.30    -593.3
-7479.17   -7480.4
-9981.99   -9978.9
-6638.85   -6636.3
  594.76     595.1
 7477.43    7473.8
 9981.15    9969.0
 6637.53    6626.6
 -592.82    -595.3
-7477.29   -7465.1
-9979.50   -9962.1
-6637.67   -6621.7
  593.36     593.9
 7477.47    7458.9
 9979.72    9953.0
 6637.04    6618.1
 -594.11    -594.3
-7476.64   -7455.0
-9977.35   -9946.4
-6635.55   -6614.4
  593.80     595.2
 7477.46    7451.7
 9977.41    9944.0
 6636.38    6611.2
 -595.46    -594.5
-7475.49   -7449.4
-9979.03   -9943.4
-6636.94   -6607.9
  595.47     593.2
 7476.35    7450.4
 9979.04    9943.3
 6635.69    6611.4
 -596.17    -594.7
-7474.30   -7453.0
-9978.41   -9947.1
-6634.75   -6614.4
  593.97     596.1
 7478.06    7456.8
 9978.93    9954.2
 6634.87    6618.7
 -593.22    -595.7
-7478.36   -7462.3
-9979.43   -9960.9
-6637.23   -6626.0
  595.15     592.7
 7477.55    7467.1
 9982.10    9971.7
 6637.00    6630.8
 -595.29    -593.7
-7478.74   -7475.1
-9982.26   -9979.6
-6638.09   -6639.5
  593.19     594.8
 7479.23    7482.3
 9983.68    9990.2
 6638.92    6643.7
 -592.84    -593.3
-7479.26   -7489.6
-9983.96  -10000.2
-6638.89   -6651.0
  593.84     594.7
 7478.36    7493.6
 9986.41   10006.3
 6639.18    6657.7
 -595.04    -595.3
-7480.99   -7500.2
-9984.60  -10013.9
-6639.66   -6662.4
  594.14     594.6
 7481.59    7505.9
 9986.52   10020.7
 6639.99    6663.4
 -593.12    -596.8
-7482.17   -7507.2
-9984.96  -10020.7
-6641.84   -6666.3
  592.59     593.7
 7481.00    7507.6
 9986.23   10024.2
 6643.97    6664.8
 -594.83    -593.9
-7482.31   -7505.8
-9988.77  -10017.7
-6641.55   -6665.3
  594.58     596.6
 7482.02    7503.5
 9984.87   10014.2
 6642.23    6657.8
 -594.57    -595.7
-7480.79   -7498.6
-9983.77  -10008.9
-6641.31   -6653.0
  596.70     592.9
 7480.11    7493.2
 9983.72    9998.4
 6638.40    6648.2
 -593.58    -594.4
-7479.35   -7484.5
-9983.64   -9989.7
-6639.71   -6642.5
  595.12     594.9
 7479.77    7481.0
 9981.25    9978.8
 6639.19    6633.9
 -593.73    -595.0
-7476.73   -7473.3
-9980.62   -9970.8
-6636.83   -6628.9
  593.75     596.8
 7477.45    7464.3
 9980.64    9962.6
 6635.82    6623.2
 -594.10    -595.9
-7476.70   -7459.8
-9980.98   -9953.9
-6635.52   -6617.9
  593.43     594.7
 7476.95    7454.8
 9977.65    9947.9
 6635.05    6613.3
 -593.97    -594.6
-7476.54   -7452.1
-9976.85   -9944.3
-6635.28   -6611.8
  594.41     594.9
 7474.18    7449.9
 9977.80    9940.3
 6635.54    6610.4
 -595.67    -595.5
-7476.21   -7450.7
-9978.96   -9941.4
-6634.65   -6610.5
  596.42     594.7
 7475.55    7454.8
 9979.16    9946.6
 6635.86    6614.1
 -594.55    -595.8
-7475.06   -7457.2
-9979.02   -9953.4
-6635.13   -6618.7
  592.84     594.2
 7479.51    7460.8
 9979.43    9960.6
 6635.88    6624.6
 -593.69    -591.8
-7477.63   -7466.2
-9979.68   -9970.9
-6636.99   -6630.6
  595.57     595.3
 7478.44    7473.6
 9982.29    9979.1
 6637.95    6638.8
 -593.53    -594.1
-7479.80   -7482.6
-9982.88   -9989.9
-6638.01   -6647.0
  596.43     592.8
 7479.29    7489.1
 9983.43   10000.4
 6639.78    6651.7
 -593.28    -595.5
-7478.79   -7496.2
-9984.79  -10009.6
-6639.62   -6656.1
  594.90     595.0
 7481.77    7501.2
 9984.43   10013.0
 6640.49    6661.1
 -596.52    -593.4
-7482.64   -7504.8
-9986.65  -10018.3
-6640.72   -6664.2
  594.69     593.3
 7480.05    7506.8
 9987.13   10021.4
 6640.39    6666.0
 -593.91    -595.1
-7482.31   -7508.3
-9985.79  -10022.8
-6641.61   -6664.5
  594.09     594.1
 7481.12    7506.3
 9987.93   10019.5
 6638.97    6663.9
 -592.17    -594.2
-7481.40   -7504.8
-9986.25  -10015.4
-6641.74   -6659.6
  594.84     593.4
 7480.39    7498.7
 9986.77   10008.3
 6638.84    6654.1
 -592.95    -592.9
-7479.96   -7491.9
-9983.06   -9999.4
-6638.48   -6648.1
  594.59     593.4
 7479.18    7484.2
 9984.07    9990.5
 6640.42    6641.6
 -594.76    -595.2
-7479.99   -7479.1
-9982.54   -9979.3
-6638.33   -6634.8
  593.51     593.3
 7477.35    7471.6
 9982.33    9971.0
 6637.00    6629.2
 -594.71    -594.9
-7477.65   -7465.4
-9981.19   -9960.2
-6636.18   -6620.9
  595.59     594.8
 7476.26    7458.6
 9979.61    9953.5
 6635.81    6616.8
 -593.81    -595.6
-7475.74   -7453.3
-9977.48   -9948.3
-6635.33   -6614.0
  594.32     593.0
 7475.72    7450.2
 9978.08    9945.2
 6635.77    6609.9
 -594.35    -595.7
-7477.62   -7451.3
-9978.49   -9942.2
-6635.26   -6608.9
  594.44     593.9
 7475.66    7451.1
 9978.41    9943.8
 6634.24    6612.3
 -593.61    -593.5
-7476.13   -7452.7
-9978.76   -9948.0
-6635.34   -6614.9
  593.80     595.1
 7476.79    7459.0
 9979.46    9954.1
 6635.64    6617.1
 -593.80    -594.0
-7475.79   -7462.4
-9980.43   -9960.0
-6636.40   -6625.7
  593.68     595.1
 7477.24    7469.3
 9979.92    9968.6
 6638.30    6630.4
 -596.25    -594.9
-7479.90   -7475.5
-9982.05   -9978.9
-6638.85   -6638.5
  592.87     595.6
 7479.60    7482.9
 9981.83    9989.9
 6638.93    6643.9
 -595.99    -594.1
-7480.09   -7490.4
-9985.03   -9999.1
-6640.55   -6650.7
  592.88     595.5
 7481.96    7495.6
 9984.66   10006.5
 6638.84    6657.4
 -594.41    -593.8
-7480.48   -7499.2
-9985.34  -10015.6
-6641.11   -6661.1
  594.83     594.4
 7481.65    7504.8
 9986.18   10019.6
 6639.85    6664.4
 -593.66    -593.7
-7479.16   -7506.8
-9987.66  -10022.8
-6641.59   -6664.6
  593.61     594.7
 7482.83    7506.9
 9986.49   10022.1
 6640.23    6665.4
 -594.53    -594.5
-7482.85   -7507.0
-9985.93  -10019.8
-6641.16   -6666.3
  594.81     595.2
 7482.25    7501.8
 9985.57   10015.4
 6641.67    6658.7
 -592.87    -595.8
-7480.17   -7498.6
-9985.49  -10007.7
-6637.65   -6656.0
  591.91     595.6
 7479.05    7492.4
 9982.83   10002.1
 6638.45    6647.2
 -594.81    -593.6
-7479.63   -7487.4
-9981.41   -9990.4
-6638.62   -6641.6
  595.43     594.1
 7479.53    7479.2
 9981.88    9979.5
 6638.00    6634.6
 -595.39    -593.9
-7477.03   -7471.5
-9980.53   -9970.5
-6639.41   -6628.4
  595.49     593.9
 7480.30    7465.8
 9980.53    9961.0
 6635.64    6621.9
 -594.04    -594.5
-7476.29   -7459.9
-9979.75   -9954.1
-6636.24   -6615.8
  593.76     594.4
 7476.14    7454.2
 9978.83    9945.2
 6633.24    6611.6
 -594.65    -594.5
-7475.68   -7452.2
-9978.27   -9943.5
-6635.31   -6608.7
  594.26     593.9
 7478.56    7450.1
 9979.35    9943.9
 6635.27    6610.9
 -595.75    -595.7
-7475.93   -7451.2
-9978.11   -9944.6
-6637.34   -6610.1
  593.49     593.6
 7477.33    7452.3
 9978.10    9946.6
 6636.49    6613.3
 -592.91    -594.1
-7477.78   -7457.7
-9979.52   -9953.3
-6634.10   -6619.2
  594.48     594.6
 7475.36    7462.4
 9979.98    9961.6
 6636.90    6624.5
 -596.09    -594.6
-7477.02   -7468.6
-9979.13   -9970.6
-6638.37   -6630.5
  594.42     594.3
 7477.81    7476.7
 9982.02    9980.3
 6639.54    6637.7
 -594.50    -594.0
-7477.76   -7483.7
-9982.72   -9990.5
-6638.83   -6645.5
  594.89     595.8
 7480.30    7489.7
 9984.81    9998.5
 6639.89    6653.1
 -594.71    -595.8
-7480.31   -7495.3
-9983.53  -10008.7
-6639.51   -6657.2
  593.96     593.9
 7482.44    7499.8
 9983.32   10013.5
 6640.03    6661.7
 -592.75    -592.4
-7480.94   -7503.7
-9987.00  -10020.7
-6638.96   -6664.5
  594.22     593.0
 7481.92    7507.5
 9985.17   10022.5
 6642.23    6667.2
 -594.87    -595.3
-7480.42   -7506.6
-9987.71  -10022.2
-6640.77   -6665.6
  594.23     593.0
 7481.67    7506.1
 9987.58   10019.7
 6640.57    6662.0
 -595.21    -595.1
