"","d","s","y","spp"
"736",12,0.182702,0,"jackpine"
"737",11,0.182702,0,"jackpine"
"738",10,0.182702,0,"jackpine"
"739",15,0.182702,0,"jackpine"
"740",5,0.182702,0,"jackpine"
"741",10,0.182702,0,"jackpine"
"742",6,0.183632,0,"black spruce"
"743",6,0.183632,0,"black spruce"
"744",6,0.183632,0,"black spruce"
"745",6,0.183632,0,"cedar"
"746",23,0.183632,0,"cedar"
"747",13,0.183632,0,"red pine"
"748",17,0.183632,0,"red pine"
"749",7,0.184542,0,"black spruce"
"750",6,0.184542,0,"black spruce"
"751",6,0.184542,0,"red pine"
"752",9,0.184542,0,"red pine"
"753",13,0.184542,0,"red pine"
"754",27,0.184542,0,"red pine"
"755",18,0.188526,1,"cedar"
"756",24,0.188526,1,"cedar"
"757",14,0.188526,0,"jackpine"
"758",8,0.188526,0,"jackpine"
"759",8,0.188526,0,"jackpine"
"760",10,0.188526,0,"jackpine"
"761",6,0.188526,0,"jackpine"
"762",5,0.191521,0,"black spruce"
"763",15,0.191521,0,"cedar"
"764",13,0.191521,0,"cedar"
"765",18,0.191521,0,"cedar"
"766",21,0.191521,0,"paper birch"
"767",27,0.191521,1,"paper birch"
"768",6,0.191521,0,"red pine"
"769",8,0.191521,1,"red pine"
"770",12,0.192293,0,"black spruce"
"771",25,0.192293,0,"red pine"
"772",39,0.192293,0,"red pine"
"773",7,0.192509,0,"black spruce"
"774",10,0.192509,0,"cedar"
"775",15,0.192509,0,"cedar"
"776",19,0.192509,0,"cedar"
"777",18,0.192509,1,"cedar"
"778",10,0.192509,0,"cedar"
"779",44,0.192509,1,"paper birch"
"780",14,0.195046,0,"jackpine"
"781",25,0.195046,0,"jackpine"
"782",22,0.195046,0,"jackpine"
"783",17,0.195046,0,"jackpine"
"784",7,0.195646,0,"cedar"
"785",12,0.195646,1,"cedar"
"786",27,0.195646,0,"paper birch"
"787",25,0.195646,1,"paper birch"
"788",14,0.195646,0,"paper birch"
"789",25,0.195646,0,"paper birch"
"790",14,0.195646,1,"paper birch"
"791",10,0.195646,0,"red pine"
"792",7,0.195646,0,"red pine"
"793",12,0.195646,0,"red pine"
"794",14,0.197618,0,"black spruce"
"795",8,0.197618,0,"black spruce"
"796",10,0.197618,0,"black spruce"
"797",16,0.197618,0,"black spruce"
"798",11,0.197618,0,"black spruce"
"799",15,0.197618,0,"cedar"
"800",15,0.197618,0,"red pine"
"801",14,0.198293,1,"black spruce"
"802",14,0.198293,0,"black spruce"
"803",10,0.198293,1,"black spruce"
"804",40,0.198293,0,"cedar"
"805",10,0.199172,0,"black spruce"
"806",14,0.199172,0,"cedar"
"807",21,0.199172,0,"red maple"
"808",8,0.199172,0,"red maple"
"809",21,0.199172,0,"red maple"
"810",25,0.199172,0,"red maple"
"811",18,0.19934,1,"jackpine"
"812",38,0.19934,1,"paper birch"
"813",36,0.19934,1,"paper birch"
"814",28,0.19934,1,"paper birch"
"815",36,0.19934,1,"paper birch"
"816",9,0.201838,0,"cedar"
"817",8,0.201838,0,"cedar"
"818",22,0.201838,0,"cedar"
"819",6,0.201838,0,"cedar"
"820",7,0.201838,0,"red pine"
"821",15,0.201838,0,"red pine"
"822",21,0.20332,1,"black spruce"
"823",15,0.20332,0,"red pine"
"824",17,0.20332,0,"red pine"
"825",23,0.20332,0,"red maple"
"826",14,0.20332,0,"red maple"
"827",8,0.204132,0,"black spruce"
"828",10,0.206243,0,"black spruce"
"829",30,0.206243,0,"jackpine"
"830",13,0.206243,1,"jackpine"
"831",9,0.206243,0,"jackpine"
"832",10,0.206243,0,"red pine"
"833",6,0.207769,0,"black spruce"
"834",6,0.207769,0,"black spruce"
"835",9,0.208116,0,"black spruce"
"836",9,0.208116,0,"black spruce"
"837",26,0.208116,0,"jackpine"
"838",21,0.208116,0,"jackpine"
"839",30,0.208116,0,"jackpine"
"840",19,0.208116,0,"jackpine"
"841",13,0.208116,0,"jackpine"
"842",28,0.208116,0,"jackpine"
"843",22,0.208116,0,"jackpine"
"844",17,0.208116,0,"jackpine"
"845",6,0.210034,1,"balsam fir"
"846",7,0.210034,1,"black spruce"
"847",7,0.210034,1,"black spruce"
"848",5,0.210034,0,"red pine"
"849",31,0.210467,1,"jackpine"
"850",15,0.210467,0,"jackpine"
"851",23,0.210467,0,"jackpine"
"852",15,0.210467,0,"jackpine"
"853",9,0.210467,0,"red pine"
"854",8,0.211429,0,"cedar"
"855",13,0.211429,0,"cedar"
"856",9,0.211429,0,"cedar"
"857",8,0.211429,0,"cedar"
"858",12,0.211429,0,"cedar"
"859",16,0.211429,1,"cedar"
"860",15,0.211429,0,"cedar"
"861",15,0.211429,1,"cedar"
"862",11,0.211429,0,"cedar"
"863",19,0.211429,0,"cedar"
"864",10,0.211429,0,"cedar"
"865",17,0.211429,1,"paper birch"
"866",31,0.212418,1,"paper birch"
"867",27,0.212418,1,"paper birch"
"868",25,0.212801,0,"cedar"
"869",12,0.212801,0,"cedar"
"870",8,0.212801,0,"red pine"
"871",11,0.212801,0,"red pine"
"872",13,0.213854,1,"cedar"
"873",8,0.213854,0,"cedar"
"874",30,0.213955,1,"paper birch"
"875",26,0.213955,1,"paper birch"
"876",17,0.213955,0,"red pine"
"877",9,0.214047,0,"black spruce"
"878",8,0.214047,0,"black spruce"
"879",7,0.214047,0,"black spruce"
"880",16,0.214047,0,"paper birch"
"881",10,0.214446,0,"cedar"
"882",11,0.214446,0,"cedar"
"883",9,0.214446,1,"cedar"
"884",17,0.214446,1,"cedar"
"885",9,0.214446,1,"cedar"
"886",10,0.214446,1,"paper birch"
"887",12,0.214446,0,"paper birch"
"888",20,0.214446,0,"paper birch"
"889",7,0.214931,0,"black spruce"
"890",7,0.214931,0,"black spruce"
"891",5,0.214931,0,"jackpine"
"892",8,0.214931,0,"jackpine"
"893",9,0.214931,0,"jackpine"
"894",6,0.214931,0,"jackpine"
"895",5,0.215521,0,"black spruce"
"896",7,0.215521,0,"black spruce"
"897",5,0.215521,1,"black spruce"
"898",5,0.215521,0,"black spruce"
"899",6,0.215521,0,"black spruce"
"900",5,0.215521,0,"black spruce"
"901",11,0.215521,0,"black spruce"
"902",5,0.215521,0,"black spruce"
"903",5,0.215521,0,"cedar"
"904",6,0.215521,0,"cedar"
"905",7,0.215975,0,"black spruce"
"906",8,0.215975,0,"black spruce"
"907",10,0.215975,0,"black spruce"
"908",19,0.215975,1,"cedar"
"909",17,0.215975,0,"jackpine"
"910",18,0.215975,0,"jackpine"
"911",7,0.215975,0,"jackpine"
"912",5,0.215975,0,"jackpine"
"913",5,0.216023,0,"black spruce"
"914",11,0.216023,0,"cedar"
"915",18,0.216023,0,"cedar"
"916",15,0.216023,0,"jackpine"
"917",27,0.21856,1,"aspen"
"918",32,0.21856,1,"aspen"
"919",16,0.21856,0,"cedar"
"920",17,0.21856,1,"cedar"
"921",15,0.21856,0,"paper birch"
"922",20,0.21856,1,"paper birch"
"923",15,0.218936,0,"cedar"
"924",18,0.218936,1,"cedar"
"925",14,0.218936,0,"cedar"
"926",9,0.218936,0,"cedar"
"927",21,0.218936,0,"red pine"
"928",7,0.219577,1,"black spruce"
"929",5,0.219577,1,"black spruce"
"930",6,0.219577,1,"black spruce"
"931",8,0.219577,0,"black spruce"
"932",5,0.219577,0,"black spruce"
"933",7,0.219577,0,"black spruce"
"934",11,0.219577,1,"black spruce"
"935",11,0.219577,1,"black spruce"
"936",10,0.219577,1,"black spruce"
"937",11,0.219577,1,"black spruce"
"938",8,0.219577,0,"black spruce"
"939",7,0.219577,0,"red pine"
"940",6,0.219577,0,"red pine"
"941",32,0.219823,1,"aspen"
"942",12,0.219823,1,"cedar"
"943",17,0.219823,0,"jackpine"
"944",20,0.219823,1,"paper birch"
"945",25,0.219823,1,"paper birch"
"946",22,0.219823,1,"paper birch"
"947",24,0.219823,1,"paper birch"
"948",22,0.219823,1,"paper birch"
"949",29,0.220692,1,"aspen"
"950",30,0.220692,1,"aspen"
"951",30,0.220692,1,"aspen"
"952",12,0.220692,0,"aspen"
"953",12,0.220692,1,"cedar"
"954",47,0.220769,1,"aspen"
"955",30,0.220787,0,"aspen"
"956",15,0.220787,1,"black spruce"
"957",6,0.220787,0,"cedar"
"958",14,0.220787,0,"red pine"
"959",16,0.220787,0,"red pine"
"960",14,0.223505,0,"red pine"
"961",10,0.223505,0,"red maple"
"962",14,0.223505,0,"red maple"
"963",17,0.223505,1,"red maple"
"964",8,0.224639,0,"black spruce"
"965",6,0.224639,1,"black spruce"
"966",30,0.224639,1,"cedar"
"967",6,0.224639,0,"red pine"
"968",7,0.224639,0,"red pine"
"969",5,0.224639,0,"red pine"
"970",5,0.224639,0,"red pine"
"971",8,0.224639,0,"red pine"
"972",10,0.224701,0,"aspen"
"973",8,0.224701,0,"aspen"
"974",6,0.224701,0,"black spruce"
"975",6,0.224701,0,"black spruce"
"976",7,0.224701,0,"black spruce"
"977",26,0.224701,1,"jackpine"
"978",21,0.224701,1,"jackpine"
"979",10,0.224701,0,"red pine"
"980",6,0.224701,1,"red pine"
"981",6,0.224701,0,"red pine"
"982",6,0.224701,0,"red pine"
"983",34,0.225786,1,"aspen"
"984",19,0.225786,0,"cedar"
"985",22,0.225786,0,"cedar"
"986",12,0.22813,1,"aspen"
"987",6,0.22813,0,"black spruce"
"988",5,0.22813,0,"black spruce"
"989",18,0.229101,1,"paper birch"
"990",19,0.229101,1,"paper birch"
"991",19,0.229101,0,"paper birch"
"992",19,0.229101,0,"paper birch"
"993",11,0.229207,1,"cedar"
"994",18,0.229207,0,"paper birch"
"995",16,0.229207,1,"paper birch"
"996",18,0.229207,1,"paper birch"
"997",18,0.229207,1,"paper birch"
"998",12,0.229207,1,"paper birch"
"999",9,0.230694,0,"black spruce"
"1000",12,0.230694,1,"black spruce"
"1001",14,0.230694,0,"red pine"
"1002",7,0.230694,0,"red pine"
"1003",6,0.230694,1,"red pine"
"1004",34,0.232239,1,"paper birch"
"1005",17,0.233663,0,"cedar"
"1006",12,0.233663,0,"cedar"
"1007",12,0.233663,0,"jackpine"
"1008",17,0.233663,0,"red pine"
"1009",11,0.233663,0,"red pine"
"1010",7,0.234421,0,"black spruce"
"1011",5,0.234421,0,"red pine"
"1012",17,0.235015,1,"cedar"
"1013",11,0.235015,0,"red pine"
"1014",8,0.235669,0,"cedar"
"1015",10,0.235669,0,"cedar"
"1016",12,0.235669,0,"cedar"
"1017",7,0.235669,0,"cedar"
"1018",17,0.235669,0,"paper birch"
"1019",5,0.235669,0,"red pine"
"1020",6,0.235722,0,"black spruce"
"1021",16,0.235722,0,"black spruce"
"1022",9,0.235989,0,"aspen"
"1023",6,0.235989,0,"black spruce"
"1024",6,0.235989,0,"black spruce"
"1025",5,0.235989,0,"cedar"
"1026",14,0.235989,0,"cedar"
"1027",12,0.235989,0,"cedar"
"1028",10,0.235989,1,"cedar"
"1029",21,0.236168,0,"cedar"
"1030",13,0.236168,0,"jackpine"
"1031",12,0.236168,0,"jackpine"
"1032",24,0.236168,0,"jackpine"
"1033",11,0.236168,0,"jackpine"
"1034",26,0.236168,0,"red pine"
"1035",14,0.236964,0,"aspen"
"1036",14,0.236964,1,"red pine"
"1037",15,0.236964,1,"red pine"
"1038",24,0.237264,0,"cedar"
"1039",28,0.237264,0,"red maple"
"1040",17,0.237264,0,"red maple"
"1041",16,0.237342,1,"black spruce"
"1042",8,0.237342,0,"black spruce"
"1043",11,0.237342,0,"jackpine"
"1044",7,0.237342,0,"jackpine"
"1045",7,0.237342,1,"jackpine"
"1046",6,0.237342,0,"jackpine"
"1047",7,0.237342,0,"jackpine"
"1048",5,0.237342,0,"jackpine"
"1049",9,0.237342,0,"jackpine"
"1050",17,0.239111,0,"red pine"
"1051",32,0.239111,0,"red pine"
"1052",21,0.239111,1,"red pine"
"1053",25,0.239669,1,"black ash"
"1054",22,0.239712,1,"cedar"
"1055",30,0.239712,1,"paper birch"
"1056",32,0.239712,1,"paper birch"
"1057",19,0.239752,0,"cedar"
"1058",25,0.239752,0,"jackpine"
"1059",27,0.239752,0,"jackpine"
"1060",15,0.239752,0,"red pine"
"1061",27,0.239752,0,"red pine"
"1062",15,0.243286,1,"cedar"
"1063",14,0.243286,0,"cedar"
"1064",20,0.243286,1,"cedar"
"1065",16,0.243286,1,"cedar"
"1066",9,0.243286,0,"jackpine"
"1067",12,0.2439,1,"cedar"
"1068",15,0.2439,1,"paper birch"
"1069",27,0.2439,1,"paper birch"
"1070",14,0.2439,0,"red pine"
"1071",9,0.2439,0,"red pine"
"1072",8,0.2439,0,"red pine"
"1073",8,0.2439,0,"red pine"
"1074",7,0.249347,0,"black spruce"
"1075",15,0.249347,0,"cedar"
"1076",14,0.249347,1,"cedar"
"1077",10,0.249347,1,"cedar"
"1078",17,0.249347,0,"cedar"
"1079",20,0.249347,1,"cedar"
"1080",29,0.251911,0,"black spruce"
"1081",16,0.251911,0,"cedar"
"1082",5,0.251911,0,"red pine"
"1083",6,0.251911,1,"red pine"
"1084",8,0.251911,0,"red pine"
"1085",9,0.251911,1,"red pine"
"1086",24,0.25329,0,"jackpine"
"1087",18,0.25329,0,"jackpine"
"1088",15,0.25329,0,"jackpine"
"1089",9,0.25329,0,"red pine"
"1090",22,0.25329,0,"red pine"
"1091",15,0.253428,0,"red pine"
"1092",10,0.253428,0,"red pine"
"1093",10,0.253428,0,"red pine"
"1094",12,0.253428,0,"red pine"
"1095",21,0.253428,0,"red pine"
"1096",13,0.253428,0,"red maple"
"1097",13,0.253428,0,"red maple"
"1098",6,0.253849,0,"black spruce"
"1099",6,0.253849,0,"black spruce"
"1100",9,0.253849,0,"black spruce"
"1101",20,0.25545,1,"cedar"
"1102",18,0.25545,1,"cedar"
"1103",22,0.25545,1,"cedar"
"1104",10,0.255518,0,"cedar"
"1105",17,0.255518,0,"cedar"
"1106",20,0.255518,0,"cedar"
"1107",15,0.255518,0,"cedar"
"1108",9,0.255518,0,"cedar"
"1109",12,0.256476,0,"red pine"
"1110",5,0.256476,0,"red pine"
"1111",5,0.256476,0,"red pine"
"1112",10,0.256476,0,"red pine"
"1113",16,0.256476,0,"red maple"
"1114",14,0.256476,1,"red maple"
"1115",13,0.256476,0,"red maple"
"1116",13,0.256476,0,"red maple"
"1117",6,0.256476,0,"red maple"
"1118",13,0.256476,0,"red maple"
"1119",17,0.256476,1,"red maple"
"1120",8,0.256767,0,"black spruce"
"1121",13,0.256767,1,"cedar"
"1122",9,0.256767,0,"cedar"
"1123",6,0.256767,0,"jackpine"
"1124",15,0.256767,0,"red pine"
"1125",6,0.257545,0,"jackpine"
"1126",10,0.257545,0,"jackpine"
"1127",14,0.257545,0,"jackpine"
"1128",13,0.257545,0,"jackpine"
"1129",9,0.257545,0,"jackpine"
"1130",9,0.257545,0,"jackpine"
"1131",9,0.257545,0,"jackpine"
"1132",16,0.257545,0,"jackpine"
"1133",15,0.257545,1,"paper birch"
"1134",22,0.257545,1,"paper birch"
"1135",12,0.258777,0,"cedar"
"1136",9,0.258777,0,"cedar"
"1137",15,0.258777,0,"cedar"
"1138",14,0.258777,0,"cedar"
"1139",35,0.258777,1,"paper birch"
"1140",10,0.258777,0,"red pine"
"1141",14,0.259414,0,"aspen"
"1142",10,0.259414,0,"aspen"
"1143",7,0.259414,0,"black spruce"
"1144",7,0.259414,0,"black spruce"
"1145",5,0.259414,0,"black spruce"
"1146",7,0.259414,0,"black spruce"
"1147",6,0.259414,0,"black spruce"
"1148",8,0.259414,0,"black spruce"
"1149",9,0.259414,0,"black spruce"
"1150",10,0.259414,0,"black spruce"
"1151",8,0.259414,0,"red pine"
"1152",32,0.260464,1,"aspen"
"1153",33,0.260464,1,"aspen"
"1154",15,0.260464,1,"cedar"
"1155",12,0.260464,0,"red pine"
"1156",52,0.263316,0,"black ash"
"1157",32,0.263781,1,"aspen"
"1158",32,0.263781,1,"aspen"
"1159",9,0.265896,1,"black spruce"
"1160",28,0.265896,1,"paper birch"
"1161",10,0.266083,1,"cedar"
"1162",21,0.266083,0,"paper birch"
"1163",9,0.266083,0,"red pine"
"1164",10.5,0.26803,0,"cedar"
"1165",28,0.26803,1,"paper birch"
"1166",27,0.26803,1,"paper birch"
"1167",23,0.26803,1,"paper birch"
"1168",24,0.26803,1,"paper birch"
"1169",7,0.268259,1,"black spruce"
"1170",5,0.268259,0,"cedar"
"1171",7,0.268259,0,"cedar"
"1172",8,0.268259,0,"cedar"
"1173",8,0.268259,0,"cedar"
"1174",6,0.268259,0,"cedar"
"1175",8,0.268259,0,"cedar"
"1176",18,0.268259,1,"paper birch"
"1177",13,0.268259,0,"red pine"
"1178",21,0.268259,1,"red pine"
"1179",23,0.268259,0,"red pine"
"1180",6,0.269299,1,"black spruce"
"1181",8,0.269299,0,"black spruce"
"1182",8,0.269299,0,"black spruce"
"1183",6,0.269299,0,"black spruce"
"1184",7,0.269299,0,"black spruce"
"1185",8,0.269299,0,"black spruce"
"1186",5,0.269299,0,"red pine"
"1187",26,0.271089,1,"aspen"
"1188",29,0.271089,1,"aspen"
"1189",22.5,0.271089,1,"aspen"
"1190",21,0.271089,1,"aspen"
"1191",25,0.273138,1,"aspen"
"1192",20,0.273138,1,"aspen"
"1193",16,0.273138,1,"aspen"
"1194",10,0.273138,0,"paper birch"
"1195",26,0.273138,1,"paper birch"
"1196",11,0.273138,0,"red pine"
"1197",20,0.273593,0,"black spruce"
"1198",22,0.273593,1,"cedar"
"1199",25.5,0.273593,0,"red pine"
"1200",9,0.273593,0,"red pine"
"1201",17,0.274002,1,"aspen"
"1202",16,0.274002,0,"aspen"
"1203",20,0.274002,1,"aspen"
"1204",17,0.274002,0,"aspen"
"1205",17,0.274002,0,"aspen"
"1206",21,0.274002,0,"aspen"
"1207",11,0.274002,1,"cedar"
"1208",15,0.274002,1,"cedar"
"1209",20,0.274002,1,"paper birch"
"1210",7,0.274106,0,"black spruce"
"1211",8,0.274106,0,"black spruce"
"1212",6,0.274106,0,"black spruce"
"1213",7,0.274106,0,"black spruce"
"1214",6,0.274106,0,"black spruce"
"1215",14,0.274106,1,"black spruce"
"1216",10,0.274106,0,"black spruce"
"1217",10,0.274106,0,"black spruce"
"1218",7,0.274106,0,"red pine"
"1219",32,0.275455,0,"aspen"
"1220",12,0.275455,0,"black spruce"
"1221",23,0.275455,0,"cedar"
"1222",16,0.275455,1,"cedar"
"1223",37,0.275455,0,"paper birch"
"1224",12,0.275455,0,"red maple"
"1225",11,0.275455,0,"red maple"
"1226",22,0.276947,1,"red pine"
"1227",6,0.279653,0,"black spruce"
"1228",25,0.279653,1,"cedar"
"1229",8,0.279653,0,"red pine"
"1230",31,0.279653,0,"red pine"
"1231",16,0.279653,0,"red pine"
"1232",11,0.279984,0,"cedar"
"1233",7,0.279984,0,"jackpine"
"1234",5,0.279984,0,"jackpine"
"1235",5,0.279984,0,"jackpine"
"1236",5,0.279984,0,"jackpine"
"1237",5,0.279984,0,"jackpine"
"1238",24,0.279984,0,"jackpine"
"1239",9,0.281498,0,"black spruce"
"1240",5,0.281498,0,"black spruce"
"1241",5,0.281498,0,"black spruce"
"1242",5,0.281498,0,"cedar"
"1243",11,0.281793,1,"black spruce"
"1244",15,0.281793,1,"cedar"
"1245",40,0.281793,0,"jackpine"
"1246",15,0.282007,0,"jackpine"
"1247",12,0.282007,0,"jackpine"
"1248",11,0.282007,1,"jackpine"
"1249",8,0.282007,1,"jackpine"
"1250",10,0.282007,0,"jackpine"
"1251",16,0.282007,0,"jackpine"
"1252",26,0.282007,1,"paper birch"
"1253",10,0.282255,0,"cedar"
"1254",6,0.283471,0,"black spruce"
"1255",5,0.283471,0,"black spruce"
"1256",7,0.283471,0,"black spruce"
"1257",6,0.283471,0,"black spruce"
"1258",6,0.283471,0,"black spruce"
"1259",5,0.283471,0,"black spruce"
"1260",8,0.283471,0,"black spruce"
"1261",7,0.283471,0,"black spruce"
"1262",8,0.283471,0,"black spruce"
"1263",6,0.283471,0,"black spruce"
"1264",6,0.283471,0,"red pine"
"1265",14,0.284814,1,"black spruce"
"1266",21,0.284814,1,"cedar"
"1267",11,0.284814,0,"red pine"
"1268",32,0.284814,0,"red pine"
"1269",17,0.28577,1,"cedar"
"1270",12,0.28577,0,"cedar"
"1271",19,0.28577,1,"cedar"
"1272",11,0.286221,0,"cedar"
"1273",11,0.286221,1,"cedar"
"1274",7,0.286221,0,"jackpine"
"1275",9,0.286221,0,"jackpine"
"1276",6,0.286221,0,"jackpine"
"1277",7,0.286221,0,"jackpine"
"1278",5,0.286221,0,"jackpine"
"1279",8,0.286221,0,"jackpine"
"1280",11,0.286221,0,"jackpine"
"1281",6,0.286221,0,"jackpine"
"1282",6,0.286221,0,"jackpine"
"1283",12,0.286221,0,"jackpine"
"1284",11,0.286221,0,"jackpine"
"1285",10,0.286221,0,"jackpine"
"1286",10,0.286221,0,"jackpine"
"1287",22.5,0.286992,1,"jackpine"
"1288",25,0.286992,0,"jackpine"
"1289",40,0.286992,1,"black ash"
"1290",20,0.287872,0,"aspen"
"1291",9,0.287872,1,"cedar"
"1292",14,0.287872,1,"cedar"
"1293",26,0.287872,0,"jackpine"
"1294",24.5,0.287872,0,"jackpine"
"1295",33,0.287872,1,"paper birch"
"1296",42,0.287872,0,"paper birch"
"1297",31,0.289339,1,"aspen"
"1298",13,0.289339,1,"aspen"
"1299",20,0.289339,1,"aspen"
"1300",13,0.289339,1,"cedar"
"1301",17,0.289339,1,"cedar"
"1302",8,0.289339,1,"red pine"
"1303",30,0.290151,1,"aspen"
"1304",8,0.290151,0,"black spruce"
"1305",6,0.290151,0,"black spruce"
"1306",7,0.290151,0,"jackpine"
"1307",7,0.290151,1,"jackpine"
"1308",6,0.290151,1,"jackpine"
"1309",8,0.290557,0,"black spruce"
"1310",7,0.290557,0,"cedar"
"1311",7,0.290557,0,"cedar"
"1312",26,0.290557,1,"paper birch"
"1313",7,0.290557,0,"red maple"
"1314",18,0.291864,1,"aspen"
"1315",14,0.291864,1,"aspen"
"1316",19,0.291864,1,"aspen"
"1317",17,0.291864,1,"aspen"
"1318",25,0.291864,1,"paper birch"
"1319",20,0.291864,1,"paper birch"
"1320",20,0.291864,1,"paper birch"
"1321",12,0.291864,1,"red pine"
"1322",10,0.291864,0,"red pine"
"1323",19,0.292881,1,"cedar"
"1324",27,0.293629,0,"aspen"
"1325",31,0.293629,0,"aspen"
"1326",12,0.293629,0,"black spruce"
"1327",10,0.293629,0,"red maple"
"1328",10,0.294195,1,"black spruce"
"1329",8,0.294195,0,"cedar"
"1330",10,0.294195,1,"cedar"
"1331",11,0.294195,0,"jackpine"
"1332",21,0.294195,1,"paper birch"
"1333",13,0.294195,0,"paper birch"
"1334",15,0.294195,0,"paper birch"
"1335",23,0.294195,1,"paper birch"
"1336",20,0.294195,0,"paper birch"
"1337",20,0.294195,0,"paper birch"
"1338",15,0.294195,1,"paper birch"
"1339",19,0.294195,0,"paper birch"
"1340",13,0.294591,1,"cedar"
"1341",39,0.294591,1,"paper birch"
"1342",8,0.295153,0,"cedar"
"1343",10,0.295153,0,"red pine"
"1344",18,0.295381,0,"jackpine"
"1345",8,0.295381,1,"jackpine"
"1346",34,0.295381,1,"paper birch"
"1347",33,0.295381,1,"paper birch"
"1348",12,0.296207,0,"balsam fir"
"1349",16,0.296207,1,"cedar"
"1350",15,0.297593,1,"paper birch"
"1351",10,0.297593,1,"paper birch"
"1352",27,0.297593,0,"paper birch"
"1353",18,0.300321,0,"aspen"
"1354",30,0.300321,0,"aspen"
"1355",12,0.300321,0,"black spruce"
"1356",7,0.300321,0,"black spruce"
"1357",7,0.300321,0,"black spruce"
"1358",10,0.300321,0,"black spruce"
"1359",12,0.300321,0,"red pine"
"1360",6,0.300321,0,"red pine"
"1361",10,0.300346,0,"cedar"
"1362",21,0.300346,1,"cedar"
"1363",31,0.302269,0,"cedar"
"1364",36,0.302269,1,"black ash"
"1365",20,0.302269,1,"black ash"
"1366",8,0.303317,0,"black spruce"
"1367",7,0.303317,1,"black spruce"
"1368",5,0.303317,0,"black spruce"
"1369",12,0.303317,0,"jackpine"
"1370",15,0.303317,0,"jackpine"
"1371",31,0.303317,0,"jackpine"
"1372",10,0.303317,0,"jackpine"
"1373",6,0.30554,0,"black spruce"
"1374",11,0.30554,1,"cedar"
"1375",20.5,0.30554,0,"jackpine"
"1376",17,0.30554,0,"jackpine"
"1377",22,0.30554,0,"jackpine"
"1378",14,0.30554,0,"jackpine"
"1379",31,0.30554,1,"paper birch"
"1380",7,0.305741,1,"black spruce"
"1381",13,0.305741,1,"black spruce"
"1382",24,0.305741,1,"paper birch"
"1383",8,0.306005,0,"black spruce"
"1384",20,0.306005,0,"jackpine"
"1385",16,0.30686,0,"cedar"
"1386",28,0.30686,1,"cedar"
"1387",25,0.307181,1,"aspen"
"1388",9,0.307181,1,"aspen"
"1389",21,0.307181,1,"black spruce"
"1390",8,0.307181,1,"black spruce"
"1391",6,0.307181,0,"red pine"
"1392",18,0.307181,1,"red maple"
"1393",15,0.307181,0,"red maple"
"1394",9,0.307181,0,"red maple"
"1395",18,0.307181,0,"red maple"
"1396",8,0.308675,0,"black spruce"
"1397",8,0.308675,0,"black spruce"
"1398",22,0.308675,0,"cedar"
"1399",16,0.309179,0,"black spruce"
"1400",19,0.309179,1,"cedar"
"1401",11,0.309538,0,"aspen"
"1402",7,0.309538,0,"aspen"
"1403",9,0.309538,0,"aspen"
"1404",13,0.309538,0,"aspen"
"1405",14,0.309538,0,"aspen"
"1406",33,0.309538,1,"cedar"
"1407",13,0.309538,0,"cedar"
"1408",8,0.309538,0,"red pine"
"1409",14,0.309538,0,"red maple"
"1410",9,0.310713,0,"black spruce"
"1411",14,0.310713,1,"black spruce"
"1412",25,0.310713,1,"cedar"
"1413",26,0.312282,1,"jackpine"
"1414",25,0.312282,1,"jackpine"
"1415",29,0.312282,0,"paper birch"
"1416",6,0.313393,0,"black spruce"
"1417",6,0.313393,0,"cedar"
"1418",9,0.313393,0,"cedar"
"1419",9,0.313393,0,"cedar"
"1420",9,0.313393,0,"cedar"
"1421",14,0.313393,1,"cedar"
"1422",5,0.313393,0,"cedar"
"1423",6,0.313393,0,"cedar"
"1424",7,0.313393,0,"jackpine"
"1425",6,0.313393,0,"jackpine"
"1426",7,0.313393,0,"jackpine"
"1427",7,0.313393,0,"jackpine"
"1428",7,0.313393,0,"jackpine"
"1429",18,0.313393,1,"paper birch"
"1430",7,0.313393,0,"red pine"
"1431",22,0.313403,1,"cedar"
"1432",9,0.313963,0,"black spruce"
"1433",28,0.313963,0,"jackpine"
"1434",29,0.313963,1,"jackpine"
"1435",20,0.313963,0,"jackpine"
"1436",22,0.313963,0,"jackpine"
"1437",22,0.313963,0,"jackpine"
"1438",14,0.313963,0,"jackpine"
"1439",16,0.313963,0,"jackpine"
"1440",42,0.313963,0,"jackpine"
"1441",17,0.314097,0,"cedar"
"1442",25,0.314097,0,"jackpine"
"1443",28,0.314097,0,"jackpine"
"1444",23,0.314097,0,"jackpine"
"1445",24,0.314097,0,"jackpine"
"1446",17,0.314097,0,"jackpine"
"1447",18,0.314097,1,"paper birch"
"1448",20,0.315073,0,"cedar"
"1449",6,0.315073,0,"red pine"
"1450",24,0.315073,0,"red maple"
"1451",11,0.315073,0,"red maple"
"1452",16,0.315073,0,"red maple"
"1453",17,0.315339,0,"red pine"
"1454",23,0.315339,0,"red pine"
"1455",14,0.316343,0,"cedar"
"1456",17,0.316343,1,"cedar"
"1457",12,0.316343,1,"cedar"
"1458",14,0.316343,1,"cedar"
"1459",10,0.316343,1,"cedar"
"1460",7,0.316343,1,"cedar"
"1461",12,0.316343,1,"cedar"
"1462",12,0.316343,1,"cedar"
"1463",8,0.316343,1,"cedar"
"1464",14,0.316343,0,"cedar"
"1465",7.5,0.320563,1,"black spruce"
