"","gender","numYears","numRaters","numCourses","pepper","discipline","dept","quality","helpfulness","clarity","easiness","raterInterest","sdQuality","sdHelpfulness","sdClarity","sdEasiness","sdRaterInterest"
"168","female",4,11,5,"no","SocSci","Communication",4,4.27272727272727,3.72727272727273,3.63636363636364,3.63636363636364,0.8062258,0.904534033733291,0.904534033733291,0.674199862463241,0.924416277737175
"169","female",11,10,1,"yes","SocSci","Communication",4.6,4.7,4.5,4.5,3.4,0.6582806,0.674948557710552,0.707106781186548,0.707106781186548,1.57762127549323
"170","female",10,56,2,"no","SocSci","Sociology",4.544643,4.517857,4.571429,4.303571,3.2857144,0.5158998,0.6321988,0.65663445,0.7608522,1.0738933
"171","female",11,85,3,"no","SocSci","Psychology",4.311764706,4.305882353,4.317647059,4.435294118,3.705882353,0.91604894,0.988306987,0.990571801,0.79353127,1.107084696
"172","female",2,16,1,"yes","SocSci","Psychology",4.9375,4.9375,4.9375,4,2.1875,0.1707825,0.25,0.25,0.816496581,1.558578412
"173","female",7,39,5,"yes","SocSci","Psychology",4.11538461538461,4.17948717948718,4.05128205128205,2.41025641025641,3.82857142857143,1.2378969,1.27468871064344,1.23434870848681,0.818147738490611,1.04278231572231
"174","female",11,31,4,"no","SocSci","Communication",2.435483871,2.451612903,2.419354839,1.870967742,3.357142857,1.1954213,1.260653526,1.258946479,0.846244074,1.366647309
"175","female",8,24,3,"no","SocSci","Psychology",4.57407407407407,4.7037037037037,4.44444444444444,2.88888888888889,3.83333333333333,0.58348596,0.541707756495414,0.75106761619881,0.847318545736323,1.0494995356656
"176","female",11,67,3,"no","SocSci","Sociology",3.88059701492537,3.74626865671642,4.02985074626866,3.91044776119403,3.56666666666667,1.0698681,1.21035035726687,1.07266517769824,0.865698934362884,1.14042315468926
"177","female",2,15,3,"no","SocSci","Sociology",3.666666667,3.866666667,3.466666667,3.533333333,3.466666667,1.3451854,1.505545305,1.457329587,0.915475416,1.187233679
"178","female",6,46,3,"no","SocSci","Sociology",4.19565217391304,4.41304347826087,3.97826086956522,3.8695652173913,3.3695652173913,0.9858908,1.10706994572805,0.999758424927023,0.933540349712354,1.1226693517817
"179","female",9,13,6,"no","SocSci","Anthropology",4.153846154,4.384615385,3.923076923,4.076923077,3.692307692,1.1616191,1.192927878,1.255755978,0.954073587,1.109400392
"180","female",4,27,3,"no","SocSci","Communication",2,1.962962963,2.037037037,3.185185185,2.740740741,1.0561177,1.285465539,1.091275946,0.962250449,1.129865366
"181","female",11,35,3,"no","SocSci","Communication",3.742857143,3.714285714,3.771428571,2.885714286,3.483870968,1.2448212,1.446525829,1.262250891,0.963187984,1.150969671
"182","female",1,32,4,"no","SocSci","Sociology",2.171875,2.4375,1.90625,4.09375,3.28125,1.2927177,1.605183137,1.25362378,0.995453374,1.30097668
"183","female",3,22,2,"yes","SocSci","Psychology",4.29545454545455,4.31818181818182,4.27272727272727,3.95454545454545,3.59090909090909,0.9594032,1.04135276655684,0.984731927834662,0.998917162649385,0.734139659030241
"184","female",11,51,3,"no","SocSci","Psychology",3.68627451,3.68627451,3.68627451,2.764705882,3.5,0.96416175,1.048621878,1.086097529,1.011696304,1.183215957
"185","female",8,11,2,"no","SocSci","Communication",3.636363636,4.090909091,3.181818182,3.363636364,4.714285714,1.0022701,1.445997611,1.07871978,1.026910636,0.487950036
"186","female",10,52,3,"no","SocSci","Psychology",4.07692307692308,4.07692307692308,4.07692307692308,3.42307692307692,3.65957446808511,1.2182622,1.31128067688602,1.23425223605311,1.03556660338447,1.10879087581494
"187","female",10,62,5,"no","SocSci","Anthropology",3.435483871,3.274193548,3.596774194,2.322580645,3.241935484,1.1751661,1.320324784,1.220852664,1.036611655,1.187885003
"188","female",3,13,1,"no","SocSci","Communication",2.730769231,2.230769231,3.230769231,3.461538462,2.923076923,1.1294428,1.3634421,1.012739367,1.050030525,1.320450584
"189","female",2,20,2,"no","SocSci","Psychology",3.625,3.55,3.7,3.5,3.95,1.265691,1.503504678,1.260743306,1.051314966,0.998683344
"190","female",11,32,4,"no","SocSci","Psychology",4.5625,4.46875,4.65625,3.875,4.26666666666667,0.8303711,1.0467884834255,0.700662129242646,1.07012209131602,0.980265035707122
"191","female",5,23,3,"no","SocSci","Sociology",3.173913043,3.130434783,3.217391304,3.173913043,4.086956522,1.5492572,1.546384282,1.650248514,1.07247267,0.668311541
"192","female",11,62,1,"no","SocSci","Communication",3.74193548387097,3.61290322580645,3.87096774193548,3.48387096774194,2.87096774193548,1.0778772,1.24604079492301,1.0937058520213,1.08252793828894,1.12328369579436
"193","female",5,42,6,"yes","SocSci","Psychology",4.535714286,4.547619048,4.523809524,2.5,3.761904762,0.6661947,0.802507684,0.706696031,1.087624397,0.849950467
"194","female",11,24,2,"no","SocSci","Communication",4.08333333333333,3.95833333333333,4.20833333333333,3.33333333333333,2.70833333333333,1.2654839,1.30147630777903,1.28466428254256,1.12931940514656,1.19706767331373
"195","female",5,26,6,"no","SocSci","Communication Disorders",2.807692308,2.730769231,2.884615385,3.576923077,4.272727273,1.6497086,1.710150691,1.681116845,1.205755429,1.162174406
"196","female",3,12,4,"yes","SocSci","Geography",3.7916667,3.5,4.0833335,3,3.8333333,0.8106769,1.2431631,0.51492864,1.2060454,1.2673044
"197","female",11,32,4,"no","SocSci","Communication",3.34375,3.21875,3.46875,2.71875,2.586207,1.3346348,1.4081416,1.3674647,1.2504032,1.0527936
"198","female",9,50,5,"no","SocSci","Psychology",2.58,2.6,2.56,2.86,3.1,1.302901,1.456862718,1.342553157,1.277912839,1.215287241
"199","female",11,57,4,"no","SocSci","Political Science",2.7280703,2.5263157,2.9298246,2.6842105,2.9574468,1.2430887,1.377177,1.293661,1.3114591,1.3180593
"200","female",11,15,4,"no","SocSci","Communication",3.966666667,3.8,4.133333333,3.4,3.307692308,1.216943869,1.373213125,1.245945806,1.594633859,1.436698495
"201","male",8,32,4,"yes","STEM","Math",4.921875,5,4.84375,3.8125,2.9,0.18445101,0,0.368902033,0.592289162,1.322223832
"202","male",11,17,9,"no","STEM","Math",2.529411765,2.411764706,2.647058824,2.235294118,3.333333333,1.217972,1.277635684,1.271867548,0.664211164,0.816496581
"203","male",11,23,5,"no","STEM","Chemistry",2.5652175,2.5652175,2.5652175,1.3913044,3.65,1.3841994,1.3968564,1.4405203,0.72231513,1.2258188
"204","male",11,13,4,"no","STEM","Chemistry",4.269230769,4.461538462,4.076923077,2.615384615,3.333333333,0.6329621,0.776250026,0.640512615,0.767947648,1.322875656
"205","male",1,13,2,"no","STEM","Math",3.730769231,3.692307692,3.769230769,3.846153846,2.846153846,1.2181848,1.182131929,1.300887271,0.800640769,0.987096234
"206","male",6,18,7,"no","STEM","Math",2.6388888,2.8333333,2.4444444,2.0555556,2.4444444,1.3039031,1.4652846,1.2935233,0.8023658,1.2472191
"207","male",1,11,3,"yes","STEM","Geology",4.954545455,4.909090909,5,4.363636364,3.181818182,0.15075567,0.301511345,0,0.809039835,1.401298099
"208","male",10,26,4,"no","STEM","Chemistry",4.48076923076923,4.38461538461539,4.57692307692308,3.03846153846154,4.04347826086957,0.8423867,1.02281662391352,0.808607540062639,0.823687767580373,1.22393779066381
"209","male",6,15,4,"no","STEM","Biology",2.646666667,2.8,2.533333333,2,3.2,1.46671,1.61245155,1.35576371,0.845154255,1.320173149
"210","male",11,25,2,"no","STEM","Physics",4.72,4.76,4.68,2.56,3.32,0.43493295,0.522812904711935,0.476095228569523,0.869865890046659,1.28192563486863
"211","male",11,21,3,"no","STEM","Chemistry",2.619047619,2.904761905,2.333333333,1.571428571,3.142857143,1.4654757,1.670471847,1.354006401,0.870139562,1.195228609
"212","male",11,43,3,"no","STEM","Astronomy/Physics",4.918604651,5,4.837209302,3.279069767,3.047619048,0.21630646,0,0.432612912,0.881707796,1.248460143
"213","male",11,51,6,"no","STEM","Math",4.549019608,4.62745098,4.470588235,4.039215686,3,0.5937584,0.747282659,0.643519733,0.893549871,1.307032262
"214","male",11,11,2,"no","STEM","Biology",4.045454545,4.090909091,4,3,2.909090909,1.1281521,1.300349603,1.095445115,0.894427191,1.221027883
"215","male",11,27,2,"no","STEM","Chemistry",4.7962962962963,4.92592592592593,4.66666666666667,3.14814814814815,2.9047619047619,0.31802452,0.266880256341812,0.554700196225229,0.90739287156216,1.37494588638106
"216","male",11,37,5,"no","STEM","Chemistry",3.06756756756757,3.10810810810811,3.02702702702703,2.18918918918919,3.02857142857143,1.429657,1.57733572456468,1.4431155818515,0.907923082823828,1.31698662920798
"217","male",11,35,3,"no","STEM","Biology",3.385714286,3.028571429,3.742857143,1.628571429,3.228571429,1.201015,1.424279266,1.220965316,0.91025899,1.262250891
"218","male",11,29,2,"no","STEM","Chemistry",4,3.655172414,4.344827586,2.137931034,3.107142857,0.91612536,1.173391363,0.936401244,0.915116618,1.39680285
"219","male",4,30,2,"no","STEM","Chemistry",1.75,2.16666666666667,1.33333333333333,2.66666666666667,2.96153846153846,0.80676025,1.20582875587944,0.606478434863123,0.922266074754828,1.14824280466352
"220","male",11,28,6,"yes","STEM","Computer Science",4.321428571,4.392857143,4.25,2.714285714,3.642857143,0.91504186,0.916486274,1.040833,0.937180281,0.944089163
"221","male",11,33,3,"no","STEM","Physics",4.66666666666667,4.75757575757576,4.57575757575758,3.21212121212121,3.35483870967742,0.608105,0.613916883131534,0.708444732773092,0.96038975673863,1.42708063534789
"222","male",11,28,6,"no","STEM","Math",2.714285714,2.892857143,2.535714286,2.75,3.346153846,1.2279806,1.499117906,1.137969044,0.967049733,1.164209867
"223","male",11,62,5,"no","STEM","Math",3.33870967741935,3.64516129032258,3.04838709677419,3.19354838709677,2.79661016949153,1.1550821,1.25576407664096,1.23377893913393,0.972384422352302,1.15638647961641
"224","male",5,38,7,"no","STEM","Math",3.986842105,4.026315789,3.947368421,3.842105263,3.894736842,1.1939422,1.442348725,1.064091248,0.973328527,1.180688615
"225","male",11,14,1,"no","STEM","Physics and Astronomy",3.821428571,4.071428571,3.571428571,3.214285714,3.357142857,0.91161615,1.141138818,0.937614462,0.974961256,1.277445941
"226","male",5,25,3,"no","STEM","Geology",3.48275862068966,3.48275862068966,3.48275862068966,3.20689655172414,3.89655172413793,1.2781317,1.68227502539975,1.18384029012038,0.977581211271239,1.29131238851374
"227","male",11,53,8,"no","STEM","Chemistry",3.490566038,3.924528302,3.056603774,3,2.85106383,1.0032,1.171558372,1.041376279,0.978463412,1.398426498
"228","male",7,20,3,"no","STEM","Geology",4.625,4.6,4.65,3.7,3.88235294117647,0.559017,0.680557047378721,0.5871429486124,0.978720969859186,1.11143786045242
"229","male",11,21,10,"no","STEM","Physics & Astronomy",3.452380952,3.523809524,3.380952381,2.238095238,2.722222222,1.4221882,1.503963019,1.532194194,0.995226703,1.227410261
"230","male",6,40,6,"no","STEM","Biology",2.2875,2.45,2.125,1.9,3.375,1.1869347,1.46672494056727,1.11372555658233,1.00766294731156,1.37164509127188
"231","male",11,13,3,"no","STEM","Biology",3.038461538,3.384615385,2.692307692,2.230769231,4,1.3913653,1.556623565,1.436698495,1.012739367,1.247219129
"232","male",11,67,4,"no","STEM","Biology",4.36567164179105,4.44776119402985,4.28358208955224,1.82089552238806,3.61194029850746,1.031996,1.07708335247011,1.11200024729196,1.01392386801533,1.52708103296132
"233","male",11,19,5,"no","STEM","Physics",3.68421052631579,3.94736842105263,3.42105263157895,2.15789473684211,3,1.0166738,1.26814318375447,1.21636021134477,1.01451454700358,1.3228756555323
"234","male",10,17,2,"no","STEM","Geology",3.5,3.29411764705882,3.70588235294118,2.82352941176471,2.875,1.0307764,0.919558717697852,1.35852428586835,1.01459931239178,1.1474609652039
"235","male",11,22,7,"no","STEM","Physics",4.159090909,4.363636364,3.954545455,3.090909091,3.363636364,0.89157915,0.902137913,1.045501599,1.019294383,1.3471507
"236","male",11,16,3,"no","STEM","Math",3.5625,3.4375,3.6875,3.375,2.8125,1.2230426,1.364734406,1.25,1.024695077,1.046820583
"237","male",6,35,6,"no","STEM","Chemistry",3.5625,3.4375,3.6875,3.375,2.8125,1.2230426,1.364734406,1.25,1.024695077,1.046820583
"238","male",8,38,5,"no","STEM","Geology",3.960526316,4,3.921052632,2.578947368,3.2,1.0159643,1.162476387,1.049622299,1.030129327,1.231928187
"239","male",11,67,6,"no","STEM","Math",4.23134328358209,4.16417910447761,4.29850746268657,4.16417910447761,2.65079365079365,0.974401,1.08148347786274,1.01526120497998,1.03860359232048,1.22024231013472
"240","male",11,35,4,"no","STEM","Biology",2.671428571,2.885714286,2.457142857,1.971428571,3.64516129,1.248192,1.323351996,1.357828221,1.042782316,1.170424057
"241","male",11,32,5,"no","STEM","Math",4.015625,3.9375,4.09375,4.40625,2.28125,1.3105304,1.389766748,1.352640786,1.042929342,1.113969218
"242","male",11,58,4,"no","STEM","Biology",3.103448276,3.275862069,2.931034483,2.224137931,3.810344828,1.2310266,1.460510647,1.182653409,1.043662637,1.424411236
"243","male",11,21,3,"no","STEM","Physics and Astronomy",4.166666667,4.428571429,3.904761905,3.095238095,3.35,1.01653,1.121223821,1.091089451,1.04425868,1.225818738
"244","male",10,12,4,"no","STEM","Biology",2.791666667,2.75,2.833333333,1.75,3,1.2146517,1.288057029,1.193416283,1.055289706,1.183215957
"245","male",11,45,7,"no","STEM","Math",3.966666667,4.088888889,3.844444444,2.533333333,3.333333333,1.3584751,1.45886354,1.380967308,1.057441165,1.284181766
"246","male",3,14,2,"no","STEM","Geology",4.107142857,4.142857143,4.142857143,3.071428571,3,0.6256864,0.949262293,0.534522484,1.071611706,1.037749043
"247","male",9,41,5,"no","STEM","Chemistry",3.329268293,3.512195122,3.146341463,3,3.028571429,1.2124859,1.502031145,1.152409988,1.072380529,1.316986629
"248","male",1,10,3,"no","STEM","Geology",2.8,2.9,2.7,2.4,2.7,1.2292726,1.286683938,1.251665557,1.0749677,1.251665557
"249","male",11,30,3,"no","STEM","Biology",4.066666667,3.9,4.233333333,2.933333333,3.413793103,0.7626331,1.061878622,0.773854363,1.080655399,0.982607369
"250","male",11,25,12,"no","STEM","Computer Science",4.62,4.72,4.52,2.48,4.117647059,0.725718,0.678232998,0.918331821,1.084742673,1.218726433
"251","male",11,37,7,"no","STEM","Math",3,3.081081081,2.918918919,3.054054054,2.34375,1.3385315,1.460182226,1.361746803,1.104182602,1.124775963
"252","male",11,23,4,"no","STEM","Chemistry",2.58695652173913,2.60869565217391,2.56521739130435,2.69565217391304,2.33333333333333,1.293798,1.499670583064,1.30822874551543,1.10514427724066,1.08465228909328
"253","male",11,65,3,"no","STEM","Math",1.91538461538462,2.07692307692308,1.72307692307692,2.10769230769231,2.12280701754386,0.97855616,1.24131598902753,0.943856654696774,1.1057107007921,1.29656380260888
"254","male",11,54,7,"no","STEM","Geology",4.527777778,4.537037037,4.518518519,2.888888889,3.078431373,0.840327,0.840327047,0.794811969,1.12713808,1.213970959
"255","male",8,41,5,"no","STEM","Chemistry",3.890244,4.0731707,3.707317,2.6341465,3.3414633,1.2016249,1.232685,1.2892615,1.1348149,1.2963363
"256","male",9,13,6,"no","STEM","Math",4.38461538461539,4.46153846153846,4.30769230769231,3.84615384615385,3.07692307692308,1.1393318,1.12660142429822,1.18213192894698,1.14354374979373,1.44115338424578
"257","male",11,52,6,"no","STEM","Math",3.45192307692308,3.59615384615385,3.26923076923077,3.69230769230769,2.78723404255319,1.2056226,1.28733826906704,1.2225878149684,1.14683642505024,1.21469570733769
"258","male",4,33,8,"yes","STEM","Math",3.87878787878788,4.03030303030303,3.72727272727273,3.51515151515152,3.3030303030303,1.1794484,1.33427996698708,1.12563113609453,1.1489454980876,1.35749881410741
"259","male",8,20,6,"no","STEM","Physics",3.95,3.9,4,3.2,2.95,1.3068645,1.552586975,1.169795304,1.151657844,1.145931017
"260","male",2,13,2,"no","STEM","Chemistry",4.846153846,4.923076923,4.769230769,3.769230769,4.153846154,0.31521258,0.277350098,0.43852901,1.165750556,1.28102523
"261","male",11,52,5,"no","STEM","Math",2.865384615,2.826923077,2.903846154,2.25,2.285714286,1.2568065,1.353588605,1.240803272,1.169464432,1.338531534
"262","male",6,20,3,"no","STEM","Chemistry",3,3.4,2.6,2.3,3.05,1.1584927,1.27320565172283,1.18765580695312,1.1742858972248,1.14593101656986
"263","male",5,39,3,"no","STEM","Biology",3.166666667,3.333333333,3,2.153846154,3.615384615,1.2048877,1.324532357,1.213953957,1.181846493,1.114860969
"264","male",11,53,8,"no","STEM","Math",3.264150943,3.339622642,3.188679245,3.528301887,2.978723404,1.1376586,1.314759355,1.193840019,1.18652326,1.170086613
"265","male",11,49,7,"no","STEM","Math",2.92857142857143,3.08163265306122,2.77551020408163,3.59183673469388,2.95,1.1770372,1.28835707223511,1.24608229601234,1.20620560966575,1.19721899973786
"266","male",11,49,6,"no","STEM","Physics & Astronomy",4.265306122,4.265306122,4.265306122,3.204081633,3.891304348,1.1506431,1.303449114,1.168608685,1.241296228,1.016054698
"267","male",11,57,7,"no","STEM","Math",2.50877193,2.561403509,2.473684211,3.01754386,2.350877193,1.3578187,1.535502987,1.297046964,1.274631993,1.231886301
"268","male",11,17,5,"no","STEM","Chemistry",4.235294118,4.235294118,4.235294118,2.705882353,4.090909091,1.1472473,1.200490096,1.147247345,1.311711948,1.044465936
"269","male",11,30,10,"no","STEM","Computer Science",2.85,2.933333333,2.766666667,2.2,3.724137931,1.3464513,1.529780993,1.356550731,1.323527158,1.221724534
"270","male",11,13,3,"no","STEM","Geology",3.3076923,3.4615386,3.1538463,2.7692308,3.6923077,1.315587,1.3301244,1.3445045,1.3634421,1.1094004
"271","male",11,29,6,"no","STEM","Math",2.620689655,2.75862069,2.482758621,3.034482759,3.173913043,1.2582241,1.405478373,1.18384029,1.375363812,1.07247267
"272","male",11,29,3,"no","STEM","Chemistry",3.103448276,3.172413793,3.034482759,2.75862069,2.962962963,1.3050678,1.364576478,1.349146784,1.405478373,1.224163183
"273","male",11,11,6,"no","STEM","Computer Science",3.727272727,4,3.454545455,3.272727273,4.181818182,1.648690941,1.61245155,1.809068067,1.420627262,0.981649817
"274","male",10,12,2,"no","STEM","Geology",2.375,2.41666666666667,2.33333333333333,2.75,2.09090909090909,1.1306676,1.44337567297406,1.30267789455786,1.42222616792382,0.831209414593633
"275","male",11,18,5,"no","STEM","Math",3.722222222,3.944444444,3.5,3.5,2.444444444,1.3636265,1.474178624,1.465284554,1.42457424,1.338226316
"276","male",3,15,3,"no","STEM","Chemistry",2.5,2.73333333333333,2.26666666666667,2.73333333333333,3,1.069045,1.48644670591441,1.09978352848359,1.43759057685652,1.4142135623731
"277","female",11,25,3,"no","STEM","Math",4.94,5,4.88,4.8,4.24,0.16583124,0,0.33166247903554,0.5,0.879393730551528
"278","female",8,10,4,"no","STEM","Biology",2.9,3.1,2.7,1.5,3,1.0219806,0.875595035770913,1.33749350984926,0.52704627669473,1.33333333333333
"279","female",11,13,3,"yes","STEM","Biology",4.692307692,4.769230769,4.615384615,4.230769231,3.25,0.5964639,0.43852901,0.869718493,0.725011052,1.138180366
"280","female",11,47,8,"no","STEM","Math",3.43617,3.531915,3.3404255,4.744681,2.9148936,1.1112909,1.2131716,1.166127,0.73626804,1.426912
"281","female",5,11,6,"no","STEM","Math",3.772727273,3.818181818,3.727272727,3.727272727,3,1.4553975,1.662418829,1.348399725,0.904534034,1.483239697
"282","female",11,18,5,"no","STEM","Chemistry",2.75,2.777777778,2.722222222,2.444444444,3.588235294,1.3746657,1.555088632,1.40610248,0.921777198,0.939336437
"283","female",4,21,1,"no","STEM","Chemistry",2.619047619,3.19047619,2.047619048,2.523809524,2.904761905,1.1955733,1.435933411,1.116968687,0.92838826,1.04425868
"284","female",7,42,2,"no","STEM","Geology",4.285714286,4.452380952,4.119047619,3.619047619,3.459459459,0.9988565,0.916046142,1.130559563,0.935802276,1.192443677
"285","female",9,33,1,"no","STEM","Biology",4.01515151515152,4.18181818181818,3.84848484848485,1.87878787878788,3.96153846153846,0.7953463,0.808337238353579,0.972150069472691,0.96038975673863,0.870896973505786
"286","female",3,27,3,"no","STEM","Math",4.98148148148148,5,4.96296296296296,3.96296296296296,3.40740740740741,0.096225046,0,0.192450089729875,0.979854050414632,1.33760001090527
"287","female",11,12,3,"no","STEM","Math",4.583333333,4.5,4.666666667,3.666666667,3,0.7334022,0.674199862,0.887625365,0.984731928,1.651445648
"288","female",11,45,4,"no","STEM","Biology",2.422222222,2.533333333,2.311111111,2.022222222,3.85,1.270091,1.423823278,1.258105036,1.011050059,1.122040266
"289","female",11,49,3,"no","STEM","Math",2.33673469387755,2.59183673469388,2.08163265306122,2.18367346938776,2.30232558139535,1.2006412,1.35274978203255,1.20479484238807,1.01393354046989,0.988863795352314
"290","female",11,36,3,"yes","STEM","Biology",4.5,4.555555556,4.444444444,3.305555556,3.65625,0.70710677,0.694650763,0.843274043,1.064208477,1.09572115
"291","female",11,54,4,"no","STEM","Geology",3.555555556,3.555555556,3.555555556,2.5,2.607843137,1.0625116,1.253924656,1.07574751,1.077208131,1.297357798
"292","female",10,31,6,"no","STEM","Math",4.064516129,4.096774194,4.032258065,3.258064516,2.32,1.4008446,1.422552605,1.42557289,1.094463093,1.345362405
"293","female",6,17,4,"no","STEM","Biology",3.52941176470588,3.47058823529412,3.58823529411765,2.11764705882353,3.35294117647059,1.2307339,1.32842232831014,1.22774302733775,1.11143786045242,1.27186754767292
"294","female",7,30,4,"no","STEM","Biology",4.233333333,4.366666667,4.1,2.933333333,3.366666667,1.0886035,1.245220749,1.061878622,1.112106834,1.272611579
"295","female",4,11,3,"no","STEM","Biology",3.45454545454545,3.36363636363636,3.54545454545455,2.63636363636364,3.27272727272727,1.4045382,1.56669890360128,1.36847625946791,1.12006493318265,1.4893561757289
"296","female",2,17,5,"no","STEM","Math",2.35294117647059,2.41176470588235,2.29411764705882,2,2.47058823529412,0.91454744,0.939336436627724,1.159994928995,1.17260393995586,1.2307338795828
"297","female",8,80,8,"no","STEM","Math",2.0875,2.375,1.8,2.3875,2.733333333,1.0988343,1.344232876,1.048205217,1.216903624,1.233905394
"298","female",11,39,4,"no","STEM","Physics",3.6538463,4.076923,3.2307692,2.7948718,3.4210527,1.2729671,1.2852322,1.422776,1.2178386,1.08133
"299","female",11,26,4,"no","STEM","Biology",2.153846154,2.346153846,1.961538462,2.115384615,2.884615385,1.0273192,1.354763675,0.958363991,1.243444348,1.42343031
"300","female",11,29,4,"no","STEM","Computer Science",2.655172414,2.689655172,2.620689655,2.655172414,4.068965517,1.3436587,1.441810575,1.399331297,1.261401207,1.307424799
"301","female",11,60,7,"no","STEM","Math",2.60833333333333,2.71666666666667,2.46666666666667,3.48333333333333,2.25,1.3563775,1.43906356871483,1.40780712597813,1.26881322725203,1.08239023806157
"302","female",1,16,3,"no","STEM","Physics and Astronomy",2.40625,2.375,2.4375,1.9375,2.875,1.1433686,1.310216267,1.093541647,1.340087062,1.310216267
"303","female",3,10,5,"no","STEM","Math",2.9,3.2,2.6,3.1,1.9,1.0749677,1.316561177,0.966091783,1.370320319,1.100504935
"304","male",3,14,2,"no","Pre-prof","Kins",2.392857,2.142857,2.642857,1.4285715,2.7142856,1.195803,1.2924124,1.1507283,0.5135526,1.2043875
"305","male",6,14,7,"no","Pre-prof","Kins",4.892857143,4.928571429,4.857142857,4.857142857,4,0.28946713,0.267261242,0.36313652,0.534522484,1.176696811
"306","male",7,12,4,"no","Pre-prof","Kins",2.958333333,3,2.916666667,3.833333333,3.416666667,1.494434118,1.429840706,1.632993162,0.699205899,1.354006401
"307","male",11,13,3,"no","Pre-prof","Kins",2,2,2,2.84615384615385,2.76923076923077,1.2416387,1.52752523165195,1.08012344973464,0.800640769025436,1.42325016270543
"308","male",11,11,5,"no","Pre-prof","Business",3.954545455,4.363636364,3.545454545,3.636363636,2.909090909,1.1500988,1.206045378,1.213559752,0.809039835,1.136181804
"309","male",8,39,2,"no","Pre-prof","Economics",4.294872,4.3846154,4.205128,3.7692308,3.0555556,0.7670685,0.8148421,0.89382344,0.80985826,1.1697239
"310","male",8,32,3,"yes","Pre-prof","Kins",4.453125,4.34375,4.5625,4.625,3.59375,0.8739914,1.09572115,0.877588338,0.832795525,1.542084367
"311","male",2,10,2,"no","Pre-prof","Accounting",4.2,4.6,4.2,2.4,3.9,0.788810638,0.699205899,0.632455532,0.843274043,1.286683938
"312","male",10,21,5,"yes","Pre-prof","Kins",4.90476190476191,4.85714285714286,4.95238095238095,4.80952380952381,3.89473684210526,0.20118695,0.358568582800318,0.218217890235992,0.87287156094397,1.19697474409935
"313","male",11,10,3,"no","Pre-prof","Finance",3.1,3.5,2.7,1.9,2.5,1.3291601,1.58113883,1.418136492,0.875595036,0.9258201
"314","male",7,12,3,"no","Pre-prof","Environmental Public Health",3.166666667,3.166666667,3.25,3.583333333,3.5,1.1146408,1.642245322,1.055289706,0.900336637,1.167748416
"315","male",5,15,3,"yes","Pre-prof","Information Systems",3.4333334,3.5333333,3.3333333,3.6,3.6666667,1.2658519,1.3557637,1.2909944,0.910259,1.5886502
"316","male",11,53,6,"no","Pre-prof","Economics",4.811321,4.8490567,4.773585,4.1320753,3.1333334,0.34287268,0.41120023,0.46581233,0.9206548,1.2720778
"317","male",8,68,3,"no","Pre-prof","Economics",3.9191177,4.25,3.5882354,2.9117646,2.919355,1.0636823,1.1638203,1.2366939,0.9261587,1.1205734
"318","male",7,48,4,"no","Pre-prof","Accounting",4.0625,4.229166667,3.895833333,1.75,3.348837209,1.0945951,1.076629558,1.207064019,0.933991662,1.325280221
"319","male",2,10,1,"no","Pre-prof","Business",2.6,3.1,2.2,4.3,2.6,1.0219806,1.3703203194063,1.3984117975602,0.948683298050513,1.34989711542111
"320","male",11,36,3,"no","Pre-prof","Business",2.791666667,2.75,2.777777778,2.194444444,3.114285714,1.3855118,1.574347938,1.333333333,0.980362745,1.231245868
"321","male",8,15,2,"yes","Pre-prof","Finance",4.16666666666667,4.26666666666667,4.06666666666667,3,3.35714285714286,0.7943251,0.961150104723255,0.79880863671798,1,1.44686094473747
"322","male",3,32,3,"yes","Pre-prof","Information Systems",4.25,4.21875,4.28125,4.125,3.09375,1.0395409,1.23743686707646,1.05446439545881,1.00803225754837,1.44488809701763
"323","male",9,23,5,"no","Pre-prof","Economics",4.260869565,4.47826087,4.043478261,4.130434783,2.952380952,0.9153932,0.897955517,1.065076219,1.013739604,1.283596139
"324","male",4,14,4,"no","Pre-prof","Business",4.178571429,4.071428571,4.285714286,3.142857143,4,1.1198754,1.141138818,1.204387583,1.027105182,1.037749043
"325","male",8,12,4,"no","Pre-prof","Managerial Science",2.9166667,3,2.8333333,2.3333333,3.75,1.4115326,1.8090681,1.1934162,1.0730867,0.75377834
"326","male",11,31,2,"no","Pre-prof","Accounting",2.919354839,2.64516129,3.193548387,2.322580645,2.741935484,1.1756442,1.2529535,1.275914178,1.076633543,1.210171942
"327","male",11,24,3,"yes","Pre-prof","Marketing",4.5625,4.791666667,4.333333333,3.666666667,3.863636364,0.86366886,0.832970936,1.049499536,1.090140265,1.037187339
"328","male",8,33,4,"no","Pre-prof","Economics",4.393939394,4.424242424,4.363636364,3.454545455,3.285714286,0.9499801,1.061552608,0.962359789,1.092328622,1.181873681
"329","male",6,50,2,"yes","Pre-prof","Criminal Justice",4.64,4.56,4.72,3.94,4.16,0.6311635,0.812152594,0.572855362,1.095631399,0.841766849
"330","male",8,11,6,"no","Pre-prof","Curriculum and Instruction",2.590909,2.6363637,2.5454545,2.2727273,3.6363637,1.1361818,1.361817,1.3684763,1.1037128,1.5015144
"331","male",11,19,3,"no","Pre-prof","Library Science",4.394736842,4.473684211,4.315789474,3.368421053,3.421052632,0.7183884,0.772328446,0.820069887,1.116070802,1.502434671
