"","y","x1","x2","x3","x4","x5","x6"
"334",-2.1691,-0.15296,0.73613,-0.26546,0.67571,-0.18796,0.57016
"335",0.057806,-0.055528,-0.0636,0.11812,-0.3132,0.061022,-0.43345
"336",0.75112,0.062199,-0.50652,0.043971,0.048676,-0.025775,0.6338
"337",0.75056,-0.077329,0.044277,0.070885,0.057096,0.073905,-0.71113
"338",0.77875,-0.066181,0.0051347,-0.1199,0.18535,-0.091889,0.76501
"339",2.5014,-0.0072281,0.040018,0.23158,-0.15948,0.17174,-0.34547
"340",1.014,-0.013398,-0.32662,0.16886,-0.41726,0.060662,-0.21829
"341",-0.39762,0.047316,0.07149,0.040154,-0.43198,0.12991,-0.44968
"342",-1.7913,-0.0077644,-0.12211,-0.089955,0.4298,-0.06453,-0.21886
"343",-0.020036,-0.074568,0.16981,-0.099936,-0.12658,-0.084864,0.024931
"344",0.14624,0.037579,-0.30006,0.21711,-0.25578,-0.0099231,-0.26529
"345",1.3519,0.07617,-0.16223,0.04166,0.059498,0.019368,0.1819
"346",-0.4403,-0.022828,-0.17744,-0.17524,0.47878,-0.058525,0.1896
"347",1.4056,0.01229,-0.25794,0.068877,0.16133,0.060561,0.23853
"348",-0.4363,-0.25677,0.55747,-0.3059,0.19281,0.071466,0.10564
"349",-1.2002,0.084416,0.00074922,0.11533,-0.27948,0.075162,-0.54343
"350",1.4311,-0.10231,0.0032065,0.031376,0.22414,-0.045068,0.80715
"351",0.78676,0.060387,0.15238,0.058689,-0.14316,0.10774,-0.32778
"352",-1.9006,0.048178,-0.10446,0.096441,-0.49243,0.016226,-0.55374
"353",-1.3338,-0.063132,0.078537,-0.11624,0.33189,-0.051632,0.063086
"354",0.67384,0.071678,-0.27516,0.27734,-0.67559,0.058036,-0.053876
"355",0.62013,-0.064579,0.32522,-0.1019,-0.013163,-0.028695,0.090522
"356",-0.21069,-0.012407,0.0089748,-0.095542,0.36352,0.090412,-0.59952
"357",-1.4009,-0.033299,-0.085983,-0.013292,0.10734,0.057088,-0.52455
"358",1.4439,0.020197,0.38886,-0.26648,0.43716,-0.03659,0.78563
"359",0.51536,0.041645,-0.4201,0.14197,-0.39197,0.063966,-0.41258
"360",-2.1364,-0.035165,0.4566,-0.19766,0.38898,-0.028977,-0.16043
"361",1.7316,0.041509,0.040663,-0.012919,0.14939,0.11799,-0.15678
"362",1.8489,-0.06775,0.38842,-0.075409,0.11534,0.067656,0.33047
"363",0.36942,-0.057256,0.023282,0.0034668,-0.0010125,0.01957,-0.52709
"364",-0.90031,-0.032714,-0.3743,0.13659,-0.36412,0.03541,-0.25689
"365",0.33804,0.062504,0.111,-0.045486,0.27271,-0.061424,0.021108
"366",0.62463,0.022668,0.049346,-0.10205,-0.095515,0.00076378,0.047372
"367",0.87085,0.010689,-0.41182,0.044315,-0.05243,-0.049811,0.3564
"368",-0.75779,0.18611,-0.368,0.12357,-0.34234,0.075534,-0.38388
"369",0.69176,0.014316,0.057713,0.013712,-0.42499,0.16475,-0.72335
"370",0.9846,0.06232,-0.033649,0.038641,0.076883,-0.082285,0.70963
"371",-2.3283,0.071783,-0.68051,-0.015128,-0.18032,0.013829,0.021152
"372",-0.72571,0.054223,-0.031987,-0.10306,0.47793,-0.076884,-0.21679
"373",0.42436,0.07229,-0.65113,0.2235,-0.24558,0.052888,-0.24699
"374",-0.78708,-0.032436,-0.189,0.0076796,0.015374,-0.035401,0.17073
"375",-0.29517,-0.026252,0.60248,-0.21172,-0.094802,0.036034,-0.98044
"376",-2.0367,-0.01197,-0.18532,0.11125,-0.20301,-0.074979,0.0075486
"377",0.91627,-0.014852,0.21096,-0.065913,0.16745,0.045503,-0.24765
"378",1.1829,-0.03835,0.0094914,0.048098,-0.19064,0.027539,0.23091
"379",-0.27782,-0.015427,0.041562,-0.18373,0.14889,0.011414,0.27522
"380",0.38973,-0.08106,0.19919,-0.08299,0.17203,-0.0021325,0.34873
"381",-1.4784,-0.0045165,0.14933,-0.22474,0.99998,-0.29361,1.1911
"382",2.1679,0.11733,-0.20731,-0.031369,0.39359,0.011347,0.71994
"383",-0.88299,0.11634,-0.40494,0.0060226,-0.023429,0.074675,-0.66295
"384",-2.0821,0.054024,-0.28172,-0.24739,0.31231,-0.04094,-0.48306
"385",-1.6914,0.06551,0.067744,-0.077148,-0.31712,-0.0039463,0.10793
"386",0.86169,0.0067523,0.2123,-0.075077,0.078106,0.012201,0.38311
"387",0.98449,0.11077,-0.30765,-0.077264,0.2934,-0.042896,0.62118
"388",-1.3345,0.021077,-0.26533,0.077373,-0.22102,0.10909,-0.019409
"389",-0.22141,-0.17245,0.58702,-0.15758,0.010968,0.043707,-0.39556
"390",1.1291,-0.085166,0.29009,-0.20747,0.15634,-0.11655,1.0863
"391",0.48254,-0.069001,0.74176,-0.27597,0.24242,-0.087169,0.014134
"392",-0.045008,-0.03587,0.30435,-0.26901,0.27525,0.010592,-0.45402
"393",-1.1438,-0.087061,0.014606,0.0064484,0.15902,-0.0186,-0.1063
"394",1.774,-0.012003,0.21793,0.22543,-0.24281,0.10526,-0.19955
"395",-0.56458,0.048329,-0.14455,-0.0012641,0.16885,-0.017613,-0.32152
"396",-1.8335,-0.041012,0.36486,-0.027631,-0.3468,-0.0089906,-0.19236
"397",0.96928,0.11647,-0.40509,0.068111,-0.01393,0.046997,0.38265
"398",1.6121,0.026118,0.043906,0.042578,0.16199,-0.040545,1.1273
"399",-2.1595,-0.063809,0.43267,-0.039442,-0.41243,-0.024924,0.093313
"400",-2.2362,0.0064649,-0.2044,-0.046693,0.28837,-0.088367,-0.041828
"401",1.6741,-0.071237,0.40365,0.035484,-0.34286,0.059232,0.55176
"402",1.4514,0.15157,-0.024276,-0.017083,-0.19262,-0.039135,-0.020388
"403",-0.50302,-0.048431,0.25686,0.036822,-0.15681,0.077609,-0.075026
"404",-2.2612,0.034739,-0.13869,-0.054966,-0.056623,0.040324,-0.4549
"405",0.53959,0.095342,-0.15638,0.13619,-0.15698,0.12161,-0.46351
"406",0.17369,-0.076975,0.34153,-0.15715,-0.061516,0.070264,-0.52038
"407",-0.81011,0.034854,0.13627,-0.19341,0.2705,-0.094034,0.32544
"408",-0.94955,0.096225,-0.6062,0.20688,-0.6931,0.11986,0.13188
"409",-2.709,-0.030027,-0.23438,-0.0038308,-0.47675,-0.020268,-0.39203
"410",0.22682,0.042999,0.11076,-0.26815,0.54262,-0.076304,0.84974
"411",0.057359,-0.062666,0.19524,-0.20406,0.15659,-0.013956,-0.076884
"412",-0.0043276,0.080336,-0.26136,0.19529,-0.32337,0.025298,-0.2457
"413",-0.38032,-0.17487,0.48935,0.047801,0.09191,-0.032472,0.26702
"414",0.91943,0.21042,-0.46291,0.18953,-0.41787,0.20531,-0.67016
"415",-0.020773,0.051358,-0.35964,0.25399,-0.6778,0.080602,-0.73361
"416",2.3443,0.035925,-0.00024358,0.088133,-0.067041,-0.065584,1.0227
"417",-0.31102,-0.0086,-0.053795,-0.19834,0.0065368,-0.04402,-0.1881
"418",-1.513,0.11841,-0.45026,0.026265,0.34747,-0.003893,-0.41709
"419",-0.47747,-0.090535,0.53676,-0.15027,0.19982,-0.035354,-0.42262
"420",0.11421,-0.18903,0.31581,-0.11085,0.18407,0.00078511,-0.23704
"421",0.74096,0.10187,-0.15342,0.14211,-0.47394,-0.069013,0.54897
"422",-0.34426,-0.10645,0.36394,-0.20483,0.35352,-0.14609,-0.11543
"423",-0.87795,0.084015,-0.27134,-0.011631,0.079606,-0.11335,0.88398
"424",1.1879,0.10079,-0.24301,0.25482,-0.18738,-0.02303,-0.035307
"425",1.1533,-0.037284,0.40757,-0.10345,0.40687,0.018199,0.43702
"426",0.41346,0.048639,-0.26547,0.0045741,-0.146,-0.041938,-0.46202
"427",-0.2211,0.046763,0.41708,-0.14536,0.14383,0.01603,-0.49196
"428",-1.0315,-0.069039,0.4813,-0.14261,0.54777,-0.10372,0.4592
"429",1.3671,0.039329,0.047881,-0.03124,0.1467,-0.020247,0.22672
"430",0.36759,0.051412,-0.12956,0.020603,-0.22673,0.042058,-0.56036
"431",-1.0774,0.014566,0.10001,0.060239,-0.10556,-0.071754,0.41657
"432",-0.99932,0.10755,-0.17512,-0.061403,0.0094967,0.035274,-0.42219
"433",-0.5876,0.030683,-0.036551,0.14075,-0.017901,0.024634,-0.95671
"434",-2.0597,-0.03857,0.068311,-0.026456,-0.19849,0.036999,-0.038294
"435",0.51462,-0.036209,-0.20768,0.097198,0.33765,-0.064823,0.46389
"436",2.1767,0.0096336,0.051322,0.11472,-0.04913,0.10131,0.16767
"437",-1.8257,-0.063951,0.3565,-0.15853,0.059991,-0.11591,0.76494
"438",1.6271,-0.063004,0.38952,-0.10852,0.1723,0.019024,0.22698
"439",-1.891,-0.055424,0.37577,-0.083381,-0.10643,0.016487,-0.31037
"440",-0.047548,0.10379,-0.27285,-0.026653,-0.31405,0.11356,-0.19043
"441",0.33982,0.0078421,-0.56069,0.14268,-0.29064,0.061095,-0.081611
"442",0.20823,-0.056364,0.3865,-0.24958,-0.15914,-0.0013464,0.14574
"443",0.63792,-0.068525,0.52022,-0.25623,0.19301,-0.024563,0.060604
"444",-1.7585,-0.013914,-0.2922,0.13352,-0.1553,0.034941,-0.3637
"445",0.7149,0.018215,-0.36759,0.14108,-0.16004,0.039959,-0.29281
"446",1.4824,-0.0076555,0.32767,0.0071626,-0.14539,0.073092,0.30217
"447",0.52607,0.11912,-0.46115,0.20407,-0.34177,0.022292,-0.1763
"448",-2.1134,0.060744,-0.16864,-0.044203,0.38729,-0.10358,-0.23689
"449",0.24657,-0.050171,0.11884,-0.27063,-0.0092071,-0.12162,0.78295
"450",0.71599,0.12735,-0.36012,0.17489,-0.32543,0.10532,-0.4112
"451",1.2828,0.03261,-0.37836,0.23039,-0.68332,0.042966,0.39243
"452",-0.11488,-0.042951,0.43363,-0.032969,0.27438,-5.7363e-05,1.1135
"453",0.5614,-0.061033,0.012921,0.014203,0.22287,-0.031239,-0.087566
"454",1.092,0.10554,-0.48437,0.21617,-0.18697,0.16226,-0.39712
"455",-0.69095,-0.024695,0.64655,-0.28593,0.2501,-0.16087,0.2909
"456",-0.73221,0.10692,-0.16677,0.018492,-0.20785,0.057495,0.14887
"457",-0.037247,0.065326,-0.24104,-0.018559,0.018838,0.068937,-1.1157
"458",-0.048931,-0.036556,-0.06702,-0.055053,0.069462,0.059106,-1.1521
"459",-0.087161,-0.11935,0.3602,-0.23583,0.21406,0.085401,-0.42601
"460",-0.3442,0.088011,0.019102,-0.27346,-0.15487,-0.075247,0.068014
"461",1.8755,-0.08732,0.4095,0.080574,0.0079966,-0.044606,0.48155
"462",2.2342,0.046877,-0.13255,0.12671,-0.080186,0.02931,0.38486
"463",0.079113,0.02633,-0.13936,0.0015871,-0.10002,-0.011386,0.3648
"464",-0.97119,0.11157,-0.36098,0.0080575,-0.28482,0.040582,-0.25188
"465",-0.25284,0.098926,-0.56663,0.19552,-0.49826,0.13159,-0.88897
"466",-1.9139,-0.037873,-0.41138,0.1964,-0.41624,0.087654,-0.29296
"467",-0.41206,0.014563,-0.066336,-0.028525,-0.089569,0.088738,-0.45464
"468",-0.72294,-0.022857,-0.23741,-0.10247,0.11718,0.0027373,-0.13749
"469",-0.35982,0.17121,-0.46209,0.22188,-0.50652,0.12753,-0.88486
"470",2.0784,0.03535,0.38256,-0.00071577,0.26695,-0.051052,0.69428
"471",-0.98281,-0.11868,0.066276,-0.052499,0.037498,-0.019135,0.16447
"472",-0.54392,-0.010405,0.49258,0.11495,-0.13079,0.014364,-0.56286
"473",-2.3581,-0.004108,-0.16183,0.15686,-0.14904,0.019976,-0.59024
"474",-0.54775,-0.095629,-0.25933,0.06068,-0.25906,0.10924,-0.44136
"475",0.94618,0.035913,0.006253,-0.016548,0.32085,-0.095093,0.66497
"476",-1.8813,-0.0027325,-0.070305,-0.069773,0.31756,-0.00032544,-0.26223
"477",-0.1186,-0.06876,0.09201,0.073358,-0.032045,0.033499,-0.43196
"478",0.35906,-0.023187,0.086015,-0.11612,0.13585,0.038898,0.26973
"479",0.11238,-0.033924,0.086256,-0.077605,0.036847,0.024588,-0.54215
"480",1.9735,0.052312,-0.14217,0.086895,0.13102,-0.074129,1.022
"481",-1.4994,0.074224,-0.31762,0.16823,-0.53005,0.10793,-0.29171
"482",-0.50422,-0.13214,-0.2287,0.026326,0.10644,0.027352,-0.088707
"483",-0.18459,-0.0050726,-0.15431,0.078273,-0.30712,0.11425,-0.86217
"484",-1.9105,-0.14699,0.063636,0.0017185,0.39175,-0.12792,0.82076
"485",1.0984,0.099508,-0.73963,0.47071,-0.34574,0.12802,-0.28902
"486",1.3172,0.099208,-0.62396,0.22721,-0.67361,0.045467,-0.028508
"487",1.8661,0.05981,-0.1439,0.024607,0.28954,-0.095277,1.0632
"488",1.44,0.078417,-0.55389,0.26047,-0.11129,0.021762,-0.49618
"489",2.8742,0.079874,-0.051924,0.18122,0.058676,-0.0092737,0.64836
"490",0.56238,-0.020943,0.1737,-0.18931,0.44799,-0.11156,0.82331
"491",0.24772,-0.10491,0.24578,-0.14783,0.23492,-0.031308,0.50662
"492",-0.90982,-0.0063595,0.05304,0.040475,0.071607,-0.0026908,-0.5099
"493",1.5438,-0.049392,0.5119,-0.052056,0.10782,-0.00047639,0.63463
"494",0.1499,-0.010374,0.33527,-0.24,0.50954,-0.024381,0.051492
"495",2.1806,0.10692,-0.45736,0.40221,-0.50435,-0.033077,0.21246
"496",0.84006,-0.20921,0.66114,-0.081886,0.034319,-0.068202,0.42847
"497",-0.96744,-0.042041,0.22417,-0.069278,-0.024263,-0.094159,0.17825
"498",1.3222,0.12076,-0.074237,0.13002,-0.18284,0.0081462,0.094538
"499",-1.2445,0.18711,-0.38233,-0.041514,-0.16455,-0.032402,0.1242
"500",0.35482,-0.084401,0.1888,-0.11987,0.0044247,0.053894,-0.60915
"501",-0.56446,0.085122,-0.67463,0.11858,-0.17286,-0.060557,0.37383
"502",-1.08,0.041398,-0.020148,0.076359,-0.13082,-0.041777,0.17108
"503",1.7738,0.14382,0.056475,0.030898,0.072043,-0.046941,-0.17131
"504",1.7987,-0.028471,0.27849,-0.072163,-0.22855,0.075836,0.68906
"505",-1.461,-0.18976,0.58561,-0.3014,0.32627,0.049062,-0.52562
"506",0.69308,0.087163,0.14222,-0.022529,-0.023286,0.0047601,0.40583
"507",-0.047428,-0.0052077,-0.0018852,0.050712,0.30979,-0.10102,1.3657
"508",1.9119,-0.048081,0.11899,0.094215,0.23463,0.048487,-0.064073
"509",0.050896,0.032846,-0.090849,-0.12441,-0.11229,0.056511,-0.69887
"510",-0.037304,-0.17843,0.20542,-0.067094,0.14815,0.045029,-0.50514
"511",-0.41327,-0.078087,-0.075203,-0.024935,-0.30789,0.19223,-1.1222
"512",-1.1995,-0.0084354,-0.1382,-0.19072,0.19845,-0.073591,0.58836
"513",0.39233,-0.045492,0.22186,-0.075591,-0.11973,0.033389,-0.64998
"514",-0.67946,-0.068436,0.3779,-0.11451,0.52403,-0.03238,0.24824
"515",0.63832,-0.013769,0.63278,-0.056663,0.38356,-0.075168,1.0728
"516",1.6075,0.14345,-0.47066,0.32138,-0.59633,0.10998,-0.85174
"517",-1.1543,0.057123,0.21385,-0.01168,-0.25007,-0.01644,-0.021766
"518",-1.9294,-0.1214,0.32078,-0.11474,0.18561,0.02249,-0.12176
"519",0.43471,0.048672,-0.14033,-0.086437,-0.082295,0.0026304,-0.078994
"520",2.0501,0.23857,-0.44664,0.027534,-0.21436,0.068727,0.29976
"521",0.78312,0.058222,-0.41667,0.11872,-0.10937,-0.017082,0.44798
"522",-1.2245,0.032313,-0.36693,0.10997,-0.33146,0.059202,-0.69061
"523",-0.45565,-0.1304,-0.085918,-0.0053162,0.23843,-0.096668,0.20738
"524",-1.1554,0.017918,-0.15111,0.085716,-0.33824,0.055901,-0.66335
"525",-0.19717,-0.049683,-0.074384,0.023969,0.32929,-0.014581,-0.17729
"526",0.75188,0.0082426,0.12363,0.0040165,0.4199,-0.0035284,0.21111
"527",0.23647,-0.16918,0.60323,-0.16147,0.20702,-0.05744,0.1759
"528",-0.59511,0.1154,-0.039834,-0.010504,-0.065455,-0.034813,-0.019463
"529",-0.34045,0.00067977,0.29842,-0.2874,0.12626,-0.10661,-0.15781
"530",-1.8238,0.045745,0.004894,-0.16679,-0.11941,-0.10866,0.63947
"531",-0.26004,0.011618,0.27864,-0.15553,0.65177,-0.06577,0.32548
"532",-0.49546,-0.068944,-0.46929,0.13789,-0.39836,0.10124,-1.4108
"533",-0.38405,-0.059396,0.13334,-0.04012,0.11266,-0.059028,-0.20909
"534",0.61611,0.056403,0.0093474,-0.020325,0.15013,-0.12685,0.37043
"535",1.3289,0.029768,-0.078693,0.14822,-0.24812,0.1908,-0.54031
"536",-1.3272,0.073096,0.32044,-0.063921,0.18424,-0.087158,0.17459
"537",-0.028563,-0.10097,0.041115,-0.034443,0.47849,-0.036031,-0.28462
"538",1.255,-0.016973,0.12252,0.10579,0.37681,-0.05258,0.26039
"539",-1.0653,0.01297,-0.039761,-0.023751,-0.29909,0.089557,-0.4491
"540",-2.1097,-0.039022,0.20981,-0.11444,0.087906,-0.061333,0.016937
"541",0.72765,0.12092,-0.32631,0.053954,-0.27368,0.058425,-0.45608
"542",1.3749,0.012634,-0.10561,0.1934,-0.35886,0.025012,0.18508
"543",-0.99813,-0.027707,-0.049195,-0.048083,-0.15388,0.099124,-0.34442
"544",0.93505,0.086315,-0.1613,0.22133,-0.33782,0.086885,-0.54293
"545",-0.19469,-0.068927,0.33732,-0.060018,0.18946,-0.056174,-1.0994
"546",-0.99887,-0.034602,0.0020193,0.11535,0.047662,-0.03678,0.082564
"547",-0.36625,-0.056644,0.14962,-0.033896,-0.20771,-0.0080207,-0.36769
"548",0.63846,-0.036051,0.37128,0.15858,-0.43003,0.11366,-0.26221
"549",-1.5457,0.06579,-0.24093,0.0055162,-0.0082166,0.020005,-0.44594
"550",0.87247,-0.01484,-0.051562,-0.0033243,0.089081,-0.0041026,-0.56771
"551",1.9682,0.056859,-0.1503,-0.037768,0.20576,0.011273,0.55351
"552",1.8736,-0.0087576,0.2754,0.053474,0.22412,-0.018469,0.17252
"553",0.91444,0.075955,-0.17468,-0.0053909,0.38807,-0.053125,-0.11119
"554",0.31558,-0.15128,0.54844,-0.28371,0.52581,-0.071608,0.016972
"555",-2.0156,-0.1212,0.18445,-0.10024,0.13785,0.077585,-0.016155
"556",2.006,0.051635,0.1154,0.036241,-0.10373,0.01148,-0.043859
"557",-1.8142,-0.024941,-0.16909,0.15348,-0.23198,0.14979,-1.0332
"558",-0.78337,0.036057,-0.1923,0.080736,-0.09186,-0.069845,0.55314
"559",-1.2424,0.05307,0.083211,0.06992,0.25236,-0.15908,0.17756
"560",1.8084,0.030402,0.25783,-0.13986,0.49541,-0.16459,1.036
"561",1.0621,-0.035037,0.088029,-0.023933,0.11242,-0.026942,0.42853
"562",-0.66671,0.02326,-0.26712,-0.035416,-0.027756,0.12223,0.070513
"563",1.2368,-0.039234,-0.052245,0.12328,0.22746,0.026651,-0.094228
"564",1.802,-0.070126,-0.13947,0.11094,0.20596,-0.12228,1.065
"565",0.66032,0.086189,-0.48093,0.21595,0.025148,-0.064999,-0.088295
"566",0.54845,-0.01187,-0.075689,-0.006519,0.10323,0.039158,0.35105
"567",2.0194,0.22955,-1.1601,0.37382,-0.42312,-0.00095672,-0.11378
"568",-1.8181,0.062016,-0.74657,0.25121,-0.37099,-0.011539,-0.64812
"569",1.1158,0.0086353,0.12995,0.00036395,0.040035,-0.081645,0.29621
"570",-1.1017,0.017879,0.018505,-0.07413,0.12032,0.022294,-0.44679
"571",-1.041,-0.087138,-0.21828,0.20146,-0.24264,0.094256,0.057198
"572",0.75888,-0.016777,-0.11848,0.069701,-0.25993,-0.0061097,-0.13024
"573",-0.60868,0.073526,-0.47384,0.23416,-0.63732,0.10648,-0.71983
"574",-1.1429,-0.13315,0.32406,-0.19794,0.18486,-0.16893,0.27176
"575",0.26954,-0.068304,0.10039,-0.1904,0.2776,-0.060604,-0.10024
"576",0.14686,-0.10041,0.16294,-0.12318,0.023561,-0.097087,0.24324
"577",1.1178,0.12811,-0.58156,0.085274,0.26415,-0.046045,-0.11627
"578",-0.36723,0.065027,-0.4672,-0.10402,-0.034798,-0.01596,-0.40412
"579",-0.55909,-0.13324,-0.089845,-0.039932,-0.12721,0.090277,-0.7383
"580",-0.95587,-0.12444,0.47139,-0.12704,0.44326,0.031121,-0.295
"581",0.75188,0.14227,-0.27729,0.17006,-0.19739,-0.02899,0.080843
"582",-0.98153,0.026706,0.25481,0.067799,0.18794,0.0018139,0.16056
"583",-0.4955,-0.042838,0.36663,-0.167,0.07825,0.011828,0.2739
"584",-2.1748,-0.14398,-0.0079262,0.21866,-0.11725,0.064231,-0.90665
"585",-1.2099,0.02398,-0.062516,0.10373,-0.10672,-0.00032999,-0.12292
"586",-0.80636,0.13689,-0.68085,0.20067,-0.41677,0.096507,-0.1258
"587",0.86304,-0.0051832,-0.017023,-0.2297,0.44921,-0.10352,0.53316
"588",0.94234,0.013138,0.37097,0.026364,-0.012869,-0.03243,0.25442
"589",-0.24851,0.015638,0.040817,-0.2156,0.067481,0.048246,-0.045649
"590",-0.32397,-0.0073712,0.46632,-0.13964,0.39321,-0.096277,0.52241
"591",-1.1644,0.1701,-0.22028,-0.035453,0.39029,-0.014646,-0.14507
"592",-0.30872,-0.15721,0.36895,-0.12641,0.36618,-0.19441,1.4086
"593",0.94245,0.091997,0.17603,-0.26754,0.64387,-0.14268,0.3502
"594",1.1226,0.045035,0.10124,-0.12899,0.56632,-0.10823,0.81626
"595",-1.9369,0.0074449,-0.036689,0.083691,-0.14357,0.028888,-0.48271
"596",-0.13218,-0.022086,-0.15201,0.10481,-0.32772,0.0778,0.25977
"597",1.0178,0.086874,-0.2324,0.11157,-0.21803,0.071407,0.048129
"598",0.34761,-0.021589,0.179,-0.003127,0.26879,-0.015422,-0.10077
"599",1.2061,-0.030596,0.067412,0.070688,0.13327,-0.015101,0.18843
"600",0.63555,-0.1237,0.17515,-0.13042,0.27055,-0.06454,0.68502
"601",-0.67481,-0.026195,-0.035935,-0.12888,0.051574,0.0011434,-0.92995
"602",1.9938,0.13134,-0.39845,0.13559,-0.12559,-0.052185,0.37729
"603",1.2519,0.14993,-0.27709,0.033727,-0.43441,0.11013,-0.51055
"604",2.7462,0.062804,0.24914,0.050855,0.20775,-0.0044569,0.35125
"605",0.0099257,0.048497,-0.21195,0.071134,-0.3824,0.072776,-0.34637
"606",0.31945,-0.068252,0.28486,-0.1652,0.1123,-0.0060572,-0.3272
"607",-0.52351,0.14587,-0.43693,0.10723,0.062649,0.079108,-0.80048
"608",1.0095,0.016847,0.31133,-0.0012802,0.24017,-0.034277,0.16991
"609",0.73732,0.048799,-0.18125,0.16935,-0.146,-0.060405,0.28781
"610",-1.68,0.0066959,-0.34072,0.027206,0.13032,-0.034149,-0.10092
"611",-0.15642,0.018219,-0.042205,0.010585,-0.26223,0.092055,-0.66007
"612",0.91736,0.1043,-0.23,-0.084118,0.046983,-0.039895,0.83188
"613",-1.4151,0.10133,0.1521,-0.06383,-0.19714,-0.025049,0.058971
"614",-1.868,-0.098484,-0.026557,-0.01679,-0.067427,-0.016145,0.13773
"615",-0.10068,-0.14992,0.079526,-0.038183,-0.018902,-0.0073446,-0.44942
"616",-1.1574,-0.051846,-0.1029,-0.15862,0.33747,-0.08354,0.40748
"617",-1.3459,0.041488,0.10301,0.030484,0.065737,0.011774,-0.079773
"618",-0.023369,0.015555,0.1687,-0.24467,0.42826,-0.050484,0.2554
"619",1.1848,0.018389,-0.29844,0.17076,-0.2882,-0.0051516,-0.18482
"620",1.2979,-0.016434,-0.029131,0.097308,-0.042145,0.032625,-0.3598
"621",0.22482,0.027588,-0.11801,0.099938,0.043434,0.1219,-0.87263
"622",0.024121,-0.073006,-0.22968,0.0099378,-0.18932,0.071952,-0.45502
"623",1.7739,0.12155,0.13319,-0.078319,0.49961,-0.091553,0.44867
"624",-0.15428,-0.10934,0.35935,-0.21031,0.17156,-0.13872,0.3487
"625",-0.9443,-0.065336,0.090977,-0.017343,0.13728,-0.088274,0.32308
"626",1.4312,0.082897,-0.142,0.10875,-0.092502,0.075743,-0.13533
"627",-1.3787,0.0088207,-0.082758,0.058302,0.074388,-0.0084143,-0.17287
"628",-1.1295,0.0095501,0.17041,-0.23024,0.11623,-0.026038,1.0916
"629",-0.31244,-0.099374,0.60112,-0.11256,0.095058,-0.052206,-0.20545
"630",1.1754,0.016693,-0.12593,-0.085778,0.33321,0.010118,0.51116
"631",0.28243,0.12806,-0.6252,0.2096,-0.29974,0.22893,-1.1041
"632",0.022116,-0.029051,0.24556,-0.27012,0.49179,0.01515,-0.65254
"633",1.3416,0.10442,-0.48027,0.30611,-0.27017,0.041064,-0.56906
"634",-0.82224,0.012463,-0.59242,0.13282,-0.65688,0.13397,-1.438
"635",-0.12043,-0.03414,-0.028631,-0.18811,0.52696,-0.22455,1.3023
"636",-0.91124,-0.097488,0.31054,-0.17776,0.031732,0.054027,-0.96037
"637",0.090567,-0.015577,0.011083,0.0014186,0.078277,0.072365,-0.24984
"638",0.64887,-0.0026203,-0.67783,0.26606,-0.11861,0.040643,0.15428
"639",-0.35213,0.019495,0.11602,0.047622,0.023701,-0.001921,-0.10247
"640",-1.4016,0.019322,-0.2458,0.10314,-0.29521,0.092893,-0.0020789
"641",-1.2633,0.0081406,0.26699,0.042046,0.22886,-0.084512,0.31002
"642",0.4935,0.11147,0.072774,0.067528,-0.028704,-0.011849,-0.25428
"643",-1.6685,-0.086653,0.47828,-0.17386,0.094788,0.084203,-0.28094
"644",0.83884,0.07345,-0.29925,0.16059,-0.13135,-0.05607,0.52683
"645",0.83746,0.010971,-0.35126,0.071694,-0.27156,0.00082085,-0.15626
"646",-0.068255,0.020128,0.17375,-0.13692,-0.025943,0.052282,0.53999
"647",-0.45191,0.027843,-0.30209,0.12546,-0.04953,0.042064,-0.24905
"648",0.64703,-0.022375,0.42161,0.18533,-0.19996,0.022825,-0.22738
"649",1.454,0.12009,-0.21168,-0.067338,-0.067476,0.060962,0.10257
"650",1.4631,-0.077229,0.23483,-0.027686,0.52696,-0.012006,0.34547
"651",-0.95598,-0.13851,-0.21105,-0.038101,0.15488,-0.038296,0.39945
"652",1.8736,-0.0054126,-0.035191,0.18027,-0.30768,0.018487,0.37875
"653",-1.1688,-0.062234,0.11897,-0.12942,0.092524,-0.12467,0.63187
"654",-1.7936,-0.022806,0.34712,-0.14355,0.34402,-0.096007,0.62438
"655",0.44628,0.040895,0.07317,-0.10627,-0.03934,0.011411,-0.11363
"656",0.29377,0.11623,-0.49569,0.13163,-0.13237,-0.041177,-0.38024
"657",-0.1678,0.0090648,0.017477,-0.11727,-0.4945,0.1075,-0.71508
"658",0.68789,-0.095529,0.31348,0.057417,-0.086161,0.10271,0.1672
"659",1.6052,0.0091423,0.42029,-0.040625,0.39098,-0.099544,0.59872
"660",0.40012,-0.16129,0.74636,-0.25492,0.69871,-0.094191,0.014591
"661",-2.1825,-0.029452,-0.30748,-0.0010843,-0.36768,0.016445,0.1963
"662",-0.17317,-0.077801,0.22517,-0.1557,0.46109,-0.11726,0.98851
"663",1.8097,0.090018,-0.54126,0.3233,-0.46839,0.091378,-0.22246
"664",-2.0252,-0.08958,0.28906,-0.14115,0.16604,-0.058443,0.33302
"665",-0.22152,-0.034168,-0.046102,0.026035,-0.40448,0.10335,-1.1909
"666",-1.2015,-0.15808,0.10929,-0.1094,-0.16101,0.00058819,0.63246
"667",-0.020658,-0.049511,0.24534,-0.0079458,-0.34412,-0.011343,0.46669
